,group,variable,month,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,7,13,20
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,10,9,19
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,1,2
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,6,3,9
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,10,14,24
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,3,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,2,0,2
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,2,3
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,5,1,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,5,2,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,135,111,246
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,88,110,198
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,152,115,267
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,4,5,9
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,4,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,3,1,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,4,3,7
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,10,9,19
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,3,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,2,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,18,11,29
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-06-01,0,2,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,3,4
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,1,4
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,2,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,2,3
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,2,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,0,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,5,6,11
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,7,5,12
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,1,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,1,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,73,95,168
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,1,4
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,3,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,6,9
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,34,27,61
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,8,11
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,5,6
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,135,149,284
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,0,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,6,5,11
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,5,8,13
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,8,11
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,7,8,15
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,10,10,20
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,1,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,2,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,0,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,3,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,4,7
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,148,134,282
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,138,140,278
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,82,90,172
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,1,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,6,7,13
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,3,6
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,5,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,2,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,3,2,5
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,6,10,16
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,8,5,13
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,0,2
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-07-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,1,2
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,1,4
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,10,13
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,1,4
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,2,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,3,4
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,7,1,8
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,108,106,214
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,2,3
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,2,3
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,2,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,2,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,32,20,52
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,5,1,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,2,5
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,4,5
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,2,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,118,210,328
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,3,5
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,1,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,4,4,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,13,17,30
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,9,15,24
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,1,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,4,2,6
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,1,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,1,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,2,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,3,6
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,185,207,392
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,2,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,107,111,218
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,92,78,170
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,1,3
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,1,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,1,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,4,1,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,2,5
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,9,12
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,3,0,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,2,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",epilepsia / convulsiones / ataques,2011-08-01,0,1,1
