,group,variable,month,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,10,10
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,3,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,0,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,2,2,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,144,651,795
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,7,50,57
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,2,2,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,25,511,536
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,2,6,8
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,1,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,5,5
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,5,5
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,11,8,19
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,414,946,1360
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,2,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,9,14,23
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,3,3
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,26,185,211
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,2,43,45
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,36,65,101
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,3,6,9
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,1,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,2,56,58
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,3,3,6
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,5,58,63
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,7,7
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,3,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,3,21,24
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,3,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,5,11,16
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,136,612,748
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,0,1
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,4,119,123
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,2,3,5
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,33,373,406
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,4,4
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,6,8,14
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,29,236,265
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,4,12,16
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,0,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,2,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,2,7,9
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,5,152,157
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,44,112,156
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,3,1,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,10,17,27
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,12,13
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,3,8,11
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,1,2,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-07-01,0,2,2
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,39,102,141
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,7,1,8
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,7,7
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,3,5
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,79,1,80
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,13,32,45
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,6,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,202,722,924
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,4,43,47
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,2,3
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,3,1,4
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,2,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,91,739,830
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,4,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,6,7
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,8,8
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,5,14,19
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,4,9,13
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,632,1662,2294
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,4,8,12
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,0,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,1,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,36,574,610
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,0,2
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,3,0,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,1,2
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,4,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,42,43
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,35,132,167
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,9,10
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,7,58,65
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,3,5
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,161,161
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,3,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,8,9
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,3,4,7
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,3,5
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,142,394,536
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,7,130,137
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,2,3
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,43,237,280
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,15,328,343
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,4,0,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,15,26,41
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,4,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,3,80,83
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,38,95,133
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,4,2,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,20,27,47
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,1,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,2,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,3,5
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,1,1,2
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-08-01,0,13,13
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,4,9,13
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,40,70,110
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
ANZALDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,1,2
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,16,12,28
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,7,7
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,2,3,5
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,13,0,13
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,7,31,38
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,145,434,579
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,5,56,61
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,3,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,242,713,955
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,59,59
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,16,42,58
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,515,1431,1946
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,4,2,6
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,5,5
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,52,1,53
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,32,296,328
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,3,3
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,3,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,31,32
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,27,50,77
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,4,5
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,2,0,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,2,1,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,3,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,11,63,74
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,5,2,7
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,1,126,127
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,5,5
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,7,23,30
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,0,1,1
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2011-09-01,2,0,2
