,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,4,5
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,6,10
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,5,6,11
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,3,4,7
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,3,2,5
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,8,4,12
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,8,6,14
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,1,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,7,23,30
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,28,69,97
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,143,310,453
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,11,23,34
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,33,20,53
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,0,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,1,3
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,24,40,64
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,5,5,10
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,4,4
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,3,5
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,30,37,67
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,7,3,10
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,28,38,66
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,12,16
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,9,10,19
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,11,11,22
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,5,6
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,10,28,38
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,5,9
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,10,8,18
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,2,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,21,33,54
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,12,38,50
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,3,7,10
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,3,5,8
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,10,12,22
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,39,51,90
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,17,10,27
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,2,4
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,3,3
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,0,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,8,9
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,4,8
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,10,10
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,0,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,5,4,9
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,40,39,79
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,7,18,25
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,47,47,94
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,0,1
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,3,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,10,33,43
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,29,55,84
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,3,3,6
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,3,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,11,4,15
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,6,10
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,1,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,3,5
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,46,68,114
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,112,230,342
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,8,8,16
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,4,5
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,10,14
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,3,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,6,2,8
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,1,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,6,8,14
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,224,417,641
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,5,6
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,10,21,31
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,85,118,203
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,12,14
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,12,26,38
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,15,23,38
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,12,0,12
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,0,2
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,6,7
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,6,1,7
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,7,7
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,13,6,19
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,5,7
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,22,32,54
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,13,9,22
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,3,7
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,7,8,15
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,3,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,10,10,20
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,3,3,6
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,22,20,42
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,9,14,23
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,1,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,14,20,34
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,2,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,4,1,5
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,2,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,2,2,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,27,33,60
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,7,7,14
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,6,7
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,25,61,86
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,6,6,12
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,6,8,14
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,10,17,27
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,71,79,150
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,8,16,24
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,7,4,11
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,0,3,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-07-01,11,26,37
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,24,33,57
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,4,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,20,28
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,6,24,30
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,20,14,34
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,3,4
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,16,19
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,13,15
AUCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,1,6
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,17,25
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,2,5
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,1,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,40,61,101
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,11,22,33
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,8,8
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,0,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,2,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,2,2
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,4,9
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,15,23
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,17,20
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,53,84,137
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,4,9
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,6,4,10
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,4,4
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,1,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,2,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,3,7
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,2,4
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,12,19
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,9,12
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,9,19,28
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,25,47,72
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,10,10,20
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,24,29
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,224,424,648
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,11,17,28
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,5,7
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,2,2
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,5,5
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,3,11
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,21,29
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,10,9,19
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,10,12,22
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,6,11
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,24,14,38
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,16,18
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,18,15,33
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,2,6
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,8,12
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,10,20,30
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,106,241,347
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,1,4
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,4,5
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,2,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,9,16
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,8,13
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,5,10
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,8,13
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,7,14
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,15,22
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,8,12
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,13,42,55
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,2,5
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,4,5
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,9,10,19
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,2,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,7,9
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,5,10
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,9,13,22
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,7,15
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,3,7
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,3,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,255,638,893
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,4,4
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,15,9,24
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,8,13
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,6,4,10
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,6,8,14
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,18,12,30
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,2,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,3,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,11,7,18
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,1,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,14,34,48
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,17,25,42
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,21,21,42
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,5,8
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,153,358,511
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,6,7
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,27,43,70
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,40,53,93
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,2,6
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,1,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,6,7
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,12,10,22
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,34,21,55
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,12,10,22
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,1,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,36,66,102
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,1,3
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,5,6
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,18,26
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,17,17,34
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,9,14
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,9,11,20
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,18,23,41
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,10,17
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,6,14
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,1,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,4,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,31,39,70
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,16,28,44
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,27,38,65
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,5,7
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,13,13,26
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,37,66,103
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,15,16,31
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,8,11
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,3,7
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,2,3
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,2,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,15,19,34
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,3,5
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,14,27,41
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,17,22
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,36,50,86
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,4,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,15,41,56
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,36,80,116
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,26,20,46
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,8,10
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,2,7
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,12,20
