,group,variable,month,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-07-01,1,3,4
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-07-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,5,4,9
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,1,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,3,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,89,199,288
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,8,9
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,2,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,32,105,137
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,0,2
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,2,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,0,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,1,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,71,346,417
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,5,9,14
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,3,5
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,17,38,55
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,4,4
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,2,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,6,13,19
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,2,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,2,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,3,5
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,2,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,2,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,11,13
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,76,133,209
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,5,6
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,67,146,213
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,9,10
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,29,104,133
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,2,4,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,2,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,3,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,3,3,6
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,5,9,14
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,4,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,1,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,3,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,3,2,5
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,2,2
YOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-08-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,10,14,24
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,3,3
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,6,7
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,4,2,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,106,189,295
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,4,5
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,4,8,12
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,3,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,35,106,141
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,109,299,408
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,9,5,14
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,2,2,4
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,21,49,70
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,2,0,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,5,1,6
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,5,5
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,3,3,6
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,3,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,2,4,6
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,3,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,3,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,4,5
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,2,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,8,14,22
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,3,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,117,259,376
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,2,3
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,62,102,164
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,29,104,133
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,1,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,2,4,6
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,1,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,2,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,0,3,3
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,3,1,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-09-01,3,3,6
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,9,20,29
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,8,5,13
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,97,163,260
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,2,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,3,6,9
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,26,79,105
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,5,7
HUACAYA (VILLA DE HUACAYA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,0,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,3,4
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,108,238,346
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,5,3,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,25,37,62
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,6,8
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,8,7,15
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,5,12,17
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,1,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,4,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,3,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,2,4
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,5,13,18
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,4,6
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,108,245,353
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,0,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,75,145,220
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,3,2,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,25,81,106
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,6,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,8,10
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,3,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,7,7
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,1,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,2,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,3,4
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,3,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,2,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,0,2,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-10-01,1,3,4
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,2,7,9
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,2,1,3
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,5,1,6
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,4,6,10
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2011-11-01,30,88,118
