,group,variable,month,DIABETES MELLITUS I - II CANTIDAD,DIABETES MELLITUS I - II CANTIDAD,TOTALES
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-04-01,9,8,17
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-04-01,35,37,72
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-04-01,4,10,14
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,1,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,4,5,9
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,2,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,17,111,128
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,5,7,12
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,6,7
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,13,24,37
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,50,52,102
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,15,22,37
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,2,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,7,10
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,4,7,11
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,2,14,16
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,22,46,68
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,304,409,713
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,2,2,4
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,2,4,6
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,2,2,4
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,2,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,2,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,14,31,45
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,2,3
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,98,252,350
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,4,4
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,28,25,53
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,5,8
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,5,6
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,2,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,5,9,14
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,2,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,11,14
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,453,621,1074
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,4,5,9
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,2,2,4
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,3,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,1,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,11,14
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,43,71,114
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,1,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,218,362,580
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,11,14
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,3,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,34,56,90
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,43,57,100
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,3,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,6,6,12
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,4,7,11
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,13,30,43
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,4,4,8
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,2,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,15,23,38
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,37,60,97
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,9,12
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,48,60,108
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,13,27,40
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,2,5
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,12,58,70
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,5,5
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,7,9,16
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,8,11
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,15,49,64
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,6,5,11
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,4,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,5,6,11
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,4,4
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,2,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,5,6
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,6,6,12
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,1,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,10,19,29
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,415,750,1165
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,5,8
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,4,4
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,2,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,6,9
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,4,5
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,134,283,417
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,5,3,8
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,26,27,53
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,2,5,7
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,3,8,11
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,346,248,594
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,6,6
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,21,31,52
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,12,16,28
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,4,18,22
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,0,5,5
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,8,14,22
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,6,10,16
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,10,29,39
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,4,4,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,11,26,37
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,47,82,129
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-05-01,5,18,23
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,7,9
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,1,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,6,2,8
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,4,4
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,64,66,130
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,5,8
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,4,15,19
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,45,39,84
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,10,21,31
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,0,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,4,7
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,5,7
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,1,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,5,11,16
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,17,28,45
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,315,443,758
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,4,9,13
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,1,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,6,7
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,20,27,47
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,3,3
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,97,236,333
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,5,7
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,7,20,27
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,12,15
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,4,23,27
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,3,3
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,0,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,4,6,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,478,617,1095
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,2,5
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,4,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,2,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,5,17,22
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,7,26,33
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,182,307,489
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,14,17
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,1,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,33,59,92
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,6,7,13
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,31,64,95
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,7,5,12
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,3,4
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,6,10,16
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,3,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,17,27,44
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,5,5
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,5,8,13
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,51,61,112
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,10,17,27
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,1,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,6,32,38
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,4,19,23
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,15,15
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,21,40,61
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,4,5,9
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,2,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,3,15,18
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,5,6
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,4,6
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,2,4
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,1,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,488,764,1252
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,3,3
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,5,6
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,303,482,785
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,5,3,8
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,3,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,44,62,106
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,2,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,2,4
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,2,6,8
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,36,80,116
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,6,11,17
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,0,1
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,21,31,52
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,1,7,8
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,13,18,31
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,13,36,49
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-06-01,0,2,2
