,group,variable,month,ABUSO DE ALCOHOL CANTIDAD,ABUSO DE ALCOHOL CANTIDAD,TOTALES
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,15,3,18
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,4,0,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,1,3
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,2,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
SAN PEDRO(PND),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,6,1,7
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,60,37,97
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,42,10,52
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,2,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,115,26,141
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,14,4,18
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,7,6,13
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,1,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,2,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,1,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,8,1,9
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,3,0,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,1,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,2,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,1,2
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,2,0,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-08-01,1,0,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,2,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,3,0,3
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,3,0,3
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,13,9,22
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,2,3
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,50,14,64
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,122,56,178
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,1,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,3,0,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,16,3,19
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,1,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,10,2,12
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,5,0,5
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,1,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,3,0,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,1,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,10,0,10
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,3,1,4
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,12,2,14
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,1,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,1,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,60,30,90
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,46,6,52
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,99,10,109
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,1,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,3,2,5
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,5,3,8
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,4,1,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,2,0,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,5,4,9
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,4,1,5
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-09-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,7,5,12
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,7,2,9
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,29,11,40
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,23,16,39
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,2,0,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,9,1,10
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,7,0,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,109,46,155
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,6,1,7
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,10,5,15
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,4,0,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,8,0,8
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,3,0,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,2,0,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,2,0,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,4,2,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,2,3,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,7,2,9
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
SAN PEDRO(PND),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,6,3,9
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,71,88,159
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,3,0,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,42,3,45
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,74,30,104
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,2,0,2
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,5,3,8
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,7,1,8
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,2,3
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,3,0,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,5,1,6
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,0,1,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,4,0,4
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-10-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,9,2,11
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,0,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,6,2,8
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,16,6,22
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,45,12,57
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,1,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,91,45,136
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,1,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,9,6,15
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,6,1,7
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,0,3
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,0,1,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,5,0,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,5,2,7
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,0,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,0,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,0,3
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,93,20,113
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,45,11,56
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,77,17,94
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,8,0,8
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,2,3
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,1,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,4,0,4
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,0,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,1,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,3,2,5
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,2,0,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,7,0,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-11-01,4,0,4
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,4,1,5
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,7,3,10
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,3,0,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,26,5,31
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,49,17,66
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2011-12-01,1,0,1
