,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,54,54
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,339,339
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,18,18
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,5,5
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,19,19
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,62,62
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,3,3
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,73,73
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,5,5
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,151,151
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,25,25
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,54,54
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,19,19
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,78,78
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,10,10
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,44,44
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,101,101
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,12,12
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,43,43
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,14,14
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,9,9
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1326,1326
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,32,32
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,10,10
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,5,5
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,114,114
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,13,13
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,995,995
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,1,1
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,11,11
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,36,36
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,17,17
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,390,390
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,24,24
TIAWANACU,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,8,8
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,23,23
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,28,28
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,2,2
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,9,9
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,5,5
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,16,16
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,55,55
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,9,9
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,123,123
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,45,45
TURCO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,6,6
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,17,17
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,5,5
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,24,24
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,63,63
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,65,65
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,74,74
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,40,40
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,175,175
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,7,7
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,14,14
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,45,45
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,15,15
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,134,134
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,2,2
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,134,134
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,10,10
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,18,18
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,15,15
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,10,10
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-04-01,0,15,15
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,36,36
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,7,7
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
ANDAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
ARAMPAMPA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,29,29
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,12,12
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,22,22
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,20,20
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,54,54
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,46,46
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,5,5
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,41,41
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,36,36
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,5,5
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,150,150
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,38,38
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,21,21
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,125,125
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,25,25
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,98,98
CHAQUI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,8,8
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,26,26
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,43,43
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,55,55
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,69,69
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1028,1028
"COLCHA ""K""",vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,7,7
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,15,15
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,37,37
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,7,7
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,39,39
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1,1
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,63,63
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,47,47
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,43,43
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2085,2085
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,19,19
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,138,138
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,18,18
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,3,3
ESCARA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1,1
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,21,21
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,8,8
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,40,40
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1,1
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,39,39
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,4,4
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,211,211
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,14,14
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,45,45
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,9,9
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,24,24
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1,1
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,14,14
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,36,36
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,8,8
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,75,75
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,70,70
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1921,1921
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,8,8
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,11,11
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,164,164
LURIBAY,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1,1
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,16,16
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,25,25
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,40,40
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,30,30
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,68,68
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,459,459
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,991,991
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,13,13
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,17,17
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,10,10
PALOS BLANCOS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,48,48
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,14,14
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,51,51
POCOATA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,22,22
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,33,33
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,21,21
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,11,11
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,155,155
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,15,15
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,30,30
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,22,22
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,34,34
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,4,4
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,19,19
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,326,326
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,130,130
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,11,11
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,10,10
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,529,529
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,21,21
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,30,30
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,322,322
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,11,11
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,16,16
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,5,5
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,16,16
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,19,19
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,1,1
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,72,72
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,20,20
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,90,90
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,24,24
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,50,50
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,13,13
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,89,89
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,5,5
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,32,32
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,89,89
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,13,13
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,28,28
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,19,19
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,12,12
SAN RAMON BENI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,8,8
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,17,17
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,795,795
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,21,21
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,19,19
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,49,49
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,21,21
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,832,832
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,10,10
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,4,4
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,57,57
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,21,21
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,314,314
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,28,28
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,16,16
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,20,20
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,10,10
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,10,10
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,7,7
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,18,18
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,58,58
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,23,23
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,50,50
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,9,9
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,2,2
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,20,20
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,47,47
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,42,42
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,16,16
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,32,32
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,95,95
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,3,3
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,22,22
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,318,318
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,36,36
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,94,94
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,22,22
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,91,91
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,79,79
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,9,9
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,111,111
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,20,20
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,10,10
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-05-01,0,6,6
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,42,42
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,43,43
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,5,5
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,14,14
ANDAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,2,2
APOLO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,20,20
ARANI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,22,22
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,26,26
ARQUE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,3,3
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,87,87
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,12,12
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,24,24
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,64,64
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,42,42
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,4,4
BOYUIBE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,6,6
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,5,5
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,26,26
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,66,66
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,2,2
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,170,170
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,25,25
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,37,37
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,56,56
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,23,23
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,46,46
CHAQUI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,10,10
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,24,24
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,23,23
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,57,57
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,66,66
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,166,166
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1046,1046
COIPASA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,2,2
"COLCHA ""K""",vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,10,10
COLQUECHACA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,14,14
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,20,20
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,44,44
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,5,5
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,41,41
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,115,115
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1,1
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,3,3
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,45,45
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,1842,1842
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,13,13
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,6,6
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,153,153
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,6,6
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,25,25
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,40,40
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,29,29
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,4,4
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,5,5
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,31,31
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,4,4
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,46,46
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,155,155
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,11,11
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,21,21
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,8,8
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-06-01,0,3,3
