,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,11,8,6,2,27
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,0,2,1,4
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,1,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,1,1,0,3,5
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,1,1,1,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-09-01,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,1,2
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,4,3,0,0,7
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,2,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,2,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,2,6,4,9,21
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,2,1,4
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,2,2,1,0,5
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,2,0,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,1,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,2,1,1,5,9
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,2,1,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,4,1,3,3,11
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,2,2,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,3,1,0,0,4
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,1,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,1,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,2,1,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,2,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,0,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,16,18,11,8,53
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,2,2,0,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,2,1,0,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,1,1,0,3
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,1,0,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-10-01,0,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,3,5,0,0,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,2,1,0,0,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,1,2,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,8,7,7,4,26
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,3,0,0,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,3,0,3
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,4,7,0,0,11
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,2,0,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,5,1,0,1,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,3,2,0,4,9
PADILLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,1,2,4,8
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,2,4,3,3,12
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,2,1,1,0,4
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,1,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,1,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,19,19,9,5,52
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,1,0,0,2
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,1,4,5,11
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,2,0,0,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,2,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,1,0,0,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-11-01,3,0,1,0,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,1,0,0,2
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,2,0,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,2,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,0,1,1
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,2,3,1,0,6
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,1,0,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,9,7,4,5,25
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,2,2,0,0,4
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,2,0,0,1,3
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,1,0,1,3
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,0,1,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,1,2
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,2,0,1,1,4
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,15,7,0,1,23
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,1,1,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,1,0,0,1
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 2da dosis,2018-12-01,0,0,1,0,1
