,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2022-09-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
SAN LUCAS,rabia,no de personas con esquema reducido completo,2022-09-01,2,1,2,1,3
SAN PEDRO,rabia,no de personas con esquema reducido completo,2022-09-01,2,1,2,1,3
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2022-09-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-09-01,120,115,120,115,235
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2022-09-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-09-01,2,0,2,0,2
SOPACHUY,rabia,no de personas con esquema reducido completo,2022-09-01,0,2,0,2,2
SORATA,rabia,no de personas con esquema reducido completo,2022-09-01,2,0,2,0,2
SUCRE,rabia,no de personas con esquema reducido completo,2022-09-01,51,33,51,33,84
TARATA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2022-09-01,17,14,17,14,31
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-09-01,7,4,7,4,11
TOCO,rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
TOLATA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-09-01,8,4,8,4,12
UNCIA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
UYUNI,rabia,no de personas con esquema reducido completo,2022-09-01,1,5,1,5,6
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
VIACHA,rabia,no de personas con esquema reducido completo,2022-09-01,2,3,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2022-09-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2022-09-01,4,2,4,2,6
VINTO,rabia,no de personas con esquema reducido completo,2022-09-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema reducido completo,2022-09-01,8,2,8,2,10
YACUIBA,rabia,no de personas con esquema reducido completo,2022-09-01,1,0,1,0,1
ANZALDO,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2022-10-01,4,4,4,4,8
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2022-10-01,3,1,3,1,4
CARANAVI,rabia,no de personas con esquema reducido completo,2022-10-01,5,6,5,6,11
CHIMORE,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
CHUMA,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
COCAPATA,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2022-10-01,70,59,70,59,129
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2022-10-01,6,4,6,4,10
COLLANA,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2022-10-01,1,1,1,1,2
COMARAPA,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2022-10-01,1,1,1,1,2
COTOCA,rabia,no de personas con esquema reducido completo,2022-10-01,9,6,9,6,15
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2022-10-01,2,3,2,3,5
DESAGUADERO,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2022-10-01,48,45,48,45,93
EL TORNO,rabia,no de personas con esquema reducido completo,2022-10-01,8,3,8,3,11
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2022-10-01,3,1,3,1,4
LA ASUNTA,rabia,no de personas con esquema reducido completo,2022-10-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2022-10-01,15,5,15,5,20
LA PAZ,rabia,no de personas con esquema reducido completo,2022-10-01,77,71,77,71,148
MAIRANA,rabia,no de personas con esquema reducido completo,2022-10-01,2,1,2,1,3
MONTERO,rabia,no de personas con esquema reducido completo,2022-10-01,6,10,6,10,16
ORURO,rabia,no de personas con esquema reducido completo,2022-10-01,15,19,15,19,34
PALCA,rabia,no de personas con esquema reducido completo,2022-10-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2022-10-01,2,1,2,1,3
PORTACHUELO,rabia,no de personas con esquema reducido completo,2022-10-01,1,2,1,2,3
POTOSI,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
PUCARANI,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2022-10-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-10-01,10,7,10,7,17
QUIME,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
REYES,rabia,no de personas con esquema reducido completo,2022-10-01,2,0,2,0,2
ROBORE,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2022-10-01,7,4,7,4,11
SAIPINA,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2022-10-01,2,0,2,0,2
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2022-10-01,0,2,0,2,2
SAN CARLOS,rabia,no de personas con esquema reducido completo,2022-10-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2022-10-01,3,0,3,0,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2022-10-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2022-10-01,5,2,5,2,7
SAN PEDRO,rabia,no de personas con esquema reducido completo,2022-10-01,1,1,1,1,2
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2022-10-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-10-01,128,104,128,104,232
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2022-10-01,2,0,2,0,2
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-10-01,6,5,6,5,11
SORATA,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2022-10-01,43,44,43,44,87
TARIJA,rabia,no de personas con esquema reducido completo,2022-10-01,16,13,16,13,29
TIPUANI,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-10-01,7,9,7,9,16
TOLATA,rabia,no de personas con esquema reducido completo,2022-10-01,1,1,1,1,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-10-01,8,6,8,6,14
UYUNI,rabia,no de personas con esquema reducido completo,2022-10-01,2,6,2,6,8
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
VIACHA,rabia,no de personas con esquema reducido completo,2022-10-01,7,4,7,4,11
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2022-10-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2022-10-01,1,2,1,2,3
WARNES,rabia,no de personas con esquema reducido completo,2022-10-01,8,9,8,9,17
YANACACHI,rabia,no de personas con esquema reducido completo,2022-10-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
ACHOCALLA,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
AIQUILE,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
ARANI,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
ARBIETO,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
ARQUE,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
BERMEJO,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
CABEZAS,rabia,no de personas con esquema reducido completo,2022-11-01,3,0,3,0,3
CAMIRI,rabia,no de personas con esquema reducido completo,2022-11-01,0,2,0,2,2
CAPINOTA,rabia,no de personas con esquema reducido completo,2022-11-01,2,1,2,1,3
CARANAVI,rabia,no de personas con esquema reducido completo,2022-11-01,5,2,5,2,7
CARAPARI,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
CARIPUYO,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2022-11-01,54,47,54,47,101
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2022-11-01,2,3,2,3,5
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
COMARAPA,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
COTOCA,rabia,no de personas con esquema reducido completo,2022-11-01,7,9,7,9,16
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2022-11-01,2,3,2,3,5
CURAHUARA DE CARANGAS,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2022-11-01,46,36,46,36,82
EL TORNO,rabia,no de personas con esquema reducido completo,2022-11-01,10,7,10,7,17
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
HUAYLLAMARCA,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2022-11-01,16,13,16,13,29
LA PAZ,rabia,no de personas con esquema reducido completo,2022-11-01,66,55,66,55,121
LAJA,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2022-11-01,4,4,4,4,8
OKINAWA,rabia,no de personas con esquema reducido completo,2022-11-01,0,2,0,2,2
ORURO,rabia,no de personas con esquema reducido completo,2022-11-01,12,7,12,7,19
PALCA,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2022-11-01,1,6,1,6,7
PORTACHUELO,rabia,no de personas con esquema reducido completo,2022-11-01,3,0,3,0,3
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-11-01,17,9,17,9,26
REYES,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2022-11-01,7,3,7,3,10
SAIPINA,rabia,no de personas con esquema reducido completo,2022-11-01,2,0,2,0,2
SAMAIPATA,rabia,no de personas con esquema reducido completo,2022-11-01,1,2,1,2,3
SAN BENITO,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2022-11-01,4,2,4,2,6
SAN CARLOS,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2022-11-01,2,1,2,1,3
SAN JULIAN,rabia,no de personas con esquema reducido completo,2022-11-01,1,2,1,2,3
SAN LUCAS,rabia,no de personas con esquema reducido completo,2022-11-01,1,2,1,2,3
SAN MATIAS,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
SAN PEDRO DE QUEMES,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
SAN RAFAEL,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2022-11-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-11-01,131,133,131,133,264
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-11-01,3,0,3,0,3
SORATA,rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2022-11-01,53,31,53,31,84
TARIJA,rabia,no de personas con esquema reducido completo,2022-11-01,19,19,19,19,38
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-11-01,1,5,1,5,6
TOCO,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2022-11-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-11-01,4,2,4,2,6
UYUNI,rabia,no de personas con esquema reducido completo,2022-11-01,0,2,0,2,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2022-11-01,3,2,3,2,5
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2022-11-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2022-11-01,8,6,8,6,14
VILLAZON,rabia,no de personas con esquema reducido completo,2022-11-01,1,1,1,1,2
VINTO,rabia,no de personas con esquema reducido completo,2022-11-01,2,1,2,1,3
WARNES,rabia,no de personas con esquema reducido completo,2022-11-01,6,9,6,9,15
YAPACANI,rabia,no de personas con esquema reducido completo,2022-11-01,4,3,4,3,7
ACHOCALLA,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
AIQUILE,rabia,no de personas con esquema reducido completo,2022-12-01,1,2,1,2,3
ALTO BENI,rabia,no de personas con esquema reducido completo,2022-12-01,3,0,3,0,3
ARANI,rabia,no de personas con esquema reducido completo,2022-12-01,8,5,8,5,13
ARBIETO,rabia,no de personas con esquema reducido completo,2022-12-01,4,2,4,2,6
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2022-12-01,2,1,2,1,3
BERMEJO,rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
BUENA VISTA,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2022-12-01,4,3,4,3,7
CHAQUI,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2022-12-01,44,40,44,40,84
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2022-12-01,5,4,5,4,9
COLLANA,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
CORO CORO,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2022-12-01,9,5,9,5,14
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2022-12-01,3,5,3,5,8
EL ALTO,rabia,no de personas con esquema reducido completo,2022-12-01,37,35,37,35,72
EL TORNO,rabia,no de personas con esquema reducido completo,2022-12-01,9,4,9,4,13
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
GUANAY,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
INQUISIVI,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2022-12-01,2,1,2,1,3
IXIAMAS,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2022-12-01,1,2,1,2,3
LA GUARDIA,rabia,no de personas con esquema reducido completo,2022-12-01,14,20,14,20,34
LA PAZ,rabia,no de personas con esquema reducido completo,2022-12-01,76,58,76,58,134
MAIRANA,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
MINEROS,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema reducido completo,2022-12-01,5,3,5,3,8
OKINAWA,rabia,no de personas con esquema reducido completo,2022-12-01,2,0,2,0,2
ORURO,rabia,no de personas con esquema reducido completo,2022-12-01,12,11,12,11,23
PAILON,rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
PALCA,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
POOPO,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2022-12-01,4,0,4,0,4
POTOSI,rabia,no de personas con esquema reducido completo,2022-12-01,2,2,2,2,4
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
QUIABAYA,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2022-12-01,8,4,8,4,12
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2022-12-01,17,14,17,14,31
SAMAIPATA,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2022-12-01,2,0,2,0,2
SAN BORJA,rabia,no de personas con esquema reducido completo,2022-12-01,2,0,2,0,2
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2022-12-01,2,2,2,2,4
SAN CARLOS,rabia,no de personas con esquema reducido completo,2022-12-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2022-12-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2022-12-01,2,1,2,1,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
SAN MATIAS,rabia,no de personas con esquema reducido completo,2022-12-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2022-12-01,123,121,123,121,244
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2022-12-01,2,3,2,3,5
SORATA,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2022-12-01,71,57,71,57,128
TARIJA,rabia,no de personas con esquema reducido completo,2022-12-01,18,11,18,11,29
TEOPONTE,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2022-12-01,8,3,8,3,11
TOTORA(ORR),rabia,no de personas con esquema reducido completo,2022-12-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2022-12-01,9,6,9,6,15
UYUNI,rabia,no de personas con esquema reducido completo,2022-12-01,3,2,3,2,5
VACAS,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2022-12-01,2,1,2,1,3
VIACHA,rabia,no de personas con esquema reducido completo,2022-12-01,3,1,3,1,4
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2022-12-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2022-12-01,3,6,3,6,9
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2022-12-01,1,0,1,0,1
VINTO,rabia,no de personas con esquema reducido completo,2022-12-01,4,5,4,5,9
WARNES,rabia,no de personas con esquema reducido completo,2022-12-01,8,5,8,5,13
YANACACHI,rabia,no de personas con esquema reducido completo,2022-12-01,1,1,1,1,2
YAPACANI,rabia,no de personas con esquema reducido completo,2022-12-01,0,2,0,2,2
