municipality,group,variable,month,Antirrábica canina,TOTAL
COMANCHE,otras vacunaciones,antirrabica canina,2009-06-01,7,7
CONCEPCION,otras vacunaciones,antirrabica canina,2009-06-01,1207,1207
COPACABANA,otras vacunaciones,antirrabica canina,2009-06-01,235,235
CORO CORO,otras vacunaciones,antirrabica canina,2009-06-01,18,18
CORQUE,otras vacunaciones,antirrabica canina,2009-06-01,18,18
COTAGAITA,otras vacunaciones,antirrabica canina,2009-06-01,19,19
CULPINA,otras vacunaciones,antirrabica canina,2009-06-01,261,261
EL ALTO,otras vacunaciones,antirrabica canina,2009-06-01,4523,4523
EL TORNO,otras vacunaciones,antirrabica canina,2009-06-01,200,200
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-06-01,727,727
GUTIERREZ,otras vacunaciones,antirrabica canina,2009-06-01,170,170
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica canina,2009-06-01,18,18
HUANUNI,otras vacunaciones,antirrabica canina,2009-06-01,6,6
INCAHUASI,otras vacunaciones,antirrabica canina,2009-06-01,1650,1650
LA GUARDIA,otras vacunaciones,antirrabica canina,2009-06-01,2375,2375
LA PAZ,otras vacunaciones,antirrabica canina,2009-06-01,3150,3150
LAS CARRERAS,otras vacunaciones,antirrabica canina,2009-06-01,20,20
MACHACAMARCA,otras vacunaciones,antirrabica canina,2009-06-01,339,339
MIZQUE,otras vacunaciones,antirrabica canina,2009-06-01,42,42
MOCOMOCO,otras vacunaciones,antirrabica canina,2009-06-01,347,347
MONTEAGUDO,otras vacunaciones,antirrabica canina,2009-06-01,28,28
MONTERO,otras vacunaciones,antirrabica canina,2009-06-01,347,347
MOROCHATA,otras vacunaciones,antirrabica canina,2009-06-01,464,464
OCURI,otras vacunaciones,antirrabica canina,2009-06-01,75,75
OMEREQUE,otras vacunaciones,antirrabica canina,2009-06-01,113,113
ORURO,otras vacunaciones,antirrabica canina,2009-06-01,7,7
PADILLA,otras vacunaciones,antirrabica canina,2009-06-01,22,22
PALCA,otras vacunaciones,antirrabica canina,2009-06-01,18,18
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2009-06-01,87,87
PASORAPA,otras vacunaciones,antirrabica canina,2009-06-01,42,42
PATACAMAYA,otras vacunaciones,antirrabica canina,2009-06-01,12,12
POCOATA,otras vacunaciones,antirrabica canina,2009-06-01,98,98
POCONA,otras vacunaciones,antirrabica canina,2009-06-01,81,81
POJO (CBBA),otras vacunaciones,antirrabica canina,2009-06-01,236,236
POROMA,otras vacunaciones,antirrabica canina,2009-06-01,84,84
PUCARANI,otras vacunaciones,antirrabica canina,2009-06-01,101,101
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2009-06-01,319,319
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2009-06-01,192,192
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2009-06-01,57,57
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2009-06-01,2406,2406
PUNATA,otras vacunaciones,antirrabica canina,2009-06-01,25,25
QUILLACOLLO,otras vacunaciones,antirrabica canina,2009-06-01,1715,1715
SACABA,otras vacunaciones,antirrabica canina,2009-06-01,5109,5109
SACABAMBA,otras vacunaciones,antirrabica canina,2009-06-01,10,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2009-06-01,16,16
SAMAIPATA,otras vacunaciones,antirrabica canina,2009-06-01,75,75
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2009-06-01,23,23
SAN BENITO,otras vacunaciones,antirrabica canina,2009-06-01,20,20
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2009-06-01,2192,2192
SAN JULIAN,otras vacunaciones,antirrabica canina,2009-06-01,421,421
SAN LUCAS,otras vacunaciones,antirrabica canina,2009-06-01,60,60
SAN PEDRO,otras vacunaciones,antirrabica canina,2009-06-01,356,356
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2009-06-01,35,35
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2009-06-01,40,40
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2009-06-01,9585,9585
SANTIAGO DE CALLAPA,otras vacunaciones,antirrabica canina,2009-06-01,6,6
SANTIVAÑES,otras vacunaciones,antirrabica canina,2009-06-01,31,31
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2009-06-01,141,141
SICAYA,otras vacunaciones,antirrabica canina,2009-06-01,61,61
SIPE SIPE,otras vacunaciones,antirrabica canina,2009-06-01,391,391
SORACACHI,otras vacunaciones,antirrabica canina,2009-06-01,342,342
SORATA,otras vacunaciones,antirrabica canina,2009-06-01,20,20
SUCRE,otras vacunaciones,antirrabica canina,2009-06-01,327,327
TACACOMA,otras vacunaciones,antirrabica canina,2009-06-01,80,80
TACOPAYA,otras vacunaciones,antirrabica canina,2009-06-01,21,21
TAPACARI,otras vacunaciones,antirrabica canina,2009-06-01,171,171
TARABUCO,otras vacunaciones,antirrabica canina,2009-06-01,26,26
TARATA,otras vacunaciones,antirrabica canina,2009-06-01,102,102
TARIJA,otras vacunaciones,antirrabica canina,2009-06-01,461,461
TIPUANI,otras vacunaciones,antirrabica canina,2009-06-01,140,140
TIQUIPAYA,otras vacunaciones,antirrabica canina,2009-06-01,805,805
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2009-06-01,170,170
TOCO,otras vacunaciones,antirrabica canina,2009-06-01,50,50
TOLATA,otras vacunaciones,antirrabica canina,2009-06-01,201,201
TOLEDO,otras vacunaciones,antirrabica canina,2009-06-01,2,2
TOMINA,otras vacunaciones,antirrabica canina,2009-06-01,60,60
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2009-06-01,777,777
TUPIZA,otras vacunaciones,antirrabica canina,2009-06-01,229,229
UYUNI,otras vacunaciones,antirrabica canina,2009-06-01,47,47
VACAS,otras vacunaciones,antirrabica canina,2009-06-01,30,30
VILLA MONTES,otras vacunaciones,antirrabica canina,2009-06-01,49,49
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-06-01,699,699
VINTO,otras vacunaciones,antirrabica canina,2009-06-01,1016,1016
WARNES,otras vacunaciones,antirrabica canina,2009-06-01,971,971
YAMPARAEZ,otras vacunaciones,antirrabica canina,2009-06-01,28,28
YOTALA,otras vacunaciones,antirrabica canina,2009-06-01,1,1
AIQUILE,otras vacunaciones,antirrabica canina,2009-07-01,153,153
ALALAY,otras vacunaciones,antirrabica canina,2009-07-01,10,10
ANDAMARCA,otras vacunaciones,antirrabica canina,2009-07-01,11,11
ANZALDO,otras vacunaciones,antirrabica canina,2009-07-01,53,53
ARANI,otras vacunaciones,antirrabica canina,2009-07-01,11,11
ARBIETO,otras vacunaciones,antirrabica canina,2009-07-01,129,129
ARQUE,otras vacunaciones,antirrabica canina,2009-07-01,55,55
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2009-07-01,479,479
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2009-07-01,1,1
BERMEJO,otras vacunaciones,antirrabica canina,2009-07-01,235,235
BOLIVAR,otras vacunaciones,antirrabica canina,2009-07-01,136,136
CALACOTO,otras vacunaciones,antirrabica canina,2009-07-01,4,4
CALAMARCA,otras vacunaciones,antirrabica canina,2009-07-01,6,6
CAPINOTA,otras vacunaciones,antirrabica canina,2009-07-01,244,244
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2009-07-01,202,202
CARACOLLO,otras vacunaciones,antirrabica canina,2009-07-01,10,10
CATACORA,otras vacunaciones,antirrabica canina,2009-07-01,45,45
CHALLAPATA,otras vacunaciones,antirrabica canina,2009-07-01,180,180
CHAYANTA,otras vacunaciones,antirrabica canina,2009-07-01,40,40
CHIMORE,otras vacunaciones,antirrabica canina,2009-07-01,1326,1326
CLIZA,otras vacunaciones,antirrabica canina,2009-07-01,88,88
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-07-01,1817,1817
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-07-01,567,567
COLOMI,otras vacunaciones,antirrabica canina,2009-07-01,96,96
COMANCHE,otras vacunaciones,antirrabica canina,2009-07-01,95,95
CORO CORO,otras vacunaciones,antirrabica canina,2009-07-01,25,25
CORQUE,otras vacunaciones,antirrabica canina,2009-07-01,18,18
CULPINA,otras vacunaciones,antirrabica canina,2009-07-01,261,261
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2009-07-01,15,15
EL ALTO,otras vacunaciones,antirrabica canina,2009-07-01,1146,1146
EL TORNO,otras vacunaciones,antirrabica canina,2009-07-01,552,552
EL VILLAR,otras vacunaciones,antirrabica canina,2009-07-01,126,126
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-07-01,1390,1390
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2009-07-01,149,149
FILADELFIA,otras vacunaciones,antirrabica canina,2009-07-01,26,26
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2009-07-01,3,3
LA GUARDIA,otras vacunaciones,antirrabica canina,2009-07-01,102,102
LA PAZ,otras vacunaciones,antirrabica canina,2009-07-01,1033,1033
LAS CARRERAS,otras vacunaciones,antirrabica canina,2009-07-01,34,34
MACHACAMARCA,otras vacunaciones,antirrabica canina,2009-07-01,339,339
MINEROS,otras vacunaciones,antirrabica canina,2009-07-01,23,23
MIZQUE,otras vacunaciones,antirrabica canina,2009-07-01,86,86
MONTEAGUDO,otras vacunaciones,antirrabica canina,2009-07-01,12,12
MONTERO,otras vacunaciones,antirrabica canina,2009-07-01,436,436
MOROCHATA,otras vacunaciones,antirrabica canina,2009-07-01,405,405
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antirrabica canina,2009-07-01,132,132
OMEREQUE,otras vacunaciones,antirrabica canina,2009-07-01,116,116
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2009-07-01,10,10
PASORAPA,otras vacunaciones,antirrabica canina,2009-07-01,57,57
PAZÑA,otras vacunaciones,antirrabica canina,2009-07-01,9,9
POCONA,otras vacunaciones,antirrabica canina,2009-07-01,106,106
POJO (CBBA),otras vacunaciones,antirrabica canina,2009-07-01,142,142
POROMA,otras vacunaciones,antirrabica canina,2009-07-01,120,120
PORTACHUELO,otras vacunaciones,antirrabica canina,2009-07-01,22,22
PORVENIR,otras vacunaciones,antirrabica canina,2009-07-01,889,889
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2009-07-01,1233,1233
PUNATA,otras vacunaciones,antirrabica canina,2009-07-01,19,19
QUILLACOLLO,otras vacunaciones,antirrabica canina,2009-07-01,1783,1783
SACABA,otras vacunaciones,antirrabica canina,2009-07-01,2205,2205
SAMAIPATA,otras vacunaciones,antirrabica canina,2009-07-01,15,15
SAN BENITO,otras vacunaciones,antirrabica canina,2009-07-01,52,52
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica canina,2009-07-01,800,800
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2009-07-01,35,35
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2009-07-01,208,208
SAN PEDRO,otras vacunaciones,antirrabica canina,2009-07-01,920,920
SAN RAFAEL,otras vacunaciones,antirrabica canina,2009-07-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2009-07-01,6897,6897
SANTIVAÑES,otras vacunaciones,antirrabica canina,2009-07-01,12,12
SICAYA,otras vacunaciones,antirrabica canina,2009-07-01,59,59
SIPE SIPE,otras vacunaciones,antirrabica canina,2009-07-01,469,469
SORACACHI,otras vacunaciones,antirrabica canina,2009-07-01,225,225
SUCRE,otras vacunaciones,antirrabica canina,2009-07-01,28,28
TACACHI,otras vacunaciones,antirrabica canina,2009-07-01,10,10
TACACOMA,otras vacunaciones,antirrabica canina,2009-07-01,80,80
TAPACARI,otras vacunaciones,antirrabica canina,2009-07-01,101,101
TARATA,otras vacunaciones,antirrabica canina,2009-07-01,44,44
TARIJA,otras vacunaciones,antirrabica canina,2009-07-01,251,251
TIQUIPAYA,otras vacunaciones,antirrabica canina,2009-07-01,560,560
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2009-07-01,15,15
TOCO,otras vacunaciones,antirrabica canina,2009-07-01,34,34
TOLATA,otras vacunaciones,antirrabica canina,2009-07-01,72,72
TOLEDO,otras vacunaciones,antirrabica canina,2009-07-01,11,11
TOMINA,otras vacunaciones,antirrabica canina,2009-07-01,26,26
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2009-07-01,216,216
TUPIZA,otras vacunaciones,antirrabica canina,2009-07-01,27,27
TURCO,otras vacunaciones,antirrabica canina,2009-07-01,1,1
UYUNI,otras vacunaciones,antirrabica canina,2009-07-01,1,1
VACAS,otras vacunaciones,antirrabica canina,2009-07-01,21,21
VILA VILA,otras vacunaciones,antirrabica canina,2009-07-01,46,46
VILLA MONTES,otras vacunaciones,antirrabica canina,2009-07-01,30,30
VILLA RIVERO,otras vacunaciones,antirrabica canina,2009-07-01,45,45
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-07-01,192,192
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2009-07-01,10,10
VINTO,otras vacunaciones,antirrabica canina,2009-07-01,475,475
WARNES,otras vacunaciones,antirrabica canina,2009-07-01,75,75
YOTALA,otras vacunaciones,antirrabica canina,2009-07-01,191,191
YUNCHARA,otras vacunaciones,antirrabica canina,2009-07-01,26,26
ACHOCALLA,otras vacunaciones,antirrabica canina,2009-08-01,210,210
AIQUILE,otras vacunaciones,antirrabica canina,2009-08-01,131,131
ALALAY,otras vacunaciones,antirrabica canina,2009-08-01,92,92
ALCALA,otras vacunaciones,antirrabica canina,2009-08-01,259,259
ANZALDO,otras vacunaciones,antirrabica canina,2009-08-01,13,13
ARANI,otras vacunaciones,antirrabica canina,2009-08-01,216,216
ARBIETO,otras vacunaciones,antirrabica canina,2009-08-01,39,39
ARQUE,otras vacunaciones,antirrabica canina,2009-08-01,65,65
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2009-08-01,166,166
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2009-08-01,148,148
BERMEJO,otras vacunaciones,antirrabica canina,2009-08-01,275,275
BETANZOS,otras vacunaciones,antirrabica canina,2009-08-01,931,931
BOLIVAR,otras vacunaciones,antirrabica canina,2009-08-01,285,285
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2009-08-01,962,962
CAMARGO,otras vacunaciones,antirrabica canina,2009-08-01,760,760
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2009-08-01,278,278
CAPINOTA,otras vacunaciones,antirrabica canina,2009-08-01,614,614
CARACOLLO,otras vacunaciones,antirrabica canina,2009-08-01,164,164
CARAPARI,otras vacunaciones,antirrabica canina,2009-08-01,50,50
CARIPUYO,otras vacunaciones,antirrabica canina,2009-08-01,456,456
CHAYANTA,otras vacunaciones,antirrabica canina,2009-08-01,23,23
CHIMORE,otras vacunaciones,antirrabica canina,2009-08-01,48,48
CHUMA,otras vacunaciones,antirrabica canina,2009-08-01,42,42
CLIZA,otras vacunaciones,antirrabica canina,2009-08-01,376,376
COBIJA,otras vacunaciones,antirrabica canina,2009-08-01,92,92
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-08-01,1302,1302
COIPASA,otras vacunaciones,antirrabica canina,2009-08-01,10,10
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-08-01,2092,2092
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2009-08-01,132,132
COLOMI,otras vacunaciones,antirrabica canina,2009-08-01,54,54
COTAGAITA,otras vacunaciones,antirrabica canina,2009-08-01,1502,1502
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2009-08-01,1493,1493
CULPINA,otras vacunaciones,antirrabica canina,2009-08-01,94,94
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2009-08-01,3,3
EL ALTO,otras vacunaciones,antirrabica canina,2009-08-01,167243,167243
EL TORNO,otras vacunaciones,antirrabica canina,2009-08-01,255,255
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-08-01,120,120
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-08-01,190,190
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2009-08-01,1133,1133
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2009-08-01,53,53
ICLA,otras vacunaciones,antirrabica canina,2009-08-01,20,20
INGAVI (HUMAITA),otras vacunaciones,antirrabica canina,2009-08-01,45,45
LA PAZ,otras vacunaciones,antirrabica canina,2009-08-01,116868,116868
LAS CARRERAS,otras vacunaciones,antirrabica canina,2009-08-01,274,274
MACHACAMARCA,otras vacunaciones,antirrabica canina,2009-08-01,14,14
MIZQUE,otras vacunaciones,antirrabica canina,2009-08-01,165,165
MOJOCOYA,otras vacunaciones,antirrabica canina,2009-08-01,519,519
MONTEAGUDO,otras vacunaciones,antirrabica canina,2009-08-01,152,152
MONTERO,otras vacunaciones,antirrabica canina,2009-08-01,504,504
MOROCHATA,otras vacunaciones,antirrabica canina,2009-08-01,972,972
OMEREQUE,otras vacunaciones,antirrabica canina,2009-08-01,82,82
ORURO,otras vacunaciones,antirrabica canina,2009-08-01,38029,38029
PAILON,otras vacunaciones,antirrabica canina,2009-08-01,300,300
PASORAPA,otras vacunaciones,antirrabica canina,2009-08-01,314,314
PAZÑA,otras vacunaciones,antirrabica canina,2009-08-01,160,160
POCONA,otras vacunaciones,antirrabica canina,2009-08-01,50,50
POJO (CBBA),otras vacunaciones,antirrabica canina,2009-08-01,98,98
POOPO,otras vacunaciones,antirrabica canina,2009-08-01,46,46
PORCO,otras vacunaciones,antirrabica canina,2009-08-01,410,410
POROMA,otras vacunaciones,antirrabica canina,2009-08-01,18,18
POTOSI,otras vacunaciones,antirrabica canina,2009-08-01,27162,27162
PRESTO,otras vacunaciones,antirrabica canina,2009-08-01,153,153
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2009-08-01,1247,1247
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2009-08-01,491,491
PUNA,otras vacunaciones,antirrabica canina,2009-08-01,1274,1274
PUNATA,otras vacunaciones,antirrabica canina,2009-08-01,7,7
QUILLACOLLO,otras vacunaciones,antirrabica canina,2009-08-01,5182,5182
REYES,otras vacunaciones,antirrabica canina,2009-08-01,934,934
SACABA,otras vacunaciones,antirrabica canina,2009-08-01,2685,2685
SACACA,otras vacunaciones,antirrabica canina,2009-08-01,404,404
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2009-08-01,110,110
SAN BENITO,otras vacunaciones,antirrabica canina,2009-08-01,93,93
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2009-08-01,395,395
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2009-08-01,528,528
SAN PEDRO,otras vacunaciones,antirrabica canina,2009-08-01,1421,1421
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2009-08-01,16,16
SAN RAFAEL,otras vacunaciones,antirrabica canina,2009-08-01,7,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2009-08-01,265526,265526
SANTIVAÑES,otras vacunaciones,antirrabica canina,2009-08-01,56,56
SICAYA,otras vacunaciones,antirrabica canina,2009-08-01,12,12
SIPE SIPE,otras vacunaciones,antirrabica canina,2009-08-01,632,632
SOPACHUY,otras vacunaciones,antirrabica canina,2009-08-01,397,397
SORACACHI,otras vacunaciones,antirrabica canina,2009-08-01,330,330
SUCRE,otras vacunaciones,antirrabica canina,2009-08-01,38723,38723
TACACHI,otras vacunaciones,antirrabica canina,2009-08-01,10,10
TACOBAMBA,otras vacunaciones,antirrabica canina,2009-08-01,74,74
TACOPAYA,otras vacunaciones,antirrabica canina,2009-08-01,40,40
TAPACARI,otras vacunaciones,antirrabica canina,2009-08-01,452,452
TARABUCO,otras vacunaciones,antirrabica canina,2009-08-01,325,325
TARATA,otras vacunaciones,antirrabica canina,2009-08-01,131,131
TARIJA,otras vacunaciones,antirrabica canina,2009-08-01,31621,31621
TIQUIPAYA,otras vacunaciones,antirrabica canina,2009-08-01,573,573
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2009-08-01,2018,2018
TOCO,otras vacunaciones,antirrabica canina,2009-08-01,1263,1263
TOLATA,otras vacunaciones,antirrabica canina,2009-08-01,1620,1620
TOLEDO,otras vacunaciones,antirrabica canina,2009-08-01,11,11
TOMAVE,otras vacunaciones,antirrabica canina,2009-08-01,1084,1084
TOMINA,otras vacunaciones,antirrabica canina,2009-08-01,665,665
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2009-08-01,258,258
TURCO,otras vacunaciones,antirrabica canina,2009-08-01,69,69
VACAS,otras vacunaciones,antirrabica canina,2009-08-01,1552,1552
VIACHA,otras vacunaciones,antirrabica canina,2009-08-01,8236,8236
VILA VILA,otras vacunaciones,antirrabica canina,2009-08-01,80,80
VILLA MONTES,otras vacunaciones,antirrabica canina,2009-08-01,6046,6046
VILLA TUNARI,otras vacunaciones,antirrabica canina,2009-08-01,209,209
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2009-08-01,218,218
VINTO,otras vacunaciones,antirrabica canina,2009-08-01,816,816
WARNES,otras vacunaciones,antirrabica canina,2009-08-01,45,45
YAMPARAEZ,otras vacunaciones,antirrabica canina,2009-08-01,339,339
YOCALLA,otras vacunaciones,antirrabica canina,2009-08-01,778,778
YOTALA,otras vacunaciones,antirrabica canina,2009-08-01,888,888
YUNCHARA,otras vacunaciones,antirrabica canina,2009-08-01,30,30
ACACIO,otras vacunaciones,antirrabica canina,2009-09-01,779,779
AIQUILE,otras vacunaciones,antirrabica canina,2009-09-01,242,242
ALALAY,otras vacunaciones,antirrabica canina,2009-09-01,216,216
ALCALA,otras vacunaciones,antirrabica canina,2009-09-01,836,836
ANDAMARCA,otras vacunaciones,antirrabica canina,2009-09-01,360,360
ANTEQUERA,otras vacunaciones,antirrabica canina,2009-09-01,570,570
ANZALDO,otras vacunaciones,antirrabica canina,2009-09-01,441,441
ARAMPAMPA,otras vacunaciones,antirrabica canina,2009-09-01,867,867
ARANI,otras vacunaciones,antirrabica canina,2009-09-01,3044,3044
ARBIETO,otras vacunaciones,antirrabica canina,2009-09-01,464,464
ARQUE,otras vacunaciones,antirrabica canina,2009-09-01,358,358
ATOCHA,otras vacunaciones,antirrabica canina,2009-09-01,1307,1307
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2009-09-01,81,81
AZURDUY,otras vacunaciones,antirrabica canina,2009-09-01,1018,1018
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2009-09-01,41,41
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2009-09-01,13,13
BELLA FLOR,otras vacunaciones,antirrabica canina,2009-09-01,279,279
BERMEJO,otras vacunaciones,antirrabica canina,2009-09-01,120,120
BETANZOS,otras vacunaciones,antirrabica canina,2009-09-01,4377,4377
BOLIVAR,otras vacunaciones,antirrabica canina,2009-09-01,557,557
BOLPEBRA,otras vacunaciones,antirrabica canina,2009-09-01,229,229
BOYUIBE,otras vacunaciones,antirrabica canina,2009-09-01,2,2
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2009-09-01,160,160
CAMARGO,otras vacunaciones,antirrabica canina,2009-09-01,64,64
CAPINOTA,otras vacunaciones,antirrabica canina,2009-09-01,2956,2956
CARACOLLO,otras vacunaciones,antirrabica canina,2009-09-01,571,571
CARANAVI,otras vacunaciones,antirrabica canina,2009-09-01,150,150
CARANGAS,otras vacunaciones,antirrabica canina,2009-09-01,8,8
CARAPARI,otras vacunaciones,antirrabica canina,2009-09-01,3609,3609
CARIPUYO,otras vacunaciones,antirrabica canina,2009-09-01,683,683
CHALLAPATA,otras vacunaciones,antirrabica canina,2009-09-01,5195,5195
CHAQUI,otras vacunaciones,antirrabica canina,2009-09-01,1384,1384
CHAYANTA,otras vacunaciones,antirrabica canina,2009-09-01,938,938
CHIPAYA,otras vacunaciones,antirrabica canina,2009-09-01,18,18
CHOQUE COTA,otras vacunaciones,antirrabica canina,2009-09-01,236,236
CLIZA,otras vacunaciones,antirrabica canina,2009-09-01,3306,3306
COBIJA,otras vacunaciones,antirrabica canina,2009-09-01,6123,6123
COCHABAMBA,otras vacunaciones,antirrabica canina,2009-09-01,119509,119509
COIPASA,otras vacunaciones,antirrabica canina,2009-09-01,40,40
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2009-09-01,19619,19619
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2009-09-01,665,665
COLOMI,otras vacunaciones,antirrabica canina,2009-09-01,119,119
COLQUECHACA,otras vacunaciones,antirrabica canina,2009-09-01,3274,3274
CONCEPCION,otras vacunaciones,antirrabica canina,2009-09-01,285,285
CORQUE,otras vacunaciones,antirrabica canina,2009-09-01,454,454
COTAGAITA,otras vacunaciones,antirrabica canina,2009-09-01,2791,2791
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2009-09-01,425,425
CULPINA,otras vacunaciones,antirrabica canina,2009-09-01,76,76
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2009-09-01,467,467
EL ALTO,otras vacunaciones,antirrabica canina,2009-09-01,3305,3305
EL CHORO,otras vacunaciones,antirrabica canina,2009-09-01,741,741
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2009-09-01,982,982
EL TORNO,otras vacunaciones,antirrabica canina,2009-09-01,112,112
EL VILLAR,otras vacunaciones,antirrabica canina,2009-09-01,267,267
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-09-01,89,89
ENTRE RIOS,otras vacunaciones,antirrabica canina,2009-09-01,2438,2438
ESMERALDA,otras vacunaciones,antirrabica canina,2009-09-01,43,43
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica canina,2009-09-01,150,150
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2009-09-01,117,117
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2009-09-01,2945,2945
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica canina,2009-09-01,285,285
HUACHACALLA,otras vacunaciones,antirrabica canina,2009-09-01,82,82
HUANUNI,otras vacunaciones,antirrabica canina,2009-09-01,1903,1903
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2009-09-01,350,350
ICLA,otras vacunaciones,antirrabica canina,2009-09-01,221,221
INCAHUASI,otras vacunaciones,antirrabica canina,2009-09-01,365,365
IXIAMAS,otras vacunaciones,antirrabica canina,2009-09-01,83,83
LA PAZ,otras vacunaciones,antirrabica canina,2009-09-01,2235,2235
LAS CARRERAS,otras vacunaciones,antirrabica canina,2009-09-01,402,402
LLALLAGUA,otras vacunaciones,antirrabica canina,2009-09-01,5990,5990
LLICA,otras vacunaciones,antirrabica canina,2009-09-01,318,318
MACHACAMARCA,otras vacunaciones,antirrabica canina,2009-09-01,803,803
MACHARETI,otras vacunaciones,antirrabica canina,2009-09-01,1417,1417
MECAPACA,otras vacunaciones,antirrabica canina,2009-09-01,48,48
MINEROS,otras vacunaciones,antirrabica canina,2009-09-01,34,34
MIZQUE,otras vacunaciones,antirrabica canina,2009-09-01,413,413
MOJINETE,otras vacunaciones,antirrabica canina,2009-09-01,93,93
MOJOCOYA,otras vacunaciones,antirrabica canina,2009-09-01,308,308
MONTEAGUDO,otras vacunaciones,antirrabica canina,2009-09-01,5074,5074
MONTERO,otras vacunaciones,antirrabica canina,2009-09-01,1985,1985
MOROCHATA,otras vacunaciones,antirrabica canina,2009-09-01,633,633
