municipality,group,variable,month,10.2. Nº de CAI de establecimiento,TOTAL
YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
YUNCHARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,9,9
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
BELLA FLOR,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
BOLIVAR,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
CAMARGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
CAMIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
CAPINOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
CARAPARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
CARIPUYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,8,8
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,10,10
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
CURVA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,58,58
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,8,8
EL VILLAR,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ESCARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
GUANAY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
ICLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,41,41
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
LAJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
LORETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,9,9
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
PALCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,7,7
POCONA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,8,8
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
PORCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
POROMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
PORONGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,9,9
PRESTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
PUNA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,13,13
QUIME,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
QUIRUSILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
ROBORE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SACABA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,6,6
SACABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SACACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,13,13
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,8,8
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,32,32
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
SORACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
SORATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,42,42
TACOPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,7,7
TARACO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TARATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,8,8
TARVITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
TOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
UMALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
URUBICHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,5,5
VILLAZON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
VINTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,11,11
YACUIBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,3,3
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-07-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
CAJUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
CAMARGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,9,9
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,9,9
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
CURVA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,44,44
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,10,10
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
EL VILLAR,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
FILADELFIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
HUARINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,44,44
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
LAJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
LORETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,47,47
MORO MORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
