municipality,group,variable,month,10.8. N° de autoevaluciones para acreditación del establecimiento,TOTAL
INCAHUASI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,9,9
LAJA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,3,3
PADILLA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,2,2
POJO (CBBA),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,2,2
PUNA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,4,4
TACOPAYA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,6,6
TARIJA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,6,6
TUPIZA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-10-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
BOLIVAR,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,3,3
CLIZA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
EL CHORO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,3,3
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,6,6
LA RIVERA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,3,3
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
POCONA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
POOPO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
PUNA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
SACABAMBA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,13,13
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,3,3
SENA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-11-01,4,4
ACACIO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,5,5
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,2,2
EL TORNO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,6,6
MECAPACA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
QUIME,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,4,4
SHINAOTA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
SORATA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,     n de autoevaluciones para acreditacion del establecimiento,2014-12-01,2,2
