municipality,group,variable,month,10.9. Nº. De actividades educativas en Salud,TOTAL
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,7,7
SAN BENITO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,25,25
SAN BORJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,6,6
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,4,4
SAN CARLOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,24,24
SAN IGNACIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,19,19
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,42,42
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,4,4
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,21,21
SAN JULIAN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,195,195
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,29,29
SAN LUCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,64,64
SAN MATIAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,7,7
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,42,42
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,21,21
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,28,28
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,9,9
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1,1
SAN RAFAEL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,525,525
SANTA ROSA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,4,4
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,13,13
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,9,9
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,5,5
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,9,9
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,23,23
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,8,8
SHINAOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,37,37
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,35,35
SICAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,9,9
SOPACHUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,17,17
SORACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,21,21
SORATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,52,52
SUCRE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,111,111
TACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,3,3
TACOBAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,17,17
TAPACARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,41,41
TARABUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,35,35
TARACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,5,5
TARATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,17,17
TARIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,459,459
TARVITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,54,54
TEOPONTE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,7,7
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,92,92
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,10,10
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,4,4
TODOS SANTOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,4,4
TOLATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,15,15
TOLEDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,25,25
TOMAVE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,23,23
TORO TORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,33,33
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,17,17
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,31,31
TRIGAL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,296,296
TUPIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,19,19
TURCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
UMALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,17,17
UNCIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,5,5
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,19,19
URUBICHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,10,10
VACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,12,12
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,97,97
VIACHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,87,87
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,8,8
VILLA MONTES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,12,12
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,11,11
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,25,25
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,71,71
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,4,4
VILLAZON,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,72,72
VINTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,9,9
VITICHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,29,29
WARNES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,18,18
YACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,1136,1136
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,23,23
YANACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,12,12
YAPACANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,10,10
YOCALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,5,5
YOTALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,31,31
YUNCHARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,91,91
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-06-01,44,44
ACACIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
ACHACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,35,35
AIQUILE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,37,37
ALALAY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,11,11
ALCALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,21,21
ALTO BENI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,11,11
ANTEQUERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
APOLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
ARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,28,28
ARBIETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
ARQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,19,19
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,30,30
ATOCHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
AYO AYO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
AZURDUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,33,33
BAURES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,55,55
BETANZOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,31,31
BOLIVAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,16,16
BOLPEBRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,21,21
CABEZAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,12,12
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,27,27
CAJUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
CALACOTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
CALAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
CAMARGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,16,16
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,17,17
CAMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,36,36
CAPINOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,30,30
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
CARANAVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
CARAPARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
CARIPUYO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,11,11
CATACORA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,89,89
CHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,17,17
CHARAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
CHARAÑA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,13,13
CHIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
CHUA COCANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,23,23
CHUMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
COBIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
COCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,22,22
COCHABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,222,222
COIPASA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,95,95
COLLANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,11,11
COLOMI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,11,11
COLQUECHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,17,17
COLQUIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,12,12
COMARAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
COMBAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,13,13
COROICO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
CORQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,23,23
COTAGAITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,47,47
COTOCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,40,40
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
CUEVO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
CULPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,23,23
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
CURVA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
DESAGUADERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,551,551
EL CHORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,24,24
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,23,23
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,25,25
EL TORNO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,63,63
EL VILLAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,12,12
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,12,12
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,21,21
ESCARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,16,16
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,14,14
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,18,18
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,17,17
HUACARETA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,51,51
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,15,15
HUACHACALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,31,31
HUANUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,35,35
HUARINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,15,15
HUATAJATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
ICHOCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
ICLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,27,27
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
INQUISIVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,14,14
LA GUARDIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,244,244
LA PAZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,219,219
LA RIVERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
LAJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,24,24
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
LLICA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
LORETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
MACHARETI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,24,24
MAPIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,12,12
MINEROS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
MIZQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,16,16
MOJINETE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
MOJOCOYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,25,25
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,36,36
MONTERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,240,240
MORO MORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
MOROCHATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
OCURI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,35,35
OKINAWA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
OMEREQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
ORURO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,453,453
PADCAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,43,43
PADILLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,46,46
PALCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,23,23
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
PASORAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
PAZÑA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,61,61
POCOATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
POCONA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,13,13
POJO (CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
POOPO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
POROMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,34,34
PORONGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,9,9
PORTACHUELO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,124,124
PRESTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,19,19
PUCARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,28,28
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,29,29
PUERTO RICO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
PUERTO SILES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,39,39
PUNA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,56,56
PUNATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,58,58
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,213,213
QUIRUSILLAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
RAVELO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,45,45
REYES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
ROBORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
SACABA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,54,54
SACABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
SACACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,39,39
SAIPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,17,17
