municipality,group,variable,month,10.4. N° de reuniones realizadas con Comités Loc. De Salud/Consejo Mun. De Salud,TOTAL
POCOATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
POCONA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
POJO (CBBA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
POOPO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
POROMA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,16,16
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
PUERTO SILES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,9,9
PUNA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,14,14
PUNATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,4,4
QUIABAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,9,9
REYES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SACABA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SACACA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,7,7
SAN ANDRES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,3,3
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,9,9
SAN IGNACIO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,6,6
SAN LUCAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,16,16
SAN MATIAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,6,6
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,6,6
SIPE SIPE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
SOPACHUY,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SORATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,27,27
TACACHI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,4,4
TAPACARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
TARABUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,10,10
TARVITA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
TIAWANACU,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,9,9
TIPUANI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,3,3
TOLEDO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,4,4
TORO TORO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,4,4
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,10,10
TRINIDAD,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,8,8
UMALA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
URUBICHA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
VACAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
VILLA MONTES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
VILLA RIVERO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,9,9
VILLAZON,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
VINTO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,15,15
WARNES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,6,6
YAPACANI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,2,2
YOCALLA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-07-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
ALALAY,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
ANCORAIMES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
APOLO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,8,8
BETANZOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,11,11
BOYUIBE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
CHAQUI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
CHIMORE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
CHOQUE COTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
COCAPATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,19,19
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,25,25
COMARAPA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,14,14
CORQUE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,7,7
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,19,19
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
EL TORNO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,14,14
EL VILLAR,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
ESCARA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
FILADELFIA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
HUACHACALLA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
HUMANATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
ICLA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
LA GUARDIA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,14,14
LAGUNILLAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
LORETO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
MACHARETI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
MONTERO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,7,7
MOROCHATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,7,7
ORURO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
PADCAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
PAZÑA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
POCONA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
POJO (CBBA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
POROMA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
PORVENIR,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,20,20
PRESTO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
PUERTO SILES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,14,14
PUNA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,10,10
PUNATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
REYES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,6,6
SABAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
SACABA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,6,6
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,6,6
SAN IGNACIO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,3,3
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-08-01,5,5
