municipality,group,variable,month,10.1. Nº de actividades realizadas con participación de la comunidad,TOTAL
BOYUIBE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,21,21
CALAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,37,37
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,20,20
CAMIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,14,14
CAPINOTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,30,30
CARACOLLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,49,49
CARANAVI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
CARAPARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,10,10
CARIPUYO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,32,32
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,15,15
CATACORA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,25,25
CHAQUI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,23,23
CHARAGUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
CHAYANTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,14,14
CHIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,14,14
CHOQUE COTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,32,32
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
CLIZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,34,34
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,63,63
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
COLOMI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,11,11
COLQUECHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,49,49
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,33,33
COMARAPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
COMBAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
CORIPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
CORQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,35,35
COTAGAITA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,59,59
COTOCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,13,13
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,10,10
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,14,14
CUEVO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,59,59
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,12,12
CURVA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,11,11
EL ALTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,106,106
EL CHORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,24,24
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,19,19
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,52,52
EL TORNO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,14,14
EL VILLAR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,28,28
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,118,118
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,22,22
ESCOMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,137,137
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,10,10
GUANAY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,11,11
GUAQUI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,31,31
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,27,27
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,16,16
HUACARETA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,26,26
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
HUANUNI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
HUATAJATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,32,32
ICHOCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
ICLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,34,34
INCAHUASI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,19,19
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
INQUISIVI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,28,28
IXIAMAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,48,48
LA ASUNTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,17,17
LA PAZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,168,168
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,17,17
LAJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,44,44
LAS CARRERAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,11,11
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,7,7
LORETO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
MACHARETI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,24,24
MAGDALENA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,21,21
MINEROS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
MIZQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,40,40
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
MOJINETE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,29,29
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,65,65
MONTERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,54,54
MORO MORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,20,20
MOROCHATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,21,21
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
OCURI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,69,69
OKINAWA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
OMEREQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
ORURO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,137,137
PADCAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,112,112
PADILLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,59,59
PAILON,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
PALCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,13,13
PASORAPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,14,14
PELECHUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,21,21
POCONA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,22,22
POOPO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
POROMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,65,65
PORONGO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,7,7
PORTACHUELO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
PORVENIR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,64,64
PRESTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,26,26
PUCARANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,7,7
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
PUERTO SILES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,46,46
PUNA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,80,80
PUNATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,70,70
QUIME,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,94,94
REYES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,31,31
RIBERALTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,16,16
ROBORE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
SABAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,7,7
SACABA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,35,35
SACABAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,12,12
SACACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,72,72
SAIPINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,10,10
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,73,73
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,37,37
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,32,32
SAN BENITO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,25,25
SAN BORJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,7,7
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,7,7
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,22,22
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,45,45
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
SAN JOAQUIN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,20,20
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,38,38
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,82,82
SAN MATIAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,28,28
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,92,92
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
SAN RAFAEL,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,68,68
SANTA ROSA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,21,21
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,15,15
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,8,8
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,19,19
SENA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,20,20
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
SICAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,9,9
SIPE SIPE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,10,10
SOPACHUY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,34,34
SORACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,40,40
SORATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,51,51
SUCRE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,141,141
TACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
TACACOMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
TACOBAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,20,20
TAHUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,36,36
TARABUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,52,52
TARACO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,16,16
TARATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,21,21
TARIJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,151,151
TARVITA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,52,52
TEOPONTE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,8,8
TIAWANACU,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,61,61
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,105,105
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,21,21
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
TODOS SANTOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,4,4
TOLEDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,25,25
TOMAVE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,8,8
TOMINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,29,29
TORO TORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,54,54
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,27,27
TRIGAL,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,46,46
TUPIZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,49,49
TURCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
UNCIA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,14,14
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,259,259
URUBICHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,18,18
UYUNI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
VACAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,25,25
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,76,76
VIACHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,77,77
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,34,34
VILLA MONTES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,11,11
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,40,40
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,36,36
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,85,85
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,19,19
VILLAZON,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,17,17
VINTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,6,6
VITICHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,25,25
WARNES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,7,7
YACO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,92,92
