,group,variable,month,L 20.1 DPT 5TA DOSIS CANTIDAD,L 20.1 DPT 5TA DOSIS CANTIDAD,TOTALES
SUCRE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,58,33,91
TACACOMA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,0,2,2
TACOBAMBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,1,15,16
TARABUCO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,18,24,42
TARIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,14,21,35
TARVITA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,14,24,38
TIQUIPAYA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,10,5,15
TODOS SANTOS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,1,0,1
TOMINA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,26,32,58
TRIGAL,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,1,0,1
TUPIZA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,8,2,10
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,1,1,2
VALLEGRANDE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,1,0,1
VIACHA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,5,0,5
VILA VILA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,0,10,10
VILLA CHARCAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,2,128,130
VILLA MONTES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,7,8,15
VILLA SERRANO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,17,5,22
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,2,0,2
VILLAZON,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,12,39,51
VITICHI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,0,4,4
WARNES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,22,6,28
YACUIBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,15,244,259
YAPACANI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,2,9,11
YOTALA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,1,10,11
YUNCHARA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-04-01,1,5,6
BELLA FLOR,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,5,5
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,2,2
CHAQUI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,3,3
CHOQUE COTA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,1,1,2
COBIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,12,13,25
COLPA BELGICA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,2,2
COLQUECHACA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,6,2,8
CULPINA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,3,0,3
EL ALTO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,27,0,27
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,1,1
HUACARETA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,1,0,1
LA PAZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,27,0,27
LAGUNILLAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,1,2,3
MACHARETI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,6,0,6
MONTERO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,2,3,5
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,2,2
ORURO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,18,4,22
PADCAYA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,2,0,2
PAZÑA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,1,0,1
POJO (CBBA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,4,4
PORTACHUELO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,2,0,2
POTOSI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,2,2
PUNATA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,9,0,9
RAVELO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,2,2
SAN BORJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,8,0,8
SAN JULIAN,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,3,3
SAN PEDRO(PND),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,3,0,3
SUCRE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,4,0,4
TAPACARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,8,8
VACAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-05-01,0,1,1
ANDAMARCA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,3,4
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,1,2
BOLPEBRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,4,4
CARACOLLO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,1,1
CARAPARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,3,4
COBIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,15,9,24
COCHABAMBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,3,0,3
COLOMI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,6,6
COLQUECHACA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,20,20
EL ALTO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,63,0,63
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,1,1
ESMERALDA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,3,3
FILADELFIA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,2,0,2
INCAHUASI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,11,11
LA PAZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,0,1
LORETO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,5,10,15
MACHACAMARCA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,3,4
MONTERO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,6,7
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,2,2
ORURO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,66,5,71
PAZÑA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,2,3
PORTACHUELO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,0,1
PORVENIR,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,1,1
POTOSI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,3,0,3
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,2,1,3
QUILLACOLLO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,1,2
SACABA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,15,15
SAN BORJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,6,9,15
SAN IGNACIO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,5,3,8
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,8,0,8
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,2,2,4
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,1,0,1
SORACACHI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,5,5
SUCRE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,3,3
TARIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,15,0,15
TORO TORO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,0,53,53
VILA VILA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,10,15,25
VILLA TUNARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-06-01,10,0,10
AIQUILE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,1,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,2,2
BOLPEBRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,0,1
COBIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,4,1,5
COCHABAMBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,7,0,7
COTOCA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,4,31,35
EL ALTO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,5,0,5
EL TORNO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,2,3
LA GUARDIA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,0,1
LA PAZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,3,0,3
MONTERO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,0,1
ORURO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,2,1,3
PORONGO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,1,1
PORTACHUELO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,1,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,26,26
PUNATA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,21,0,21
QUILLACOLLO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,8,9
SAN ANDRES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,3,4
SAN BORJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,5,0,5
SAN LORENZO(PND),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,2,0,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,1,1
SAN MATIAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,4,0,4
SAN PEDRO(PND),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,4,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,18,5,23
SUCRE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,2,2,4
TARIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,3,10,13
TOMAVE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,0,8,8
TRINIDAD,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,12,13,25
VILLA MONTES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,4,5
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,0,1
WARNES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-07-01,1,5,6
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,4,0,4
BELLA FLOR,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,0,13,13
BERMEJO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,1,0,1
CARACOLLO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,3,0,3
COBIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,22,23,45
COCHABAMBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,9,1,10
COLOMI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,0,3,3
COTAGAITA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,1,16,17
COTOCA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,15,5,20
EL ALTO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,10,1,11
EL TORNO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,41,4,45
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,0,2,2
LA GUARDIA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,4,0,4
LA PAZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,9,0,9
MONTEAGUDO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,5,6,11
OMEREQUE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,0,3,3
ORURO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,32,3,35
PORONGO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,6,7,13
PORVENIR,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,1,1,2
POTOSI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,5,0,5
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,3,0,3
SAN BORJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,1,3,4
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,20,0,20
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,1,0,1
SAN LORENZO(PND),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,2,15,17
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,5,0,5
SAN PEDRO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,8,6,14
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,19,1,20
SUCRE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,4,1,5
TARIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,9,5,14
TARVITA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,2,1,3
TOLEDO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,0,1,1
TORO TORO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,0,19,19
TRINIDAD,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,1,1,2
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,1,2,3
VALLEGRANDE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,7,0,7
VILLAZON,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,9,2,11
WARNES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,10,7,17
YACUIBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,2,0,2
YUNCHARA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-08-01,0,8,8
AIQUILE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,8,11
ARAMPAMPA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,6,25,31
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,6,5,11
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
BAURES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,2,2
BERMEJO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,8,9,17
BOLPEBRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,4,6
CAMARGO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
CARACOLLO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
CARAPARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,7,9
COBIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,16,22,38
COCAPATA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,5,5
COCHABAMBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,13,1,14
COLOMI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,9,11
COTAGAITA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,14,17
COTOCA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,6,8
EL ALTO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,17,9,26
EL TORNO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,8,2,10
EL VILLAR,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,1,2
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,4,36,40
FILADELFIA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,13,16
GUAYARAMERIN,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,1,1
HUACARETA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,5,8
INCAHUASI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,0,2
LA PAZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,22,0,22
MACHARETI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,14,0,14
MIZQUE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,2,3
MONTEAGUDO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,23,7,30
MONTERO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,28,11,39
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
OMEREQUE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,10,11
ORURO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,43,3,46
PADILLA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,8,7,15
POCONA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,4,4,8
POROMA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,10,12
PORTACHUELO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,5,8
POTOSI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,37,5,42
PUERTO SUAREZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,3,3
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,1,3
PUNA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,1,1
PUNATA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,10,3,13
QUILLACOLLO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,4,6
ROBORE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,7,0,7
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,0,3
SAN BENITO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,9,5,14
SAN IGNACIO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,15,17
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,0,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,6,8
SAN LUCAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,10,13,23
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,11,14,25
SANTA ANA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,13,101,114
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,58,233,291
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,1,1
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,1,0,1
SUCRE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,12,7,19
TACOBAMBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,9,9
TAPACARI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,2,2
TARABUCO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,27,45,72
TARIJA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,42,29,71
TARVITA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,2,7,9
TOMINA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,6,9,15
TORO TORO,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,10,10
TOTORA(CBBA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,2,2
TRINIDAD,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,1,4
TUPIZA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,6,0,6
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,19,17,36
UYUNI,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,14,0,14
VACAS,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,0,1,1
VALLEGRANDE,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,10,0,10
VIACHA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,5,1,6
VILLA MONTES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,8,12,20
VILLAZON,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,32,4,36
WARNES,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,27,15,42
YACUIBA,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,16,13,29
YAMPARAEZ,vacunacion en ninos de 4 anos,l 20.1       dpt 5ta dosis,2012-09-01,13,3,16
