,group,variable,month,DPT 3RA DOSIS CANTIDAD,DPT 3RA DOSIS CANTIDAD,TOTALES
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,9,9,18
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,2,1,3
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,2,10,12
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,3,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,3,3
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,2,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,3,4
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,3,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,31,45,76
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,9,9
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,4,1,5
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,3,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,3,0,3
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-11-01,7,1,8
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,2,3,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,5,2,7
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,9,0,9
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,3,0,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,32,12,44
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,2,1,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,6,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,6,1,7
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,2,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,10,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,7,2,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,7,16,23
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,46,19,65
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,0,1
TAHUA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,3,1,4
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,3,0,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,0,2,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 3ra dosis,2013-12-01,1,6,7
