,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,23,9,32
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,7,8
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,0,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,0,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,3,0,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,1,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,3,1,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,8,5,13
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,54,21,75
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,25,46,71
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,20,20
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,3,0,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,2,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,50,7,57
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,0,2
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,6,6
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,24,24
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,2,2
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,3,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,2,3
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,24,13,37
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,19,4,23
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,21,22
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,5,12,17
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,3,3
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,3,6,9
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,17,34,51
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,25,10,35
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,15,4,19
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,13,2,15
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,3,4
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,38,0,38
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,9,13,22
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,58,25,83
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,23,23
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,8,13,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,15,15
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,38,6,44
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,4,5
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,8,8
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,12,49,61
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,59,8,67
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,10,56,66
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,133,32,165
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,6,6
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,5,0,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,17,17
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,38,18,56
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,6,10
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,2,3
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,17,17
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,13,1,14
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,0,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,7,7
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,5,43,48
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,2,20,22
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,1,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,0,7,7
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,0,4
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,1,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,4,7,11
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,1,2,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-06-01,7,0,7
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,5,5,10
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,4,0,4
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,1,2
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,5,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,4,5
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,6,0,6
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,4,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,3,8,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,2,2
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,1,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,77,1,78
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,4,0,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,3,1,4
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,5,4,9
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,3,0,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,39,34,73
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,5,18,23
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,4,0,4
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,4,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,5,7,12
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,84,5,89
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,2,2
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,10,0,10
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,39,6,45
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,6,0,6
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,3,5
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,7,2,9
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,5,0,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,6,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,9,14,23
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,20,2,22
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,6,2,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,7,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,4,3,7
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,3,6,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,10,7,17
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,19,33,52
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,3,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,10,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,4,9,13
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,103,7,110
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,15,1,16
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,16,1,17
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,6,6
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,24,24
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,1,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,3,2,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,12,3,15
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,14,1,15
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,4,0,4
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,4,6
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,12,0,12
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,5,4,9
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-07-01,4,0,4
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,4,3,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,10,39,49
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,4,2,6
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,2,3
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,4,4
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,2,2
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,5,6
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,5,0,5
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,1,3
CHUMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,149,74,223
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,9,32,41
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,4,0,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,35,25,60
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,1,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
ESCOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,0,2
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,4,5
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,7,0,7
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,5,0,5
HUMANATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,7,6,13
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,58,3,61
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,2,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,3,4
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,3,6,9
MAPIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,18,0,18
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,47,21,68
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,4,4
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,4,0,4
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,15,16
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,1,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,14,4,18
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,4,28,32
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,3,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,19,19
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,3,1,4
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,7,0,7
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,3,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,16,24,40
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,30,23,53
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,16,6,22
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,8,0,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,6,8
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,2,3,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2013-08-01,1,0,1
