,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,6,0,6
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,5,3,8
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,11,3,14
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,16,14,30
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,5,2,7
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,2,0,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-04-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,0,3
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,9,0,9
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,3,3
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,2,3
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,3,6
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,4,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,8,0,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,4,7
AYO AYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,7,7
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,7,8
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,2,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,0,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,5,6
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,2,7
CARAPARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,30,30
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,3,5
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,12,4,16
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,7,11
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,90,100,190
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,15,3,18
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,3,6
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,5,7
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,3,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,4,5
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,6,6
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,9,9
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,3,3
CORQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,5,8
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,15,14,29
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,1,6
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,212,233,445
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,11,15
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,2,6
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,12,17,29
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,12,17
ESCOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,5,6
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,7,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,2,3
GUANAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,3,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,15,17
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,3,3
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,14,2,16
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,15,24,39
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,106,58,164
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,125,128
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,10,10
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,4,6
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,1,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,26,5,31
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,37,38
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,7,10
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,2,3
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,15,93,108
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,8,8
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,33,34
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,4,6
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,2,3
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,3,3
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,1,2
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,39,47,86
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,22,24
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,9,13
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,26,14,40
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,7,7
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,15,20
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,2,4
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,28,24,52
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,12,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,5,9
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,9,27,36
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,2,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,4,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,45,50
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,53,53
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,12,16
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,6,8
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,6,9
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,6,0,6
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,240,275,515
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,11,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,2,5
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,3,4
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,10,3,13
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,1,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,1,5
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,25,11,36
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
TARACO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,16,9,25
TARVITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,0,3
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,6,6
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,8,6,14
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,2,2,4
TOLATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,1,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,15,0,15
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,48,4,52
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,2,3
UMALA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,20,20
URUBICHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,0,4
VACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,10,10
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,3,0,3
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,1,6
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,7,11
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,1,6
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,14,0,14
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,4,0,4
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,23,46,69
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,5,3,8
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,4,4
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,6,6
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-05-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,6,7,13
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,16,17
BAURES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,7,0,7
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,8,8
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,4,3,7
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,7,7
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,3,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,3,1,4
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,3,3
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,7,1,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,7,7
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,9,8,17
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,3,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,161,48,209
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,10,4,14
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,4,5
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,4,8,12
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,1,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,11,4,15
CULPINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,120,32,152
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,3,0,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,3,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,10,1,11
ESCARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,24,24
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,4,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,3,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,2,2
GUANAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,4,15,19
HUACARETA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,3,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,11,1,12
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,110,52,162
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,5,12,17
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,67,68
MAIRANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,1,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,23,0,23
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,4,13,17
OCURI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,28,0,28
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,64,64
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,8,10
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,83,4,87
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,370,370
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,2,2
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,15,9,24
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,9,9
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,3,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,53,14,67
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,5,0,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,1,5,6
SABAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,17,0,17
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,16,17,33
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,10,10
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,10,3,13
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,5,18,23
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,2,3,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-06-01,0,3,3
