,group,variable,month,DPT 2DA DOSIS CANTIDAD,DPT 2DA DOSIS CANTIDAD,TOTALES
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,17,6,23
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,2,0,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,3,0,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,2,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,14,2,16
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,3,3
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,3,2,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,3,0,3
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,3,1,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,6,5,11
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,8,2,10
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,5,6,11
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,3,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,2,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,6,0,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,7,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,81,3,84
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,5,5
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,2,0,2
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,11,12
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,4,0,4
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-07-01,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,4,2,6
APOLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,10,10
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,4,2,6
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,4,12,16
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,7,2,9
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,3,1,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,12,15,27
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,3,2,5
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,5,0,5
COMANCHE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,3,0,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,3,1,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,26,24,50
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,2,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,5,8,13
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,3,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,3,5,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,3,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,15,1,16
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,4,4
MAPIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,10,3,13
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,4,2,6
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,7,7
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,2,2
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,1,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,2,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,6,11,17
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,4,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,7,0,7
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,15,3,18
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,4,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,4,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,4,2,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,12,12
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,68,14,82
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,2,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,2,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,19,1,20
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,10,10
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,6,6
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,2,0,2
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,7,7
UYUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,2,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-08-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,60,60
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,3,3,6
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,3,3
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,3,6,9
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,3,0,3
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,3,14,17
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,58,13,71
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,1,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,2,1,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,1,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,3,0,3
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,17,27,44
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,2,0,2
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,4,0,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,9,17,26
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,5,0,5
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,6,0,6
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,2,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,20,4,24
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,9,2,11
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,2,1,3
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,2,3
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,10,6,16
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,9,2,11
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,8,0,8
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,10,12,22
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,8,42,50
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,3,0,3
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,4,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,3,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,2,2,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,8,1,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,58,59,117
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,3,4
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,2,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,1,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,5,2,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,3,4
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,7,7
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,5,2,7
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,16,4,20
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,1,2
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,3,4
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,4,0,4
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,1,2,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,4,0,4
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-09-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,3,1,4
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,0,2
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,4,0,4
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,7,9
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,1,2
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,3,0,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,25,9,34
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,3,0,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,5,5
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,3,0,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,3,2,5
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,25,11,36
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,2,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,1,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,6,6
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,28,15,43
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,2,2
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,2,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,4,2,6
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,21,1,22
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,32,12,44
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,10,5,15
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,3,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,3,1,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,2,0,2
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 2da dosis,2013-10-01,0,1,1
