,group,variable,month,DPT 4TA DOSIS CANTIDAD,DPT 4TA DOSIS CANTIDAD,TOTALES
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,1,1
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,12,21,33
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,122,68,190
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,19,14,33
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,4,4
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,9,9
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,7,10,17
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,0,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,18,53,71
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,66,8,74
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,20,0,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,4,5
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,7,25,32
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,6,1,7
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,22,17,39
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,24,11,35
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,11,14,25
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,5,1,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,38,12,50
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,12,27,39
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,37,10,47
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,3,5,8
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,144,81,225
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,27,4,31
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,4,1,5
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,8,16,24
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-04-01,1,4,5
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,13,6,19
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,7,7
ALCALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,4,14,18
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,3,6
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,4,6
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,19,21
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,10,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,4,4
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,16,11,27
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,5,10
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,7,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,18,25
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,0,3
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,2,4
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,5,6
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,7,7
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,0,2
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,24,10,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,6,6,12
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,2,5
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,49,56
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,0,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,6,7
CHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,15,17,32
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,28,28,56
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,4,4
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,39,25,64
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,20,36,56
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,23,33,56
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,7,8
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,239,279,518
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,19,15,34
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,13,6,19
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,15,23,38
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,13,176,189
COPACABANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,27,29
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,76,77
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,27,34
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,21,28
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,193,334,527
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,17,90,107
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,4,5
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,15,45,60
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,6,7,13
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,31,38,69
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,37,40
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,21,92,113
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,0,5
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,9,4,13
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,13,6,19
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,6,0,6
ICLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,1,2
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,8,10,18
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,3,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,123,252,375
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,109,35,144
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,6,14,20
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,8,9
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,4,0,4
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,10,4,14
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,0,7
MAIRANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,28,157,185
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,25,58,83
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,2,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,46,42,88
MORO MORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,1,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,12,19
OKINAWA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,29,50,79
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,8,11
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,98,445,543
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,10,13
PADILLA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,11,6,17
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,106,107
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,4,51,55
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,17,31,48
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,29,36
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,14,14
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,8,9
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,10,23,33
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,9,17,26
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,75,76
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,0,7
PORVENIR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,4,2,6
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,1,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,180,204,384
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,4,6
PUCARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,20,23
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,89,169,258
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,8,22,30
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,94,221,315
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,4,5,9
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,16,41,57
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,1,6
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,83,154,237
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,6,9
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,3,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,5,5
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,34,35
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,8,0,8
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,42,48,90
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,11,43,54
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,30,65,95
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,25,74,99
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,1,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,27,0,27
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,117,119
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,9,14
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,8,5,13
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,9,20,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,5,8
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,4,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,371,448,819
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,4,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,30,169,199
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,1,6
SORACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,6,6
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,11,11
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,116,130,246
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,8,21,29
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,2,9
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,26,23,49
TARATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,7,27,34
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,77,39,116
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,4,6,10
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,23,21,44
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,4,23,27
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,2,5
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,2,3
TOLEDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,22,0,22
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,22,25,47
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,16,19,35
TRIGAL,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,1,7,8
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,32,23,55
TUPIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,4,9
URUBICHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,8,150,158
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,25,30
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,6,14,20
VILA VILA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,12,2,14
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,18,18,36
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,10,9,19
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,4,9
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,37,46,83
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,5,3,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,24,3,27
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,0,3
VITICHI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,8,6,14
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,78,208,286
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,28,15,43
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,3,3,6
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,6,8,14
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,2,4,6
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-05-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,4,11
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,1,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,3,6
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,2,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,30,31
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,9,13
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,6,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,45,1,46
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,7,11
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,8,10,18
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,2,5
BAURES,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,11,0,11
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,16,23
BETANZOS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,0,3
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,6,9
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,7,9
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,6,5,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,2,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,1,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,15,19
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,12,15
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,4,3,7
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,41,37,78
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,9,5,14
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,19,21,40
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,26,35,61
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,19,24
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,295,61,356
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,8,20,28
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,7,3,10
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,0,5
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,6,5,11
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,5,7,12
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,6,10,16
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,3,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,3,9,12
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,23,0,23
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,4,4
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,180,48,228
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,34,2,36
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,dpt 4ta dosis,2013-06-01,34,2,36
