,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,TOTALES
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-06-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-06-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-06-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-06-01,0,3,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,3,0,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,4,4,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,2,2
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,3,3
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,10,0,10
CATACORA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,1,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,38,26,64
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,4,6
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,6,0,6
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,3,1,4
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,9,11
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,3,0,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,21,3,24
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,5,0,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,6,0,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,2,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,24,2,26
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,3,0,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,14,2,16
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
POOPO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,3,1,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,6,5,11
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,3,1,4
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,3,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,6,0,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,106,3,109
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,5,5
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,3,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-07-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,4,2,6
APOLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,10,10
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,4,12,16
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,7,2,9
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,1,1
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,3,1,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,12,15,27
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,3,2,5
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,5,0,5
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,3,0,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,1,1
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,3,1,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,26,24,50
EL CHORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,1,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,5,8,13
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,3,5
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,3,5,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,2,3
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,0,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,0,2
ICHOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,3,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,27,1,28
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,4,5
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,10,3,13
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,4,2,6
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,7,7
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,2,2
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,1,2
POOPO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,7,7
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,2,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,6,11,17
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,4,6
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,4,0,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,15,3,18
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,4,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,4,2,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,71,15,86
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,1,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,2,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,8,1,9
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,3,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,6,6
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,2,0,2
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,6,6
UYUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,2,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,0,2,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-08-01,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,2,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,3,8,11
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,5,5
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,3,3
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,3,6,9
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,4,0,4
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,61,13,74
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,1,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,2,1,3
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,3,0,3
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,16,27,43
EL CHORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,4,0,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,9,0,9
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,7,0,7
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,6,0,6
ICHOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,20,0,20
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,9,2,11
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,3,1,4
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,2,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,10,2,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,4,0,4
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,20,10,30
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,8,42,50
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,3,0,3
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,5,2,7
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,3,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,2,2,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,6,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,80,168,248
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,3,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,1,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,4,2,6
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,5,5
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,5,6
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,3,0,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,7,7
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,5,2,7
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,16,4,20
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,8,4,12
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,1,2,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,4,0,4
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-09-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 2da dosis,2013-10-01,3,1,4
