,group,variable,month,SRP DOSIS ÚNICA CANTIDAD,SRP DOSIS ÚNICA CANTIDAD,TOTALES
VILA VILA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,2,1,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,5,3,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,5,0,5
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,13,32,45
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,3,2,5
YAPACANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-05-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,9,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,1,3
AYO AYO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,7,8
BAURES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,5,5,10
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,6,0,6
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,1,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,5,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,3,1,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,6,10
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,109,37,146
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,5,9
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,1,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,2,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,5,0,5
COMANCHE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,8,0,8
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
CULPINA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,48,41,89
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,3,0,3
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,7,1,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,14,18
HUACARETA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,7,0,7
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,113,62,175
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,8,9
MACHARETI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,10,2,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,24,0,24
PADCAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,47,47
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,0,2
POOPO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,2,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,25,11,36
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,1,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,4,8
PUNA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,20,6,26
RAVELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
REYES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,7,0,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,4,4
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,11,15
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,3,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,5,4,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,1,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,3,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,4,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,13,15
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,3,8,11
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,2,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,2,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,200,24,224
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,2,4
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,20,7,27
TACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,3,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,7,9
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,0,4,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,1,5
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,12,20,32
URUBICHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,1,2,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,4,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,6,0,6
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,3,16,19
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-06-01,4,2,6
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,1,2
ANZALDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
APOLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,3,3
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,4,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,2,3
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,1,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,8,8
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,64,70,134
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,6,0,6
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,3,4
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,2,2
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,17,1,18
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,93,20,113
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,6,0,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,4,5,9
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,5,7
HUANUNI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
HUATAJATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,0,3
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
ICLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,29,29
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,6,6
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,5,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,8,8,16
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,5,4,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,95,7,102
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,6,6
LLICA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
LORETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,9,0,9
OKINAWA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,1,2
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,26,1,27
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,4,1,5
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,4,0,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,38,8,46
PUCARANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,0,3
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,18,22,40
REYES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,3,6
ROBORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,26,25,51
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,9,10
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,2,3
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,1,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,4,2,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,4,0,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,3,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,213,25,238
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,1,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,0,3
SORACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,9,1,10
TACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,3,0,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,4,4
TARABUCO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,9,9,18
TIPUANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,1,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,7,9
TOLATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,8,8
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,10,1,11
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,2,4
UNCIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,1,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
VILA VILA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,4,2,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,8,0,8
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,10,1,11
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,2,6,8
YANACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,5,0,5
YAPACANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-07-01,1,0,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,1,2
ALCALA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
APOLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,4,4
ARBIETO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,5,0,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,2,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,2,3
BETANZOS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,0,3
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,4,2,6
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,2,0,2
CHAQUI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,4,4
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,14,6,20
COBIJA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,11,5,16
COCAPATA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,57,18,75
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,5,0,5
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,3,5,8
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
COMBAYA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,1,2
COROICO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,0,1,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,6,0,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,81,64,145
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-08-01,5,5,10
