,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 3RA DOSIS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,43,50,93
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,2,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,1,4,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-10-01,0,3,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,2,3,5
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,70,13,83
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,2,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,24,14,38
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,3,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,3,1,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,5,19,24
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,13,3,16
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,7,0,7
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,10,10
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,12,9,21
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,2,1,3
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,2,10,12
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,27,27
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,2,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,3,4
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,49,17,66
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,2,1,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,9,9
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,2,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,4,1,5
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,3,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,4,0,4
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-11-01,8,1,9
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,3,1,4
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,5,0,5
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,6,0,6
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,29,10,39
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,2,1,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,6,1,7
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,5,5
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,4,0,4
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,10,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,7,2,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,7,16,23
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,4,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,1,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,66,26,92
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,0,1
TAHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,3,1,4
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,3,0,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 3ra dosis,2013-12-01,1,4,5
