,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,6,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,13,45,58
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,17,18
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,11,12
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,6,19,25
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,23,55,78
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,81,413,494
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,1,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,23,16,39
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,35,47,82
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,12,16,28
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,6,15,21
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,4,3,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,37,39
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,6,69,75
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,16,0,16
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,1,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,13,1,14
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,2,1,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-05-01,110,0,110
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,16,11,27
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,2,2
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,10,10
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,2,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,5,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,4,7,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,6,3,9
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,5,2,7
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,2,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,2,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,27,9,36
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,6,0,6
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,6,0,6
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,4,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,65,5,70
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,4,1,5
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,0,2
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,10,30,40
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,21,18,39
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,4,0,4
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,3,1,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,8,5,13
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,0,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,59,21,80
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,5,1,6
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,3,0,3
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,2,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,48,5,53
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,3,0,3
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,6,6
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,24,24
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,3,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,2,3
POOPO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,24,13,37
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,9,1,10
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,21,21
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,5,12,17
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,2,4
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,3,8,11
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,11,2,13
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,20,10,30
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,15,4,19
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,13,5,18
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,5,6
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,38,0,38
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,9,14,23
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,58,25,83
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,23,23
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,8,13,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,15,15
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,38,6,44
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,3,4
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,8,8
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,4,0,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,12,49,61
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,52,8,60
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,10,56,66
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,135,32,167
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,6,6
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,5,0,5
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,29,20,49
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,3,5,8
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,2,3
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,13,1,14
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,4,0,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,5,43,48
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,2,24,26
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,8,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,1,1
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,0,7,7
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,3,4
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,4,7,11
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,1,2,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-06-01,7,0,7
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,5,10
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,4,0,4
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,1,2
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,4,5
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,6,0,6
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,5,5
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,6,0,6
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,21,11,32
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,1,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,80,1,81
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,4,0,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,4,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,6,0,6
COMANCHE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,4,4
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,1,4
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,42,34,76
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,4,2,6
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,4,0,4
HUARINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,4,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,7,12
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,90,4,94
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,18,19
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,3,6
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,39,6,45
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,7,0,7
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,1,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,0,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,0,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,11,14
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,5,10
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,5,0,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,20,2,22
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,2,2
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,3,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,10,11
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,6,7
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,10,7,17
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,14,30,44
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,3,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,10,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,4,6,10
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,113,3,116
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,9,1,10
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,15,1,16
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,2,0,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,12,12
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,1,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,3,2,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,12,3,15
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-07-01,6,0,6
