municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
CARIPUYO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,33,33
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,280,280
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,10,10
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,214,214
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,8,8
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,4,4
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,5,5
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
GUANAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,71,71
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,8,8
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,741,741
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,3,3
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,4,4
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,52,52
NAZACARA DE PACAJES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,262,262
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,5,5
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,7,7
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
PASORAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,5,5
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,5,5
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,63,63
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,6,6
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,19,19
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
SAN AGUSTIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,13,13
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,11,11
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,4,4
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,969,969
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,3,3
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,144,144
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,26,26
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,47,47
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,57,57
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,11,11
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,4,4
VITICHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,99,99
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,9,9
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,2,2
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-07-01,5,5
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,3,3
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,15,15
ANCORAIMES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,17,17
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,6,6
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,9,9
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,4,4
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,46,46
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
CHAQUI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,31,31
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,298,298
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,11,11
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,280,280
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,6,6
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,3,3
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,4,4
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
GUANAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,117,117
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,3,3
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,901,901
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,7,7
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,51,51
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,278,278
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,15,15
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,4,4
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
PELECHUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,11,11
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,5,5
PUERTO ACOSTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,8,8
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,11,11
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,27,27
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,32,32
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
SABAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,13,13
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,5,5
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,14,14
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,6,6
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
SAN PEDRO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,908,908
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,59,59
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,22,22
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
TIPUANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,12,12
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,41,41
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,30,30
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,7,7
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,8,8
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,54,54
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,8,8
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,4,4
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-08-01,2,2
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,11,11
ARAMPAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,38,38
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,14,14
BELEN DE URMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,7,7
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,76,76
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,28,28
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,304,304
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,7,7
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,299,299
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,4,4
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,7,7
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,6,6
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,4,4
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,4,4
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1151,1151
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,4,4
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,45,45
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,352,352
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,12,12
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
PASORAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,6,6
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,5,5
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
PUERTO PEREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,8,8
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,9,9
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,58,58
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,11,11
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,9,9
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,5,5
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1294,1294
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,60,60
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,34,34
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
TIQUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,6,6
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,59,59
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,30,30
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,10,10
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,8,8
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,4,4
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,6,6
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,8,8
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,27,27
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,118,118
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,11,11
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,3,3
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-09-01,4,4
ACACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-10-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-10-01,2,2
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-10-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-10-01,10,10
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-10-01,35,35
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-10-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2021-10-01,1,1
