municipality,group,variable,month,N°de beneficiarios(as) (niño/as) con promoción en Salud Oral,TOTAL
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,222,222
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,4,4
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,88,88
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,37,37
APOLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,31,31
ARBIETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,37,37
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,149,149
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,14,14
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,35,35
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,95,95
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,88,88
CAIROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,10,10
CALACOTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,24,24
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,77,77
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,38,38
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,4,4
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,16,16
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,67,67
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,37,37
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,42,42
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,146,146
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,8,8
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,179,179
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,24,24
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,224,224
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,49,49
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,12,12
COIPASA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,20,20
COLOMI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,24,24
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,283,283
CORO CORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,6,6
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,28,28
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,35,35
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,280,280
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,4,4
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,69,69
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,26,26
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,25,25
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,6,6
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,20,20
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,51,51
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,21,21
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,61,61
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,44,44
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,53,53
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,14,14
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,300,300
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,181,181
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,200,200
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,42,42
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,77,77
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,69,69
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,48,48
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,10,10
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,36,36
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,7,7
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,78,78
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,55,55
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,138,138
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,31,31
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,35,35
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,52,52
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,49,49
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,55,55
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,96,96
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,66,66
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,27,27
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,38,38
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,61,61
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,50,50
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,4,4
QUIABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,16,16
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,16,16
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,11,11
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,7,7
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,45,45
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,34,34
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,50,50
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,15,15
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,112,112
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,102,102
SAN MATIAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,8,8
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,25,25
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,65,65
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,10,10
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,1020,1020
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,125,125
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,15,15
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,178,178
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,208,208
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,9,9
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,98,98
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,881,881
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,40,40
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,29,29
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,482,482
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,56,56
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,21,21
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,12,12
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,11,11
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,25,25
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,222,222
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,9,9
UMALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,40,40
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,52,52
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,21,21
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,4,4
VACAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,8,8
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,71,71
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,3,3
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,65,65
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,45,45
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,50,50
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,6,6
VINTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,27,27
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,73,73
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,31,31
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,8,8
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,76,76
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,95,95
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,32,32
YUNCHARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,13,13
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-07-01,19,19
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,16,16
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,321,321
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,3,3
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,86,86
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,16,16
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,179,179
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,64,64
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,78,78
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,114,114
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,25,25
BOYUIBE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,40,40
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,61,61
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,10,10
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,32,32
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,38,38
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,20,20
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,40,40
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,75,75
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,44,44
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,35,35
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,13,13
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,9,9
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,24,24
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,417,417
CHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,12,12
CHUA COCANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,203,203
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,12,12
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,15,15
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,630,630
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,71,71
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,439,439
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,240,240
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,193,193
CONCEPCION,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,5,5
COPACABANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,51,51
CORO CORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,34,34
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,40,40
COTAGAITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,15,15
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,19,19
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,24,24
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,20,20
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,438,438
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,134,134
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,3,3
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,106,106
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,119,119
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,33,33
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,24,24
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,51,51
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,37,37
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,207,207
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,62,62
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,126,126
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,44,44
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,90,90
LA GUARDIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,516,516
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,169,169
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,33,33
LICOMA PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,83,83
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,115,115
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,149,149
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,117,117
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,24,24
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,10,10
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,64,64
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,125,125
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,82,82
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,112,112
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,393,393
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,46,46
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,6,6
PAZÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,150,150
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,161,161
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,39,39
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,23,23
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,118,118
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con promocion en salud oral,2022-08-01,38,38
