municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,8,8
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,22,22
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,20,20
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,52,52
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-08-01,3,3
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,6,6
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,22,22
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,12,12
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,10,10
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,2,2
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,12,12
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,2983,2983
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,1,1
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,12,12
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,5,5
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,809,809
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,3,3
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,216,216
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,7,7
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-08-01,2,2
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,312,312
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,39,39
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,33,33
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,4,4
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,48,48
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,40,40
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,45,45
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,40,40
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,5,5
VITICHI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,30,30
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,57,57
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,5,5
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2006-08-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,13,13
APOLO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,1,1
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,36,36
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2006-09-01,1,1
BAURES,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,14,14
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,30,30
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,67,67
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,27,27
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,2,2
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,13,13
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-09-01,6,6
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,60,60
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,2303,2303
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,34,34
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,7,7
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,11,11
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,4,4
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,12,12
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,18,18
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,2,2
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,832,832
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,21,21
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,30,30
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,2845,2845
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,62,62
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,8,8
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,19,19
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,150,150
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,506,506
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,20,20
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,56,56
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,275,275
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,21,21
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,15,15
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,24,24
PUNA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,1,1
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,18,18
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,85,85
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,7,7
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,203,203
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,11,11
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,10,10
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,77,77
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,7,7
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,5,5
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,18,18
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,25,25
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,44,44
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,6,6
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,32,32
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,8,8
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,1,1
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,8,8
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,14,14
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3254,3254
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,19,19
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
SORATA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,640,640
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,4,4
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,389,389
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,12,12
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,1,1
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,372,372
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,40,40
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,15,15
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,45,45
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,12,12
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,30,30
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,43,43
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,41,41
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,38,38
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,66,66
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,10,10
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2006-09-01,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,11,11
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,20,20
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2006-10-01,3,3
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,13,13
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,3,3
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,29,29
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,79,79
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,14,14
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,2,2
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,6,6
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-10-01,5,5
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,115,115
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,2429,2429
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,43,43
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,8,8
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,12,12
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,20,20
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,17,17
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,767,767
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,25,25
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,30,30
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,3081,3081
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,61,61
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,13,13
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,23,23
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,148,148
OCURI,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,2,2
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,526,526
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,21,21
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,53,53
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,280,280
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,30,30
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,21,21
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,14,14
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,26,26
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,76,76
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,159,159
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,34,34
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,11,11
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,57,57
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,5,5
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,10,10
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,19,19
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,67,67
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,35,35
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-10-01,9,9
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,40,40
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,13,13
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,7,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,16,16
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,3285,3285
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,4,4
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,26,26
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,863,863
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,2,2
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,448,448
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-10-01,10,10
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,3,3
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-10-01,5,5
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,412,412
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,52,52
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,20,20
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,33,33
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,10,10
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,56,56
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,52,52
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,31,31
VINTO,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,1,1
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,34,34
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,45,45
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,24,24
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2006-10-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,5,5
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,16,16
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,13,13
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,28,28
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,78,78
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,41,41
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,13,13
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-11-01,7,7
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,381,381
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2220,2220
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,34,34
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,6,6
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,10,10
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,3,3
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,11,11
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,18,18
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,797,797
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,23,23
GENERAL SAAVEDRA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,10,10
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,38,38
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2978,2978
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,55,55
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,8,8
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,10,10
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,22,22
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,140,140
OCURI,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,3,3
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,504,504
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,17,17
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,24,24
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,219,219
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,38,38
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,1,1
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,15,15
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,23,23
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,21,21
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,66,66
REYES,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,1,1
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,186,186
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,9,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,9,9
SACABA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,72,72
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,3,3
SAN ANDRES,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,5,5
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,43,43
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,17,17
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,26,26
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,4,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,52,52
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2006-11-01,6,6
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,22,22
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,34,34
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,13,13
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,12,12
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2446,2446
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,6,6
SIPE SIPE,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,14,14
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,3,3
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,772,772
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,5,5
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,461,461
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,4,4
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,7,7
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-11-01,6,6
TOLEDO,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2006-11-01,2,2
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,223,223
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,38,38
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,36,36
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,14,14
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,44,44
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,28,28
WARNES,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,36,36
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,93,93
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,20,20
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,1,1
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2006-11-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,11,11
APOLO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,1,1
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,10,10
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,4,4
BAURES,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,4,4
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,12,12
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,2,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,26,26
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,59,59
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,18,18
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2006-12-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,241,241
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,2065,2065
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,33,33
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,9,9
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,17,17
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,5,5
COROICO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,11,11
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,18,18
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,683,683
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,22,22
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,31,31
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,12,12
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,2840,2840
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,9,9
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,9,9
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,25,25
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,131,131
OCURI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,531,531
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,19,19
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,38,38
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,256,256
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,13,13
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,20,20
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,16,16
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2006-12-01,17,17
