municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,7,7
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,10,10
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,10,10
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,24,24
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,21,21
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,3,3
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,571,571
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,20,20
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,14,14
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,36,36
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,6,6
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,3,3
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,4,4
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,10,10
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,10,10
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,3357,3357
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,1,1
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,63,63
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,4,4
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,3,3
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,10,10
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,59,59
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,234,234
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,518,518
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,37,37
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,3,3
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,19,19
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,40,40
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,362,362
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,30,30
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,56,56
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,30,30
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,146,146
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,61,61
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,218,218
QUIME,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,16,16
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,5,5
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,240,240
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,8,8
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,8,8
SABAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,53,53
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,3,3
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,24,24
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,6,6
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,28,28
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,52,52
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,111,111
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,9,9
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,24,24
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,27,27
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,15,15
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,6,6
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,5,5
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,14,14
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,27,27
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2959,2959
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,4,4
SANTIVAÑES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,7,7
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,20,20
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,4,4
SORATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,4,4
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,1128,1128
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,10,10
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,11,11
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,534,534
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,29,29
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,3,3
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,11,11
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,312,312
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,44,44
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,27,27
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,13,13
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,21,21
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,10,10
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,42,42
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,9,9
VILLA SERRANO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,33,33
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,14,14
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,48,48
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,33,33
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,84,84
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,2,2
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,13,13
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-06-01,6,6
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2,2
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3,3
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,4,4
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,4,4
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,20,20
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,10,10
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,17,17
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,52,52
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,18,18
BOLPEBRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,5,5
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3,3
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,63,63
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,100,100
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,25,25
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,6,6
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,6,6
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,32,32
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,28,28
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,130,130
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2878,2878
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,54,54
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2,2
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,6,6
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,7,7
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,8,8
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,21,21
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,15,15
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,7,7
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,871,871
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,22,22
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,49,49
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,43,43
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,11,11
HUACAYA (VILLA DE HUACAYA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2,2
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,4,4
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,21,21
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,32,32
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3202,3202
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,52,52
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,4,4
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,5,5
MIZQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2,2
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,61,61
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,163,163
NACEBE (SANTA ROSA DEL ABUNA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,537,537
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,30,30
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3,3
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,13,13
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,56,56
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,422,422
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,31,31
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2,2
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,63,63
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,52,52
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,104,104
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,82,82
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,176,176
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,4,4
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,240,240
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,8,8
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,8,8
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,56,56
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,5,5
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3,3
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,16,16
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,6,6
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,27,27
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,22,22
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,148,148
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,4,4
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,7,7
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,34,34
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,13,13
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,16,16
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,7,7
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,6,6
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,34,34
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3681,3681
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,10,10
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,18,18
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,3,3
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,802,802
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,19,19
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,356,356
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,5,5
TEOPONTE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,2,2
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,13,13
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,19,19
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,64,64
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,8,8
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,207,207
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,37,37
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,26,26
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,5,5
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,5,5
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,57,57
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,12,12
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,62,62
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,13,13
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,82,82
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,17,17
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,63,63
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,27,27
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,80,80
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,18,18
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,17,17
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-07-01,6,6
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,13,13
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,11,11
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,23,23
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,7,7
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,67,67
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,16,16
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,170,170
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,105,105
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,42,42
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,9,9
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,11,11
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,40,40
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,44,44
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,12,12
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,139,139
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,2764,2764
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,42,42
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,7,7
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,14,14
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,4,4
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,23,23
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,29,29
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,9,9
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,14,14
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1048,1048
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,24,24
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,40,40
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,23,23
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,37,37
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,6,6
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
ICLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,4,4
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,6,6
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,81,81
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3146,3146
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,2,2
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,61,61
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,2,2
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,7,7
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,14,14
MOCOMOCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,93,93
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,160,160
OCURI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,631,631
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,33,33
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,24,24
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,46,46
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,401,401
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,41,41
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,31,31
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,145,145
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,70,70
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,242,242
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,7,7
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,262,262
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,7,7
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,68,68
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,4,4
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,19,19
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,22,22
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,22,22
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,42,42
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,105,105
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,6,6
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,22,22
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,12,12
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,15,15
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,2,2
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,17,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3404,3404
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
SICAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,17,17
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,5,5
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1095,1095
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,11,11
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,216,216
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,3,3
TEOPONTE,cirugias y anestesias,"anestesias generales, locales o regionales",2006-08-01,1,1
