,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,9,7,0,0,9,7,16
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,3,1,3,3,6,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,170,172,15,14,185,186,371
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,3,4,3,4,7
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,2,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,11,15,14,11,25,26,51
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,4,3,6,5,10,8,18
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,2,2,1,5,3,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,3,0,1,0,4,4
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,1,2,1,3,2,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,7,8,2,4,9,12,21
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,2,0,0,3,2,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,10,8,10,6,20,14,34
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,37,45,22,14,59,59,118
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,6,5,7,5,12
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,17,21,5,7,22,28,50
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,2,0,2,0,4,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,64,63,82,56,146,119,265
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,4,4,5,4,9
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,0,1,3,3,3,6
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,2,4,3,6,5,11
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,7,7,0,1,7,8,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,64,66,30,27,94,93,187
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,9,8,8,6,17,14,31
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,8,11,17,11,25,22,47
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,2,0,1,2,3,5
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,75,92,25,24,100,116,216
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,2,3,2,3,5
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,10,6,3,5,13,11,24
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,2,1,1,3,3,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,3,6,7,7,10,17
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,9,5,4,0,13,5,18
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,1,0,0,3,1,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,8,11,1,0,9,11,20
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,1,0,0,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,1,1,1,2,2,4
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,11,5,1,1,12,6,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,43,25,6,17,49,42,91
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,4,10,7,7,11,17,28
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,13,10,3,2,16,12,28
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,13,10,8,7,21,17,38
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,45,36,9,7,54,43,97
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,1,5,5,8,6,14
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,13,16,1,0,14,16,30
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,5,4,3,4,8,8,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,15,16,16,19,31,35,66
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,1,1,2,4,3,7
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,35,35,3,5,38,40,78
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,1,6,5,8,6,14
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,8,18,2,2,10,20,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,7,10,5,4,12,14,26
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,8,15,7,12,15,27,42
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,3,5,4,7,7,14
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,2,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,3,2,3,5,6,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,9,14,16,8,25,22,47
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,1,1,0,4,1,5
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,6,8,5,11,11,19,30
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,6,5,3,0,9,5,14
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,2,2,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,5,6,5,6,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,1,0,0,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,6,4,0,0,6,4,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,12,8,3,5,15,13,28
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,957,855,58,77,1015,932,1947
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,5,3,2,1,7,4,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,12,4,0,0,12,4,16
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,2,1,3,1,5,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,4,1,1,3,5,8
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,2,4,3,4,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,5,1,1,0,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,2,1,0,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,5,6,2,4,7,10,17
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,9,9,2,3,11,12,23
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,16,14,3,3,19,17,36
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,12,7,0,3,12,10,22
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,4,3,0,0,4,3,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,31,38,3,3,34,41,75
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,1,0,2,0,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,3,2,2,5,5,10
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,5,3,5,4,10,7,17
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,167,161,14,14,181,175,356
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,1,0,2,0,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,2,4,4,5,6,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,0,1,0,1,1
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,2,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,6,5,4,6,10,11,21
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,2,4,1,6,3,9
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,2,0,0,2,2,4
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,7,8,1,2,8,10,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,116,101,7,15,123,116,239
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,5,0,0,0,5,5
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,4,1,6,2,10,3,13
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,6,7,1,1,7,8,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,2,4,3,7,5,12
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,7,5,2,6,9,15
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,22,19,9,10,31,29,60
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,8,12,7,15,15,30
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,3,1,3,1,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,2,8,3,10,5,15
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,1,0,1,3,2,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,1,5,2,5,7
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,1,1,1,1,2
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,6,3,7,3,13,6,19
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,8,7,3,1,11,8,19
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,0,0,0,2,0,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,0,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,66,60,17,6,83,66,149
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,32,23,2,4,34,27,61
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,3,1,3,1,4
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,2,0,3,3,5,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,8,4,2,2,10,6,16
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,5,2,2,0,7,2,9
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,4,6,1,0,5,6,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,19,16,1,0,20,16,36
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,1,1,1,3,2,5
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,9,7,1,0,10,7,17
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,42,21,0,0,42,21,63
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,1,1,1,1,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,9,3,2,4,11,7,18
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,27,18,9,13,36,31,67
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,1,1,1,1,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,3,2,1,5,4,9
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,2,2,1,3,3,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,63,56,14,20,77,76,153
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,3,6,4,3,7,9,16
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,27,17,5,2,32,19,51
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,22,26,16,27,38,53,91
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,6,1,0,2,6,8
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,1,0,1,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,98,82,11,11,109,93,202
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,5,2,0,0,5,2,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,40,37,31,23,71,60,131
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,4,1,1,0,5,1,6
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,1,0,0,1,1,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,14,14,29,33,43,47,90
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,6,5,2,1,8,6,14
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,1,1,1,1,2,3
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,0,0,4,0,4,0,4
YUNGUYO DE LITORAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,1,0,0,0,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-07-01,2,1,3,0,5,1,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,0,1,1,4,1,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,8,9,4,3,12,12,24
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,17,27,3,0,20,27,47
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,10,7,5,4,15,11,26
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,0,2,4,2,4,6
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,0,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,7,2,1,1,8,3,11
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,6,0,0,3,6,9
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,1,1,1,1,2,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,1,2,1,2,2,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,2,2,1,5,3,8
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,6,12,4,10,10,22,32
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,1,2,4,3,5,8
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,9,3,4,2,13,5,18
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,16,19,0,0,16,19,35
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,3,6,3,6,6,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,26,24,4,4,30,28,58
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,10,5,1,3,11,8,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,3,1,0,6,3,9
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,4,3,3,2,7,5,12
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,5,0,1,3,6,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,26,13,6,9,32,22,54
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,0,3,3,8,3,11
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,7,13,1,1,8,14,22
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,0,0,3,5,3,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,0,2,0,3,0,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,1,2,2,2,3,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,17,19,0,1,17,20,37
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,8,12,9,9,17,21,38
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,1,0,0,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,0,2,2,3,2,5
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,6,1,2,6,8,14
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,22,21,11,11,33,32,65
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,6,6,2,0,8,6,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,8,0,2,5,10,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,4,7,0,0,4,7,11
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,5,1,2,2,7,9
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,9,4,2,2,11,6,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,6,2,3,7,9,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,2,3,1,1,3,4,7
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,19,15,0,4,19,19,38
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,11,12,1,0,12,12,24
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,4,2,1,1,5,3,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,22,16,4,3,26,19,45
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,32,27,6,3,38,30,68
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,5,4,0,9,5,14
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,3,5,2,8,5,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,5,3,2,3,7,10
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,3,0,1,0,4,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,0,1,0,4,0,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,18,18,15,8,33,26,59
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,4,2,0,5,4,9
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,10,12,44,35,54,47,101
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,3,2,0,1,3,3,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,6,11,2,3,8,14,22
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,11,17,10,11,21,28,49
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,9,9,3,1,12,10,22
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,3,4,1,4,4,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,4,2,2,3,6,9
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,8,4,0,2,8,6,14
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,8,9,3,14,11,25
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,27,22,20,17,47,39,86
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,7,2,11,13,18,15,33
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,408,373,20,16,428,389,817
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,16,20,3,6,19,26,45
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,6,7,2,0,8,7,15
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,1,0,3,0,4,0,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,12,15,2,0,14,15,29
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,4,4,0,1,4,5,9
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,10,5,10,8,20,13,33
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,4,5,2,2,6,7,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,5,2,1,3,6,5,11
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,2,0,0,0,2,0,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,6,14,1,1,7,15,22
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2023-08-01,0,1,1,0,1,1,2
