,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,3,1,4,1,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,4,2,2,3,6,5,11
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,0,1,0,3,0,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,1,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,0,2,1,4,1,5
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,1,1,1,2,2,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,2,2,1,3,3,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,15,24,5,4,20,28,48
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,1,1,1,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,2,0,0,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,1,0,2,2
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,1,0,0,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,2,0,0,2,2,4
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,2,0,3,0,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,1,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,3,0,0,2,3,2,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,9,2,3,5,12,7,19
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,2,0,2,1,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,2,0,0,1,2,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,0,1,2,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,1,2,0,0,1,2,3
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,2,1,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,2,1,0,0,2,1,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-05-01,0,0,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,2,0,0,0,2,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,1,0,2,0,2
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,2,0,2,1,3
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,9,5,10,8,19,13,32
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,2,1,0,1,2,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,2,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,3,1,3,1,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,0,4,1,6,1,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,0,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,4,0,4,0,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,1,0,2,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,7,13,13,13,20,26,46
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,2,1,2,1,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,0,1,0,3,0,3
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,2,2,2,3,5
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,1,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,3,5,1,6,4,10
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,1,1,1,2,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,9,4,13,19,22,23,45
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,7,4,7,4,11
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,2,0,2,2
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,0,1,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,3,4,0,6,3,9
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,1,1,1,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,1,1,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,6,3,1,2,7,5,12
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,1,1,1,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,1,0,2,0,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,2,4,0,6,2,8
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,4,2,4,1,8,3,11
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,2,1,2,1,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,1,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,4,1,0,0,4,1,5
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,3,4,4,6,7,13
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,5,1,6,2,8
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,3,2,3,2,6,8
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,0,0,0,2,0,2
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,1,0,2,1,3
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,1,0,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,2,2,3,3,5,8
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,2,1,2,1,3
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,2,1,0,3,2,5
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,2,0,2,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,2,1,3,2,5
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,17,21,31,30,48,51,99
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,0,0,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,2,0,0,0,2,0,2
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,2,1,2,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,1,0,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,2,3,3,3,6
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,1,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,0,1,1,2,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,2,3,3,3,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,4,0,5,0,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,1,0,2,0,2
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,1,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,3,2,11,7,14,9,23
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,0,1,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,1,1,0,1,1,2
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,5,3,2,1,7,4,11
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,0,0,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,1,1,1,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,3,5,7,4,10,9,19
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,0,3,1,3,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-06-01,1,0,1,1,2,1,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,1,0,1,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,2,2,1,0,3,2,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,1,1,1,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,1,0,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,1,0,2,0,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,1,4,2,5,3,8
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,1,2,0,3,1,4
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,11,12,8,8,19,20,39
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,2,0,2,1,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,4,7,4,8,12
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,2,1,4,2,6,3,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,5,10,6,11,11,21,32
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,2,2,0,1,2,3,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,4,1,4,5
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,1,0,1,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,1,1,1,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,1,0,0,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,3,1,0,2,3,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,8,4,1,0,9,4,13
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,2,0,3,3
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,2,0,2,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,4,2,2,0,6,2,8
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,2,4,1,5,3,8
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,1,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,5,4,3,1,8,5,13
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,3,1,3,2,5
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,2,3,2,4,4,8
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,3,0,0,1,3,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,2,0,0,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,6,2,3,0,9,2,11
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,2,1,0,0,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,0,1,0,1,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,2,2,1,6,3,8,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,6,2,6,3,9
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,1,0,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,41,28,8,9,49,37,86
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2023-07-01,0,1,0,0,0,1,1
