,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,34,29,5,2,39,31,70
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,7,1,0,2,7,3,10
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,7,13,0,1,7,14,21
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,10,9,6,9,16,18,34
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,9,7,2,7,11,14,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,10,5,2,8,12,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,0,2,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,6,9,2,2,8,11,19
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,6,5,18,15,24,20,44
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1,0,1
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,8,8,6,7,14,15,29
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,4,4,0,0,4,4,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,0,0,3,2,3,2,5
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,4,0,2,3,6,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,1,1,1,3,2,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,6,4,0,1,6,5,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,7,4,1,1,8,5,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,836,800,43,52,879,852,1731
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,5,4,0,0,5,4,9
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,5,3,0,0,5,3,8
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,4,1,0,4,4,8
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,4,3,0,1,4,4,8
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,0,0,1,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,1,3,0,4,1,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,1,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,5,4,1,4,6,8,14
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,12,7,5,2,17,9,26
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,19,18,6,2,25,20,45
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,5,10,1,1,6,11,17
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,2,0,2,1,4,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,22,26,3,8,25,34,59
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,2,1,3,3,5,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,2,1,3,4,5,9
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,6,4,4,2,10,6,16
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,181,173,19,16,200,189,389
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,0,0,0,1,0,1,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,3,3,3,6,6,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,4,1,5,5,9,6,15
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,2,2,2,3,4,7
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,0,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,8,15,11,3,19,18,37
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,1,1,7,4,8,12
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,1,0,0,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,1,0,0,3,1,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,90,88,9,15,99,103,202
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,4,0,4,7,8,7,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,10,6,2,1,12,7,19
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,6,0,5,3,11,14
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,1,3,3,5,4,9
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,5,5,1,4,6,9,15
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,25,13,6,11,31,24,55
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,6,3,8,8,14,11,25
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,4,2,4,1,8,3,11
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,3,3,2,4,5,9
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,2,0,0,1,2,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,5,3,0,4,5,7,12
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,3,1,1,2,4,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,7,3,4,3,11,6,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,10,10,1,2,11,12,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,1,0,0,2,1,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,0,3,0,0,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,46,49,4,2,50,51,101
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,23,23,2,4,25,27,52
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,1,0,0,2,1,3
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,1,0,0,3,1,4
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,5,14,5,7,10,21,31
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,7,10,3,4,10,14,24
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,7,0,0,1,7,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,15,17,0,0,15,17,32
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,3,3,1,5,4,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,9,9,1,1,10,10,20
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,30,14,1,3,31,17,48
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,3,0,4,1,7,8
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,4,5,6,0,10,5,15
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,16,19,4,2,20,21,41
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,0,0,5,2,5,2,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,2,1,0,2,2,4
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,2,3,1,4,3,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,58,71,17,13,75,84,159
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,7,8,2,0,9,8,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,26,23,3,0,29,23,52
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,17,17,17,26,34,43,77
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,2,0,0,2,2,4
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,1,0,0,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,98,83,17,6,115,89,204
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,4,2,1,3,5,5,10
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,43,44,4,7,47,51,98
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,1,1,0,3,1,4
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,0,1,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,13,17,23,32,36,49,85
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,2,8,0,4,2,12,14
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,3,3,1,0,4,3,7
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,0,0,1,1,1,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-07-01,1,1,3,2,4,3,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,1,4,4,4,5,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,10,18,5,4,15,22,37
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,13,11,1,0,14,11,25
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,7,9,8,5,15,14,29
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,0,0,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,0,2,0,3,0,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,7,4,2,1,9,5,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,4,1,0,5,4,9
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,2,1,0,2,2,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,1,1,0,1,1,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,1,4,2,7,3,10
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,9,8,4,4,13,12,25
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,2,3,1,4,3,7
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,1,1,1,4,2,6
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,15,14,4,7,19,21,40
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,5,2,4,5,9,7,16
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,17,16,2,3,19,19,38
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,2,4,3,1,5,5,10
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,0,0,0,3,0,3
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,1,0,1,1,2,3
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,8,2,3,4,11,6,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,9,7,3,8,12,15,27
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,5,8,2,2,7,10,17
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,6,0,0,4,6,10
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,0,0,0,3,0,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,0,3,2,3,2,5
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,3,0,4,1,7,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,11,16,0,1,11,17,28
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,14,13,4,1,18,14,32
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,3,0,0,0,3,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,2,0,1,0,3,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,4,2,1,6,5,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,10,11,0,0,10,11,21
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,15,15,6,5,21,20,41
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,5,5,3,1,8,6,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,8,3,0,4,8,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,6,2,0,0,6,2,8
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,0,4,1,4,1,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,6,0,1,4,7,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,5,8,0,2,5,10,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,1,0,0,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,17,23,4,5,21,28,49
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,8,14,2,1,10,15,25
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,4,2,2,2,6,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,12,8,5,4,17,12,29
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,25,23,4,3,29,26,55
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,8,0,0,4,8,12
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,4,2,0,6,4,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,5,7,2,3,7,10,17
CATACORA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,0,3,0,4,0,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,12,9,6,6,18,15,33
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,1,2,1,3,2,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,9,7,11,11,20,31
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,1,1,0,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,9,8,3,0,12,8,20
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,12,12,3,6,15,18,33
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,1,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,2,7,2,1,4,8,12
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,5,1,5,3,10,4,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,2,3,0,4,2,7,9
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,2,4,4,8,6,14
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,13,9,9,3,22,12,34
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,31,18,13,14,44,32,76
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,10,15,3,6,13,21,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,351,297,22,24,373,321,694
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,17,11,8,3,25,14,39
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,6,5,2,1,8,6,14
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,10,17,4,1,14,18,32
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,2,1,3,1,5,2,7
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,6,6,5,2,11,8,19
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,6,0,0,4,6,10
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,3,2,7,6,10,16
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,9,12,4,3,13,15,28
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,11,8,8,3,19,11,30
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,1,1,1,5,2,7
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,12,9,0,1,12,10,22
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,3,3,1,7,4,11
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,7,9,2,3,9,12,21
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,3,1,1,2,4,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,6,11,1,0,7,11,18
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,55,52,12,9,67,61,128
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,13,20,4,5,17,25,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,1,0,0,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,0,1,0,2,0,2
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,6,3,6,7,12,19
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,1,0,0,0,1,1
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,0,1,3,2,3,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,3,1,1,1,4,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,276,290,139,115,415,405,820
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,2,1,0,1,2,2,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,5,6,2,1,7,7,14
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,7,0,0,3,7,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,44,27,2,0,46,27,73
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,0,2,1,1,1,3,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,7,14,3,2,10,16,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,39,36,5,3,44,39,83
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,0,0,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,2,0,0,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,1,1,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,11,6,13,4,24,10,34
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,2,2,4,6,6,8,14
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,7,1,1,1,8,2,10
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,13,12,7,0,20,12,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,6,1,3,4,9,5,14
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,7,3,4,7,11,18
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,3,0,1,1,4,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,11,30,7,7,18,37,55
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,7,3,5,4,12,7,19
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,4,7,0,0,4,7,11
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,9,5,2,4,11,9,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,3,1,0,0,3,1,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,7,8,4,3,11,11,22
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,2,2,1,1,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2023-08-01,1,1,0,2,1,3,4
