,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,5,5,6,2,11,7,18
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,0,3,2,1,2,4,6
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,7,2,0,0,7,2,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,10,8,8,10,18,28
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,5,7,7,5,12,12,24
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,26,23,30,32,56,55,111
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,3,16,4,18,7,25
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,4,1,1,0,5,1,6
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,4,1,3,3,7,4,11
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,1,0,0,2,1,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,3,1,2,2,5,3,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,1,5,2,2,3,7,10
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,5,3,4,5,9,8,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,3,10,3,7,6,17,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,0,2,1,1,1,3,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,51,59,75,64,126,123,249
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,12,24,4,1,16,25,41
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,1,2,1,1,2,3,5
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,0,0,1,1,1,1,2
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,13,10,3,1,16,11,27
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,11,11,1,6,12,17,29
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,4,5,1,1,5,6,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,3,7,3,3,6,10,16
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,7,3,3,5,10,15
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,7,2,1,4,8,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,22,16,2,5,24,21,45
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,0,1,1,2,1,3,4
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,6,8,7,2,13,10,23
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,16,24,10,9,26,33,59
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,0,1,0,1,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,5,6,2,8,7,15
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,3,5,3,1,6,6,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,57,66,26,27,83,93,176
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,5,6,3,4,8,10,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,12,20,4,4,16,24,40
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,9,24,23,18,32,42,74
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,6,3,2,1,8,4,12
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,51,48,21,25,72,73,145
YACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,1,2,2,4,3,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,36,39,23,20,59,59,118
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,2,1,4,0,6,1,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,1,2,0,1,1,3,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,16,6,30,34,46,40,86
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,6,1,2,2,8,3,11
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,4,0,2,2,6,2,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,0,0,1,2,1,2,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-06-01,1,8,8,4,9,12,21
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,1,0,6,1,7,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,15,14,2,2,17,16,33
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,14,12,0,0,14,12,26
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,4,7,2,13,6,19
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,1,3,1,3,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,5,2,0,4,5,9
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,4,0,1,5,5,10
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,2,2,1,3,3,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,2,0,0,2,2,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,1,6,2,6,3,9
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,11,14,9,4,20,18,38
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,2,1,3,1,5,6
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,19,11,8,6,27,17,44
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,0,2,2,6,2,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,31,15,0,1,31,16,47
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,4,2,1,4,5,9
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,4,0,1,3,5,8
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,4,3,3,7,7,14
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,2,0,0,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,12,12,9,11,21,23,44
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,0,1,2,4,2,6
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,9,3,1,3,10,6,16
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,4,0,1,4,5,9
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,1,1,2,2,3,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,9,13,0,1,9,14,23
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,11,6,4,13,15,28
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,1,3,1,6,2,8
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,1,0,1,4,2,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,5,0,0,6,5,11
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,10,2,2,9,12,21
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,5,0,2,2,7,9
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,9,8,0,3,9,11,20
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,3,0,0,5,3,8
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,1,0,2,0,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,5,1,2,6,7,13
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,8,4,1,0,9,4,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,0,0,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,18,13,1,1,19,14,33
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,18,15,2,5,20,20,40
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,9,8,4,2,13,10,23
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,27,19,0,1,27,20,47
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,5,1,1,6,6,12
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,4,1,0,5,4,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,3,1,2,5,5,10
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,13,9,3,4,16,13,29
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,9,8,2,0,11,8,19
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,6,3,8,10,14,24
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,3,1,1,1,4,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,15,19,10,6,25,25,50
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,5,0,0,3,5,8
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,1,2,4,6,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,1,3,3,4,4,8
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,4,0,2,2,6,8
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,9,9,3,4,12,13,25
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,34,20,4,6,38,26,64
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,9,10,7,14,16,30
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,354,348,91,105,445,453,898
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,15,16,6,4,21,20,41
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,4,0,0,3,4,7
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,12,2,0,9,12,21
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,5,6,0,12,5,17
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,4,0,0,4,4,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,7,9,2,16,9,25
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,11,7,6,6,17,13,30
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,1,1,1,1,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,6,6,7,10,13,23
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,2,3,3,3,5,8
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,3,4,3,9,6,15
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,1,2,1,4,2,6
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,5,1,4,6,9,15
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,2,0,0,0,2,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,8,0,0,5,8,13
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,42,52,13,6,55,58,113
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,14,14,2,2,16,16,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,1,2,1,4,2,6
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,2,1,0,4,2,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,9,2,2,9,11,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,1,0,0,2,1,3
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,2,0,1,0,3,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,258,250,99,112,357,362,719
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,2,0,0,2,2,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,7,0,2,3,9,12
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,1,3,2,3,3,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,23,27,1,2,24,29,53
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,2,0,0,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,3,1,0,4,3,7
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,22,26,5,2,27,28,55
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,0,3,0,3,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,3,0,0,1,3,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,1,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,0,1,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,5,2,2,8,7,15
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,2,7,6,10,8,18
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,1,2,2,2,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,10,9,1,1,11,10,21
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,2,1,4,6,6,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,7,7,5,12,12,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,4,3,0,9,4,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,17,20,3,4,20,24,44
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,3,4,4,4,7,11
HUACARAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,0,0,0,3,0,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,1,0,1,0,2,2
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,1,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,1,4,2,6,3,9
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,10,4,0,1,10,5,15
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,1,0,3,2,4,6
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,2,2,2,2,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,3,2,4,2,6
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,2,0,2,0,4,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,4,4,10,10,14,24
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,1,0,1,1,2,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,2,2,4,3,6,9
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,8,6,2,2,10,8,18
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,3,1,1,5,4,9
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,8,3,1,7,9,16
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,22,35,1,1,23,36,59
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,62,61,7,5,69,66,135
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,255,200,3,2,258,202,460
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,5,3,5,6,10,16
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,10,7,1,5,11,12,23
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,2,0,0,3,2,5
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,2,0,1,0,3,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,14,9,29,22,43,31,74
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,3,0,3,0,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,1,2,2,2,3,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,4,1,1,4,5,9
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,2,2,0,3,2,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,5,1,4,4,9,13
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,7,1,2,5,9,14
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,5,0,0,1,5,6
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,2,0,2,0,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,10,7,1,1,11,8,19
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,4,3,0,8,4,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,8,0,3,7,11,18
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,10,10,4,1,14,11,25
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,3,5,4,11,7,18
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,3,1,0,2,3,5
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,10,7,2,2,12,9,21
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,45,41,22,12,67,53,120
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,3,0,0,0,3,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,5,3,4,9,9,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,2,2,3,2,5
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,0,0,2,0,2,2
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,1,2,3,3,4,7
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,7,3,1,4,8,12
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,1,3,3,5,4,9
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,115,123,10,5,125,128,253
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,7,1,0,6,7,13
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,3,1,0,4,3,7
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,10,8,9,9,19,17,36
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,23,26,7,5,30,31,61
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,3,0,0,5,3,8
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,2,0,1,4,3,7
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,1,0,0,2,1,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,9,3,1,10,10,20
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,0,2,0,0,0,2,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,3,12,1,0,4,12,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,3,2,3,6,6,12
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,6,4,7,3,13,7,20
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,9,0,6,7,15,22
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,7,1,0,5,7,12
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,5,7,0,0,5,7,12
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,2,3,2,4,4,7,11
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,7,3,1,1,8,4,12
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,9,11,0,0,9,11,20
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,4,1,2,0,6,1,7
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2023-07-01,128,148,10,12,138,160,298
