,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,12,5,0,0,17
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,8,9,0,0,17
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,20,20,17,12,69
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,16,17,7,2,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,1,0,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,6,1,1,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,0,0,1,1
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,0,1,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,12,14,9,2,37
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,2,1,0,6
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,6,0,2,13
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,10,8,3,26
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,4,3,1,13
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,4,1,0,10
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,2,3,3,11
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,8,11,0,2,21
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,2,1,1,7
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,9,8,4,2,23
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,17,24,1,1,43
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,4,2,1,11
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,1,0,0,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,191,172,13,23,399
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,1,0,1,4
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,0,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,17,10,5,2,34
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,0,0,1,1
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,3,0,1,8
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,1,3,1,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,4,0,2,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,9,10,1,0,20
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,10,3,3,0,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,32,21,4,0,57
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,52,44,20,12,128
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,4,4,5,17
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,16,21,3,4,44
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,1,2,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,75,58,55,49,237
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,4,1,0,7
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,1,5,0,9
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,1,11,3,16
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,7,9,0,0,16
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,93,91,12,17,213
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,18,14,0,1,33
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,19,18,4,7,48
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,2,0,0,7
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,66,98,17,16,197
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,1,0,0,1
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,6,7,5,21
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,6,1,1,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,0,0,3,5
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,6,5,0,0,11
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,6,2,2,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,2,1,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,8,3,2,1,14
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,11,9,0,0,20
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,38,35,5,12,90
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,5,2,4,15
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,18,21,1,1,41
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,23,26,2,4,55
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,59,57,10,6,132
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,4,1,0,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,11,10,0,1,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,4,4,4,17
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,28,33,22,25,108
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,3,1,1,10
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,36,35,4,3,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,3,3,2,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,11,22,0,0,33
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,12,14,6,6,38
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,10,12,5,5,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,6,6,5,7,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,15,8,0,1,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,10,11,13,9,43
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,1,1,0,5
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,10,10,8,3,31
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,1,0,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,0,2,2,4
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,7,5,3,0,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,2,3,0,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,10,6,0,4,20
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,15,14,0,1,30
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1117,1098,45,47,2307
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,7,8,0,0,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,10,16,0,2,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,2,0,0,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,1,1,0,3
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,0,1,1,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,2,0,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,6,5,0,0,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,0,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,4,1,1,8
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,7,9,3,3,22
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,24,26,4,6,60
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,8,6,0,4,18
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,4,0,0,4
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,26,29,10,4,69
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,0,2,1,3
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,8,3,2,17
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,4,3,2,13
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,201,201,12,7,421
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,0,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,5,1,1,9
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,1,4,0,7
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,2,3,3,8
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,8,10,4,4,26
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,2,4,0,9
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,6,1,0,11
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,9,4,0,1,14
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,114,127,12,6,259
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,4,6,4,15
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,4,3,3,13
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,6,2,0,13
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,0,5,7,12
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,4,0,1,9
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,30,31,12,12,85
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,13,7,5,4,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,1,0,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,2,2,1,10
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,5,0,0,7
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,2,0,0,4
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,3,2,2,10
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,1,1,1,4
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,6,3,0,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,11,7,0,4,22
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,1,0,1,4
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,88,94,18,7,207
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,22,23,5,2,52
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,0,2,1,6
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,18,19,1,2,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,12,1,0,16
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,5,0,1,9
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,8,19,1,0,28
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,3,2,1,10
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,9,8,0,1,18
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,34,19,3,5,61
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,2,2,2,3,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,4,1,2,11
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,28,25,4,5,62
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,0,4,2,6
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,7,9,0,0,16
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,2,1,1,5
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,87,80,14,5,186
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,5,1,3,12
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,20,18,4,1,43
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,33,16,14,19,82
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,2,0,3,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,0,1,0,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,107,137,11,2,257
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,1,1,3,6
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,52,56,5,9,122
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,0,2,1,4
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,2,1,0,7
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,22,17,29,31,99
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,1,4,0,1,6
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,4,6,0,1,11
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,3,2,2,0,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-06-01,5,2,1,4,12
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,2,0,0,0,2
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,10,13,1,5,29
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,12,14,0,0,26
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,8,12,1,5,26
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,0,1,0,2
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,10,4,1,1,16
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,5,8,1,0,14
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,1,0,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,2,2,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,2,0,3,5
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,18,17,3,3,41
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,0,1,0,1
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,3,8,2,5,18
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,10,11,4,8,33
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,4,4,3,5,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,37,27,1,3,68
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,6,0,1,8
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,5,0,0,0,5
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,2,2,1,1,6
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,7,7,0,2,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,16,8,9,3,36
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,3,1,1,5,10
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,13,16,1,2,32
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,6,1,1,0,8
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,1,0,0,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,16,18,0,0,34
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,18,10,2,6,36
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,2,1,2,0,5
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,5,2,0,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,10,9,0,2,21
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,11,19,5,1,36
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,7,5,1,0,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,6,3,0,0,9
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,4,7,0,1,12
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,0,1,2,3
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,5,9,0,2,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,7,10,2,0,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,1,1,0,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,19,20,2,1,42
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,13,20,0,0,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,4,1,0,6
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,4,7,5,0,16
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,36,29,0,0,65
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,6,7,0,1,14
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,3,0,0,0,3
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,2,3,6,2,13
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,2,0,1,3
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,21,12,6,5,44
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,3,4,3,0,10
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,16,16,21,21,74
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,1,1,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,3,7,2,1,13
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,18,16,11,3,48
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,3,3,0,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,9,9,1,1,20
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,3,1,0,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,7,1,4,2,14
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,3,3,1,6,13
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,7,10,2,0,19
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,28,29,8,9,74
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,8,7,7,4,26
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,439,443,18,19,919
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,2,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,23,28,0,1,52
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,10,7,0,0,17
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,17,13,0,2,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,2,3,0,0,5
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,7,7,3,5,22
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,5,6,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,9,5,6,3,23
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,2,1,0,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,18,14,0,0,32
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,25,22,12,10,69
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,6,1,0,1,8
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,10,11,4,1,26
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,1,2,2,5
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,9,13,3,2,27
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,1,8,1,0,10
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,8,13,0,0,21
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,88,74,12,10,184
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,17,16,0,0,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,0,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2023-07-01,2,0,0,0,2
