,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,28,19,47
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,1,2
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,11,5,16
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,3,5,8
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,5,10,15
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,3,4,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-09-01,13,14,27
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,0,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,50,56,106
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,279,225,504
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,6,7,13
COLQUECHACA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,2,2
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,0,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,1,2
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,0,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,368,473,841
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-09-01,7,2,9
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,1,1
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,2,3
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,41,26,67
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,9,5,14
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,1,1
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,3,1,4
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,5,3,8
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,666,717,1383
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,3,2,5
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,5,2,7
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,12,13,25
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,61,50,111
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,34,42,76
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,6,6,12
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,72,61,133
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,67,43,110
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,4,6
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,8,5,13
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,28,16,44
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,5,12,17
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,68,60,128
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,6,4,10
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,9,4,13
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,21,18,39
SAMAIPATA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,2,3
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,0,2
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,67,35,102
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,0,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,8,6,14
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,9,2,11
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,1,1
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,12,18,30
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,4,0,4
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,1,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,7,11,18
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,312,276,588
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,0,2,2
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,5,5,10
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,47,62,109
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,4,5
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,138,116,254
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,13,23,36
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,596,604,1200
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,15,14,29
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,1,3,4
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,7,7,14
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,18,11,29
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,12,8,20
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,14,6,20
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,6,4,10
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,4,2,6
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,27,79,106
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,2,3,5
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2012-09-01,4,6,10
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,4,6
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,17,16,33
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,289,223,512
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,21,10,31
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,33,20,53
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,0,2
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,13,11,24
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,10,6,16
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,8,3,11
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,3,5,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-10-01,21,22,43
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,4,6,10
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,46,50,96
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,513,364,877
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,7,3,10
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,0,2,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,4,6
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,394,458,852
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,2,3
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,50,36,86
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,2,4
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,5,1,6
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,6,4,10
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,553,512,1065
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,3,8,11
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,1,3
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,0,4,4
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,13,10,23
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,64,46,110
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,37,34,71
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,8,1,9
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,89,80,169
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,66,53,119
PUERTO GONZALO MORENO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,0,2
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,4,4,8
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,6,10,16
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,17,16,33
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,11,13
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,41,25,66
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,3,2,5
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,5,7
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,47,48,95
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,5,7
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,0,2
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,4,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,53,52,105
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,1,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,2,4
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,1,2
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,696,604,1300
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,0,1,1
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,7,7,14
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,69,56,125
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,0,2
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,144,112,256
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,0,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,13,18,31
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,3,5
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,39,28,67
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,10,17,27
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,7,5,12
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,9,5,14
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,13,13,26
VILLA SERRANO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,107,97,204
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,16,13,29
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,otros en menores de 5 anos,2012-10-01,28,15,43
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,14,11,25
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,5,8,13
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,2,3,5
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,80,56,136
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-10-01,12,5,17
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,2,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,29,15,44
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,33,23,56
BAURES,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,0,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,272,250,522
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,0,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,22,10,32
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,18,19,37
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,17,12,29
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,10,9,19
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,6,5,11
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,8,7,15
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-11-01,24,12,36
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,4,3,7
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,94,85,179
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,345,255,600
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,13,4,17
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,0,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,264,140,404
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-11-01,8,7,15
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,10,8,18
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,0,6,6
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,33,27,60
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,1,2
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,6,9
JESUS DE MACHACA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,0,1,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,14,16,30
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,495,499,994
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,3,6
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,2,0,2
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,2,5
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,7,10,17
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,53,51,104
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,24,23,47
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,4,3,7
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,2,2,4
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,77,49,126
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,54,50,104
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,0,5,5
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,4,4,8
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,10,10,20
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,23,12,35
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,4,6,10
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,14,10,24
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,6,2,8
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,6,5,11
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,18,19,37
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,7,10
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,11,3,14
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,35,40,75
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,4,5
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,2,5
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,2,0,2
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,7,10
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,4,1,5
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,4,2,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,640,489,1129
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,6,9,15
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,49,48,97
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,2,0,2
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,137,110,247
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,0,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,18,20,38
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,5,8
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,20,18,38
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,16,16,32
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,1,3,4
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,5,0,5
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,11,20,31
VILLA SERRANO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,94,84,178
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,15,12,27
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,otros en menores de 5 anos,2012-11-01,10,9,19
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,11,14,25
VINTO,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,3,3,6
WARNES,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,7,4,11
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,62,47,109
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,6,6,12
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2012-11-01,6,0,6
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,3,1,4
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,23,11,34
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,2,0,2
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,1,1
BAURES,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,272,198,470
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,1,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,14,13,27
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,30,23,53
CAPINOTA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,16,11,27
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,9,4,13
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,2,9
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,4,8,12
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2012-12-01,19,16,35
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,2,3,5
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,98,104,202
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,370,337,707
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,14,8,22
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,3,4
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,85,95,180
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,10,10,20
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,295,149,444
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2012-12-01,5,2,7
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,2,9
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,3,1,4
ESCOMA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,1,2
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,22,32,54
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,1,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,4,2,6
IXIAMAS,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,2,2
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,2,5,7
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,4,11
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,765,770,1535
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,8,6,14
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,3,1,4
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,10,7,17
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,68,43,111
ORURO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,24,20,44
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,6,5,11
PAILON,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,2,1,3
PAMPA GRANDE,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,5,5,10
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,58,56,114
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,62,58,120
PUERTO RICO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,2,2,4
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,7,14
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,13,10,23
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,13,9,22
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,7,14
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,39,42,81
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,2,1,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,8,5,13
SACABA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,23,23,46
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,12,3,15
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,17,11,28
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,36,38,74
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,7,1,8
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,1,2
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,2,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1330,1356,2686
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,3,4,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,89,62,151
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,1,1
TARACO,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,12,7,19
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,142,117,259
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,0,1,1
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,1,0,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,14,15,29
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2012-12-01,2,0,2
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,53,29,82
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2012-12-01,12,11,23
