,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,88,70,158
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,5,8
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,26,17,43
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,24,15,39
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,0,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,13,6,19
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,4,3,7
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,1,2
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,5,2,7
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,3,6
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,6,2,8
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,1,0,1
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,3,5,8
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,21,12,33
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-08-01,15,15,30
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,9,3,12
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,7,3,10
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,1,4
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,7,2,9
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,1,3
CARAPARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,1,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,8,3,11
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,0,2
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,15,15,30
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,52,38,90
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,121,39,160
COLQUECHACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,11,11
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,4,5,9
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,49,44,93
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,3,6
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,1,4
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,0,2
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,2,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,20,23,43
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,3,6
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,1,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,26,16,42
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,9,10,19
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,1,3
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,2,4
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,5,9,14
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,45,8,53
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,0,3
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,8,11
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,4,7
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,9,4,13
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,4,2,6
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,1,4
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,5,3,8
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,0,3
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,4,4,8
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,4,2,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,19,10,29
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,0,3
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,4,2,6
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,0,2
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,3,1,4
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,6,0,6
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,140,62,202
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,4,7,11
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,25,24,49
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,102,82,184
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,5,5,10
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,0,1,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,2,3
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,2,9,11
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,11,6,17
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,1,2
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,0,1
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,6,1,7
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,12,13,25
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-09-01,1,5,6
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,6,5,11
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,0,2
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,1,3
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,4,3,7
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,14,13,27
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,7,4,11
CAPINOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,2,2
CARAPARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,1,2
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,1,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,9,1,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,1,3
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,1,2
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,17,8,25
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,60,52,112
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,3,4
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,41,43,84
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,2,2
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,3,4
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,7,5,12
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,2,4
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,3,2,5
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,23,23,46
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,3,6,9
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,1,3
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,21,15,36
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,13,6,19
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,16,9,25
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,17,4,21
PUERTO GONZALO MORENO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,2,4
PUERTO SILES,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,0,2
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,5,5,10
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,6,5,11
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,6,7
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,5,4,9
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,5,2,7
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,2,4
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,14,19,33
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,4,3,7
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,1,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,20,19,39
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
SAN JUAN DE YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,1,3
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,0,2
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,0,2
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,0,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,2,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,212,225,437
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,5,7
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,29,21,50
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,60,45,105
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,7,6,13
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,1,1
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,1,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,0,1,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,2,3
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,1,2,3
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,5,7,12
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,5,2,7
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,3,5
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,1,3
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,23,10,33
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-10-01,2,0,2
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,0,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,8,8,16
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,2,3
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,2,4
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,0,1,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,4,6
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,5,3,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,4,5
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,22,16,38
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,37,45,82
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,1,2
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,1,3
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,48,38,86
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,4,2,6
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,4,5
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,4,5
INCAHUASI,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,1,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,51,30,81
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,4,7,11
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,4,0,4
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,32,29,61
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,10,6,16
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,8,7,15
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,15,7,22
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,0,2,2
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,13,9,22
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,4,5
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,11,0,11
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,3,2,5
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,3,3,6
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,2,3
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,0,2
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,14,12,26
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,8,1,9
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,7,1,8
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,3,0,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,18,11,29
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,0,1,1
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,8,1,9
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,2,3
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,4,1,5
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,82,72,154
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,10,12
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,26,18,44
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,1,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,19,14,33
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,5,5,10
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,2,3
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,0,1,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,7,5,12
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,1,2
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,4,5,9
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,2,4,6
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,1,0,1
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,6,2,8
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,49,21,70
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-11-01,6,2,8
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,16,6,22
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,2,2,4
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,3,3
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,6,8,14
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,2,1,3
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,1,1
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,3,0,3
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,1,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,15,13,28
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,37,29,66
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,2,3
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,1,2
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,8,3,11
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,30,30,60
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,4,2,6
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,4,11,15
IXIAMAS,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,10,10
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,2,3
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,2,0,2
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,80,167,247
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,1,1
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,3,0,3
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,4,5,9
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,28,15,43
OCURI,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,7,7,14
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,13,6,19
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,2,2
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,2,3
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,20,13,33
PUERTO RICO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,6,7,13
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,2,2
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,3,4
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,7,4,11
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,2,2
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,2,1,3
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,6,7,13
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,2,2
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,4,1,5
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,3,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,28,19,47
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
SAN JUAN DE YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,23,29,52
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,5,3,8
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,1,2
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,3,1,4
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,301,497,798
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,4,2,6
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,23,11,34
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
TARACO,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,8,6,14
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,7,3,10
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,0,1,1
UMALA,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,5,2,7
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,2,0,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2012-12-01,9,3,12
