,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,65,33,98
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,28,19,47
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,3,0,3
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,3,2,5
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,8,12
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,10,7,17
PRESTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,0,1
PUERTO GONZALO MORENO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,1,2
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,4,8
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,5,3,8
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,3,4
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,2,4
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,59,44,103
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,6,8,14
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,12,10,22
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,9,12,21
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,2,6
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,3,4,7
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,2,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,18,16,34
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,8,1,9
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,14,14,28
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,4,6
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,0,4
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,17,11,28
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,0,4
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,2,3
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,6,8
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,168,181,349
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,1,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,8,4,12
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,15,9,24
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,26,16,42
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,0,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,2,1,3
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,164,118,282
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,0,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,5,4,9
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,8,9,17
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,8,4,12
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,3,1,4
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,1,3,4
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,4,4,8
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,20,18,38
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-08-01,17,9,26
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,0,2,2
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,1,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,5,2,7
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,6,9,15
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,3,0,3
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,33,26,59
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,8,6,14
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,3,2,5
CARAPARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,2,4
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,1,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,4,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,5,0,5
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,46,26,72
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,57,57,114
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
COLQUECHACA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,0,3,3
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,116,91,207
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,1,3
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,3,5
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,28,35,63
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,1,3
INGAVI (HUMAITA),diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,18,14,32
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,3,2,5
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,2,3
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,46,58,104
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,3,3,6
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,8,3,11
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,0,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,19,15,34
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,14,13,27
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,4,2,6
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,1,3
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
POROMA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,8,4,12
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,13,14,27
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,10,6,16
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,7,2,9
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,5,4,9
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,2,3
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,39,25,64
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,5,7
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,9,10,19
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,4,7,11
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,7,2,9
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,1,2
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,1,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,19,13,32
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,0,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,14,6,20
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,3,2,5
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,30,26,56
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,15,8,23
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,11,4,15
SAN PABLO DE LIPEZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,1,2
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,2,4
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,0,3,3
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,13,10,23
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,136,168,304
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,5,1,6
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,6,10,16
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
TARACO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,3,6,9
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,50,26,76
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,1,0,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,85,83,168
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,0,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,4,1,5
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,4,8,12
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,4,3,7
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,1,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,3,0,3
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,5,3,8
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,15,10,25
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-09-01,2,5,7
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,1,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,5,4,9
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,39,38,77
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,0,3
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,4,6,10
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,4,4,8
CARAPARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,2,4
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,2,3
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,4,3,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,1,2
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,21,12,33
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,82,71,153
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,1,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,106,113,219
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,31,30,61
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,2,4
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,2,3
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,4,5,9
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,32,29,61
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,5,0,5
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,2,2
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
MAPIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,29,18,47
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,22,23,45
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,8,4,12
PORVENIR,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
POSTRER VALLE,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,4,6
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,11,10,21
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,3,4
PUERTO SILES,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,2,5
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,0,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,7,9
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,3,4
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,17,22,39
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,4,5
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,5,2,7
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,22,24,46
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,0,3
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,3,6
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,5,3,8
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,18,11,29
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,2,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,1,3
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,2,5
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,8,9,17
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,1,4
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,4,2,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,183,176,359
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,7,3,10
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,13,11,24
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,45,45,90
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,1,0,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,31,20,51
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,2,4
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,0,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,5,7
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,20,20,40
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,11,4,15
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,3,4,7
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,2,1,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,5,2,7
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,5,5,10
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,15,11,26
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-10-01,6,3,9
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,1,1
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,7,7,14
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,8,3,11
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,0,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,51,38,89
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,1,1
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,3,4
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,5,3,8
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,2,2
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,0,1
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,5,1,6
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,1,1
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,5,4,9
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,3,5
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,52,26,78
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,79,70,149
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,1,2
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,1,3
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,96,42,138
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,0,1
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,3,0,3
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,15,12,27
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,0,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,6,1,7
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,33,32,65
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,2,3
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,0,2
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,3,0,3
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,6,0,6
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,0,2
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,16,14,30
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,14,15,29
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,1,1
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,2,4
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,1,1
POCOATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,4,5,9
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,4,7,11
PORVENIR,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,1,1
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,8,7,15
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,2,2
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,5,5,10
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,3,4
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,3,2,5
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,1,3
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,19,16,35
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,2,3
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,10,5,15
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,16,15,31
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,0,2
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,3,2,5
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,8,4,12
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,7,9
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,15,10,25
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,0,1,1
SAN JUAN DE YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,11,7,18
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,0,2
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,4,1,5
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,3,5
SAN PABLO DE LIPEZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,0,2
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,10,6,16
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,3,4
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,147,107,254
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,0,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,5,8,13
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,0,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,10,14,24
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,22,17,39
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,1,2
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,0,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,17,10,27
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,0,2
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,0,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,7,5,12
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,16,17,33
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,11,16,27
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,3,6,9
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,2,4
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,2,4
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,2,1,3
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,20,15,35
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2012-11-01,1,2,3
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,1,3
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,0,2
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,4,3,7
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,59,43,102
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,0,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,5,1,6
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,0,1
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,8,1,9
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,3,1,4
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,2,1,3
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2012-12-01,1,1,2
