municipality,group,variable,month,Mujeres con muestra de PAP,TOTAL
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,72,72
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,64,64
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,6,6
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,36,36
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,34,34
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,9,9
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,26,26
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,50,50
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,26,26
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,87,87
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,72,72
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,275,275
CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,31,31
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,24,24
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,8,8
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,31,31
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,9,9
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,16,16
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,84,84
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,141,141
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5019,5019
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,133,133
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,78,78
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,16,16
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,30,30
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,74,74
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,43,43
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,105,105
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,13,13
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,81,81
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,13,13
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,32,32
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,231,231
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,53,53
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,171,171
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,7,7
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,12,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3231,3231
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,41,41
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,10,10
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,269,269
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,30,30
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,92,92
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,30,30
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,8,8
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,46,46
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,70,70
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,69,69
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,51,51
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,8,8
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,43,43
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,48,48
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,19,19
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,6,6
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,12,12
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,19,19
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,157,157
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,9,9
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,30,30
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,240,240
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,6389,6389
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,30,30
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,16,16
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,48,48
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,33,33
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,22,22
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,23,23
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,118,118
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,36,36
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,90,90
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,380,380
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,9,9
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,8,8
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,8,8
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,24,24
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,10,10
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1080,1080
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,26,26
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,132,132
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,36,36
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,32,32
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,142,142
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,11,11
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,28,28
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,11,11
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,19,19
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,19,19
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,153,153
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,110,110
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,29,29
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,27,27
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,24,24
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,718,718
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,20,20
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,42,42
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,16,16
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,10,10
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,34,34
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,37,37
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,235,235
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,42,42
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,133,133
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,430,430
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,33,33
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,290,290
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,10,10
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,397,397
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,50,50
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,14,14
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,29,29
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,14,14
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,35,35
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,13,13
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,27,27
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,57,57
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,70,70
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,98,98
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,18,18
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,16,16
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,41,41
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,54,54
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,119,119
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,31,31
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,135,135
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,40,40
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,56,56
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,18,18
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,33,33
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,23,23
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,10,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5593,5593
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,34,34
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,6,6
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,4,4
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,13,13
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,33,33
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,53,53
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,53,53
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,75,75
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,43,43
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3154,3154
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,16,16
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,21,21
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,75,75
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,5,5
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,6,6
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,1197,1197
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,157,157
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,10,10
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,10,10
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,8,8
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,29,29
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,137,137
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,56,56
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,3,3
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,20,20
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,12,12
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,13,13
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,22,22
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,36,36
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,13,13
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,15,15
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,8,8
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,261,261
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,105,105
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,32,32
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",mujeres con muestra de pap,2012-07-01,12,12
