municipality,group,variable,month,Píldora: Usuarias Continuas,TOTAL
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,6,6
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,30,30
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,73,73
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,29,29
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,14,14
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,14,14
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,22,22
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,7,7
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,6,6
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,6,6
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,6,6
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,14,14
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,7,7
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,20,20
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,23,23
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,66,66
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,11,11
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,9,9
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,17,17
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,8,8
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,11,11
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,6,6
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,7,7
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,16,16
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,12,12
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,34,34
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,34,34
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,11,11
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,10,10
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,38,38
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,17,17
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,93,93
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,10,10
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,32,32
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,126,126
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,106,106
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,21,21
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,9,9
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,6,6
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,15,15
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,8,8
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,9,9
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,15,15
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,68,68
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,16,16
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,35,35
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,20,20
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,61,61
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,207,207
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,78,78
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,30,30
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,121,121
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,9,9
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,6,6
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,68,68
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,12,12
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,5,5
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,8,8
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,7,7
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,4,4
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,7,7
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,32,32
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,5,5
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,20,20
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,23,23
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,46,46
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,5,5
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,5,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,43,43
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,13,13
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,39,39
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,1,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,78,78
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,38,38
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,22,22
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,3,3
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,9,9
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-06-01,2,2
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,5,5
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,6,6
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,7,7
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,8,8
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,23,23
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,5,5
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,6,6
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,6,6
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,33,33
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,52,52
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,11,11
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,8,8
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,19,19
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,5,5
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,21,21
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,8,8
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,7,7
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,116,116
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,7,7
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,124,124
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,7,7
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,14,14
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,7,7
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,22,22
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,10,10
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,9,9
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,12,12
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,6,6
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,11,11
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,90,90
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,10,10
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,53,53
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,6,6
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,20,20
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,22,22
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,2,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,4,4
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,5,5
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,37,37
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,50,50
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,8,8
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,3,3
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,32,32
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2012-07-01,1,1
