municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
EUCALIPTUS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
EXALTACION,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
GENERAL SAAVEDRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
HUACARETA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
HUACHACALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,17,17
HUARACAJE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,9,9
INQUISIVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
LA ASUNTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,54,54
LAGUNILLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
LAJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
LAS CARRERAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
LICOMA PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
LLICA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
LURIBAY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
MACHACAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
MAIRANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
MAPIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,11,11
MINEROS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,16,16
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,19,19
MOROCHATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
NAZACARA DE PACAJES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
OMEREQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,69,69
PALCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
PALOS BLANCOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,25,25
PAPEL PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
PASORAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
PATACAMAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
PAZÑA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,14,14
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,10,10
POJO (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
POOPO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,12,12
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,9,9
PORVENIR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,155,155
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
PUCARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,21,21
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,54,54
QUIABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,33,33
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
RIBERALTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,198,198
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,13,13
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
SACABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,8,8
SAN BENITO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,7,7
SAN CARLOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,40,40
SAN JAVIER(BNI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,17,17
SAN JULIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,25,25
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,10,10
SAN PEDRO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,16,16
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
SANTA ANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,30,30
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,207,207
SANTIAGO DE HUARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
SAPAHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
SHINAOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,12,12
SICAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
SIPE SIPE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,35,35
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
SORACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,197,197
TACACOMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
TAPACARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
TARACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
TARATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,10,10
TARIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
TARVITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,14,14
TEOPONTE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
TIAHUANACU,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
TINGUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
TIPUANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
TIQUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,31,31
TOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
TODOS SANTOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
TOLATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
TOLEDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,7,7
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
TURCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
UMALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,15,15
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
VACAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
VILA VILA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
VILLA CHARCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
VILLA MONTES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,3,3
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,1,1
VILLA RIVERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,5,5
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,29,29
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
VILLAZON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,41,41
VINTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,19,19
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,8,8
YACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
YACUIBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,8,8
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,4,4
YANACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,70,70
YOTALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,2,2
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-06-01,6,6
ACACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
ACHACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,37,37
ACHOCALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,11,11
AIQUILE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,26,26
ALCALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
ALTO BENI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,7,7
ANCORAIMES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
ANTEQUERA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
ANZALDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,5,5
APOLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,8,8
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
ARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
ARBIETO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,8,8
ARQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,29,29
ATOCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
AYATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
AYO AYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
AZURDUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
BATALLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
BAURES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
BERMEJO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,30,30
BETANZOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,27,27
BOLIVAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,7,7
CAIROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,5,5
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CAJUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,14,14
CALAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
CAMARGO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,9,9
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
CAPINOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,11,11
CAQUIAVIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CARACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,11,11
CARANAVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CARAPARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CHALLAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
CHARAGUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,7,7
CHIMORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
CHIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,5,5
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
CLIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,8,8
COBIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,31,31
COCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,7,7
COCHABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,38,38
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
COLLANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
COLOMI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,8,8
COLQUECHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,11,11
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
COLQUIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,5,5
COPACABANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,7,7
CORIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,14,14
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,15,15
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,12,12
CUEVO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,11,11
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
DESAGUADERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,408,408
EL PUENTE(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
EL VILLAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
ENTRE RIOS CBBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,31,31
EUCALIPTUS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
HUACARETA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,22,22
HUARACAJE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
HUMANATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
INQUISIVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,9,9
LA ASUNTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,38,38
LAJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
LICOMA PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
LLICA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
LURIBAY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,7,7
MACHACAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
MECAPACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
MINEROS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,21,21
MOCOMOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
MOROCHATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
OKINAWA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
OMEREQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,76,76
PADCAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,15,15
PAILON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
PALCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PALOS BLANCOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,20,20
PAMPA AULLAGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
PAPEL PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PAZÑA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,11,11
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
POJO (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,17,17
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,5,5
PORVENIR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,70,70
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,5,5
PUCARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,6,6
PUERTO ACOSTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,3,3
PUERTO PEREZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,1,1
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,15,15
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,10,10
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,60,60
QUIABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,21,21
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
RAVELO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,7,7
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,13,13
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,22,22
SABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2022-07-01,2,2
