,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,4,2,4,6
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,13,21,13,21,34
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,7,3,7,10
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,2,3,2,5
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,6,6,6,6,12
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,2,0,2,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,15,14,15,14,29
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,11,2,11,2,13
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,1,2,1,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,2,0,2,2
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,7,2,7,9
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,2,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,67,137,67,137,204
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,6,12,6,12,18
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,46,67,46,67,113
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,5,9,5,9,14
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,5,3,5,8
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,14,0,14,0,14
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,4,3,4,7
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,13,7,13,7,20
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,5,0,5,5
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,6,6,6,6,12
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,15,8,15,8,23
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,4,10,4,10,14
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,0,1,0,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,1,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,7,0,7,0,7
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,15,1,15,16
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,11,13,11,13,24
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,7,7,7,7,14
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,32,0,32,0,32
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,3,1,3,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,206,581,206,581,787
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,5,24,5,24,29
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,2,0,2,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,7,0,7,7
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,8,2,8,10
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,7,9,7,9,16
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,0,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,12,17,12,17,29
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,13,18,13,18,31
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,14,32,14,32,46
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,4,3,4,7
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,1,3,1,4
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,6,2,6,8
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,163,283,163,283,446
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,12,33,12,33,45
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,4,8,4,8,12
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,2,2,2,4
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,14,27,14,27,41
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,3,2,3,5
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,1,3,1,4
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,1,1,1,2
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,8,1,8,9
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,2,0,2,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,32,20,32,20,52
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,3,2,3,5
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,12,15,12,15,27
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,1,2,1,3
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,5,11,5,11,16
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,7,12,7,12,19
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,7,9,7,9,16
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,6,2,6,8
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,2,1,2,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,15,3,15,18
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,33,59,33,59,92
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,80,68,80,68,148
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,3,1,3,4
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,4,11,4,11,15
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,7,12,7,12,19
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,5,3,5,3,8
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,9,3,9,12
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,10,19,10,19,29
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,1,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,74,132,74,132,206
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,4,15,4,15,19
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,4,0,4,4
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,5,2,5,7
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,2,0,2,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,8,19,8,19,27
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,16,25,16,25,41
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,15,40,15,40,55
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,4,0,4,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,20,29,20,29,49
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,2,3,2,5
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,32,49,32,49,81
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,4,0,4,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,4,2,4,2,6
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,5,0,5,0,5
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,4,4,4,4,8
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,1,0,1,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,2,3,2,5
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,33,77,33,77,110
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,636,287,636,287,923
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,0,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,3,3,3,6
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,41,47,41,47,88
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,1,1,1,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,21,29,21,29,50
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,140,300,140,300,440
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,2,1,2,3
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,1,1,1,2
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,5,4,5,4,9
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,13,30,13,30,43
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,7,3,7,10
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,3,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,16,2,16,18
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,9,16,9,16,25
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,13,12,13,12,25
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,6,1,6,7
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,12,10,12,10,22
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,3,1,3,1,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,20,25,20,25,45
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,2,2,2,4
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,6,0,6,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,90,269,90,269,359
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,26,22,26,22,48
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,1,0,1,1
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,7,18,7,18,25
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,4,8,4,8,12
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,15,18,15,18,33
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,1,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,13,26,13,26,39
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,1,0,1,1
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,0,1,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,1,1,1,2
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,3,2,3,5
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,11,2,11,13
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,8,5,8,5,13
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,12,14,12,14,26
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,5,18,5,18,23
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,51,70,51,70,121
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,1,0,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,55,72,55,72,127
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,6,2,6,8
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,2,1,2,1,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,29,25,29,25,54
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-07-01,24,27,24,27,51
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,12,31,12,31,43
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,0,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,35,32,35,32,67
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,14,23,14,23,37
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,7,3,7,10
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,13,17,13,17,30
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,70,79,70,79,149
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,9,5,9,14
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,5,3,5,8
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,6,9,6,15
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,5,2,5,7
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,11,7,11,7,18
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,10,1,10,11
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,12,27,12,27,39
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,41,49,41,49,90
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,10,4,10,4,14
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,1,3,1,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,9,1,9,10
CARIPUYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,10,8,10,8,18
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,8,1,8,9
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,7,1,7,8
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,6,4,6,4,10
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,11,18,11,18,29
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,6,1,6,7
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,7,24,7,24,31
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,280,353,280,353,633
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,22,44,22,44,66
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,4,0,4,4
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,6,12,6,12,18
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,3,5,3,8
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,6,5,6,11
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,12,7,12,7,19
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,7,8,7,8,15
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,8,7,8,7,15
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,7,9,7,16
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,14,9,14,23
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,15,5,15,20
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,61,143,61,143,204
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,13,10,13,10,23
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,43,58,43,58,101
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,11,9,11,20
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,3,1,3,4
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,3,1,3,4
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,19,9,19,28
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,5,1,5,6
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,6,11,6,11,17
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,7,5,7,12
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,3,1,3,4
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,6,2,6,8
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,17,17,17,17,34
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,6,3,6,9
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,7,5,7,12
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,1,3,1,4
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,1,3,1,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,10,30,10,30,40
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,16,14,16,14,30
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,7,13,7,13,20
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,21,4,21,25
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,1,3,1,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,6,4,6,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,149,435,149,435,584
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,12,5,12,17
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,4,2,4,6
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,4,1,4,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,3,1,3,4
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,8,9,8,17
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,9,9,9,18
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,0,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,10,25,10,25,35
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,13,17,13,17,30
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,52,63,52,63,115
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,0,2,0,2
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,2,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,3,3,3,6
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,10,2,10,12
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,157,315,157,315,472
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,2,0,2,2
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,25,44,25,44,69
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,12,14,12,14,26
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,0,4,0,4
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,2,1,2,3
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,23,51,23,51,74
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,4,1,4,5
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,0,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,1,2,1,3
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,9,3,9,12
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,10,10,10,10,20
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,32,19,32,19,51
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,3,3,3,6
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,2,1,2,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,6,10,6,10,16
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,4,2,4,6
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,3,1,3,4
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,12,9,12,21
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,2,1,2,3
