,group,variable,month,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,0,1,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,0,3,0,3,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,4,0,4,0,4
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,1,2,1,2,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,0,1,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,1,2,1,2,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,2,0,2,0,2
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-07-01,0,4,0,4,4
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,4,1,4,5
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,6,2,6,8
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,2,1,2,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,2,2,2,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,0,2,0,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,59,121,59,121,180
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,7,2,7,9
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,2,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,6,26,6,26,32
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,2,2,2,4
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,0,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,4,2,4,6
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,4,3,4,3,7
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,3,7,3,7,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,118,311,118,311,429
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,1,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,7,14,7,14,21
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,1,1,1,2
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,4,1,4,1,5
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,3,0,3,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,3,0,3,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,10,8,10,8,18
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,1,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,3,1,3,4
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,4,0,4,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,4,1,4,5
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,5,1,5,6
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,10,1,10,11
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,2,1,2,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,3,5,3,5,8
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,204,125,204,125,329
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,56,94,56,94,150
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,27,68,27,68,95
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,5,0,5,5
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,0,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,6,17,6,17,23
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,5,11,5,11,16
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,2,0,2,2
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,1,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,4,6,4,6,10
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,7,0,7,7
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,1,3,1,3,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,3,1,3,1,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,0,3,0,3,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-08-01,2,4,2,4,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,4,0,4,4
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,2,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,2,1,2,3
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,3,0,3,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,2,1,2,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,2,1,2,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,2,0,2,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,73,159,73,159,232
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,23,52,23,52,75
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,2,0,2,0,2
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,1,1,1,2
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,1,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,2,0,2,0,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,2,1,2,1,3
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,2,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,114,371,114,371,485
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,3,1,3,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,1,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,1,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,4,8,4,8,12
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,1,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,3,0,3,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,4,0,4,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,3,0,3,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,2,1,2,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,1,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,5,21,5,21,26
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,3,3,3,3,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,3,4,3,4,7
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,2,0,2,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,1,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,4,0,4,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,32,97,32,97,129
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,2,0,2,0,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,1,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,78,131,78,131,209
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,8,0,8,8
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,34,82,34,82,116
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,2,1,2,3
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,0,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,5,12,5,12,17
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,2,0,2,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,2,0,2,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,4,5,4,5,9
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,1,1,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,7,6,7,6,13
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,5,6,5,6,11
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-09-01,0,5,0,5,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,6,1,6,7
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,6,2,6,2,8
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,6,1,6,7
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,7,0,7,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,75,113,75,113,188
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,0,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,33,67,33,67,100
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,5,0,5,5
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,2,2,2,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,3,0,3,3
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,0,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,106,288,106,288,394
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,0,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,12,15,12,15,27
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,3,0,3,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,2,0,2,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,5,2,5,7
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,3,0,3,3
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,3,0,3,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,2,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,2,0,2,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,0,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,2,1,2,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,5,0,5,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,3,3,3,3,6
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,0,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,42,88,42,88,130
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,83,200,83,200,283
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,0,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,5,0,5,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,20,88,20,88,108
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,6,1,6,7
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,1,2,1,3
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,0,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,0,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,3,1,3,4
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,2,0,2,2
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,5,11,5,11,16
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,4,0,4,0,4
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,2,2,2,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,1,2,1,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,1,1,1,1,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,3,6,3,6,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,2,2,2,2,4
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-10-01,0,1,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,2,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,0,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,2,5,2,5,7
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,3,0,3,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,0,1,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,70,143,70,143,213
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,0,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2010-11-01,1,2,1,2,3
