,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,5,11,5,11,16
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,2,57,2,57,59
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,2,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,40,4,40,4,44
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,4,0,4,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,4,0,4,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,12,0,12,12
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,8,0,8,0,8
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,1,1,1,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,9,2,9,2,11
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,14,25,14,25,39
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,2,1,2,1,3
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,22,1,22,1,23
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,13,0,13,0,13
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,2,0,2,0,2
YANACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,1,2,1,3
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,3,0,3,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,6,0,6,6
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,20,0,20,20
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,52,110,52,110,162
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,7,0,7,7
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,5,19,5,19,24
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,2,0,2,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,2,0,2,2
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,20,0,20,20
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,5,0,5,0,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,4,0,4,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,25,48,25,48,73
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,15,0,15,15
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,118,23,118,23,141
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,1,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,7,0,7,7
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,6,17,6,17,23
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,15,0,15,15
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,7,0,7,0,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,13,7,13,7,20
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,200,132,200,132,332
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,18,1,18,19
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,8,1,8,9
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,25,10,25,10,35
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,3,1,3,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,26,3,26,3,29
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,34,0,34,0,34
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,34,6,34,6,40
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,6,2,6,8
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,3,0,3,0,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,43,0,43,0,43
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,14,4,14,4,18
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,64,4,64,4,68
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,29,2,29,31
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,5,2,5,2,7
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,3,1,3,4
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,3,1,3,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,3,0,3,0,3
PRESTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,21,3,21,3,24
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,18,20,18,20,38
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,74,41,74,41,115
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,3,39,3,39,42
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,7,0,7,7
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,7,0,7,7
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,5,2,5,7
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,7,0,7,7
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,11,1,11,12
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,33,1,33,1,34
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,9,2,9,2,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,5,7,5,7,12
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,54,2,54,56
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,23,0,23,0,23
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,391,116,391,116,507
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,26,2,26,28
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,8,3,8,3,11
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,2,0,2,2
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,1,0,1,1
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,8,1,8,1,9
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,2,1,2,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,10,1,10,11
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,2,0,2,0,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,18,7,18,7,25
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,4,0,4,0,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,7,1,7,8
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,4,0,4,0,4
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,7,40,7,40,47
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,3,10,3,10,13
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-09-01,16,6,16,6,22
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,3,0,3,3
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,3,19,3,19,22
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,19,0,19,19
ARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,3,1,3,1,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,6,8,6,8,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,3,49,3,49,52
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,4,4,4,4,8
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,4,4,4,4,8
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,17,1,17,1,18
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,46,0,46,46
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,11,0,11,11
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,58,0,58,58
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,9,6,9,6,15
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,10,4,10,4,14
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,29,0,29,29
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,15,0,15,0,15
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,2,1,2,1,3
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,2,0,2,0,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,101,25,101,25,126
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,32,18,32,18,50
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,49,16,49,16,65
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,22,0,22,0,22
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,8,6,8,6,14
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,5,0,5,0,5
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,97,43,97,43,140
COPACABANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,29,0,29,29
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,78,0,78,78
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,4,0,4,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,11,4,11,4,15
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,37,163,37,163,200
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,1,11,1,11,12
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,5,14,5,14,19
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,3,0,3,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,112,37,112,37,149
EL CHORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,3,2,3,2,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,1,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,4,0,4,4
EXALTACION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,2,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,29,49,29,49,78
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,2,11,2,11,13
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,17,0,17,0,17
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,9,0,9,9
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,129,0,129,129
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,1,16,1,16,17
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,9,0,9,9
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,18,0,18,18
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,40,78,40,78,118
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,16,0,16,16
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,67,9,67,9,76
LA RIVERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,12,0,12,12
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,7,1,7,1,8
LAJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,81,0,81,81
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,8,19,8,19,27
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,135,0,135,135
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,8,3,8,3,11
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,9,0,9,0,9
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,25,0,25,25
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,10,0,10,0,10
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,4,23,4,23,27
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,2,1,2,1,3
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,7,4,7,4,11
PALCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,2,12,2,12,14
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,10,0,10,0,10
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,14,63,14,63,77
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,3,0,3,3
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,5,12,5,12,17
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,97,0,97,97
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,106,2,106,2,108
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,21,2,21,2,23
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,7,1,7,1,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,62,88,62,88,150
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,3,11,3,11,14
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
SABAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,13,0,13,13
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,90,60,90,60,150
SAIPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,23,56,23,56,79
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,9,0,9,9
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,4,2,4,2,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,32,0,32,32
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,11,13,11,13,24
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,33,49,33,49,82
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,105,36,105,36,141
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,71,0,71,71
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,14,0,14,14
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,7,5,7,5,12
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,3,0,3,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,8,3,8,3,11
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,355,43,355,43,398
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,15,0,15,15
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,4,11,4,11,15
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,17,0,17,17
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,1,60,1,60,61
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,1,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,3,21,3,21,24
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,36,31,36,31,67
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,12,0,12,12
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,43,0,43,43
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2010-10-01,0,14,0,14,14
