,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,5,0,5,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,3,0,3,0,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,0,4,0,4
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,31,22,31,22,53
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,2,1,2,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,75,30,75,30,105
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,4,1,4,5
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,2,0,2,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,5,9,5,9,14
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,57,4,57,4,61
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,13,43,13,43,56
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,10,0,10,0,10
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,105,117,105,117,222
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,118,79,118,79,197
EL CHORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,1,0,1,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,6,0,6,0,6
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,14,22,14,22,36
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,3,0,3,3
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,3,0,3,0,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,2,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,22,10,22,10,32
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,2,0,2,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,12,0,12,0,12
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,33,10,33,10,43
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,195,22,195,22,217
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,2,24,2,24,26
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,0,4,0,4
MECAPACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,7,0,7,0,7
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,23,0,23,0,23
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,1,1,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,12,5,12,5,17
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,21,1,21,1,22
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,8,27,8,27,35
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,9,0,9,9
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,8,2,8,2,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,5,0,5,5
POCONA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,8,0,8,8
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,3,6,3,6,9
POOPO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,0,4,0,4
POROMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,7,0,7,7
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,17,14,17,14,31
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,3,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,2,4,2,6
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,20,0,20,0,20
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,8,4,8,12
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,79,0,79,0,79
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,6,0,6,6
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,3,4,3,4,7
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,2,12,2,12,14
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,15,0,15,15
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,7,44,7,44,51
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,3,0,3,0,3
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,5,0,5,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,2,11,2,11,13
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,110,70,110,70,180
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,17,0,17,0,17
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,0,4,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,13,143,13,143,156
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,13,4,13,17
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,10,0,10,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,15,43,15,43,58
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,670,82,670,82,752
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,2,1,2,3
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,2,57,2,57,59
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,2,0,2,2
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,16,1,16,17
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,45,15,45,15,60
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,4,6,4,6,10
TARACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,22,0,22,22
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,8,0,8,0,8
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,4,1,4,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,13,0,13,13
TOCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,8,0,8,0,8
TORO TORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,0,4,0,4,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,10,18,10,18,28
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,3,7,3,7,10
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,14,29,14,29,43
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,2,4,2,4,6
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,1,1,1,2
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,22,1,22,1,23
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,25,0,25,0,25
YANACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-08-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,0,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,1,2,1,3
ALALAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,0,2,0,2
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,0,3,0,3
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,0,3,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,6,0,6,6
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,20,0,20,20
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,60,166,60,166,226
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,8,0,8,8
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,5,19,5,19,24
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,6,0,6,6
CAJUATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,13,3,13,3,16
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,10,0,10,10
CAMARGO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,13,6,13,6,19
CAMIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,4,0,4,4
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,2,0,2,2
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,31,19,31,19,50
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,5,0,5,0,5
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,25,48,25,48,73
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,19,0,19,19
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,133,36,133,36,169
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,2,0,2,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,12,4,12,4,16
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,6,17,6,17,23
COMBAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,9,0,9,9
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,9,0,9,9
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,21,0,21,0,21
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,13,7,13,7,20
CUEVO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,0,3,0,3
CULPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,4,0,4,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,202,134,202,134,336
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,18,1,18,19
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,31,10,31,10,41
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,3,1,3,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,26,3,26,3,29
HUACARETA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,10,28,10,28,38
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,42,0,42,0,42
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,206,139,206,139,345
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,6,2,6,8
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,10,0,10,10
LURIBAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,60,0,60,60
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,20,14,20,14,34
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,43,0,43,0,43
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,8,0,8,0,8
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,4,3,4,3,7
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,16,2,16,2,18
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,79,4,79,4,83
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,29,2,29,31
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,2,2,2,4
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,99,47,99,47,146
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,5,2,5,2,7
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,5,1,5,6
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,7,0,7,0,7
PRESTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,19,0,19,19
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,21,0,21,0,21
PUNA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,18,20,18,20,38
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,7,3,7,3,10
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,78,13,78,13,91
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,39,3,39,42
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,47,0,47,47
SAIPINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,7,0,7,7
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,11,0,11,11
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,5,9,5,9,14
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,9,0,9,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,11,1,11,12
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,33,1,33,1,34
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,9,2,9,2,11
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,7,3,7,10
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,21,63,21,63,84
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,22,78,22,78,100
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,5,11,5,11,16
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,3,1,3,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,23,0,23,0,23
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,505,121,505,121,626
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,6,0,6,6
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,26,2,26,28
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,8,1,8,9
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,97,194,97,194,291
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,2,0,2,2
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,7,3,7,10
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,8,74,8,74,82
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,4,0,4,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,2,1,2,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,13,1,13,14
TOLATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,0,3,0,3
TOMINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,18,7,18,7,25
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,7,1,7,8
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,7,16,7,16,23
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
VACAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,13,30,13,30,43
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,13,38,13,38,51
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,2,1,2,1,3
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,3,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,18,3,18,21
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,31,28,31,28,59
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,5,0,5,0,5
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,3,0,3,0,3
YACO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,0,2,0,2,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,34,6,34,6,40
YOTALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-09-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,19,0,19,19
AIQUILE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,3,0,3,3
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,33,121,33,121,154
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,10,0,10,10
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,19,3,19,22
ANZALDO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,19,0,19,19
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,8,0,8,8
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,1,3,1,4
ARQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,33,0,33,33
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,6,8,6,8,14
ATOCHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,1,100,1,100,101
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,12,3,12,15
AYATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,27,150,27,150,177
AYO AYO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,0,74,0,74,74
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,3,58,3,58,61
AZURDUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,28,0,28,0,28
BATALLAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,16,60,16,60,76
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2010-10-01,4,14,4,14,18
