,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,17,3,20
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,13,1,14
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,2,5
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,53,0,53
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,10,0,10
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,1,5
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,0,5
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,0,3
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,0,1
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,6,3,9
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,9,5,14
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,6,10
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,24,1,25
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,17,1,18
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,18,0,18
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,74,0,74
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,145,0,145
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1559,6,1565
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,15,0,15
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,1,6
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,0,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,76,1,77
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,0,4
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,11,1,12
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,17,2,19
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,19,2,21
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,22,0,22
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,38,1,39
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,9,1,10
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,54,0,54
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,44,0,44
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,1,2
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,1,9
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,40,0,40
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,370,0,370
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,2,3
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,10,2,12
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,0,5
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,4,20
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,42,0,42
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,15,0,15
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,786,0,786
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,21,3,24
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,1,17
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,81,0,81
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,23,2,25
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,58,1,59
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,0,5
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,0,16
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,0,4
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,6,2,8
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,49,2,51
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,6,0,6
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,22,14,36
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,15,0,15
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,17,0,17
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,7,1,8
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,31,0,31
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,1,17
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,21,1,22
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,54,0,54
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,9,0,9
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,878,8,886
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,2,6
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,1,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,28,0,28
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,6,0,6
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,2,10
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,1,17
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,3,8
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,43,0,43
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,25,1,26
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,0,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,45,0,45
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,220,0,220
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,32,2,34
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,55,0,55
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,0,4
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,273,0,273
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,10,0,10
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,12,4,16
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,14,6,20
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,313,6,319
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,22,0,22
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,47,0,47
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,1,5
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,313,0,313
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,0,4
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,24,4,28
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,12,0,12
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,10,4,14
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,12,0,12
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,0,3
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,14,0,14
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,14,1,15
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,0,16
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,96,3,99
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,22,0,22
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,49,0,49
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,18,2,20
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,75,7,82
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,2,7
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,28,0,28
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,11,0,11
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,28,0,28
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,0,5
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,133,3,136
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,7,6,13
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,35,4,39
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,34,5,39
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,29,0,29
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,18,1,19
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,1,3
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,37,0,37
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,31,3,34
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,2,6
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,0,4
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,0,1
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,10,0,10
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,29,0,29
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,25,0,25
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4095,0,4095
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,11,1,12
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,31,0,31
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,1,4
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,13,0,13
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,13,0,13
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,11,0,11
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,0,1
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,1,4
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,6,0,6
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,86,0,86
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,30,1,31
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,0,4
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,122,0,122
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,6,0,6
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,12,2,14
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,18,5,23
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,657,2,659
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,1,1,2
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,2,6
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,3,11
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,3,0,3
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,19,8,27
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,14,3,17
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,22,0,22
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,538,3,541
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,18,1,19
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,21,0,21
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,2,18
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,27,2,29
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,19,0,19
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,142,2,144
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,32,2,34
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,14,0,14
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,11,2,13
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,13,0,13
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,9,3,12
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,29,1,30
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,1,5
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,303,0,303
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,80,5,85
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,0,2
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,4,9
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,35,0,35
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,24,2,26
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,58,0,58
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,13,1,14
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,34,4,38
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,96,4,100
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,8,0,8
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,17,4,21
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,97,5,102
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,0,5
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,16,0,16
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,11,1,12
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,203,0,203
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,12,5,17
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,82,4,86
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,162,0,162
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,2,7
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,4,0,4
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,244,2,246
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,7,1,8
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,200,5,205
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,9,0,9
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,13,0,13
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,110,1,111
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,9,0,9
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,10,0,10
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,2,3,5
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-07-01,5,2,7
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,3,0,3
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,40,2,42
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,9,25,34
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,41,0,41
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,1,3
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,0,2
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,14,1,15
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,19,1,20
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,4,1,5
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,0,2
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,8,2,10
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,12,5,17
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,1,3
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,11,0,11
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,16,0,16
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,18,0,18
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,79,0,79
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,19,0,19
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,3,5
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,4,2,6
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,28,2,30
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,15,1,16
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,15,7,22
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,7,0,7
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,0,2
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,100,0,100
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,39,3,42
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,4,2,6
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,1,1,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,5,1,6
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,26,0,26
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,55,1,56
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,6,1,7
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,5,1,6
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,15,1,16
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,1,2,3
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,19,1,20
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,34,0,34
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,3,0,3
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,118,1,119
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,31,0,31
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,9,0,9
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,26,0,26
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,88,4,92
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,21,0,21
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,6,11,17
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,5,1,6
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,3,0,3
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,61,4,65
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,6,1,7
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,55,5,60
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,3,2,5
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,17,2,19
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,56,3,59
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,5,0,5
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,1,0,1
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,23,0,23
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,6,2,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,15,3,18
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,29,8,37
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,46,2,48
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,128,1,129
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,12,9,21
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,1759,2,1761
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,0,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,97,0,97
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,18,0,18
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,1,3
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,26,0,26
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,13,0,13
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,34,10,44
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,17,0,17
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,19,6,25
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,2,0,2
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,29,0,29
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2013-08-01,6,1,7
