,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
MECAPACA,consultas prenatales,repetidas,2013-07-01,25,6,31
MINEROS,consultas prenatales,repetidas,2013-07-01,166,0,166
MIZQUE,consultas prenatales,repetidas,2013-07-01,219,2,221
MOCOMOCO,consultas prenatales,repetidas,2013-07-01,35,7,42
MOJINETE,consultas prenatales,repetidas,2013-07-01,2,3,5
MOJOCOYA,consultas prenatales,repetidas,2013-07-01,42,5,47
MONTEAGUDO,consultas prenatales,repetidas,2013-07-01,273,9,282
MONTERO,consultas prenatales,repetidas,2013-07-01,920,0,920
MORO MORO,consultas prenatales,repetidas,2013-07-01,10,4,14
MOROCHATA,consultas prenatales,repetidas,2013-07-01,58,15,73
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2013-07-01,13,0,13
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2013-07-01,12,6,18
OCURI,consultas prenatales,repetidas,2013-07-01,72,27,99
OKINAWA,consultas prenatales,repetidas,2013-07-01,105,0,105
OMEREQUE,consultas prenatales,repetidas,2013-07-01,22,2,24
ORURO,consultas prenatales,repetidas,2013-07-01,2553,0,2553
PADCAYA,consultas prenatales,repetidas,2013-07-01,107,8,115
PADILLA,consultas prenatales,repetidas,2013-07-01,87,10,97
PAILON,consultas prenatales,repetidas,2013-07-01,88,0,88
PALCA,consultas prenatales,repetidas,2013-07-01,83,5,88
PALOS BLANCOS,consultas prenatales,repetidas,2013-07-01,229,1,230
PAMPA AULLAGAS,consultas prenatales,repetidas,2013-07-01,16,0,16
PAMPA GRANDE,consultas prenatales,repetidas,2013-07-01,51,0,51
PAPEL PAMPA,consultas prenatales,repetidas,2013-07-01,17,4,21
PASORAPA,consultas prenatales,repetidas,2013-07-01,5,4,9
PATACAMAYA,consultas prenatales,repetidas,2013-07-01,223,6,229
PAZÑA,consultas prenatales,repetidas,2013-07-01,22,7,29
PELECHUCO,consultas prenatales,repetidas,2013-07-01,35,3,38
POCOATA,consultas prenatales,repetidas,2013-07-01,82,73,155
POCONA,consultas prenatales,repetidas,2013-07-01,66,2,68
POJO (CBBA),consultas prenatales,repetidas,2013-07-01,63,0,63
POOPO,consultas prenatales,repetidas,2013-07-01,33,1,34
PORCO,consultas prenatales,repetidas,2013-07-01,89,5,94
POROMA,consultas prenatales,repetidas,2013-07-01,71,27,98
PORONGO,consultas prenatales,repetidas,2013-07-01,51,0,51
PORTACHUELO,consultas prenatales,repetidas,2013-07-01,250,0,250
PORVENIR,consultas prenatales,repetidas,2013-07-01,50,0,50
POSTRER VALLE,consultas prenatales,repetidas,2013-07-01,4,2,6
POTOSI,consultas prenatales,repetidas,2013-07-01,1831,5,1836
PRESTO,consultas prenatales,repetidas,2013-07-01,18,25,43
PUCARA,consultas prenatales,repetidas,2013-07-01,5,1,6
PUCARANI,consultas prenatales,repetidas,2013-07-01,123,1,124
PUERTO ACOSTA,consultas prenatales,repetidas,2013-07-01,23,8,31
PUERTO CARABUCO,consultas prenatales,repetidas,2013-07-01,22,13,35
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2013-07-01,24,2,26
PUERTO PEREZ,consultas prenatales,repetidas,2013-07-01,18,6,24
PUERTO QUIJARRO,consultas prenatales,repetidas,2013-07-01,89,0,89
PUERTO RICO,consultas prenatales,repetidas,2013-07-01,48,8,56
PUERTO SILES,consultas prenatales,repetidas,2013-07-01,3,0,3
PUERTO SUAREZ,consultas prenatales,repetidas,2013-07-01,101,0,101
PUERTO VILLARROEL,consultas prenatales,repetidas,2013-07-01,519,0,519
PUNA,consultas prenatales,repetidas,2013-07-01,92,10,102
PUNATA,consultas prenatales,repetidas,2013-07-01,266,0,266
QUIABAYA,consultas prenatales,repetidas,2013-07-01,14,0,14
QUILLACOLLO,consultas prenatales,repetidas,2013-07-01,991,3,994
QUIME,consultas prenatales,repetidas,2013-07-01,58,0,58
RAVELO,consultas prenatales,repetidas,2013-07-01,37,31,68
REYES,consultas prenatales,repetidas,2013-07-01,77,5,82
RIBERALTA,consultas prenatales,repetidas,2013-07-01,1156,63,1219
ROBORE,consultas prenatales,repetidas,2013-07-01,102,0,102
RURRENABAQUE,consultas prenatales,repetidas,2013-07-01,131,3,134
SABAYA,consultas prenatales,repetidas,2013-07-01,8,0,8
SACABA,consultas prenatales,repetidas,2013-07-01,1187,2,1189
SACABAMBA,consultas prenatales,repetidas,2013-07-01,19,0,19
SACACA,consultas prenatales,repetidas,2013-07-01,112,8,120
SAIPINA,consultas prenatales,repetidas,2013-07-01,45,0,45
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2013-07-01,42,16,58
SAMAIPATA,consultas prenatales,repetidas,2013-07-01,72,1,73
SAN AGUSTIN,consultas prenatales,repetidas,2013-07-01,3,0,3
SAN ANDRES,consultas prenatales,repetidas,2013-07-01,47,0,47
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2013-07-01,9,7,16
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2013-07-01,6,1,7
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2013-07-01,22,6,28
SAN BENITO,consultas prenatales,repetidas,2013-07-01,110,0,110
SAN BORJA,consultas prenatales,repetidas,2013-07-01,297,3,300
SAN BUENA VENTURA,consultas prenatales,repetidas,2013-07-01,93,0,93
SAN CARLOS,consultas prenatales,repetidas,2013-07-01,159,0,159
SAN IGNACIO,consultas prenatales,repetidas,2013-07-01,87,1,88
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2013-07-01,328,18,346
SAN JAVIER(BNI),consultas prenatales,repetidas,2013-07-01,5,3,8
SAN JAVIER(STC),consultas prenatales,repetidas,2013-07-01,93,0,93
SAN JOAQUIN,consultas prenatales,repetidas,2013-07-01,14,0,14
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2013-07-01,95,0,95
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2013-07-01,51,0,51
SAN JULIAN,consultas prenatales,repetidas,2013-07-01,322,6,328
SAN LORENZO(PND),consultas prenatales,repetidas,2013-07-01,31,4,35
SAN LORENZO(TJA),consultas prenatales,repetidas,2013-07-01,125,6,131
SAN LUCAS,consultas prenatales,repetidas,2013-07-01,190,66,256
SAN MATIAS,consultas prenatales,repetidas,2013-07-01,53,0,53
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2013-07-01,87,8,95
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2013-07-01,15,0,15
SAN PEDRO,consultas prenatales,repetidas,2013-07-01,118,2,120
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2013-07-01,105,21,126
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2013-07-01,22,1,23
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2013-07-01,3,0,3
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2013-07-01,20,2,22
SAN PEDRO(PND),consultas prenatales,repetidas,2013-07-01,5,5,10
SAN RAFAEL,consultas prenatales,repetidas,2013-07-01,40,0,40
SAN RAMON BENI,consultas prenatales,repetidas,2013-07-01,41,0,41
SAN RAMON SCZ,consultas prenatales,repetidas,2013-07-01,69,0,69
SANTA ANA,consultas prenatales,repetidas,2013-07-01,174,0,174
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2013-07-01,10485,0,10485
SANTA ROSA,consultas prenatales,repetidas,2013-07-01,71,1,72
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2013-07-01,93,0,93
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2013-07-01,6,2,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2013-07-01,46,4,50
SANTIAGO DE HUATA,consultas prenatales,repetidas,2013-07-01,22,2,24
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2013-07-01,11,0,11
SANTIVAÑES,consultas prenatales,repetidas,2013-07-01,33,1,34
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2013-07-01,14,6,20
SAPAHAQUI,consultas prenatales,repetidas,2013-07-01,39,2,41
SENA,consultas prenatales,repetidas,2013-07-01,21,0,21
SHINAOTA,consultas prenatales,repetidas,2013-07-01,338,0,338
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2013-07-01,89,1,90
SICAYA,consultas prenatales,repetidas,2013-07-01,16,0,16
SIPE SIPE,consultas prenatales,repetidas,2013-07-01,438,0,438
SOPACHUY,consultas prenatales,repetidas,2013-07-01,34,4,38
SORACACHI,consultas prenatales,repetidas,2013-07-01,31,12,43
SORATA,consultas prenatales,repetidas,2013-07-01,63,11,74
SUCRE,consultas prenatales,repetidas,2013-07-01,3340,10,3350
TACACHI,consultas prenatales,repetidas,2013-07-01,5,0,5
TACACOMA,consultas prenatales,repetidas,2013-07-01,19,1,20
TACOBAMBA,consultas prenatales,repetidas,2013-07-01,34,12,46
TACOPAYA,consultas prenatales,repetidas,2013-07-01,34,3,37
TAHUA,consultas prenatales,repetidas,2013-07-01,2,0,2
TAPACARI,consultas prenatales,repetidas,2013-07-01,87,22,109
TARABUCO,consultas prenatales,repetidas,2013-07-01,86,25,111
TARACO,consultas prenatales,repetidas,2013-07-01,10,3,13
TARATA,consultas prenatales,repetidas,2013-07-01,57,2,59
TARIJA,consultas prenatales,repetidas,2013-07-01,2150,1,2151
TARVITA,consultas prenatales,repetidas,2013-07-01,85,19,104
TEOPONTE,consultas prenatales,repetidas,2013-07-01,54,2,56
TIAWANACU,consultas prenatales,repetidas,2013-07-01,67,1,68
TINGUIPAYA,consultas prenatales,repetidas,2013-07-01,93,4,97
TIPUANI,consultas prenatales,repetidas,2013-07-01,107,1,108
TIQUIPAYA,consultas prenatales,repetidas,2013-07-01,506,9,515
TIRAQUE (CBBA),consultas prenatales,repetidas,2013-07-01,118,3,121
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2013-07-01,3,0,3
TOCO,consultas prenatales,repetidas,2013-07-01,33,0,33
TOLATA,consultas prenatales,repetidas,2013-07-01,48,0,48
TOLEDO,consultas prenatales,repetidas,2013-07-01,21,2,23
TOMAVE,consultas prenatales,repetidas,2013-07-01,50,20,70
TOMINA,consultas prenatales,repetidas,2013-07-01,73,3,76
TORO TORO,consultas prenatales,repetidas,2013-07-01,32,16,48
TOTORA(CBBA),consultas prenatales,repetidas,2013-07-01,142,2,144
TOTORA(ORR),consultas prenatales,repetidas,2013-07-01,16,3,19
TRIGAL,consultas prenatales,repetidas,2013-07-01,8,0,8
TRINIDAD,consultas prenatales,repetidas,2013-07-01,1141,4,1145
TUPIZA,consultas prenatales,repetidas,2013-07-01,386,20,406
TURCO,consultas prenatales,repetidas,2013-07-01,9,0,9
UMALA,consultas prenatales,repetidas,2013-07-01,15,12,27
UNCIA,consultas prenatales,repetidas,2013-07-01,155,6,161
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2013-07-01,96,4,100
URUBICHA,consultas prenatales,repetidas,2013-07-01,40,0,40
UYUNI,consultas prenatales,repetidas,2013-07-01,307,9,316
VACAS,consultas prenatales,repetidas,2013-07-01,41,0,41
VALLEGRANDE,consultas prenatales,repetidas,2013-07-01,128,1,129
VIACHA,consultas prenatales,repetidas,2013-07-01,331,0,331
VILA VILA,consultas prenatales,repetidas,2013-07-01,9,0,9
VILLA CHARCAS,consultas prenatales,repetidas,2013-07-01,91,25,116
VILLA MONTES,consultas prenatales,repetidas,2013-07-01,374,12,386
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2013-07-01,28,3,31
VILLA RIVERO,consultas prenatales,repetidas,2013-07-01,79,2,81
VILLA SERRANO,consultas prenatales,repetidas,2013-07-01,45,9,54
VILLA TUNARI,consultas prenatales,repetidas,2013-07-01,659,1,660
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2013-07-01,56,19,75
VILLAZON,consultas prenatales,repetidas,2013-07-01,363,15,378
VINTO,consultas prenatales,repetidas,2013-07-01,313,1,314
VITICHI,consultas prenatales,repetidas,2013-07-01,45,14,59
WALDO BALLIVIAN,consultas prenatales,repetidas,2013-07-01,9,0,9
WARNES,consultas prenatales,repetidas,2013-07-01,556,7,563
YACO,consultas prenatales,repetidas,2013-07-01,13,5,18
YACUIBA,consultas prenatales,repetidas,2013-07-01,496,1,497
YAMPARAEZ,consultas prenatales,repetidas,2013-07-01,31,9,40
YANACACHI,consultas prenatales,repetidas,2013-07-01,32,0,32
YAPACANI,consultas prenatales,repetidas,2013-07-01,423,3,426
YOCALLA,consultas prenatales,repetidas,2013-07-01,34,0,34
YOTALA,consultas prenatales,repetidas,2013-07-01,35,5,40
YUNCHARA,consultas prenatales,repetidas,2013-07-01,7,27,34
ZUDAÑEZ,consultas prenatales,repetidas,2013-07-01,35,11,46
ACACIO,consultas prenatales,repetidas,2013-08-01,33,2,35
ACHACACHI,consultas prenatales,repetidas,2013-08-01,249,2,251
ACHOCALLA,consultas prenatales,repetidas,2013-08-01,60,15,75
AIQUILE,consultas prenatales,repetidas,2013-08-01,201,6,207
ALALAY,consultas prenatales,repetidas,2013-08-01,4,3,7
ALCALA,consultas prenatales,repetidas,2013-08-01,20,1,21
ALTO BENI,consultas prenatales,repetidas,2013-08-01,49,2,51
ANCORAIMES,consultas prenatales,repetidas,2013-08-01,45,10,55
ANDAMARCA,consultas prenatales,repetidas,2013-08-01,10,2,12
ANTEQUERA,consultas prenatales,repetidas,2013-08-01,18,2,20
ANZALDO,consultas prenatales,repetidas,2013-08-01,27,6,33
APOLO,consultas prenatales,repetidas,2013-08-01,103,7,110
ARAMPAMPA,consultas prenatales,repetidas,2013-08-01,10,7,17
ARANI,consultas prenatales,repetidas,2013-08-01,106,0,106
ARBIETO,consultas prenatales,repetidas,2013-08-01,64,12,76
ARQUE,consultas prenatales,repetidas,2013-08-01,56,0,56
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2013-08-01,252,6,258
ATOCHA,consultas prenatales,repetidas,2013-08-01,89,2,91
AUCAPATA,consultas prenatales,repetidas,2013-08-01,18,6,24
AYATA,consultas prenatales,repetidas,2013-08-01,35,3,38
AYO AYO,consultas prenatales,repetidas,2013-08-01,30,3,33
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2013-08-01,141,4,145
AZURDUY,consultas prenatales,repetidas,2013-08-01,52,34,86
BATALLAS,consultas prenatales,repetidas,2013-08-01,79,6,85
BAURES,consultas prenatales,repetidas,2013-08-01,17,0,17
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2013-08-01,6,6,12
BELEN DE URMIRI,consultas prenatales,repetidas,2013-08-01,1,4,5
BELLA FLOR,consultas prenatales,repetidas,2013-08-01,7,1,8
BERMEJO,consultas prenatales,repetidas,2013-08-01,316,1,317
BETANZOS,consultas prenatales,repetidas,2013-08-01,162,28,190
BOLIVAR,consultas prenatales,repetidas,2013-08-01,16,2,18
BOLPEBRA,consultas prenatales,repetidas,2013-08-01,9,9,18
BOYUIBE,consultas prenatales,repetidas,2013-08-01,24,1,25
BUENA VISTA,consultas prenatales,repetidas,2013-08-01,36,0,36
CABEZAS,consultas prenatales,repetidas,2013-08-01,158,0,158
CAIROMA,consultas prenatales,repetidas,2013-08-01,66,1,67
"CAIZA ""D""",consultas prenatales,repetidas,2013-08-01,60,4,64
CAJUATA,consultas prenatales,repetidas,2013-08-01,55,6,61
CALACOTO,consultas prenatales,repetidas,2013-08-01,8,8,16
CALAMARCA,consultas prenatales,repetidas,2013-08-01,55,1,56
CAMARGO,consultas prenatales,repetidas,2013-08-01,112,20,132
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2013-08-01,11,9,20
CAMIRI,consultas prenatales,repetidas,2013-08-01,330,2,332
CAPINOTA,consultas prenatales,repetidas,2013-08-01,195,0,195
CAQUIAVIRI,consultas prenatales,repetidas,2013-08-01,20,6,26
CARACOLLO,consultas prenatales,repetidas,2013-08-01,120,4,124
CARANAVI,consultas prenatales,repetidas,2013-08-01,349,10,359
CARAPARI,consultas prenatales,repetidas,2013-08-01,94,1,95
CARIPUYO,consultas prenatales,repetidas,2013-08-01,19,24,43
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2013-08-01,25,1,26
CHACARILLA,consultas prenatales,repetidas,2013-08-01,5,1,6
CHALLAPATA,consultas prenatales,repetidas,2013-08-01,257,23,280
CHAQUI,consultas prenatales,repetidas,2013-08-01,26,2,28
CHARAGUA,consultas prenatales,repetidas,2013-08-01,145,2,147
CHARAÑA,consultas prenatales,repetidas,2013-08-01,5,0,5
CHAYANTA,consultas prenatales,repetidas,2013-08-01,59,15,74
CHIMORE,consultas prenatales,repetidas,2013-08-01,157,7,164
CHIPAYA,consultas prenatales,repetidas,2013-08-01,9,0,9
CHOQUE COTA,consultas prenatales,repetidas,2013-08-01,4,0,4
CHUA COCANI,consultas prenatales,repetidas,2013-08-01,13,0,13
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2013-08-01,131,2,133
CHUMA,consultas prenatales,repetidas,2013-08-01,17,9,26
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2013-08-01,47,3,50
CKOCHAS,consultas prenatales,repetidas,2013-08-01,79,10,89
CLIZA,consultas prenatales,repetidas,2013-08-01,187,4,191
COBIJA,consultas prenatales,repetidas,2013-08-01,792,1,793
COCAPATA,consultas prenatales,repetidas,2013-08-01,38,50,88
COCHABAMBA,consultas prenatales,repetidas,2013-08-01,6115,0,6115
COIPASA,consultas prenatales,repetidas,2013-08-01,7,0,7
COLCAPIRHUA,consultas prenatales,repetidas,2013-08-01,475,0,475
"COLCHA ""K""",consultas prenatales,repetidas,2013-08-01,76,7,83
COLLANA,consultas prenatales,repetidas,2013-08-01,14,0,14
COLOMI,consultas prenatales,repetidas,2013-08-01,117,0,117
COLPA BELGICA,consultas prenatales,repetidas,2013-08-01,36,0,36
COLQUECHACA,consultas prenatales,repetidas,2013-08-01,121,46,167
COLQUENCHA,consultas prenatales,repetidas,2013-08-01,64,2,66
COLQUIRI,consultas prenatales,repetidas,2013-08-01,41,28,69
COMANCHE,consultas prenatales,repetidas,2013-08-01,8,1,9
COMARAPA,consultas prenatales,repetidas,2013-08-01,167,0,167
COMBAYA,consultas prenatales,repetidas,2013-08-01,12,7,19
CONCEPCION,consultas prenatales,repetidas,2013-08-01,138,0,138
COPACABANA,consultas prenatales,repetidas,2013-08-01,93,8,101
CORIPATA,consultas prenatales,repetidas,2013-08-01,96,0,96
CORO CORO,consultas prenatales,repetidas,2013-08-01,21,7,28
COROICO,consultas prenatales,repetidas,2013-08-01,127,1,128
CORQUE,consultas prenatales,repetidas,2013-08-01,26,12,38
COTAGAITA,consultas prenatales,repetidas,2013-08-01,113,22,135
COTOCA,consultas prenatales,repetidas,2013-08-01,314,0,314
CUATRO CAÑADAS,consultas prenatales,repetidas,2013-08-01,101,0,101
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2013-08-01,4,1,5
CUEVO,consultas prenatales,repetidas,2013-08-01,9,1,10
CULPINA,consultas prenatales,repetidas,2013-08-01,80,24,104
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2013-08-01,23,0,23
CURVA,consultas prenatales,repetidas,2013-08-01,3,4,7
DESAGUADERO,consultas prenatales,repetidas,2013-08-01,30,0,30
EL ALTO,consultas prenatales,repetidas,2013-08-01,6341,59,6400
EL CHORO,consultas prenatales,repetidas,2013-08-01,18,21,39
EL PUENTE(STC),consultas prenatales,repetidas,2013-08-01,51,1,52
EL PUENTE(TJA),consultas prenatales,repetidas,2013-08-01,53,6,59
EL TORNO,consultas prenatales,repetidas,2013-08-01,414,1,415
EL VILLAR,consultas prenatales,repetidas,2013-08-01,20,2,22
ENTRE RIOS TRJ,consultas prenatales,repetidas,2013-08-01,119,9,128
ENTRE RIOS CBBA,consultas prenatales,repetidas,2013-08-01,298,0,298
ESCOMA,consultas prenatales,repetidas,2013-08-01,32,1,33
ESMERALDA,consultas prenatales,repetidas,2013-08-01,1,0,1
EUCALIPTUS,consultas prenatales,repetidas,2013-08-01,22,0,22
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2013-08-01,6,4,10
EXALTACION,consultas prenatales,repetidas,2013-08-01,7,5,12
FERNANDEZ ALONSO,consultas prenatales,repetidas,2013-08-01,90,0,90
FILADELFIA,consultas prenatales,repetidas,2013-08-01,26,1,27
GENERAL SAAVEDRA,consultas prenatales,repetidas,2013-08-01,93,0,93
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2013-08-01,34,7,41
GUANAY,consultas prenatales,repetidas,2013-08-01,106,3,109
GUAQUI,consultas prenatales,repetidas,2013-08-01,19,2,21
GUAYARAMERIN,consultas prenatales,repetidas,2013-08-01,446,0,446
GUTIERREZ,consultas prenatales,repetidas,2013-08-01,50,0,50
HUACARETA,consultas prenatales,repetidas,2013-08-01,54,8,62
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2013-08-01,10,5,15
HUACHACALLA,consultas prenatales,repetidas,2013-08-01,3,0,3
HUANUNI,consultas prenatales,repetidas,2013-08-01,208,0,208
HUARACAJE,consultas prenatales,repetidas,2013-08-01,23,0,23
HUARINA,consultas prenatales,repetidas,2013-08-01,22,1,23
HUATAJATA,consultas prenatales,repetidas,2013-08-01,17,0,17
HUAYLLAMARCA,consultas prenatales,repetidas,2013-08-01,18,0,18
HUMANATA,consultas prenatales,repetidas,2013-08-01,8,1,9
ICHOCA,consultas prenatales,repetidas,2013-08-01,5,4,9
ICLA,consultas prenatales,repetidas,2013-08-01,38,14,52
INCAHUASI,consultas prenatales,repetidas,2013-08-01,56,30,86
INGAVI (HUMAITA),consultas prenatales,repetidas,2013-08-01,4,5,9
INQUISIVI,consultas prenatales,repetidas,2013-08-01,32,18,50
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2013-08-01,64,0,64
IXIAMAS,consultas prenatales,repetidas,2013-08-01,75,3,78
JESUS DE MACHACA,consultas prenatales,repetidas,2013-08-01,72,0,72
LA ASUNTA,consultas prenatales,repetidas,2013-08-01,369,1,370
LA GUARDIA,consultas prenatales,repetidas,2013-08-01,464,0,464
LA PAZ,consultas prenatales,repetidas,2013-08-01,7251,0,7251
LAGUNILLAS,consultas prenatales,repetidas,2013-08-01,31,4,35
LAJA,consultas prenatales,repetidas,2013-08-01,69,0,69
LAS CARRERAS,consultas prenatales,repetidas,2013-08-01,17,4,21
LICOMA PAMPA,consultas prenatales,repetidas,2013-08-01,10,0,10
LLALLAGUA,consultas prenatales,repetidas,2013-08-01,362,1,363
LLICA,consultas prenatales,repetidas,2013-08-01,26,3,29
LORETO,consultas prenatales,repetidas,2013-08-01,8,4,12
LURIBAY,consultas prenatales,repetidas,2013-08-01,27,4,31
MACHACAMARCA,consultas prenatales,repetidas,2013-08-01,14,1,15
MACHARETI,consultas prenatales,repetidas,2013-08-01,62,4,66
MAGDALENA,consultas prenatales,repetidas,2013-08-01,94,2,96
MAIRANA,consultas prenatales,repetidas,2013-08-01,94,0,94
MALLA,consultas prenatales,repetidas,2013-08-01,8,1,9
MAPIRI,consultas prenatales,repetidas,2013-08-01,104,2,106
MECAPACA,consultas prenatales,repetidas,2013-08-01,10,5,15
MINEROS,consultas prenatales,repetidas,2013-08-01,143,0,143
MIZQUE,consultas prenatales,repetidas,2013-08-01,193,5,198
MOCOMOCO,consultas prenatales,repetidas,2013-08-01,28,8,36
MOJINETE,consultas prenatales,repetidas,2013-08-01,2,2,4
MOJOCOYA,consultas prenatales,repetidas,2013-08-01,41,8,49
MONTEAGUDO,consultas prenatales,repetidas,2013-08-01,261,17,278
MONTERO,consultas prenatales,repetidas,2013-08-01,1014,2,1016
MORO MORO,consultas prenatales,repetidas,2013-08-01,6,7,13
MOROCHATA,consultas prenatales,repetidas,2013-08-01,41,20,61
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2013-08-01,18,0,18
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2013-08-01,10,8,18
OCURI,consultas prenatales,repetidas,2013-08-01,82,28,110
OKINAWA,consultas prenatales,repetidas,2013-08-01,93,0,93
OMEREQUE,consultas prenatales,repetidas,2013-08-01,26,2,28
ORURO,consultas prenatales,repetidas,2013-08-01,2535,0,2535
PADCAYA,consultas prenatales,repetidas,2013-08-01,97,8,105
PADILLA,consultas prenatales,repetidas,2013-08-01,76,10,86
PAILON,consultas prenatales,repetidas,2013-08-01,132,0,132
PALCA,consultas prenatales,repetidas,2013-08-01,58,3,61
PALOS BLANCOS,consultas prenatales,repetidas,2013-08-01,223,0,223
PAMPA AULLAGAS,consultas prenatales,repetidas,2013-08-01,12,0,12
PAMPA GRANDE,consultas prenatales,repetidas,2013-08-01,60,0,60
PAPEL PAMPA,consultas prenatales,repetidas,2013-08-01,15,6,21
PASORAPA,consultas prenatales,repetidas,2013-08-01,7,2,9
PATACAMAYA,consultas prenatales,repetidas,2013-08-01,215,6,221
PAZÑA,consultas prenatales,repetidas,2013-08-01,20,4,24
PELECHUCO,consultas prenatales,repetidas,2013-08-01,28,4,32
POCOATA,consultas prenatales,repetidas,2013-08-01,71,70,141
POCONA,consultas prenatales,repetidas,2013-08-01,76,2,78
POJO (CBBA),consultas prenatales,repetidas,2013-08-01,66,0,66
POOPO,consultas prenatales,repetidas,2013-08-01,22,0,22
PORCO,consultas prenatales,repetidas,2013-08-01,84,1,85
POROMA,consultas prenatales,repetidas,2013-08-01,61,30,91
PORONGO,consultas prenatales,repetidas,2013-08-01,51,0,51
PORTACHUELO,consultas prenatales,repetidas,2013-08-01,248,2,250
PORVENIR,consultas prenatales,repetidas,2013-08-01,43,5,48
POSTRER VALLE,consultas prenatales,repetidas,2013-08-01,5,3,8
POTOSI,consultas prenatales,repetidas,2013-08-01,1766,0,1766
PRESTO,consultas prenatales,repetidas,2013-08-01,20,20,40
PUCARA,consultas prenatales,repetidas,2013-08-01,5,1,6
PUCARANI,consultas prenatales,repetidas,2013-08-01,123,1,124
PUERTO ACOSTA,consultas prenatales,repetidas,2013-08-01,28,11,39
PUERTO CARABUCO,consultas prenatales,repetidas,2013-08-01,30,12,42
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2013-08-01,35,6,41
PUERTO PEREZ,consultas prenatales,repetidas,2013-08-01,19,6,25
PUERTO QUIJARRO,consultas prenatales,repetidas,2013-08-01,32,0,32
PUERTO RICO,consultas prenatales,repetidas,2013-08-01,63,8,71
PUERTO SILES,consultas prenatales,repetidas,2013-08-01,4,0,4
PUERTO SUAREZ,consultas prenatales,repetidas,2013-08-01,104,0,104
PUERTO VILLARROEL,consultas prenatales,repetidas,2013-08-01,540,0,540
PUNA,consultas prenatales,repetidas,2013-08-01,107,11,118
PUNATA,consultas prenatales,repetidas,2013-08-01,244,0,244
QUIABAYA,consultas prenatales,repetidas,2013-08-01,16,0,16
QUILLACOLLO,consultas prenatales,repetidas,2013-08-01,887,4,891
QUIME,consultas prenatales,repetidas,2013-08-01,61,0,61
QUIRUSILLAS,consultas prenatales,repetidas,2013-08-01,22,0,22
RAVELO,consultas prenatales,repetidas,2013-08-01,57,33,90
REYES,consultas prenatales,repetidas,2013-08-01,69,10,79
RIBERALTA,consultas prenatales,repetidas,2013-08-01,1111,40,1151
ROBORE,consultas prenatales,repetidas,2013-08-01,77,0,77
RURRENABAQUE,consultas prenatales,repetidas,2013-08-01,121,0,121
SABAYA,consultas prenatales,repetidas,2013-08-01,11,0,11
SACABA,consultas prenatales,repetidas,2013-08-01,1188,0,1188
SACABAMBA,consultas prenatales,repetidas,2013-08-01,11,0,11
SACACA,consultas prenatales,repetidas,2013-08-01,104,8,112
