,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,0,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,0,1
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,0,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,3,6
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,0,2,2
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,14,0,14
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,19,0,19
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,0,2
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,48,0,48
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,1,2
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,11,7,18
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,19,2,21
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,117,1,118
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,1,4
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,4,0,4
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,4,0,4
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,7,1,8
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,22,4,26
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,4,1,5
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,0,3
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,183,0,183
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,0,1
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,4,0,4
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,8,0,8
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,20,2,22
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,10,0,10
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,64,3,67
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,21,0,21
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,0,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,0,3
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,0,1
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,3,6
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,9,4,13
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,17,0,17
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,0,1,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,165,0,165
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,33,2,35
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,1,3
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,4,7
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,68,0,68
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,0,2
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,5,0,5
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,34,3,37
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,14,0,14
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,0,3
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,44,4,48
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,10,0,10
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,15,1,16
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,0,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,6,0,6
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,0,1
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,44,0,44
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,1,2
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,21,0,21
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,257,0,257
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,4,1,5
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,1,0,1
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,104,2,106
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,3,1,4
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,136,4,140
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,1,3
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,30,0,30
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,1,3
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,5,0,5
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-07-01,2,1,3
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,0,7
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,26,0,26
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,3,7
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,11,0,11
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,1,4
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,5,12
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,3,7
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,1,5
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,1,7
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,11,1,12
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,15,1,16
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,23,0,23
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,1,7
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,2,9
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,2,2
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,13,5,18
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,0,5
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,1,1
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,14,1,15
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,18,9,27
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,2,6
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,2,4
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,0,7
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,19,0,19
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,3,10
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,3,7
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,3,5
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,1,4
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,8,1,9
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,22,2,24
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,11,0,11
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,1,7
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,1,7
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,30,2,32
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,11,12
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,1,7
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,1,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,15,2,17
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,8,1,9
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,40,1,41
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,6,11
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,19,2,21
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
CHUA COCANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,10,0,10
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,2,7
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,3,8
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,11,1,12
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,50,0,50
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,9,14
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1232,5,1237
COIPASA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,68,0,68
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,25,0,25
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,0,5
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,18,10,28
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,6,13
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,8,1,9
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,10,1,11
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,0,3
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,22,1,23
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,1,4
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,14,1,15
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,94,0,94
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,10,0,10
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,1,5
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,0,3
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,1,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,854,21,875
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,30,0,30
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,1,2
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,1,8
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,22,0,22
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,1,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,2,3
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,10,0,10
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,32,0,32
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,6,9
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,1,7
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,34,0,34
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,9,0,9
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,1,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,15,0,15
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
HUATAJATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,3,4
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,0,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,9,0,9
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,0,7
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,0,7
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,30,0,30
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,83,0,83
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1395,1,1396
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,0,7
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,12,0,12
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,66,11,77
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,0,3
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,1,5
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,1,5
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,1,1
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,13,0,13
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,9,0,9
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,8,0,8
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,11,4,15
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,8,0,8
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,27,4,31
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,9,6,15
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,1,8
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,107,1,108
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,5,12
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,2,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,13,19
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,1,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,327,0,327
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,19,7,26
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,1,8
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,15,0,15
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,0,1,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,19,0,19
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,0,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,1,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,8,8,16
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,11,0,11
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,1,8
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,0,5
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,5,12
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,3,1,4
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,338,0,338
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,5,7
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,21,2,23
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,9,3,12
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,3,8
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,0,5
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,1,5
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,21,0,21
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,14,0,14
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,111,1,112
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,3,10
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,37,1,38
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,148,0,148
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,7,7,14
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,9,6,15
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,165,8,173
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,20,0,20
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,10,0,10
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,0,5
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,123,0,123
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,6,10
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,20,4,24
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,3,9
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,1,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,0,5
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,0,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,2,1,3
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,17,54,71
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,6,0,6
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,12,0,12
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,27,0,27
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,51,1,52
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,5,0,5
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,9,0,9
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,39,31,70
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,0,4
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,23,0,23
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,4,1,5
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2013-08-01,11,0,11
