,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,3,6,0,0,3,4,0,0,0,0,0,0,17
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,0,1,6,0,0,0,0,0,0,8
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,2,1,0,2,2,1,0,0,0,0,0,0,8
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,12,6,1,0,0,0,0,0,0,0,0,0,0,0,19
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,18,35,40,48,17,22,34,62,9,17,0,0,0,0,302
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,0,2,2,1,1,3,7,0,0,0,0,0,0,17
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,2,6,1,1,2,1,0,0,0,0,0,0,13
COROICO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,0,6,7,1,3,1,9,1,1,0,0,0,0,30
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,0,1,3,0,0,0,2,0,0,0,0,0,0,7
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,9,8,16,8,3,4,6,8,1,1,0,0,0,0,64
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,6,4,3,5,7,8,12,15,4,2,0,0,0,0,66
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,1,0,0,2,1,0,2,0,0,0,0,7
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,2,1,2,0,0,2,5,0,0,0,0,0,0,12
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,2,1,0,0,1,1,0,0,0,0,0,0,6
HUMANATA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-05-01,26,24,28,16,7,8,7,6,5,2,0,0,0,0,129
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado,2022-05-01,3,4,4,2,3,3,2,8,0,0,0,0,0,0,29
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,2,1,0,2,0,0,0,0,5
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,3,0,0,0,0,0,2,0,0,0,0,0,0,5
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,1,5,1,0,0,3,1,1,0,0,0,0,13
MALLA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,4,2,1,3,3,5,0,0,0,0,0,0,18
MONTERO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,7,19,25,19,51,22,67,48,3,1,0,0,0,0,262
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,2,0,4,0,1,1,4,0,0,0,0,0,0,13
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
POCONA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
POOPO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
POROMA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,3,2,0,0,0,0,0,0,0,0,0,0,6
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,6,2,2,3,4,0,0,0,0,0,0,18
PRESTO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,1,5,4,0,2,0,2,0,0,0,0,0,0,15
PUCARANI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,2,3,5,3,0,1,1,0,1,0,0,0,0,16
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,3,0,0,0,0,0,1,1,0,0,0,0,5
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,3,4,7,3,5,1,1,15,3,1,0,0,0,0,43
RAVELO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,10,6,8,9,9,6,0,0,0,0,0,0,48
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,20
SABAYA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,12,9,10,18,2,2,10,11,2,5,0,0,0,0,81
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,2,1,1,0,0,1,2,0,0,0,0,8
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,8,0,0,1,0,0,0,0,0,0,9
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,0,1,0,0,0,2,0,0,0,0,0,0,4
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,13,3,35,17,0,0,15,3,2,4,0,0,0,0,92
SAN PEDRO DE CURAHUARA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,0,1,5,0,0,0,0,0,0,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,35,42,7,9,2,4,9,24,46,58,0,0,0,0,236
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-05-01,4,10,16,5,2,5,10,24,0,0,0,0,0,0,76
TACOBAMBA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,4,1,1,4,0,0,0,1,0,0,0,0,0,0,11
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,2,4,2,10,0,4,5,29,2,2,0,0,0,0,60
TARVITA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,2,0,1,1,0,0,1,0,0,0,0,0,0,0,5
TOCO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,3,2,0,0,2,1,0,0,0,0,0,0,0,9
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,3,4,9,0,0,0,0,0,0,17
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4
TURCO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
VIACHA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,1,1,7,0,3,3,4,0,0,0,0,0,0,19
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,2,1,1,3,3,0,0,5,0,0,0,0,0,0,15
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-05-01,1,5,0,1,0,0,1,4,0,0,0,0,0,0,12
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,7
VINTO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YACO,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,6,9,1,10,9,16,1,0,0,0,0,0,52
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
YAPACANI,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,2,2,0,2,0,3,0,0,0,0,0,0,9
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5
YOTALA,atencion odontologica,trat. odontologico integral terminado,2022-05-01,2,0,3,1,0,0,0,1,0,0,0,0,0,0,7
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2022-05-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,9,3,5,3,0,0,0,0,0,0,20
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,3,0,0,0,1,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,1,1,1,4,0,1,0,0,0,0,9
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,2,0,2,6,2,2,0,0,0,0,14
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,5,1,0,1,4,5,0,1,0,0,0,0,17
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,2,1,10,3,0,9,11,0,0,0,0,0,0,36
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
CARAPARI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,2,0,1,2,3,0,0,0,0,0,0,8
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,9,4,1,1,0,0,1,2,0,0,0,0,0,0,18
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,35,28,30,42,4,14,32,61,17,15,0,0,0,0,278
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,1,0,0,1,3,0,0,0,0,0,0,6
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLLANA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,1,0,0,1,1,1,0,0,0,0,5
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,4,0,15,29,4,5,5,53,2,2,0,0,0,0,119
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,7,2,18,12,6,9,13,53,2,0,0,0,0,0,122
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
DESAGUADERO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,2,0,8,0,0,0,0,0,0,11
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,7,5,6,4,5,4,2,11,4,0,0,0,0,0,48
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,10,11,7,4,7,9,20,17,20,22,0,0,0,0,127
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,2,1,1,0,3,0,0,0,0,0,0,8
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,1,0,0,0,3,0,0,0,0,0,0,5
FERNANDEZ ALONSO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
GUANAY,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-06-01,3,2,0,0,1,1,0,1,0,1,0,0,0,0,9
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,1,0,1,1,0,0,0,0,0,4
HUMANATA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,4,0,2,0,0,0,0,0,0,0,0,0,6
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-06-01,13,16,42,46,13,13,4,20,9,17,0,0,0,0,193
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,4,4,9,15,0,3,4,23,1,0,0,0,0,0,63
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,2,1,1,0,1,1,1,0,0,0,0,0,0,8
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4
MALLA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,6,4,0,0,0,0,0,0,0,0,0,0,10
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,0,3,1,1,4,11,1,1,0,0,0,0,23
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,15,9,36,25,38,28,56,81,3,3,0,0,0,0,294
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,5
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
POCONA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
POOPO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,0,0,2,0,1,0,1,0,0,0,0,0,0,5
POROMA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,5,10,17,11,5,3,22,40,7,8,0,0,0,0,128
PRESTO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,3,4,2,6,0,5,2,2,0,0,0,0,0,0,24
PUCARANI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,4,3,1,0,0,0,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,1,0,6,0,3,2,4,0,0,0,0,0,0,17
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,4,6,12,9,1,4,4,22,1,1,0,0,0,0,64
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,9,10,1,3,0,1,1,2,0,0,0,0,0,0,27
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,11,8,14,14,4,6,10,17,12,8,0,0,0,0,104
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,1,0,1,1,2,0,0,0,0,6
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,0,0,2,0,0,2,0,0,0,0,0,0,5
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN MIGUEL DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,1,2,58,54,34,36,0,11,5,8,0,0,0,0,209
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,1,1,3,2,2,2,0,0,0,0,0,13
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,31,25,7,5,5,5,7,23,0,0,0,0,0,0,108
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2022-06-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
