,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,0,2,2,0,6,0,0,0,0,0,0,10
CAPINOTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,3,1,0,0,0,8,0,0,0,0,0,0,12
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,6,5,12,15,12,20,16,9,0,0,0,0,95
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,2,0,0,4,1,4,6,4,0,0,0,0,0,0,21
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,4,2,2,0,3,2,0,1,0,0,0,0,14
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,2,2,0,0,0,6,2,4,0,0,0,0,16
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,3,2,15,13,12,8,17,17,12,8,0,0,0,0,107
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,1,0,2,0,0,3,1,3,2,0,0,0,0,12
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,1,3,6,1,1,1,1,0,0,0,0,0,0,14
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,26,6,3,4,30,49,35,26,0,0,0,0,179
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,1,0,0,2,2,3,0,0,0,0,0,0,8
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,2,0,1,1,32,1,0,1,0,0,0,0,38
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,2,0,3,0,7,9,36,54,6,10,0,0,0,0,127
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,1,0,0,2,3,3,5,0,0,0,0,14
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,2,0,1,2,5,7,7,23,2,1,0,0,0,0,50
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,1,75,24,0,0,0,0,0,0,0,0,0,0,100
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN RAMON BENI,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,1,6,0,1,1,2,8,2,0,0,0,0,21
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,4,1,21,25,9,3,42,64,48,7,0,0,0,0,224
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,3,1,3,0,3,13,0,0,0,0,0,0,23
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,3,8,0,5,6,8,4,1,0,0,0,0,35
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,4,4,15,18,10,8,18,9,3,0,0,0,0,0,89
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,5,9,2,2,6,7,3,2,0,0,0,0,36
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,5,1,0,0,2,3,3,3,0,0,0,0,17
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-09-01,0,0,4,6,3,3,6,6,2,2,0,0,0,0,32
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,1,6,1,1,1,4,0,1,0,0,0,0,15
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,1,0,0,0,0,1,1,0,1,0,0,0,0,4
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,1,0,1,12,8,0,0,0,0,22
BETANZOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,2,4,5,11,13,13,15,7,6,0,0,0,0,76
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,7,4,0,0,3,1,1,0,0,0,0,0,16
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,1,0,4,2,0,0,3,1,2,3,0,0,0,0,16
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,11,12,7,14,17,19,11,4,0,0,0,0,95
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,3,2,2,2,0,0,0,0,0,0,9
EL VILLAR,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,1,1,3,0,1,4,18,2,0,0,0,0,0,30
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,2,6,0,2,1,7,2,2,0,0,0,0,22
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,16,12,7,8,50,58,50,32,0,0,0,0,233
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,1,6,3,0,1,3,0,1,0,0,0,0,15
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,1,4,0,1,6,4,5,3,0,0,0,0,24
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,4,0,9,14,11,15,35,62,5,11,0,0,0,0,166
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,1,0,7,1,2,2,9,16,1,0,0,0,0,0,39
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,1,0,1,4,1,2,5,11,4,0,0,0,0,0,29
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,1,3,8,5,0,0,0,0,0,0,0,0,0,0,17
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,1,5,4,5,5,12,10,2,2,0,0,0,0,46
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,2,6,0,2,1,5,0,1,0,0,0,0,17
SORATA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,3,5,4,1,5,3,2,0,0,0,0,0,23
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,11,11,3,1,5,12,6,1,0,0,0,0,50
TOLEDO,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,4,1,12,10,6,9,26,46,1,3,0,0,0,0,118
UNCIA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,3,0,0,3,8,4,0,0,0,0,0,0,18
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2022-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,4,0,0,1,7,3,1,0,0,0,0,17
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,2,4,9,8,1,6,6,30,5,2,0,0,0,0,73
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,3,0,6,8,5,9,12,37,2,11,0,0,0,0,93
BAURES,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,2,1,0,0,5,4,0,0,0,0,0,0,12
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,0,12,4,2,0,0,0,0,0,18
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,2,0,3,1,0,2,2,9,1,0,0,0,0,0,20
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,2,1,0,0,0,4,1,0,0,0,0,0,8
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,1,1,4,2,10,0,0,0,0,0,0,19
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,5,4,8,11,42,13,5,5,0,0,0,0,93
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,1,0,0,3,2,2,1,0,0,0,0,10
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,1,0,1,5,2,1,7,9,3,7,0,0,0,0,36
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,13,15,6,4,4,6,7,17,10,2,0,0,0,0,84
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,8,3,28,26,37,16,106,174,82,52,0,0,0,0,532
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,0,0,0,14,16,0,0,0,0,0,0,31
MORO MORO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,5,11,11,12,23,26,40,0,4,0,0,0,0,132
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,2,0,0,1,5,0,2,0,0,0,0,10
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,2,1,0,3,7,14,2,3,0,0,0,0,32
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,2,12,9,0,8,3,14,2,2,0,0,0,0,52
SAN JAVIER(BNI),atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,1,0,0,0,0,2,0,2,0,0,0,0,5
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
SAN RAMON BENI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,3,3,0,1,5,6,1,1,0,0,0,0,20
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,5,6,7,4,28,25,4,3,0,0,0,0,82
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,5,2,1,2,3,18,2,1,0,0,0,0,34
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,2,4,6,4,1,1,12,20,3,1,0,0,0,0,54
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,1,0,6,16,0,1,3,3,4,0,0,0,0,0,34
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,1,11,9,8,12,11,23,62,3,1,0,0,0,0,141
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,0,0,2,0,1,1,8,5,3,0,0,0,0,20
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,1,0,2,2,0,0,3,2,6,0,0,0,0,0,16
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2022-11-01,0,3,2,3,4,5,6,6,5,1,0,0,0,0,35
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,6,6,0,0,3,3,1,0,0,0,0,0,19
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,5,17,3,7,2,20,2,6,0,0,0,0,62
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,0,0,0,12,8,0,0,0,0,20
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,2,0,1,2,1,1,2,2,0,0,0,0,0,0,11
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,4,0,2,0,0,0,2,0,0,0,0,0,8
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,1,1,0,0,1,0,7,0,1,0,0,0,0,11
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,1,6,3,0,4,6,0,0,0,0,0,0,20
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,5,5,16,15,26,30,7,7,0,0,0,0,111
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,1,3,3,0,0,8,0,0,0,0,0,0,15
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,3,6,2,2,2,5,2,2,0,0,0,0,24
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,10,13,8,5,4,9,2,3,0,0,0,0,54
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,2,1,2,3,4,2,0,0,0,0,14
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,3,6,12,1,1,1,8,0,0,0,0,0,0,32
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,5,7,2,0,1,2,0,0,0,0,0,0,17
JESUS DE MACHACA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,3,1,77,71,8,21,79,136,48,43,0,0,0,0,487
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,12,2,7,4,36,34,8,7,0,0,0,0,110
PADCAYA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,2,2,0,0,0,2,0,0,0,0,0,0,6
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,0,1,5,1,1,0,0,0,0,8
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,1,4,15,1,1,1,12,6,4,0,0,0,0,45
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,4,9,0,2,6,10,0,0,0,0,0,0,31
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,19,8,0,0,5,4,3,0,0,0,0,0,39
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,0,0,2,7,2,0,0,0,0,0,11
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,1,1,13,18,9,8,18,38,13,3,0,0,0,0,122
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,7,1,0,0,4,8,0,0,0,0,0,0,20
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,0,0,4,0,2,1,1,0,0,0,0,0,8
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,1,19,11,2,0,2,17,5,0,0,0,0,0,57
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,7,2,0,0,4,9,12,3,0,0,0,0,37
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,5,5,1,1,4,23,0,0,0,0,0,0,39
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,5,6,2,2,2,3,5,5,0,0,0,0,30
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,4,7,4,2,3,11,1,1,0,0,0,0,33
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,1,1,1,0,1,0,1,2,0,0,0,0,0,7
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2022-12-01,0,4,5,6,5,4,3,6,0,0,0,0,0,0,33
