,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,TOTALES
VILLA RIVERO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
VILLA TUNARI,atencion odontologica,rayos x dental,2022-03-01,3,1,7,5,4,2,2,13,2,2,0,0,0,0,41
VILLAZON,atencion odontologica,rayos x dental,2022-03-01,2,1,2,1,0,0,11,15,1,0,0,0,0,0,33
VINTO,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
YACUIBA,atencion odontologica,rayos x dental,2022-03-01,0,0,1,1,0,1,1,9,1,0,0,0,0,0,14
YOCALLA,atencion odontologica,rayos x dental,2022-03-01,0,0,2,0,0,0,1,5,0,0,0,0,0,0,8
YOTALA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,2,0,1,4,0,0,0,0,0,0,7
YUNCHARA,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
ZUDAÑEZ,atencion odontologica,rayos x dental,2022-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4
ACHOCALLA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,1,0,3,5,0,1,0,0,0,0,11
ALALAY,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
ANCORAIMES,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,2,0,1,3,0,1,0,0,0,0,7
ANDAMARCA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,3,1,2,0,0,0,0,0,0,6
APOLO,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,0,1,2,6,0,0,0,0,0,0,11
ARANI,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,2,4,4,6,0,3,0,0,0,0,20
ARBIETO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ARQUE,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ATOCHA,atencion odontologica,rayos x dental,2022-04-01,1,1,1,2,0,3,12,21,2,0,0,0,0,0,43
BERMEJO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,3,23,0,0,0,0,0,0,27
BETANZOS,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,1,0,1,4,0,0,0,0,0,7
CAMARGO,atencion odontologica,rayos x dental,2022-04-01,0,0,3,0,0,1,3,14,0,2,0,0,0,0,23
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,0,0,14,0,0,0,0,0,0,15
CAMIRI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,3,1,2,4,9,0,0,0,0,0,0,19
CAPINOTA,atencion odontologica,rayos x dental,2022-04-01,2,1,1,2,0,0,8,4,0,2,0,0,0,0,20
CARACOLLO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
CARANGAS,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,1,2,1,1,1,2,0,0,0,0,10
CARIPUYO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHAQUI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,1,3,0,0,0,0,0,0,0,5
CHARAGUA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,1,1,4,5,0,0,0,0,0,0,12
CHAYANTA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,2,0,0,2,3,0,0,0,0,0,0,7
CKOCHAS,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2022-04-01,1,0,6,1,2,0,8,9,6,0,0,0,0,0,33
COCHABAMBA,atencion odontologica,rayos x dental,2022-04-01,5,7,24,37,21,35,150,284,99,89,0,0,0,0,751
COIPASA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,rayos x dental,2022-04-01,0,0,4,2,0,1,4,7,1,1,0,0,0,0,20
"COLCHA ""K""",atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLLANA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COLPA BELGICA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,2,0,1,2,1,0,0,0,0,0,0,6
COLQUECHACA,atencion odontologica,rayos x dental,2022-04-01,0,2,0,0,6,3,8,23,0,0,0,0,0,0,42
COMARAPA,atencion odontologica,rayos x dental,2022-04-01,0,0,3,0,1,0,3,4,0,2,0,0,0,0,13
COPACABANA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
CORQUE,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,rayos x dental,2022-04-01,0,0,6,5,1,2,3,15,0,5,0,0,0,0,37
COTOCA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,4,0,0,0,2,0,0,0,0,0,0,6
CUEVO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CULPINA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,1,8,10,18,0,5,0,0,0,0,44
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2022-04-01,0,0,2,4,2,4,6,9,3,1,0,0,0,0,31
EL ALTO,atencion odontologica,rayos x dental,2022-04-01,0,0,6,7,0,3,6,17,0,0,0,0,0,0,39
EL PUENTE(TJA),atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
EL TORNO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,2,3,3,3,5,5,7,0,0,0,0,28
EL VILLAR,atencion odontologica,rayos x dental,2022-04-01,0,0,1,2,0,2,6,14,0,0,0,0,0,0,25
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,2,0,0,7,5,0,0,0,0,0,0,14
ESCARA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
ESCOMA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2022-04-01,0,1,1,0,0,0,4,12,0,0,0,0,0,0,18
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
HUACHACALLA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,1,2,2,0,1,0,0,0,0,7
HUANUNI,atencion odontologica,rayos x dental,2022-04-01,0,2,0,3,3,2,23,25,5,1,0,0,0,0,64
HUARINA,atencion odontologica,rayos x dental,2022-04-01,2,0,0,1,4,0,2,0,0,0,0,0,0,0,9
HUATAJATA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,0,0,3,1,0,0,0,0,0,5
INCAHUASI,atencion odontologica,rayos x dental,2022-04-01,0,0,1,2,0,1,3,10,0,0,0,0,0,0,17
INQUISIVI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
IXIAMAS,atencion odontologica,rayos x dental,2022-04-01,0,0,2,0,1,5,0,2,2,0,0,0,0,0,12
LA ASUNTA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,rayos x dental,2022-04-01,11,8,40,39,31,52,140,232,54,48,0,0,0,0,655
LA RIVERA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,rayos x dental,2022-04-01,0,0,2,1,3,1,1,4,0,0,0,0,0,0,12
LAS CARRERAS,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5
MACHACAMARCA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,2,2,1,1,0,1,0,0,0,0,0,7
MAGDALENA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,0,4,5,0,0,0,0,0,0,10
MAPIRI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,3,10,0,0,0,0,0,0,13
MECAPACA,atencion odontologica,rayos x dental,2022-04-01,3,0,4,8,2,7,2,6,0,0,0,0,0,0,32
MIZQUE,atencion odontologica,rayos x dental,2022-04-01,0,0,0,3,1,0,0,6,0,2,0,0,0,0,12
MOJINETE,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,rayos x dental,2022-04-01,1,0,3,1,0,1,1,2,1,0,0,0,0,0,10
MONTERO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,rayos x dental,2022-04-01,10,21,57,72,56,42,170,282,36,31,0,0,0,0,777
PADCAYA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
PADILLA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,5,3,15,0,0,0,0,0,0,23
PALCA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4
PAMPA GRANDE,atencion odontologica,rayos x dental,2022-04-01,0,2,1,0,0,2,1,2,0,0,0,0,0,0,8
PASORAPA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4
PAZÑA,atencion odontologica,rayos x dental,2022-04-01,1,0,2,3,2,2,4,10,0,0,0,0,0,0,24
POOPO,atencion odontologica,rayos x dental,2022-04-01,0,0,2,3,0,0,1,8,0,1,0,0,0,0,15
PORCO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
PORONGO,atencion odontologica,rayos x dental,2022-04-01,1,2,10,10,5,2,11,20,2,1,0,0,0,0,64
PORVENIR,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,1,0,2,4,0,1,0,0,0,0,10
POTOSI,atencion odontologica,rayos x dental,2022-04-01,2,0,5,7,4,13,22,39,7,5,0,0,0,0,104
PRESTO,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,0,1,5,5,0,0,0,0,0,0,13
PUCARANI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,5
PUERTO CARABUCO,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,2,2,2,20,10,0,0,0,0,0,36
PUERTO RICO,atencion odontologica,rayos x dental,2022-04-01,0,0,3,0,3,0,10,30,0,0,0,0,0,0,46
PUERTO SUAREZ,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8
PUERTO VILLARROEL,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
PUNA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,2,2,2,5,10,0,0,0,0,0,0,22
PUNATA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,4,0,0,1,3,0,0,0,0,0,10
QUIABAYA,atencion odontologica,rayos x dental,2022-04-01,1,0,0,1,1,2,3,2,0,0,0,0,0,0,10
QUILLACOLLO,atencion odontologica,rayos x dental,2022-04-01,0,0,7,6,2,6,10,22,9,10,0,0,0,0,72
REYES,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,rayos x dental,2022-04-01,0,0,7,12,3,1,30,20,11,5,0,0,0,0,89
SACACA,atencion odontologica,rayos x dental,2022-04-01,0,4,0,0,0,0,4,0,0,0,0,0,0,0,8
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,2,1,0,6,6,0,5,0,0,0,0,21
SAMAIPATA,atencion odontologica,rayos x dental,2022-04-01,0,0,5,4,2,0,1,8,4,0,0,0,0,0,24
SAN BENITO,atencion odontologica,rayos x dental,2022-04-01,0,0,12,2,3,4,9,14,4,2,0,0,0,0,50
SAN BORJA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN CARLOS,atencion odontologica,rayos x dental,2022-04-01,0,0,2,2,0,1,1,1,2,1,0,0,0,0,10
SAN JULIAN,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,rayos x dental,2022-04-01,0,0,0,4,0,0,9,20,6,1,0,0,0,0,40
SAN MATIAS,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,3,1,10,19,0,3,0,0,0,0,37
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2022-04-01,0,0,1,3,0,0,3,2,4,0,0,0,0,0,13
SAN PEDRO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,9
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2022-04-01,22,37,68,77,75,49,359,527,103,136,0,0,0,0,1453
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,1,3,8,0,0,0,0,0,0,13
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE MACHACA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
SANTIVAÑES,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,2,1,3,0,1,0,0,0,0,7
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,9,3,5,0,0,0,0,0,17
SAPAHAQUI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,3,4,4,0,0,0,0,0,0,12
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2022-04-01,0,0,1,0,0,1,1,3,2,0,0,0,0,0,8
SIPE SIPE,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SOPACHUY,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,0,1,2,11,1,0,0,0,0,0,17
SORACACHI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SORATA,atencion odontologica,rayos x dental,2022-04-01,1,0,0,1,1,2,2,2,1,0,0,0,0,0,10
SUCRE,atencion odontologica,rayos x dental,2022-04-01,0,0,10,5,3,8,17,29,4,2,0,0,0,0,78
TACACOMA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARABUCO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,2,1,0,2,19,0,2,0,0,0,0,26
TARIJA,atencion odontologica,rayos x dental,2022-04-01,0,0,5,1,2,4,10,21,8,1,0,0,0,0,52
TIQUIPAYA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
TIRAQUE (CBBA),atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,3,1,5,0,1,0,0,0,0,10
TOCO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
TORO TORO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,2,1,2,2,2,0,0,0,0,0,0,9
TOTORA(ORR),atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
TUPIZA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,2,5,1,0,0,0,0,0,8
TURCO,atencion odontologica,rayos x dental,2022-04-01,0,1,1,1,1,2,1,7,3,0,0,0,0,0,17
UMALA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
UNCIA,atencion odontologica,rayos x dental,2022-04-01,1,2,2,1,2,2,2,13,1,1,0,0,0,0,27
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2022-04-01,0,0,2,2,0,1,4,18,1,0,0,0,0,0,28
UYUNI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,5,2,2,4,1,0,0,0,0,0,0,14
VACAS,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
VALLEGRANDE,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,0,5,2,7,0,0,0,0,0,0,16
VIACHA,atencion odontologica,rayos x dental,2022-04-01,1,1,5,3,0,2,8,9,2,4,0,0,0,0,35
VILLA CHARCAS,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,1,0,5,3,4,3,0,0,0,0,16
VILLA RIVERO,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,0,0,1,2,1,2,0,0,0,0,8
VILLA SERRANO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,2,2,3,10,4,0,0,0,0,0,21
VILLAZON,atencion odontologica,rayos x dental,2022-04-01,0,0,0,4,0,2,4,11,1,0,0,0,0,0,22
VINTO,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,rayos x dental,2022-04-01,0,0,1,1,0,0,1,5,0,0,0,0,0,0,8
YOCALLA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,2,2,5,3,0,0,0,0,0,13
YOTALA,atencion odontologica,rayos x dental,2022-04-01,0,0,3,1,0,1,2,10,1,0,0,0,0,0,18
YUNCHARA,atencion odontologica,rayos x dental,2022-04-01,0,0,0,1,0,3,1,4,0,0,0,0,0,0,9
ZUDAÑEZ,atencion odontologica,rayos x dental,2022-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
ACHACACHI,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
ACHOCALLA,atencion odontologica,rayos x dental,2022-05-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,11,4,1,3,0,0,0,0,19
ANDAMARCA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,rayos x dental,2022-05-01,1,0,0,0,0,0,2,1,0,0,0,0,0,0,4
ANZALDO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
APOLO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,3,1,1,1,2,0,0,0,0,0,0,8
ARANI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,5,5,3,2,2,0,0,0,0,17
ATOCHA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,3,11,7,0,0,0,0,0,0,21
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,6,0,3,0,0,0,0,10
BERMEJO,atencion odontologica,rayos x dental,2022-05-01,0,0,3,1,1,0,4,13,2,6,0,0,0,0,30
BETANZOS,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,3,4,0,0,0,0,0,0,8
CAMARGO,atencion odontologica,rayos x dental,2022-05-01,0,0,2,1,3,1,3,13,0,0,0,0,0,0,23
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,4,5,7,0,0,0,0,0,0,16
CAMIRI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,2,6,4,13,6,2,0,0,0,0,33
CAPINOTA,atencion odontologica,rayos x dental,2022-05-01,0,0,4,1,1,0,10,18,2,1,0,0,0,0,37
CARACOLLO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,2,0,5,0,0,0,0,0,0,7
CARANGAS,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,2,1,4,2,1,0,0,0,0,11
CARIPUYO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHAQUI,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,2,6,5,0,0,0,0,0,0,14
CHARAGUA,atencion odontologica,rayos x dental,2022-05-01,0,0,2,4,1,0,4,7,6,0,0,0,0,0,24
CHAYANTA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,2,1,4,5,0,0,0,0,0,0,13
CHIMORE,atencion odontologica,rayos x dental,2022-05-01,1,0,0,0,0,2,2,6,0,0,0,0,0,0,11
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,2,1,1,0,0,0,0,0,0,5
COBIJA,atencion odontologica,rayos x dental,2022-05-01,1,0,4,9,5,2,16,29,6,1,0,0,0,0,73
COCHABAMBA,atencion odontologica,rayos x dental,2022-05-01,4,4,40,41,45,45,214,393,138,123,0,0,0,0,1047
COLCAPIRHUA,atencion odontologica,rayos x dental,2022-05-01,1,0,1,0,1,0,1,5,4,1,0,0,0,0,14
"COLCHA ""K""",atencion odontologica,rayos x dental,2022-05-01,2,0,4,7,1,1,8,16,0,1,0,0,0,0,40
COLLANA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,3,4,2,1,5,0,1,0,0,0,0,17
COLPA BELGICA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
COLQUECHACA,atencion odontologica,rayos x dental,2022-05-01,0,1,0,0,0,2,2,16,1,0,0,0,0,0,22
COMARAPA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,2,4,1,1,0,0,0,0,9
COPACABANA,atencion odontologica,rayos x dental,2022-05-01,1,0,3,4,1,0,2,1,1,1,0,0,0,0,14
COROICO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,rayos x dental,2022-05-01,0,1,6,10,4,21,10,29,4,5,0,0,0,0,90
COTOCA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,5,1,6,0,1,0,0,0,0,13
CUEVO,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CULPINA,atencion odontologica,rayos x dental,2022-05-01,0,0,2,9,1,10,14,34,4,2,0,0,0,0,76
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2022-05-01,1,1,4,1,0,1,2,5,0,1,0,0,0,0,16
EL ALTO,atencion odontologica,rayos x dental,2022-05-01,4,1,7,5,1,1,2,17,1,4,0,0,0,0,43
EL PUENTE(TJA),atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,1,3,0,0,0,0,0,0,5
EL TORNO,atencion odontologica,rayos x dental,2022-05-01,0,0,2,4,6,3,13,15,2,1,0,0,0,0,46
EL VILLAR,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,7,7,10,0,0,0,0,0,0,25
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,5,2,2,3,5,0,0,0,0,0,0,17
ESCARA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
ESCOMA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
ESMERALDA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,1,8,0,2,0,0,0,0,12
GUANAY,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUACARETA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,2,7,0,0,0,0,0,0,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
HUACHACALLA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,1,0,2,1,0,1,0,0,0,0,5
HUANUNI,atencion odontologica,rayos x dental,2022-05-01,5,3,4,3,10,4,16,27,0,0,0,0,0,0,72
HUARINA,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
HUATAJATA,atencion odontologica,rayos x dental,2022-05-01,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4
INCAHUASI,atencion odontologica,rayos x dental,2022-05-01,0,0,0,3,3,3,1,9,0,1,0,0,0,0,20
IXIAMAS,atencion odontologica,rayos x dental,2022-05-01,0,0,0,1,0,2,6,7,1,0,0,0,0,0,17
LA PAZ,atencion odontologica,rayos x dental,2022-05-01,10,14,46,39,36,31,120,191,45,41,0,0,0,0,573
LAGUNILLAS,atencion odontologica,rayos x dental,2022-05-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4
