,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
LA ASUNTA,atencion odontologica,consulta nueva,2022-06-01,192,144,553,629,108,220,244,692,70,46,0,94,0,16,3008
LA GUARDIA,atencion odontologica,consulta nueva,2022-06-01,100,51,98,91,16,51,75,241,38,38,0,17,0,8,824
LA PAZ,atencion odontologica,consulta nueva,2022-06-01,1273,1213,2011,2001,682,881,2651,5239,927,868,0,606,0,98,18450
LA RIVERA,atencion odontologica,consulta nueva,2022-06-01,0,4,10,17,2,1,3,13,2,4,0,0,0,0,56
LAGUNILLAS,atencion odontologica,consulta nueva,2022-06-01,17,7,9,11,4,10,14,57,12,10,0,2,0,6,159
LAJA,atencion odontologica,consulta nueva,2022-06-01,35,36,229,263,35,38,48,153,21,27,0,20,0,6,911
LAS CARRERAS,atencion odontologica,consulta nueva,2022-06-01,1,1,20,37,4,7,38,60,7,9,0,3,0,0,187
LICOMA PAMPA,atencion odontologica,consulta nueva,2022-06-01,8,22,87,92,13,7,29,50,8,4,0,0,0,2,322
LLALLAGUA,atencion odontologica,consulta nueva,2022-06-01,159,128,240,197,65,91,135,474,12,29,0,40,0,0,1570
LLICA,atencion odontologica,consulta nueva,2022-06-01,8,16,14,31,2,20,35,62,3,7,0,7,0,3,208
LORETO,atencion odontologica,consulta nueva,2022-06-01,0,0,12,14,2,2,1,6,0,0,0,3,0,0,40
LURIBAY,atencion odontologica,consulta nueva,2022-06-01,28,12,53,41,25,13,58,107,34,26,0,11,0,3,411
MACHACAMARCA,atencion odontologica,consulta nueva,2022-06-01,8,13,50,34,2,7,56,113,27,29,0,9,0,0,348
MACHARETI,atencion odontologica,consulta nueva,2022-06-01,21,45,41,45,13,16,21,76,7,2,0,10,0,0,297
MAGDALENA,atencion odontologica,consulta nueva,2022-06-01,0,2,15,28,11,11,19,68,7,5,0,3,0,0,169
MAIRANA,atencion odontologica,consulta nueva,2022-06-01,34,17,104,68,22,49,28,105,15,22,0,14,0,1,479
MALLA,atencion odontologica,consulta nueva,2022-06-01,6,9,86,79,34,33,13,32,4,4,0,1,0,3,304
MAPIRI,atencion odontologica,consulta nueva,2022-06-01,19,15,42,101,28,29,29,93,7,4,0,1,0,1,369
MECAPACA,atencion odontologica,consulta nueva,2022-06-01,34,23,91,120,35,51,90,147,16,11,0,12,0,2,632
MINEROS,atencion odontologica,consulta nueva,2022-06-01,15,9,138,126,3,14,5,43,13,9,0,21,0,4,400
MIZQUE,atencion odontologica,consulta nueva,2022-06-01,54,40,100,102,38,82,88,256,40,31,0,0,0,11,842
MOCOMOCO,atencion odontologica,consulta nueva,2022-06-01,19,31,23,48,41,35,67,90,21,10,0,6,0,0,391
MOJINETE,atencion odontologica,consulta nueva,2022-06-01,6,2,0,10,4,0,21,27,4,3,0,0,0,3,80
MOJOCOYA,atencion odontologica,consulta nueva,2022-06-01,18,25,63,75,30,47,50,116,19,15,0,0,0,0,458
MONTEAGUDO,atencion odontologica,consulta nueva,2022-06-01,43,60,98,145,47,87,219,406,29,36,0,34,0,2,1206
MONTERO,atencion odontologica,consulta nueva,2022-06-01,566,645,598,784,141,239,285,915,82,59,0,191,0,9,4514
MORO MORO,atencion odontologica,consulta nueva,2022-06-01,6,14,8,7,3,5,7,34,3,4,0,6,0,0,97
MOROCHATA,atencion odontologica,consulta nueva,2022-06-01,15,2,62,152,71,102,99,264,28,40,0,56,0,6,897
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2022-06-01,12,6,31,47,0,1,2,7,1,0,0,0,0,0,107
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2022-06-01,5,0,1,7,1,1,0,4,2,0,0,0,0,0,21
OCURI,atencion odontologica,consulta nueva,2022-06-01,134,104,90,81,28,61,75,189,60,26,0,18,0,5,871
OKINAWA,atencion odontologica,consulta nueva,2022-06-01,1,1,15,5,7,9,11,31,3,6,0,1,0,0,90
OMEREQUE,atencion odontologica,consulta nueva,2022-06-01,0,0,6,7,1,4,8,5,1,0,0,0,0,1,33
ORURO,atencion odontologica,consulta nueva,2022-06-01,475,538,841,957,323,436,1394,2878,336,264,0,394,0,88,8924
PADCAYA,atencion odontologica,consulta nueva,2022-06-01,7,14,74,96,24,44,87,238,28,21,0,4,0,0,637
PADILLA,atencion odontologica,consulta nueva,2022-06-01,7,20,61,36,8,16,55,147,11,12,0,3,0,0,376
PAILON,atencion odontologica,consulta nueva,2022-06-01,44,40,94,168,20,71,85,260,24,5,0,22,0,0,833
PALCA,atencion odontologica,consulta nueva,2022-06-01,50,71,100,78,26,75,86,194,19,22,0,9,0,3,733
PALOS BLANCOS,atencion odontologica,consulta nueva,2022-06-01,38,49,267,294,38,58,57,190,25,18,0,16,0,13,1063
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2022-06-01,11,16,45,33,11,2,5,16,3,2,0,4,0,0,148
PAMPA GRANDE,atencion odontologica,consulta nueva,2022-06-01,5,2,7,8,3,17,6,43,3,2,0,2,0,1,99
PAPEL PAMPA,atencion odontologica,consulta nueva,2022-06-01,8,7,16,17,21,23,29,43,12,12,0,1,0,0,189
PASORAPA,atencion odontologica,consulta nueva,2022-06-01,0,5,112,118,6,30,50,76,22,10,0,0,0,1,430
PATACAMAYA,atencion odontologica,consulta nueva,2022-06-01,92,78,142,170,35,28,46,136,3,14,0,2,0,13,759
PAZÑA,atencion odontologica,consulta nueva,2022-06-01,14,14,43,55,7,9,22,48,4,16,0,6,0,0,238
PELECHUCO,atencion odontologica,consulta nueva,2022-06-01,37,37,176,167,13,28,39,76,6,12,0,0,0,0,591
POCOATA,atencion odontologica,consulta nueva,2022-06-01,59,62,82,94,35,95,91,202,45,38,0,34,0,10,847
POCONA,atencion odontologica,consulta nueva,2022-06-01,17,25,35,57,19,68,52,192,33,11,0,16,0,1,526
POJO (CBBA),atencion odontologica,consulta nueva,2022-06-01,19,16,71,58,30,95,42,150,11,14,0,15,0,19,540
POOPO,atencion odontologica,consulta nueva,2022-06-01,53,36,112,113,2,12,66,102,25,15,0,18,0,0,554
PORCO,atencion odontologica,consulta nueva,2022-06-01,47,28,24,17,9,26,4,83,5,1,0,39,0,10,293
POROMA,atencion odontologica,consulta nueva,2022-06-01,22,27,150,150,97,104,67,134,14,17,0,12,0,0,794
PORONGO,atencion odontologica,consulta nueva,2022-06-01,33,35,61,88,11,44,39,125,24,14,0,5,0,0,479
PORTACHUELO,atencion odontologica,consulta nueva,2022-06-01,0,2,9,21,5,13,12,18,2,3,0,7,0,5,97
PORVENIR,atencion odontologica,consulta nueva,2022-06-01,25,18,112,119,15,32,22,55,3,6,0,9,0,3,419
POSTRER VALLE,atencion odontologica,consulta nueva,2022-06-01,16,15,37,22,4,4,16,23,1,3,0,0,0,3,144
POTOSI,atencion odontologica,consulta nueva,2022-06-01,327,309,543,620,193,259,617,1426,162,128,0,132,0,20,4736
PRESTO,atencion odontologica,consulta nueva,2022-06-01,7,14,55,97,39,105,77,185,9,3,0,20,0,0,611
PUCARA,atencion odontologica,consulta nueva,2022-06-01,0,1,2,2,0,0,1,11,2,1,0,1,0,0,21
PUCARANI,atencion odontologica,consulta nueva,2022-06-01,26,48,162,165,63,93,70,162,40,26,0,16,0,1,872
PUERTO ACOSTA,atencion odontologica,consulta nueva,2022-06-01,10,4,15,17,18,12,33,37,12,10,0,2,0,0,170
PUERTO CARABUCO,atencion odontologica,consulta nueva,2022-06-01,9,8,60,46,24,36,44,65,12,8,0,7,0,1,320
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2022-06-01,26,35,17,82,34,25,47,46,1,3,0,5,0,0,321
PUERTO PEREZ,atencion odontologica,consulta nueva,2022-06-01,1,8,5,15,0,9,7,15,4,6,0,1,0,0,71
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2022-06-01,59,28,18,10,7,13,11,42,3,3,0,1,0,0,195
PUERTO RICO,atencion odontologica,consulta nueva,2022-06-01,6,0,31,32,10,19,48,55,4,2,0,5,0,2,214
PUERTO SUAREZ,atencion odontologica,consulta nueva,2022-06-01,7,2,29,38,6,13,13,62,4,5,0,1,0,4,184
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2022-06-01,75,98,241,315,122,199,226,778,38,53,0,59,0,81,2285
PUNA,atencion odontologica,consulta nueva,2022-06-01,26,44,66,64,18,44,78,176,38,29,0,16,0,6,605
PUNATA,atencion odontologica,consulta nueva,2022-06-01,51,79,120,153,44,79,100,277,19,42,0,12,0,0,976
QUIABAYA,atencion odontologica,consulta nueva,2022-06-01,11,8,13,8,0,6,25,19,8,0,0,0,0,0,98
QUILLACOLLO,atencion odontologica,consulta nueva,2022-06-01,333,296,804,834,209,414,532,1607,133,125,0,183,0,49,5519
QUIME,atencion odontologica,consulta nueva,2022-06-01,15,14,32,26,11,22,127,85,20,3,0,3,0,0,358
QUIRUSILLAS,atencion odontologica,consulta nueva,2022-06-01,3,0,12,10,12,8,20,36,5,1,0,1,0,0,108
RAVELO,atencion odontologica,consulta nueva,2022-06-01,67,67,460,422,130,121,125,230,101,115,0,16,0,7,1861
REYES,atencion odontologica,consulta nueva,2022-06-01,9,7,25,32,4,9,4,16,1,0,0,0,0,1,108
RIBERALTA,atencion odontologica,consulta nueva,2022-06-01,262,285,202,188,61,212,114,557,26,15,0,325,0,58,2305
ROBORE,atencion odontologica,consulta nueva,2022-06-01,7,15,26,21,7,30,28,65,1,2,0,0,0,0,202
RURRENABAQUE,atencion odontologica,consulta nueva,2022-06-01,20,39,69,65,14,31,30,90,21,18,0,5,0,3,405
SABAYA,atencion odontologica,consulta nueva,2022-06-01,9,10,38,25,7,6,16,41,9,7,0,2,0,0,170
SACABA,atencion odontologica,consulta nueva,2022-06-01,331,259,599,723,256,419,649,1659,370,324,0,63,0,33,5685
SACABAMBA,atencion odontologica,consulta nueva,2022-06-01,0,0,15,21,6,8,8,19,6,8,0,2,0,0,93
SACACA,atencion odontologica,consulta nueva,2022-06-01,9,3,34,45,8,33,44,66,10,12,0,5,0,1,270
SAIPINA,atencion odontologica,consulta nueva,2022-06-01,6,1,6,11,4,8,25,33,2,6,0,11,0,1,114
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2022-06-01,49,31,137,169,26,48,113,172,44,35,0,11,0,5,840
SAMAIPATA,atencion odontologica,consulta nueva,2022-06-01,15,31,64,99,10,31,37,107,11,10,0,4,0,1,420
SAN AGUSTIN,atencion odontologica,consulta nueva,2022-06-01,0,0,6,9,6,0,2,11,0,3,0,2,0,0,39
SAN ANDRES,atencion odontologica,consulta nueva,2022-06-01,21,14,12,16,18,30,35,43,4,6,0,3,0,1,203
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2022-06-01,10,5,28,18,13,25,27,63,26,13,0,1,0,4,233
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2022-06-01,18,8,2,19,3,13,10,21,3,0,0,8,0,0,105
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2022-06-01,1,2,6,6,3,0,7,26,5,1,0,1,0,2,60
SAN BENITO,atencion odontologica,consulta nueva,2022-06-01,62,39,133,115,24,61,70,154,70,84,0,2,0,0,814
SAN BORJA,atencion odontologica,consulta nueva,2022-06-01,29,30,108,124,27,89,66,196,13,13,0,17,0,10,722
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2022-06-01,18,16,25,26,11,16,23,67,16,1,0,11,0,0,230
SAN CARLOS,atencion odontologica,consulta nueva,2022-06-01,7,7,15,12,10,14,28,45,9,7,0,10,0,11,175
SAN IGNACIO,atencion odontologica,consulta nueva,2022-06-01,31,10,134,193,36,97,86,227,38,13,0,3,0,0,868
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2022-06-01,57,67,64,54,16,9,31,137,27,19,0,49,0,20,550
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2022-06-01,2,0,3,9,6,5,2,17,2,0,0,0,0,0,46
SAN JAVIER(STC),atencion odontologica,consulta nueva,2022-06-01,65,73,8,1,2,0,3,12,4,7,0,4,0,5,184
SAN JOAQUIN,atencion odontologica,consulta nueva,2022-06-01,0,2,3,4,2,1,3,2,0,0,0,0,0,0,17
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2022-06-01,2,8,22,21,6,14,35,66,3,7,0,0,0,2,186
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2022-06-01,9,12,20,29,6,14,15,38,6,1,0,1,0,0,151
SAN JULIAN,atencion odontologica,consulta nueva,2022-06-01,59,89,90,199,44,89,170,343,52,19,0,20,0,7,1181
SAN LORENZO(PND),atencion odontologica,consulta nueva,2022-06-01,0,0,33,31,1,2,1,1,0,0,0,0,0,0,69
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2022-06-01,29,37,67,93,63,93,136,296,17,20,0,2,0,5,858
SAN LUCAS,atencion odontologica,consulta nueva,2022-06-01,83,86,81,94,67,125,131,341,6,11,0,21,0,4,1050
SAN MATIAS,atencion odontologica,consulta nueva,2022-06-01,21,27,19,19,9,28,21,56,9,7,0,9,0,5,230
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2022-06-01,24,18,50,45,12,43,61,134,23,19,0,17,0,0,446
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2022-06-01,3,14,17,32,11,7,8,27,6,0,0,2,0,0,127
SAN PEDRO,atencion odontologica,consulta nueva,2022-06-01,57,47,38,65,27,52,82,158,14,29,0,21,0,1,591
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2022-06-01,24,24,174,181,58,105,75,172,17,27,0,22,0,4,883
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2022-06-01,9,15,106,149,10,9,24,31,8,4,0,5,0,3,373
SAN PEDRO DE MACHA,atencion odontologica,consulta nueva,2022-06-01,22,39,64,101,32,102,87,251,57,58,0,23,0,4,840
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2022-06-01,0,0,2,1,2,3,4,2,2,0,0,3,0,0,19
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2022-06-01,14,8,119,97,11,13,13,40,9,6,0,2,0,0,332
SAN RAFAEL,atencion odontologica,consulta nueva,2022-06-01,2,1,74,72,14,11,4,37,1,1,0,1,0,0,218
SAN RAMON BENI,atencion odontologica,consulta nueva,2022-06-01,0,0,3,0,1,0,4,5,1,0,0,0,0,0,14
SAN RAMON SCZ,atencion odontologica,consulta nueva,2022-06-01,33,35,236,246,4,5,4,29,1,1,0,12,0,2,608
SANTA ANA,atencion odontologica,consulta nueva,2022-06-01,9,9,30,42,15,33,41,73,4,10,0,3,0,0,269
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2022-06-01,1508,1535,2301,2413,737,1133,3722,7746,1229,1117,0,1187,0,96,24724
SANTA ROSA,atencion odontologica,consulta nueva,2022-06-01,4,2,13,7,1,6,7,16,5,12,0,1,0,0,74
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2022-06-01,6,13,160,200,32,35,48,170,7,9,0,1,0,0,681
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2022-06-01,5,11,27,19,8,7,11,19,3,6,0,0,0,0,116
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2022-06-01,19,33,80,138,56,61,53,173,71,36,0,19,0,12,751
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2022-06-01,8,16,18,15,16,38,21,137,29,33,0,4,0,0,335
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2022-06-01,2,7,6,12,0,7,1,9,1,0,0,0,0,0,45
SANTIVAÑES,atencion odontologica,consulta nueva,2022-06-01,8,16,65,65,6,52,53,136,37,82,0,8,0,0,528
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2022-06-01,16,6,40,49,18,19,26,35,30,28,0,1,0,1,269
SAPAHAQUI,atencion odontologica,consulta nueva,2022-06-01,21,22,46,63,29,31,63,83,12,11,0,6,0,7,394
SENA,atencion odontologica,consulta nueva,2022-06-01,9,26,3,11,1,10,7,32,11,5,0,22,0,9,146
SHINAOTA,atencion odontologica,consulta nueva,2022-06-01,23,25,43,51,32,28,50,162,19,14,0,14,0,9,470
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2022-06-01,16,5,101,52,8,37,46,88,24,15,0,5,0,1,398
SICAYA,atencion odontologica,consulta nueva,2022-06-01,3,13,213,222,7,6,9,16,0,0,0,0,0,0,489
SIPE SIPE,atencion odontologica,consulta nueva,2022-06-01,91,140,317,348,69,76,144,378,49,42,0,1,0,0,1655
SOPACHUY,atencion odontologica,consulta nueva,2022-06-01,4,7,17,23,10,19,16,58,4,2,0,0,0,0,160
SORACACHI,atencion odontologica,consulta nueva,2022-06-01,46,67,288,271,93,109,113,213,58,70,0,12,0,3,1343
SORATA,atencion odontologica,consulta nueva,2022-06-01,20,19,84,84,27,23,35,73,15,7,0,10,0,0,397
SUCRE,atencion odontologica,consulta nueva,2022-06-01,625,700,1253,1240,487,685,1695,3545,301,221,0,115,0,24,10891
TACACHI,atencion odontologica,consulta nueva,2022-06-01,1,4,8,8,1,4,6,20,21,2,0,0,0,0,75
TACACOMA,atencion odontologica,consulta nueva,2022-06-01,7,3,15,19,13,25,42,73,8,1,0,7,0,2,215
TACOBAMBA,atencion odontologica,consulta nueva,2022-06-01,3,1,24,30,56,53,9,32,16,9,0,4,0,3,240
TACOPAYA,atencion odontologica,consulta nueva,2022-06-01,3,1,36,23,14,17,27,45,21,17,0,0,0,1,205
TAHUA,atencion odontologica,consulta nueva,2022-06-01,12,13,117,85,11,5,0,29,10,4,0,11,0,0,297
TAPACARI,atencion odontologica,consulta nueva,2022-06-01,22,20,49,58,39,89,55,132,23,24,0,28,0,0,539
TARABUCO,atencion odontologica,consulta nueva,2022-06-01,14,30,47,53,17,43,61,158,13,15,0,18,0,0,469
TARACO,atencion odontologica,consulta nueva,2022-06-01,8,9,21,23,7,21,25,42,15,9,0,2,0,1,183
TARATA,atencion odontologica,consulta nueva,2022-06-01,10,3,45,34,14,18,57,93,13,37,0,0,0,0,324
TARIJA,atencion odontologica,consulta nueva,2022-06-01,186,242,616,589,196,407,904,2029,228,229,0,172,0,4,5802
TARVITA,atencion odontologica,consulta nueva,2022-06-01,38,51,58,70,33,54,62,200,9,21,0,10,0,5,611
TEOPONTE,atencion odontologica,consulta nueva,2022-06-01,34,33,66,58,30,32,62,138,19,8,0,8,0,1,489
TIAHUANACU,atencion odontologica,consulta nueva,2022-06-01,4,5,23,46,22,25,30,75,20,8,0,8,0,3,269
TINGUIPAYA,atencion odontologica,consulta nueva,2022-06-01,22,23,54,79,16,70,26,110,17,44,0,16,0,3,480
TIPUANI,atencion odontologica,consulta nueva,2022-06-01,16,6,17,16,5,1,20,42,2,0,0,3,0,0,128
TIQUIPAYA,atencion odontologica,consulta nueva,2022-06-01,254,240,390,437,129,286,284,692,58,58,0,42,0,17,2887
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2022-06-01,43,23,186,153,36,76,49,214,37,29,0,0,0,0,846
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2022-06-01,8,14,10,14,4,6,24,26,8,4,0,0,0,0,118
TOCO,atencion odontologica,consulta nueva,2022-06-01,7,1,31,48,5,17,16,35,0,3,0,4,0,2,169
TODOS SANTOS,atencion odontologica,consulta nueva,2022-06-01,0,8,4,6,0,4,0,4,0,0,0,4,0,0,30
TOLATA,atencion odontologica,consulta nueva,2022-06-01,2,15,28,34,4,16,36,41,3,16,0,0,0,0,195
TOLEDO,atencion odontologica,consulta nueva,2022-06-01,3,19,9,27,18,12,19,35,13,19,0,1,0,0,175
TOMAVE,atencion odontologica,consulta nueva,2022-06-01,26,25,24,63,9,17,25,83,17,18,0,13,0,3,323
TOMINA,atencion odontologica,consulta nueva,2022-06-01,28,18,56,81,60,91,69,203,14,7,0,7,0,3,637
TORO TORO,atencion odontologica,consulta nueva,2022-06-01,15,9,14,29,37,21,40,102,9,3,0,8,0,7,294
TOTORA(CBBA),atencion odontologica,consulta nueva,2022-06-01,13,7,38,47,20,32,25,104,15,25,0,6,0,3,335
TOTORA(ORR),atencion odontologica,consulta nueva,2022-06-01,4,11,8,16,8,17,15,22,2,3,0,9,0,0,115
TRIGAL,atencion odontologica,consulta nueva,2022-06-01,1,1,3,7,3,0,7,11,3,5,0,0,0,0,41
TRINIDAD,atencion odontologica,consulta nueva,2022-06-01,179,224,246,290,67,133,251,570,111,52,0,52,0,8,2183
TUPIZA,atencion odontologica,consulta nueva,2022-06-01,62,42,98,132,27,34,96,252,61,40,0,35,0,2,881
TURCO,atencion odontologica,consulta nueva,2022-06-01,18,15,48,41,23,14,34,94,19,23,0,6,0,1,336
UMALA,atencion odontologica,consulta nueva,2022-06-01,13,15,24,35,1,14,12,26,20,28,0,0,0,0,188
UNCIA,atencion odontologica,consulta nueva,2022-06-01,28,38,102,96,22,71,83,196,17,25,0,19,0,4,701
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2022-06-01,5,10,56,39,65,68,121,313,6,24,0,4,0,1,712
URUBICHA,atencion odontologica,consulta nueva,2022-06-01,0,0,2,4,0,0,4,20,0,0,0,0,0,0,30
UYUNI,atencion odontologica,consulta nueva,2022-06-01,26,26,138,75,37,41,64,194,44,49,0,22,0,5,721
VACAS,atencion odontologica,consulta nueva,2022-06-01,8,2,19,38,17,16,28,58,8,19,0,1,0,0,214
VALLEGRANDE,atencion odontologica,consulta nueva,2022-06-01,39,39,69,79,26,44,90,216,26,44,0,8,0,1,681
VIACHA,atencion odontologica,consulta nueva,2022-06-01,114,91,241,223,82,131,172,416,60,62,0,109,0,2,1703
VILA VILA,atencion odontologica,consulta nueva,2022-06-01,20,0,12,41,4,29,61,74,17,33,0,0,0,0,291
VILLA CHARCAS,atencion odontologica,consulta nueva,2022-06-01,27,21,100,74,27,104,34,151,13,20,0,8,0,0,579
VILLA MONTES,atencion odontologica,consulta nueva,2022-06-01,19,20,114,139,58,95,198,493,66,37,0,36,0,0,1275
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2022-06-01,0,0,3,0,0,3,3,7,0,0,0,2,0,0,18
VILLA RIVERO,atencion odontologica,consulta nueva,2022-06-01,5,4,16,24,15,27,22,75,21,28,0,5,0,0,242
VILLA SERRANO,atencion odontologica,consulta nueva,2022-06-01,33,19,59,71,17,27,56,105,20,2,0,1,0,2,412
VILLA TUNARI,atencion odontologica,consulta nueva,2022-06-01,63,130,250,316,199,269,331,568,61,37,0,24,0,13,2261
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2022-06-01,41,38,72,99,23,25,33,179,7,3,0,22,0,3,545
VILLAZON,atencion odontologica,consulta nueva,2022-06-01,82,135,179,161,26,141,107,444,42,35,0,134,0,18,1504
VINTO,atencion odontologica,consulta nueva,2022-06-01,126,118,164,217,88,119,101,440,35,38,0,7,0,3,1456
VITICHI,atencion odontologica,consulta nueva,2022-06-01,12,14,99,84,10,19,45,120,14,16,0,4,0,0,437
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2022-06-01,1,2,6,8,14,8,11,30,3,3,0,0,0,0,86
WARNES,atencion odontologica,consulta nueva,2022-06-01,20,15,74,98,17,16,62,115,8,11,0,0,0,0,436
YACO,atencion odontologica,consulta nueva,2022-06-01,11,34,84,78,21,23,25,52,3,2,0,5,0,0,338
YACUIBA,atencion odontologica,consulta nueva,2022-06-01,69,92,227,250,71,125,380,829,101,74,0,12,0,2,2232
YAMPARAEZ,atencion odontologica,consulta nueva,2022-06-01,64,50,89,110,21,42,93,187,6,13,0,19,0,0,694
YANACACHI,atencion odontologica,consulta nueva,2022-06-01,11,23,46,35,9,18,30,57,10,6,0,0,0,0,245
YAPACANI,atencion odontologica,consulta nueva,2022-06-01,53,44,170,209,70,87,122,459,24,27,0,5,0,12,1282
YOCALLA,atencion odontologica,consulta nueva,2022-06-01,43,38,55,114,11,58,38,203,36,23,0,43,0,24,686
YOTALA,atencion odontologica,consulta nueva,2022-06-01,8,17,26,13,20,16,36,103,30,85,0,23,0,0,377
YUNCHARA,atencion odontologica,consulta nueva,2022-06-01,5,17,24,31,4,21,34,79,6,0,0,1,0,0,222
YUNGUYO DE LITORAL,atencion odontologica,consulta nueva,2022-06-01,0,1,2,4,0,0,0,0,6,0,0,0,0,0,13
ZUDAÑEZ,atencion odontologica,consulta nueva,2022-06-01,9,17,72,74,9,20,37,117,3,3,0,0,0,0,361
ACACIO,atencion odontologica,consulta nueva,2022-07-01,44,20,49,64,34,60,34,44,16,23,0,1,0,0,389
ACHACACHI,atencion odontologica,consulta nueva,2022-07-01,129,57,298,370,169,244,158,358,38,73,0,24,0,1,1919
ACHOCALLA,atencion odontologica,consulta nueva,2022-07-01,116,69,330,369,87,124,87,247,21,16,0,21,0,15,1502
AIQUILE,atencion odontologica,consulta nueva,2022-07-01,14,24,124,125,50,55,46,129,13,14,0,8,0,1,603
ALALAY,atencion odontologica,consulta nueva,2022-07-01,0,0,4,7,4,7,2,4,0,9,0,0,0,0,37
ALCALA,atencion odontologica,consulta nueva,2022-07-01,11,8,12,41,16,57,48,100,18,5,0,2,0,3,321
ALTO BENI,atencion odontologica,consulta nueva,2022-07-01,17,27,40,54,16,35,57,111,10,12,0,9,0,1,389
ANCORAIMES,atencion odontologica,consulta nueva,2022-07-01,8,12,25,29,39,25,30,67,37,33,0,0,0,1,306
ANDAMARCA,atencion odontologica,consulta nueva,2022-07-01,5,11,35,77,12,48,29,79,8,9,0,0,0,0,313
ANTEQUERA,atencion odontologica,consulta nueva,2022-07-01,11,9,67,60,34,27,58,72,14,17,0,1,0,0,370
ANZALDO,atencion odontologica,consulta nueva,2022-07-01,4,1,24,43,0,14,14,48,8,21,0,0,0,0,177
APOLO,atencion odontologica,consulta nueva,2022-07-01,15,13,42,46,44,51,24,91,10,7,0,5,0,2,350
ARAMPAMPA,atencion odontologica,consulta nueva,2022-07-01,6,9,7,2,3,2,15,33,6,3,0,4,0,4,94
ARANI,atencion odontologica,consulta nueva,2022-07-01,23,29,81,127,37,65,35,123,22,12,0,4,0,0,558
ARBIETO,atencion odontologica,consulta nueva,2022-07-01,79,95,243,369,76,165,58,330,28,27,0,4,0,2,1476
ARQUE,atencion odontologica,consulta nueva,2022-07-01,48,27,44,69,22,23,64,153,24,21,0,3,0,18,516
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2022-07-01,59,30,121,167,76,65,40,102,15,1,0,25,0,0,701
ATOCHA,atencion odontologica,consulta nueva,2022-07-01,9,19,81,92,40,93,117,155,2,4,0,16,0,3,631
AUCAPATA,atencion odontologica,consulta nueva,2022-07-01,1,5,6,3,10,7,24,47,0,7,0,0,0,0,110
AYATA,atencion odontologica,consulta nueva,2022-07-01,13,9,27,38,25,45,63,89,15,11,0,2,0,3,340
AYO AYO,atencion odontologica,consulta nueva,2022-07-01,16,7,72,44,22,42,22,72,9,11,0,0,0,0,317
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2022-07-01,15,34,214,195,85,93,139,286,27,37,0,19,0,4,1148
