,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,8,3,11
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,11,1,12
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,16,1,17
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,35,3,38
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,4,0,4
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,1,0,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,285,1,286
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,70,0,70
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,5,0,5
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,4,2,6
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,38,3,41
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,13,2,15
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,9,0,9
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,41,0,41
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,11,2,13
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,38,0,38
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,85,0,85
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,2,0,2
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,22,5,27
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,70,3,73
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,3,4,7
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,14,0,14
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,8,3,11
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,256,1,257
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,12,2,14
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,74,0,74
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,97,0,97
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,15,0,15
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,249,0,249
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,5,4,9
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,251,0,251
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,11,2,13
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,4,0,4
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,126,0,126
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,9,1,10
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,8,0,8
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,0,1,1
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-07-01,10,1,11
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,12,2,14
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,49,2,51
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,12,4,16
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,51,3,54
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,18,0,18
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,0,10
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,0,1
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,1,5
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,11,13
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,25,8,33
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,5,4,9
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,18,1,19
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,13,5,18
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,4,20
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,35,0,35
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,34,0,34
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,9,0,9
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,3,11
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,30,4,34
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,2,12
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,21,3,24
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,0,4
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,0,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,0,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,7,8
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,102,0,102
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,46,1,47
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,3,7
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,1,4
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,1,8
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,21,0,21
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,69,0,69
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,0,4
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,0,8
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,0,16
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,1,4
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,0,10
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,38,2,40
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,1,7
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,109,1,110
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,47,0,47
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,3,6
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,36,1,37
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,100,5,105
CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,0,1,1
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,39,2,41
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,4,6
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,9,0,9
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,50,3,53
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,0,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,50,1,51
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,2,6
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,4,14
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,43,4,47
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,0,1
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,39,0,39
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,1,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,2,10
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,23,0,23
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,33,1,34
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,161,2,163
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,13,7,20
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1849,10,1859
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,0,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,117,0,117
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,37,1,38
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,0,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,29,0,29
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,14,0,14
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,37,11,48
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,0,8
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,17,13,30
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,32,0,32
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,0,1,1
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,44,4,48
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,15,0,15
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,21,2,23
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,1,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,26,1,27
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,5,1,6
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,22,0,22
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,153,1,154
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,32,1,33
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,2,4
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,28,5,33
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,0,8
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,1,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1728,1,1729
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,1,2
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,1,17
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,18,1,19
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,108,1,109
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,0,6
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,32,5,37
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,55,0,55
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,11,0,11
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,0,6
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,3,5
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,23,0,23
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,11,0,11
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,36,0,36
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,17,5,22
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,36,2,38
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,0,6
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,154,0,154
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,28,3,31
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,9,0,9
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,6,13
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,0,6
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,63,0,63
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,0,16
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,3,10
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,0,2
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,1,3
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,1,4
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,14,2,16
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,15,6,21
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,2,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,19,0,19
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,23,0,23
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,1,17
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,81,3,84
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,169,0,169
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1495,6,1501
LA RIVERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,0,1
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,4,12
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,11,0,11
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,0,4
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,0,1
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,55,3,58
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,1,4
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,0,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,11,1,12
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,23,1,24
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,23,0,23
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,1,4
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,36,0,36
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,2,12
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,46,0,46
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,71,0,71
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,5,3,8
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,3,9
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,55,1,56
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,298,1,299
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,4,10
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,0,8
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,13,9,22
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,42,0,42
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,5,0,5
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,835,13,848
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,2,18
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,13,1,14
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,53,2,55
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,14,2,16
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,61,1,62
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,0,4
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,13,0,13
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,2,6
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,38,0,38
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,5,0,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,0,7
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,28,10,38
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,13,0,13
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,18,0,18
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,0,7
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,30,0,30
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,5,21
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,14,5,19
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,48,0,48
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,0,7
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,850,1,851
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,8,14
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,1,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,23,3,26
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,2,5
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,7,3,10
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,1,5
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,54,0,54
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,21,3,24
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,50,0,50
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,184,1,185
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,27,0,27
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,53,0,53
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3,0,3
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,174,16,190
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,8,1,9
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,0,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,14,7,21
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,15,8,23
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,318,16,334
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,27,0,27
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,36,0,36
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,0,4
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,263,0,263
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,5,0,5
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,32,6,38
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,9,0,9
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,11,4,15
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,12,0,12
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,0,2
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,16,1,17
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,1,2,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,2,12
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,11,2,13
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,102,3,105
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,28,0,28
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,66,0,66
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,53,5,58
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,94,11,105
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,5,1,6
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,19,0,19
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,17,0,17
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,41,0,41
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,24,0,24
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,125,6,131
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,2,4
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,27,3,30
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,50,17,67
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,22,0,22
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,14,0,14
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,1,5
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,33,0,33
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,28,8,36
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,1,11
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,4,1,5
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,13,0,13
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,12,0,12
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,22,0,22
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,46,0,46
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,3632,12,3644
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,12,1,13
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,38,0,38
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,0,1,1
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,10,1,11
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,3,9
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2012-08-01,6,0,6
