,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,3,16
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,10,3,13
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,11,0,11
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,1,4
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,0,9
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,17,1,18
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,0,9
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,4,5
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,1,9
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,15,0,15
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,15,2,17
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,2,6
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,17,3,20
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,10,0,10
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,1,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,27,0,27
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,19,3,22
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,1,3
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,0,7
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,20,0,20
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,1,9
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,1,6
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,12,2,14
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,15,0,15
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,35,1,36
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,34,0,34
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,3,6
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,10,1,11
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,38,4,42
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,1,5
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,6,11
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,14,5,19
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,1,5
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,41,3,44
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,9,16
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,15,1,16
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,11,0,11
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,3,6
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,6,15
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,15,5,20
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,10,0,10
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,90,0,90
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,10,19
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1347,2,1349
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,77,26,103
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,10,0,10
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,28,0,28
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,25,12,37
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,1,9
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,11,1,12
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,27,0,27
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,0,8
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,3,8
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,21,0,21
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,1,2
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,16,0,16
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,90,1,91
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,1,7
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,1,3
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,3,4
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1323,6,1329
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,3,8
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,3,7
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,1,4
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,32,1,33
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,12,1,13
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,12,0,12
ESCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,0,6
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,2,2
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,1,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,12,0,12
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,1,2
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,1,4
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,33,0,33
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,3,11
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,1,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,17,0,17
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,1,4
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,2,2
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,1,4
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,3,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,3,12
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,1,5
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,1,6
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,19,6,25
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,65,0,65
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1530,0,1530
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,2,10
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,24,4,28
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,10,0,10
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,0,7
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,0,6
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,0,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,12,26,38
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,26,3,29
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,1,5
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,1,1
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,19,2,21
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,137,9,146
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,11,17
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,18,26
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,401,4,405
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,1,4
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,25,9,34
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,11,13,24
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,0,13
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,0,7
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,22,0,22
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,1,8
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,3,11
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,1,7
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,15,0,15
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,1,14
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,2,8
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,21,0,21
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,1,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,616,1,617
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,17,4,21
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,5,7
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,5,14
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,0,6
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,31,0,31
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,1,3
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,33,0,33
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,65,0,65
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,0,13
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,67,1,68
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,327,11,338
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,2,7
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,8,14
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,14,3,17
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,176,4,180
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,0,9
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,19,1,20
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,133,0,133
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,0,7
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,21,7,28
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,2,15
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,0,8
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,0,9
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,37,2,39
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,18,0,18
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,23,5,28
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,35,4,39
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,0,7
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,24,0,24
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,23,0,23
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,16,0,16
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,22,0,22
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,1,14
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,0,7
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,0,13
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,26,13,39
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,0,9
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,18,0,18
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3083,29,3112
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,2,15
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,15,0,15
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,3,4
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,1,6
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,0,5
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,28,0,28
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,11,2,13
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,61,0,61
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,7,11
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,11,5,16
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,128,0,128
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,2,2
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,1,10
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,14,2,16
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,0,1,1
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,17,3,20
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,8,3,11
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,1,7
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,523,1,524
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,2,4
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,2,15
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,70,6,76
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,30,2,32
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,0,4
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,0,1
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,7,5,12
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,5,3,8
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,21,2,23
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,148,0,148
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,19,2,21
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,1,4
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,2,5
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,20,2,22
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,2,6
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,36,3,39
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,13,3,16
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,0,6
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,42,2,44
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,0,6
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,2,4
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,26,0,26
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,0,3
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,3,2,5
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,0,2
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,91,3,94
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,2,1,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,26,0,26
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,63,0,63
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,9,0,9
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,153,0,153
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,1,2,3
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,110,0,110
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,70,1,71
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,6,0,6
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-07-01,4,1,5
