,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
SANTA ROSA,consultas prenatales,repetidas,2012-06-01,28,0,28
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2012-06-01,102,0,102
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2012-06-01,7,12,19
SANTIAGO DE HUARI,consultas prenatales,repetidas,2012-06-01,32,2,34
SANTIAGO DE HUATA,consultas prenatales,repetidas,2012-06-01,12,10,22
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2012-06-01,10,0,10
SANTIVAÑES,consultas prenatales,repetidas,2012-06-01,25,0,25
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2012-06-01,11,6,17
SAPAHAQUI,consultas prenatales,repetidas,2012-06-01,19,3,22
SENA,consultas prenatales,repetidas,2012-06-01,9,0,9
SHINAOTA,consultas prenatales,repetidas,2012-06-01,367,0,367
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2012-06-01,73,9,82
SICAYA,consultas prenatales,repetidas,2012-06-01,10,0,10
SIPE SIPE,consultas prenatales,repetidas,2012-06-01,365,0,365
SOPACHUY,consultas prenatales,repetidas,2012-06-01,35,11,46
SORACACHI,consultas prenatales,repetidas,2012-06-01,36,16,52
SORATA,consultas prenatales,repetidas,2012-06-01,86,10,96
SUCRE,consultas prenatales,repetidas,2012-06-01,3083,10,3093
TACACHI,consultas prenatales,repetidas,2012-06-01,1,0,1
TACACOMA,consultas prenatales,repetidas,2012-06-01,38,6,44
TACOBAMBA,consultas prenatales,repetidas,2012-06-01,24,5,29
TACOPAYA,consultas prenatales,repetidas,2012-06-01,21,2,23
TAPACARI,consultas prenatales,repetidas,2012-06-01,101,25,126
TARABUCO,consultas prenatales,repetidas,2012-06-01,104,31,135
TARACO,consultas prenatales,repetidas,2012-06-01,12,1,13
TARATA,consultas prenatales,repetidas,2012-06-01,71,1,72
TARIJA,consultas prenatales,repetidas,2012-06-01,2680,0,2680
TARVITA,consultas prenatales,repetidas,2012-06-01,72,29,101
TEOPONTE,consultas prenatales,repetidas,2012-06-01,39,9,48
TIAWANACU,consultas prenatales,repetidas,2012-06-01,45,0,45
TINGUIPAYA,consultas prenatales,repetidas,2012-06-01,51,8,59
TIPUANI,consultas prenatales,repetidas,2012-06-01,104,0,104
TIQUIPAYA,consultas prenatales,repetidas,2012-06-01,451,5,456
TIRAQUE (CBBA),consultas prenatales,repetidas,2012-06-01,92,4,96
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2012-06-01,3,0,3
TOCO,consultas prenatales,repetidas,2012-06-01,26,0,26
TOLATA,consultas prenatales,repetidas,2012-06-01,20,0,20
TOLEDO,consultas prenatales,repetidas,2012-06-01,19,2,21
TOMAVE,consultas prenatales,repetidas,2012-06-01,37,28,65
TOMINA,consultas prenatales,repetidas,2012-06-01,65,1,66
TORO TORO,consultas prenatales,repetidas,2012-06-01,29,4,33
TOTORA(CBBA),consultas prenatales,repetidas,2012-06-01,83,11,94
TOTORA(ORR),consultas prenatales,repetidas,2012-06-01,12,0,12
TRIGAL,consultas prenatales,repetidas,2012-06-01,8,0,8
TRINIDAD,consultas prenatales,repetidas,2012-06-01,925,0,925
TUPIZA,consultas prenatales,repetidas,2012-06-01,271,22,293
TURCO,consultas prenatales,repetidas,2012-06-01,8,3,11
UMALA,consultas prenatales,repetidas,2012-06-01,20,2,22
UNCIA,consultas prenatales,repetidas,2012-06-01,79,16,95
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2012-06-01,73,3,76
URUBICHA,consultas prenatales,repetidas,2012-06-01,41,0,41
UYUNI,consultas prenatales,repetidas,2012-06-01,146,4,150
VACAS,consultas prenatales,repetidas,2012-06-01,39,9,48
VALLEGRANDE,consultas prenatales,repetidas,2012-06-01,109,0,109
VIACHA,consultas prenatales,repetidas,2012-06-01,312,1,313
VILA VILA,consultas prenatales,repetidas,2012-06-01,17,2,19
VILLA CHARCAS,consultas prenatales,repetidas,2012-06-01,83,37,120
VILLA MONTES,consultas prenatales,repetidas,2012-06-01,275,16,291
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2012-06-01,9,4,13
VILLA RIVERO,consultas prenatales,repetidas,2012-06-01,53,1,54
VILLA SERRANO,consultas prenatales,repetidas,2012-06-01,52,16,68
VILLA TUNARI,consultas prenatales,repetidas,2012-06-01,552,2,554
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2012-06-01,49,11,60
VILLAZON,consultas prenatales,repetidas,2012-06-01,300,11,311
VINTO,consultas prenatales,repetidas,2012-06-01,273,0,273
VITICHI,consultas prenatales,repetidas,2012-06-01,33,4,37
WALDO BALLIVIAN,consultas prenatales,repetidas,2012-06-01,6,1,7
WARNES,consultas prenatales,repetidas,2012-06-01,618,0,618
YACO,consultas prenatales,repetidas,2012-06-01,18,15,33
YACUIBA,consultas prenatales,repetidas,2012-06-01,571,0,571
YAMPARAEZ,consultas prenatales,repetidas,2012-06-01,42,9,51
YANACACHI,consultas prenatales,repetidas,2012-06-01,31,0,31
YAPACANI,consultas prenatales,repetidas,2012-06-01,389,3,392
YOCALLA,consultas prenatales,repetidas,2012-06-01,23,10,33
YOTALA,consultas prenatales,repetidas,2012-06-01,47,7,54
YUNCHARA,consultas prenatales,repetidas,2012-06-01,23,25,48
ZUDAÑEZ,consultas prenatales,repetidas,2012-06-01,37,11,48
ACACIO,consultas prenatales,repetidas,2012-07-01,20,0,20
ACHACACHI,consultas prenatales,repetidas,2012-07-01,212,7,219
ACHOCALLA,consultas prenatales,repetidas,2012-07-01,56,5,61
AIQUILE,consultas prenatales,repetidas,2012-07-01,232,5,237
ALALAY,consultas prenatales,repetidas,2012-07-01,8,4,12
ALCALA,consultas prenatales,repetidas,2012-07-01,31,0,31
ALTO BENI,consultas prenatales,repetidas,2012-07-01,32,1,33
ANCORAIMES,consultas prenatales,repetidas,2012-07-01,40,2,42
ANDAMARCA,consultas prenatales,repetidas,2012-07-01,4,4,8
ANTEQUERA,consultas prenatales,repetidas,2012-07-01,27,2,29
ANZALDO,consultas prenatales,repetidas,2012-07-01,31,5,36
APOLO,consultas prenatales,repetidas,2012-07-01,60,24,84
ARAMPAMPA,consultas prenatales,repetidas,2012-07-01,18,4,22
ARANI,consultas prenatales,repetidas,2012-07-01,97,2,99
ARBIETO,consultas prenatales,repetidas,2012-07-01,79,15,94
ARQUE,consultas prenatales,repetidas,2012-07-01,62,1,63
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2012-07-01,150,1,151
ATOCHA,consultas prenatales,repetidas,2012-07-01,61,3,64
AUCAPATA,consultas prenatales,repetidas,2012-07-01,7,0,7
AYATA,consultas prenatales,repetidas,2012-07-01,14,6,20
AYO AYO,consultas prenatales,repetidas,2012-07-01,31,1,32
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2012-07-01,138,12,150
AZURDUY,consultas prenatales,repetidas,2012-07-01,42,21,63
BATALLAS,consultas prenatales,repetidas,2012-07-01,65,0,65
BAURES,consultas prenatales,repetidas,2012-07-01,29,0,29
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2012-07-01,7,0,7
BELEN DE URMIRI,consultas prenatales,repetidas,2012-07-01,2,2,4
BELLA FLOR,consultas prenatales,repetidas,2012-07-01,9,1,10
BERMEJO,consultas prenatales,repetidas,2012-07-01,320,10,330
BETANZOS,consultas prenatales,repetidas,2012-07-01,170,25,195
BOLIVAR,consultas prenatales,repetidas,2012-07-01,24,5,29
BOLPEBRA,consultas prenatales,repetidas,2012-07-01,3,5,8
BOYUIBE,consultas prenatales,repetidas,2012-07-01,13,2,15
BUENA VISTA,consultas prenatales,repetidas,2012-07-01,65,2,67
CABEZAS,consultas prenatales,repetidas,2012-07-01,104,5,109
CAIROMA,consultas prenatales,repetidas,2012-07-01,42,6,48
"CAIZA ""D""",consultas prenatales,repetidas,2012-07-01,53,7,60
CAJUATA,consultas prenatales,repetidas,2012-07-01,39,10,49
CALACOTO,consultas prenatales,repetidas,2012-07-01,10,4,14
CALAMARCA,consultas prenatales,repetidas,2012-07-01,39,7,46
CAMARGO,consultas prenatales,repetidas,2012-07-01,112,11,123
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2012-07-01,15,5,20
CAMIRI,consultas prenatales,repetidas,2012-07-01,297,2,299
CAPINOTA,consultas prenatales,repetidas,2012-07-01,183,0,183
CAQUIAVIRI,consultas prenatales,repetidas,2012-07-01,11,1,12
CARACOLLO,consultas prenatales,repetidas,2012-07-01,65,8,73
CARANAVI,consultas prenatales,repetidas,2012-07-01,330,13,343
CARAPARI,consultas prenatales,repetidas,2012-07-01,96,0,96
CARIPUYO,consultas prenatales,repetidas,2012-07-01,25,14,39
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2012-07-01,20,1,21
CATACORA,consultas prenatales,repetidas,2012-07-01,1,0,1
CHACARILLA,consultas prenatales,repetidas,2012-07-01,2,0,2
CHALLAPATA,consultas prenatales,repetidas,2012-07-01,195,26,221
CHAQUI,consultas prenatales,repetidas,2012-07-01,37,3,40
CHARAGUA,consultas prenatales,repetidas,2012-07-01,134,9,143
CHARAÑA,consultas prenatales,repetidas,2012-07-01,4,2,6
CHAYANTA,consultas prenatales,repetidas,2012-07-01,42,21,63
CHIMORE,consultas prenatales,repetidas,2012-07-01,92,8,100
CHOQUE COTA,consultas prenatales,repetidas,2012-07-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2012-07-01,134,2,136
CHUMA,consultas prenatales,repetidas,2012-07-01,24,5,29
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2012-07-01,23,10,33
CKOCHAS,consultas prenatales,repetidas,2012-07-01,55,16,71
CLIZA,consultas prenatales,repetidas,2012-07-01,252,2,254
COBIJA,consultas prenatales,repetidas,2012-07-01,682,7,689
COCAPATA,consultas prenatales,repetidas,2012-07-01,45,47,92
COCHABAMBA,consultas prenatales,repetidas,2012-07-01,7375,1,7376
COIPASA,consultas prenatales,repetidas,2012-07-01,3,0,3
COLCAPIRHUA,consultas prenatales,repetidas,2012-07-01,495,53,548
"COLCHA ""K""",consultas prenatales,repetidas,2012-07-01,47,1,48
COLLANA,consultas prenatales,repetidas,2012-07-01,7,1,8
COLOMI,consultas prenatales,repetidas,2012-07-01,82,3,85
COLPA BELGICA,consultas prenatales,repetidas,2012-07-01,31,0,31
COLQUECHACA,consultas prenatales,repetidas,2012-07-01,109,29,138
COLQUENCHA,consultas prenatales,repetidas,2012-07-01,47,3,50
COLQUIRI,consultas prenatales,repetidas,2012-07-01,47,33,80
COMANCHE,consultas prenatales,repetidas,2012-07-01,7,1,8
COMARAPA,consultas prenatales,repetidas,2012-07-01,189,0,189
COMBAYA,consultas prenatales,repetidas,2012-07-01,2,6,8
CONCEPCION,consultas prenatales,repetidas,2012-07-01,122,0,122
COPACABANA,consultas prenatales,repetidas,2012-07-01,51,0,51
CORIPATA,consultas prenatales,repetidas,2012-07-01,71,3,74
CORO CORO,consultas prenatales,repetidas,2012-07-01,26,9,35
COROICO,consultas prenatales,repetidas,2012-07-01,102,3,105
CORQUE,consultas prenatales,repetidas,2012-07-01,21,5,26
COTAGAITA,consultas prenatales,repetidas,2012-07-01,163,2,165
COTOCA,consultas prenatales,repetidas,2012-07-01,396,0,396
CUATRO CAÑADAS,consultas prenatales,repetidas,2012-07-01,107,1,108
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2012-07-01,3,0,3
CUEVO,consultas prenatales,repetidas,2012-07-01,15,4,19
CULPINA,consultas prenatales,repetidas,2012-07-01,115,23,138
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2012-07-01,21,2,23
CURVA,consultas prenatales,repetidas,2012-07-01,11,1,12
DESAGUADERO,consultas prenatales,repetidas,2012-07-01,23,1,24
EL ALTO,consultas prenatales,repetidas,2012-07-01,6147,15,6162
EL CHORO,consultas prenatales,repetidas,2012-07-01,10,12,22
EL PUENTE(STC),consultas prenatales,repetidas,2012-07-01,94,2,96
EL PUENTE(TJA),consultas prenatales,repetidas,2012-07-01,45,6,51
EL TORNO,consultas prenatales,repetidas,2012-07-01,227,2,229
EL VILLAR,consultas prenatales,repetidas,2012-07-01,23,2,25
ENTRE RIOS TRJ,consultas prenatales,repetidas,2012-07-01,135,4,139
ENTRE RIOS CBBA,consultas prenatales,repetidas,2012-07-01,95,0,95
ESCOMA,consultas prenatales,repetidas,2012-07-01,17,1,18
ESMERALDA,consultas prenatales,repetidas,2012-07-01,1,1,2
EUCALIPTUS,consultas prenatales,repetidas,2012-07-01,27,0,27
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2012-07-01,8,4,12
EXALTACION,consultas prenatales,repetidas,2012-07-01,3,3,6
FERNANDEZ ALONSO,consultas prenatales,repetidas,2012-07-01,69,0,69
FILADELFIA,consultas prenatales,repetidas,2012-07-01,24,3,27
GENERAL SAAVEDRA,consultas prenatales,repetidas,2012-07-01,107,1,108
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2012-07-01,38,3,41
GUANAY,consultas prenatales,repetidas,2012-07-01,81,8,89
GUAQUI,consultas prenatales,repetidas,2012-07-01,26,2,28
GUAYARAMERIN,consultas prenatales,repetidas,2012-07-01,394,1,395
GUTIERREZ,consultas prenatales,repetidas,2012-07-01,63,1,64
HUACARETA,consultas prenatales,repetidas,2012-07-01,55,5,60
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2012-07-01,17,9,26
HUANUNI,consultas prenatales,repetidas,2012-07-01,293,0,293
HUARACAJE,consultas prenatales,repetidas,2012-07-01,20,0,20
HUARINA,consultas prenatales,repetidas,2012-07-01,13,2,15
HUAYLLAMARCA,consultas prenatales,repetidas,2012-07-01,6,0,6
HUMANATA,consultas prenatales,repetidas,2012-07-01,12,6,18
ICHOCA,consultas prenatales,repetidas,2012-07-01,5,2,7
ICLA,consultas prenatales,repetidas,2012-07-01,47,14,61
INCAHUASI,consultas prenatales,repetidas,2012-07-01,51,40,91
INGAVI (HUMAITA),consultas prenatales,repetidas,2012-07-01,9,0,9
INQUISIVI,consultas prenatales,repetidas,2012-07-01,32,10,42
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2012-07-01,45,5,50
IXIAMAS,consultas prenatales,repetidas,2012-07-01,41,0,41
JESUS DE MACHACA,consultas prenatales,repetidas,2012-07-01,83,6,89
LA ASUNTA,consultas prenatales,repetidas,2012-07-01,264,8,272
LA GUARDIA,consultas prenatales,repetidas,2012-07-01,495,0,495
LA PAZ,consultas prenatales,repetidas,2012-07-01,7090,2,7092
LAGUNILLAS,consultas prenatales,repetidas,2012-07-01,24,3,27
LAJA,consultas prenatales,repetidas,2012-07-01,69,3,72
LAS CARRERAS,consultas prenatales,repetidas,2012-07-01,22,2,24
LICOMA PAMPA,consultas prenatales,repetidas,2012-07-01,13,1,14
LLALLAGUA,consultas prenatales,repetidas,2012-07-01,266,15,281
LLICA,consultas prenatales,repetidas,2012-07-01,21,2,23
LORETO,consultas prenatales,repetidas,2012-07-01,5,1,6
LURIBAY,consultas prenatales,repetidas,2012-07-01,14,0,14
MACHACAMARCA,consultas prenatales,repetidas,2012-07-01,28,3,31
MACHARETI,consultas prenatales,repetidas,2012-07-01,49,4,53
MAGDALENA,consultas prenatales,repetidas,2012-07-01,66,4,70
MAIRANA,consultas prenatales,repetidas,2012-07-01,70,1,71
MALLA,consultas prenatales,repetidas,2012-07-01,7,0,7
MAPIRI,consultas prenatales,repetidas,2012-07-01,117,0,117
MECAPACA,consultas prenatales,repetidas,2012-07-01,45,5,50
MINEROS,consultas prenatales,repetidas,2012-07-01,108,0,108
MIZQUE,consultas prenatales,repetidas,2012-07-01,166,2,168
MOCOMOCO,consultas prenatales,repetidas,2012-07-01,34,5,39
MOJINETE,consultas prenatales,repetidas,2012-07-01,3,0,3
MOJOCOYA,consultas prenatales,repetidas,2012-07-01,38,2,40
MONTEAGUDO,consultas prenatales,repetidas,2012-07-01,299,19,318
MONTERO,consultas prenatales,repetidas,2012-07-01,838,4,842
MORO MORO,consultas prenatales,repetidas,2012-07-01,25,2,27
MOROCHATA,consultas prenatales,repetidas,2012-07-01,44,21,65
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2012-07-01,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2012-07-01,14,5,19
OCURI,consultas prenatales,repetidas,2012-07-01,44,28,72
OKINAWA,consultas prenatales,repetidas,2012-07-01,78,1,79
OMEREQUE,consultas prenatales,repetidas,2012-07-01,36,3,39
ORURO,consultas prenatales,repetidas,2012-07-01,2650,3,2653
PADCAYA,consultas prenatales,repetidas,2012-07-01,87,7,94
PADILLA,consultas prenatales,repetidas,2012-07-01,83,6,89
PAILON,consultas prenatales,repetidas,2012-07-01,88,11,99
PALCA,consultas prenatales,repetidas,2012-07-01,61,5,66
PALOS BLANCOS,consultas prenatales,repetidas,2012-07-01,196,9,205
PAMPA AULLAGAS,consultas prenatales,repetidas,2012-07-01,13,1,14
PAMPA GRANDE,consultas prenatales,repetidas,2012-07-01,64,0,64
PAPEL PAMPA,consultas prenatales,repetidas,2012-07-01,15,14,29
PASORAPA,consultas prenatales,repetidas,2012-07-01,16,2,18
PATACAMAYA,consultas prenatales,repetidas,2012-07-01,164,0,164
PAZÑA,consultas prenatales,repetidas,2012-07-01,32,4,36
PELECHUCO,consultas prenatales,repetidas,2012-07-01,32,5,37
POCOATA,consultas prenatales,repetidas,2012-07-01,82,29,111
POCONA,consultas prenatales,repetidas,2012-07-01,74,0,74
POJO (CBBA),consultas prenatales,repetidas,2012-07-01,57,1,58
POOPO,consultas prenatales,repetidas,2012-07-01,32,0,32
PORCO,consultas prenatales,repetidas,2012-07-01,93,4,97
POROMA,consultas prenatales,repetidas,2012-07-01,60,47,107
PORONGO,consultas prenatales,repetidas,2012-07-01,33,0,33
PORTACHUELO,consultas prenatales,repetidas,2012-07-01,220,0,220
PORVENIR,consultas prenatales,repetidas,2012-07-01,34,0,34
POSTRER VALLE,consultas prenatales,repetidas,2012-07-01,6,1,7
POTOSI,consultas prenatales,repetidas,2012-07-01,1626,3,1629
PRESTO,consultas prenatales,repetidas,2012-07-01,33,34,67
PUCARA,consultas prenatales,repetidas,2012-07-01,6,1,7
PUCARANI,consultas prenatales,repetidas,2012-07-01,149,6,155
PUERTO ACOSTA,consultas prenatales,repetidas,2012-07-01,29,19,48
PUERTO CARABUCO,consultas prenatales,repetidas,2012-07-01,29,12,41
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2012-07-01,28,0,28
PUERTO PEREZ,consultas prenatales,repetidas,2012-07-01,23,2,25
PUERTO QUIJARRO,consultas prenatales,repetidas,2012-07-01,91,0,91
PUERTO RICO,consultas prenatales,repetidas,2012-07-01,38,9,47
PUERTO SILES,consultas prenatales,repetidas,2012-07-01,3,1,4
PUERTO SUAREZ,consultas prenatales,repetidas,2012-07-01,46,0,46
PUERTO VILLARROEL,consultas prenatales,repetidas,2012-07-01,493,0,493
PUNA,consultas prenatales,repetidas,2012-07-01,112,6,118
PUNATA,consultas prenatales,repetidas,2012-07-01,208,0,208
QUIABAYA,consultas prenatales,repetidas,2012-07-01,14,0,14
QUILLACOLLO,consultas prenatales,repetidas,2012-07-01,720,6,726
QUIME,consultas prenatales,repetidas,2012-07-01,8,53,61
QUIRUSILLAS,consultas prenatales,repetidas,2012-07-01,6,0,6
RAVELO,consultas prenatales,repetidas,2012-07-01,36,27,63
REYES,consultas prenatales,repetidas,2012-07-01,61,14,75
RIBERALTA,consultas prenatales,repetidas,2012-07-01,1177,7,1184
ROBORE,consultas prenatales,repetidas,2012-07-01,73,0,73
RURRENABAQUE,consultas prenatales,repetidas,2012-07-01,122,0,122
SABAYA,consultas prenatales,repetidas,2012-07-01,17,0,17
SACABA,consultas prenatales,repetidas,2012-07-01,1097,0,1097
SACABAMBA,consultas prenatales,repetidas,2012-07-01,17,4,21
SACACA,consultas prenatales,repetidas,2012-07-01,102,18,120
SAIPINA,consultas prenatales,repetidas,2012-07-01,39,1,40
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2012-07-01,36,14,50
SAMAIPATA,consultas prenatales,repetidas,2012-07-01,53,3,56
SAN AGUSTIN,consultas prenatales,repetidas,2012-07-01,6,0,6
SAN ANDRES,consultas prenatales,repetidas,2012-07-01,38,0,38
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2012-07-01,6,4,10
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2012-07-01,2,3,5
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2012-07-01,23,6,29
SAN BENITO,consultas prenatales,repetidas,2012-07-01,67,0,67
SAN BORJA,consultas prenatales,repetidas,2012-07-01,264,7,271
SAN BUENA VENTURA,consultas prenatales,repetidas,2012-07-01,111,0,111
SAN CARLOS,consultas prenatales,repetidas,2012-07-01,244,0,244
SAN IGNACIO,consultas prenatales,repetidas,2012-07-01,116,4,120
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2012-07-01,395,28,423
SAN JAVIER(BNI),consultas prenatales,repetidas,2012-07-01,13,0,13
SAN JAVIER(STC),consultas prenatales,repetidas,2012-07-01,105,0,105
SAN JOAQUIN,consultas prenatales,repetidas,2012-07-01,23,5,28
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2012-07-01,87,1,88
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2012-07-01,58,0,58
SAN JULIAN,consultas prenatales,repetidas,2012-07-01,302,9,311
SAN LORENZO(PND),consultas prenatales,repetidas,2012-07-01,26,3,29
SAN LORENZO(TJA),consultas prenatales,repetidas,2012-07-01,115,10,125
SAN LUCAS,consultas prenatales,repetidas,2012-07-01,193,73,266
SAN MATIAS,consultas prenatales,repetidas,2012-07-01,95,0,95
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2012-07-01,79,7,86
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2012-07-01,11,0,11
SAN PEDRO,consultas prenatales,repetidas,2012-07-01,86,4,90
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2012-07-01,74,19,93
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2012-07-01,10,4,14
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2012-07-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2012-07-01,20,0,20
SAN PEDRO(PND),consultas prenatales,repetidas,2012-07-01,1,3,4
SAN RAFAEL,consultas prenatales,repetidas,2012-07-01,55,2,57
SAN RAMON BENI,consultas prenatales,repetidas,2012-07-01,23,0,23
SAN RAMON SCZ,consultas prenatales,repetidas,2012-07-01,74,0,74
SANTA ANA,consultas prenatales,repetidas,2012-07-01,162,0,162
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2012-07-01,8224,100,8324
SANTA ROSA,consultas prenatales,repetidas,2012-07-01,51,0,51
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2012-07-01,113,0,113
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2012-07-01,2,8,10
SANTIAGO DE HUARI,consultas prenatales,repetidas,2012-07-01,38,2,40
SANTIAGO DE HUATA,consultas prenatales,repetidas,2012-07-01,17,2,19
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2012-07-01,13,1,14
SANTIVAÑES,consultas prenatales,repetidas,2012-07-01,27,0,27
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2012-07-01,18,2,20
SAPAHAQUI,consultas prenatales,repetidas,2012-07-01,14,6,20
SENA,consultas prenatales,repetidas,2012-07-01,18,0,18
SHINAOTA,consultas prenatales,repetidas,2012-07-01,368,0,368
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2012-07-01,76,10,86
SICAYA,consultas prenatales,repetidas,2012-07-01,19,0,19
SIPE SIPE,consultas prenatales,repetidas,2012-07-01,399,0,399
SOPACHUY,consultas prenatales,repetidas,2012-07-01,32,9,41
SORACACHI,consultas prenatales,repetidas,2012-07-01,43,13,56
SORATA,consultas prenatales,repetidas,2012-07-01,62,11,73
SUCRE,consultas prenatales,repetidas,2012-07-01,3278,9,3287
TACACHI,consultas prenatales,repetidas,2012-07-01,2,0,2
TACACOMA,consultas prenatales,repetidas,2012-07-01,55,7,62
TACOBAMBA,consultas prenatales,repetidas,2012-07-01,21,10,31
TACOPAYA,consultas prenatales,repetidas,2012-07-01,35,4,39
TAHUA,consultas prenatales,repetidas,2012-07-01,6,0,6
TAPACARI,consultas prenatales,repetidas,2012-07-01,96,18,114
TARABUCO,consultas prenatales,repetidas,2012-07-01,85,35,120
TARACO,consultas prenatales,repetidas,2012-07-01,8,1,9
TARATA,consultas prenatales,repetidas,2012-07-01,46,1,47
TARIJA,consultas prenatales,repetidas,2012-07-01,1724,5,1729
TARVITA,consultas prenatales,repetidas,2012-07-01,84,25,109
TEOPONTE,consultas prenatales,repetidas,2012-07-01,17,3,20
TIAWANACU,consultas prenatales,repetidas,2012-07-01,36,0,36
TINGUIPAYA,consultas prenatales,repetidas,2012-07-01,51,3,54
TIPUANI,consultas prenatales,repetidas,2012-07-01,95,1,96
TIQUIPAYA,consultas prenatales,repetidas,2012-07-01,518,8,526
TIRAQUE (CBBA),consultas prenatales,repetidas,2012-07-01,52,5,57
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2012-07-01,7,0,7
TOCO,consultas prenatales,repetidas,2012-07-01,31,0,31
TOLATA,consultas prenatales,repetidas,2012-07-01,23,2,25
TOLEDO,consultas prenatales,repetidas,2012-07-01,15,4,19
TOMAVE,consultas prenatales,repetidas,2012-07-01,36,24,60
TOMINA,consultas prenatales,repetidas,2012-07-01,68,0,68
TORO TORO,consultas prenatales,repetidas,2012-07-01,32,14,46
TOTORA(CBBA),consultas prenatales,repetidas,2012-07-01,106,4,110
TOTORA(ORR),consultas prenatales,repetidas,2012-07-01,13,2,15
TRIGAL,consultas prenatales,repetidas,2012-07-01,4,0,4
TRINIDAD,consultas prenatales,repetidas,2012-07-01,1105,1,1106
TUPIZA,consultas prenatales,repetidas,2012-07-01,278,26,304
TURCO,consultas prenatales,repetidas,2012-07-01,15,0,15
UMALA,consultas prenatales,repetidas,2012-07-01,14,6,20
UNCIA,consultas prenatales,repetidas,2012-07-01,69,13,82
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2012-07-01,74,2,76
URUBICHA,consultas prenatales,repetidas,2012-07-01,45,0,45
UYUNI,consultas prenatales,repetidas,2012-07-01,312,12,324
VACAS,consultas prenatales,repetidas,2012-07-01,40,10,50
VALLEGRANDE,consultas prenatales,repetidas,2012-07-01,117,3,120
VIACHA,consultas prenatales,repetidas,2012-07-01,280,4,284
VILA VILA,consultas prenatales,repetidas,2012-07-01,17,2,19
VILLA CHARCAS,consultas prenatales,repetidas,2012-07-01,80,23,103
VILLA MONTES,consultas prenatales,repetidas,2012-07-01,292,2,294
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2012-07-01,17,1,18
VILLA RIVERO,consultas prenatales,repetidas,2012-07-01,53,3,56
VILLA SERRANO,consultas prenatales,repetidas,2012-07-01,51,16,67
VILLA TUNARI,consultas prenatales,repetidas,2012-07-01,548,5,553
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2012-07-01,59,8,67
VILLAZON,consultas prenatales,repetidas,2012-07-01,241,89,330
VINTO,consultas prenatales,repetidas,2012-07-01,339,0,339
VITICHI,consultas prenatales,repetidas,2012-07-01,54,0,54
