,group,variable,month,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION MEDICOS,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION ENFERMERA,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION AUXILIAR,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION ODONTO,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION OTRO_PERSONAL,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION ESCOLAR,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION JOVENES,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION ADULTOS,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION DIRIGENTE,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION PROMOTORES,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,NRO DE PARTICIPANTES DE TELECAPACITACION OTROS,TOTALES,TOTALES,TOTALES
TOLATA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TUPIZA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
URIONDO (A. CONCEPCION),teleeducacion,nro de participantes de telecapacitacion,2024-08-01,9,10,5,20,10,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,46,70
VILLAZON,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,4,2,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,24,22,46
YOTALA,teleeducacion,nro de participantes de telecapacitacion,2024-08-01,3,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CABEZAS,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARANAVI,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARAPARI,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CARMEN RIVERO TORREZ,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHIMORE,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),teleeducacion,nro de participantes de telecapacitacion,2024-09-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLLANA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTOCA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EL ALTO,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,3,4,0,2,0,5,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6,18,24
ESCOMA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUARINA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
HUMANATA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ICHOCA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,20,25,0,85,0,64,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,174,199
LAGUNILLAS,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MACHARETI,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOCOMOCO,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAPEL PAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO CARABUCO,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
RAVELO,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,3,4,0,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,27
SAMAIPATA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,2,4,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,10,11
SANTIAGO DE CALLAPA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SORATA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SUCRE,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOMINA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UMALA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
VIACHA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WALDO BALLIVIAN,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,4,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,39,35,74
YOTALA,teleeducacion,nro de participantes de telecapacitacion,2024-09-01,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BATALLAS,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
BOLPEBRA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,1,0,1,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
CABEZAS,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
CALAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CAQUIAVIRI,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,3,3,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COBIJA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,20,9,10,8,11,33,1,0,40,36,0,0,0,0,1,19,0,0,0,0,0,0,83,105,188
COLCAPIRHUA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"COLCHA ""K""",teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLLANA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLOMI,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COMBAYA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CORO CORO,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTOCA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CULPINA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EL VILLAR,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GAIOC JATUN AYLLU YURA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GUAQUI,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
HUACARETA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUACHACALLA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
HUARINA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
HUATAJATA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
HUMANATA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LA GUARDIA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA PAZ,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,37
LAS CARRERAS,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MACHARETI,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOCOMOCO,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJINETE,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PAPEL PAMPA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
POTOSI,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,216,309,3,54,11,38,5,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,236,434,670
PUERTO CARABUCO,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6
PUERTO RICO,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
QUIABAYA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
QUIRUSILLAS,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SACABAMBA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAMAIPATA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
SAN ANDRES DE MACHACA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN LORENZO(PND),teleeducacion,nro de participantes de telecapacitacion,2024-10-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAN PABLO DE LIPEZ,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE QUEMES,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN RAFAEL,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTIAGO DE CALLAPA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SOPACHUY,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SORATA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
TAHUA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TARACO,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARVITA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
UMALA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VIACHA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
VILLA CHARCAS,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA NUEVA (LOMA ALTA),teleeducacion,nro de participantes de telecapacitacion,2024-10-01,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,7
VILLAZON,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
YAMPARAEZ,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,5,2,0,0,0,0,0,0,0,0,41,30,0,0,0,0,0,0,0,0,0,0,46,32,78
YOTALA,teleeducacion,nro de participantes de telecapacitacion,2024-10-01,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
ANCORAIMES,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
ANDAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ANZALDO,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,0,0,0,0,0,0,0,0,0,91,96,0,0,0,0,0,0,0,0,0,0,91,96,187
ARQUE,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ATOCHA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
AYATA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AZURDUY,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,6,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
BATALLAS,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
BOLPEBRA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
CABEZAS,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"CAIZA ""D""",teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CALAMARCA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
CAQUIAVIRI,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARANAVI,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CARMEN RIVERO TORREZ,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHACARILLA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
CHALLAPATA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHIMORE,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),teleeducacion,nro de participantes de telecapacitacion,2024-11-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHUMA,teleeducacion,nro de participantes de telecapacitacion,2024-11-01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
