municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
OMEREQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,93,93
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
PAPEL PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
PUCARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
PUERTO SILES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,3,3
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,9,9
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,7,7
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
SAN ANTONIO DE ESMORUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,3,3
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
SAN JOAQUIN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SAN JUAN DE YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,9,9
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,24,24
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,132,132
TACOBAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,3,3
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,78,78
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,31,31
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,43,43
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
VILLA RIVERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,45,45
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,2,2
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,4,4
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,66,66
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-07-01,1,1
ACACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,6,6
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
ARBIETO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,5,5
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,4,4
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,7,7
CAMIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,4,4
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,64,64
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,7,7
COLCAPIRHUA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,16,16
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,13,13
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
DESAGUADERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
EL PUENTE(TJA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,7,7
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
EUCALIPTUS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,4,4
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
IXIAMAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,185,185
LICOMA PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,6,6
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,5,5
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,114,114
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,5,5
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
PAPEL PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,21,21
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,5,5
PUERTO SILES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,6,6
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,18,18
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,5,5
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,8,8
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
SAN JOAQUIN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,4,4
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,6,6
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,4,4
SAN PEDRO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,273,273
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
SANTIAGO DE CALLAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SANTIVAÑES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,154,154
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
TIAWANACU,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
TIQUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,5,5
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,95,95
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,10,10
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,37,37
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,6,6
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,79,79
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-08-01,2,2
ALALAY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
BAURES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,10,10
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
CARACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,7,7
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,5,5
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,55,55
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,12,12
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,8,8
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,6,6
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,8,8
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,5,5
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
IRUPANA (VILLA DE LANZA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,230,230
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,4,4
MAPIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
MIZQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,16,16
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,9,9
MORO MORO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
OKINAWA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,116,116
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
PALCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
PATACAMAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,8,8
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,6,6
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
QUIME,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,19,19
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,7,7
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,5,5
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,15,15
SACACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,4,4
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,4,4
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,7,7
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,4,4
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,31,31
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,6,6
SANTIVAÑES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SANTUARIO DE QUILLACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SENA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,143,143
TACACOMA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,15,15
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
TOCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,119,119
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,23,23
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
VACAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,12,12
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,50,50
VILA VILA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
VILLA RIVERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,5,5
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,34,34
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,3,3
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,58,58
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-09-01,2,2
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,6,6
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
BOLPEBRA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,4,4
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
CATACORA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,5,5
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,8,8
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,62,62
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,10,10
COIPASA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,10,10
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,4,4
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,9,9
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,5,5
EXALTACION,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
HUANUNI,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
IXIAMAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,213,213
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,7,7
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
OMEREQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,129,129
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,1,1
PASORAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,3,3
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2010-10-01,2,2
