municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,15,15
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,44,44
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,2,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,13,13
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,1,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,1,1
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,1,1
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,2,2
SENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,10,10
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,14,14
SICAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,4,4
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,61,61
SOPACHUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,20,20
SORACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,4,4
SORATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,19,19
SUCRE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,395,395
TACACOMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,6,6
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,1,1
TACOPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,17,17
TAPACARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,30,30
TARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,51,51
TARACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,4,4
TARATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,8,8
TARIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,222,222
TARVITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,34,34
TEOPONTE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,8,8
TIAWANACU,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,13,13
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,35,35
TIPUANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,16,16
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,57,57
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,71,71
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,3,3
TOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,6,6
TOLATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,2,2
TOLEDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,12,12
TOMAVE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,7,7
TOMINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,26,26
TORO TORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,19,19
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,24,24
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,4,4
TRINIDAD,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,206,206
TUPIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,78,78
TURCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,11,11
UMALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,1,1
UNCIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,39,39
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,13,13
URUBICHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,14,14
UYUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,35,35
VACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,25,25
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,27,27
VIACHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,34,34
VILA VILA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,4,4
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,35,35
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,5,5
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,4,4
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,19,19
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,86,86
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,22,22
VILLAZON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,67,67
VINTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,55,55
VITICHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,9,9
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,3,3
WARNES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,86,86
YACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,8,8
YACUIBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,91,91
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,12,12
YANACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,5,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,39,39
YOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,4,4
YOTALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,13,13
YUNCHARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,5,5
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-07-01,16,16
ACACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
ACHACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,59,59
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
AIQUILE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,22,22
ALCALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,10,10
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,15,15
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
ANZALDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
APOLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,21,21
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
ARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
ARBIETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,10,10
ARQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,15,15
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,38,38
ATOCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,20,20
AUCAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
AYATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
AYO AYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,24,24
AZURDUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,35,35
BATALLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,16,16
BAURES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,64,64
BETANZOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,65,65
BOLIVAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
BOYUIBE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,16,16
CABEZAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,32,32
CAIROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,12,12
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,18,18
CAJUATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,12,12
CALACOTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
CALAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
CAMARGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,31,31
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
CAMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,59,59
CAPINOTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,29,29
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
CARACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,30,30
CARANAVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,81,81
CARAPARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,14,14
CARIPUYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,10,10
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
CATACORA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,30,30
CHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,8,8
CHARAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,44,44
CHAYANTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,25,25
CHIMORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,20,20
CHIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,25,25
CHUMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,8,8
CLIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,20,20
COBIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,74,74
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,964,964
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,66,66
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,23,23
COLOMI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,23,23
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,38,38
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
COLQUIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,44,44
COMANCHE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,25,25
COMBAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,19,19
COPACABANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,13,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,17,17
CORO CORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,12,12
COROICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,18,18
CORQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,15,15
COTAGAITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,32,32
COTOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,63,63
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,33,33
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
CUEVO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
CULPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,34,34
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
CURVA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,8,8
EL ALTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1233,1233
EL CHORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,11,11
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,14,14
EL TORNO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,57,57
EL VILLAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,9,9
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,21,21
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,27,27
ESCARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,11,11
EXALTACION,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,37,37
FILADELFIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,8,8
GUANAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,17,17
GUAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,74,74
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,20,20
HUACARETA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,14,14
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,101,101
HUARACAJE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
ICHOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
ICLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,24,24
INCAHUASI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,68,68
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
INQUISIVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,10,10
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,18,18
IXIAMAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,12,12
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,18,18
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,47,47
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,69,69
LA PAZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,902,902
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
LAJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,11,11
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,14,14
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,56,56
LLICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,9,9
LORETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
MACHARETI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,9,9
MAGDALENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,13,13
MAIRANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,18,18
MALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,22,22
MECAPACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
MINEROS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,35,35
MIZQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,39,39
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,9,9
MOJINETE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,18,18
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,50,50
MONTERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,184,184
MORO MORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,24,24
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
OCURI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,31,31
OKINAWA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,26,26
OMEREQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
ORURO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,549,549
PADCAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,25,25
PADILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,20,20
PAILON,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,22,22
PALCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,27,27
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,8,8
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
PASORAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,30,30
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
PELECHUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
POCOATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,40,40
POCONA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,16,16
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,14,14
POOPO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
PORCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,17,17
POROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,37,37
PORONGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,63,63
PORVENIR,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,1,1
POTOSI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,358,358
PRESTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,13,13
PUCARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,24,24
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,16,16
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,13,13
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,16,16
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,13,13
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,22,22
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,58,58
PUNA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,65,65
PUNATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,53,53
QUIABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,82,82
QUIME,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
RAVELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,32,32
REYES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,25,25
RIBERALTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,219,219
ROBORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,16,16
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,28,28
SABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,8,8
SACABA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,197,197
SACABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
SACACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,39,39
SAIPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,11,11
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,10,10
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,10,10
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,22,22
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,7,7
SAN BENITO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,22,22
SAN BORJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,51,51
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,9,9
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,39,39
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,30,30
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,88,88
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,19,19
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,8,8
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,22,22
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,18,18
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,60,60
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,3,3
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,33,33
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,102,102
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,17,17
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,20,20
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,6,6
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,17,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,31,31
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,4,4
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2006-08-01,5,5
