municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1292,1292
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,28,28
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,26,26
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,72,72
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,6,6
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,24,24
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,35,35
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,22,22
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,48,48
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,8,8
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,17,17
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,109,109
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,17,17
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,18,18
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,39,39
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,21,21
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,41,41
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,18,18
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,24,24
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,13,13
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,12,12
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,78,78
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,103,103
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1296,1296
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,11,11
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,6,6
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,6,6
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,81,81
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,13,13
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,16,16
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,24,24
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,10,10
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,52,52
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,25,25
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,12,12
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,51,51
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,245,245
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,33,33
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,33,33
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,46,46
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,516,516
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,26,26
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,26,26
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,22,22
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,33,33
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,6,6
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,20,20
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,27,27
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,21,21
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,15,15
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,11,11
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,25,25
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,14,14
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,9,9
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,33,33
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,12,12
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,479,479
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,19,19
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,28,28
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,11,11
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,29,29
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,11,11
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,19,19
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,79,79
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,40,40
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,64,64
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,190,190
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,9,9
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,43,43
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,16,16
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,249,249
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,22,22
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,31,31
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,268,268
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,46,46
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,17,17
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,15,15
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,11,11
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,12,12
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,80,80
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,10,10
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,58,58
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,31,31
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,109,109
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,247,247
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,12,12
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,30,30
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,27,27
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,86,86
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,20,20
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,85,85
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,35,35
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,16,16
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,25,25
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,27,27
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,8,8
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,9,9
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,17,17
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,35,35
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2730,2730
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,10,10
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,34,34
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,6,6
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,22,22
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,54,54
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,13,13
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,27,27
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,570,570
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,13,13
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,16,16
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,33,33
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,44,44
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,14,14
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,341,341
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,26,26
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,18,18
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,32,32
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,21,21
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,66,66
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,75,75
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,9,9
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,14,14
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,19,19
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,14,14
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,32,32
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,1,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,170,170
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,88,88
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,71,71
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,19,19
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,8,8
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,31,31
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,11,11
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,14,14
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,55,55
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,72,72
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,17,17
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,171,171
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,9,9
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,80,80
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,48,48
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,6,6
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,3,3
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,115,115
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,2,2
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,144,144
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,7,7
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,65,65
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,4,4
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,5,5
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,9,9
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-06-01,14,14
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,9,9
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,55,55
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,7,7
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,52,52
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,9,9
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,14,14
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,5,5
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,5,5
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,6,6
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,26,26
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,9,9
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,4,4
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,11,11
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,48,48
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,16,16
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,7,7
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,12,12
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,33,33
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,11,11
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,18,18
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,4,4
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,4,4
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,63,63
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,55,55
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,15,15
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,4,4
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,4,4
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,27,27
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,25,25
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,10,10
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,11,11
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,12,12
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,5,5
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,8,8
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,49,49
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,4,4
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,113,113
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,35,35
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,24,24
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,108,108
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,10,10
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,12,12
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,9,9
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,24,24
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,6,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,53,53
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,17,17
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,29,29
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,30,30
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,7,7
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,37,37
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,72,72
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,1247,1247
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,1,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,64,64
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,6,6
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,38,38
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,5,5
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,53,53
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,12,12
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,28,28
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,1,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,30,30
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,3,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,33,33
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,9,9
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,22,22
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,6,6
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,19,19
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,2,2
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,42,42
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,75,75
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2006-07-01,38,38
