,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PASORAPA,vih,no de personas con prueba rapida,2019-04-01,5,6,11
PATACAMAYA,vih,no de personas con prueba rapida,2019-04-01,9,5,14
PAZÑA,vih,no de personas con prueba rapida,2019-04-01,33,26,59
PELECHUCO,vih,no de personas con prueba rapida,2019-04-01,2,1,3
POCOATA,vih,no de personas con prueba rapida,2019-04-01,2,2,4
POCONA,vih,no de personas con prueba rapida,2019-04-01,27,36,63
POJO (CBBA),vih,no de personas con prueba rapida,2019-04-01,0,13,13
POOPO,vih,no de personas con prueba rapida,2019-04-01,5,31,36
PORCO,vih,no de personas con prueba rapida,2019-04-01,1,7,8
POROMA,vih,no de personas con prueba rapida,2019-04-01,2,1,3
PORONGO,vih,no de personas con prueba rapida,2019-04-01,8,9,17
PORTACHUELO,vih,no de personas con prueba rapida,2019-04-01,2,2,4
POTOSI,vih,no de personas con prueba rapida,2019-04-01,18,168,186
PRESTO,vih,no de personas con prueba rapida,2019-04-01,7,9,16
PUCARANI,vih,no de personas con prueba rapida,2019-04-01,4,1,5
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2019-04-01,0,2,2
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2019-04-01,5,9,14
PUERTO RICO,vih,no de personas con prueba rapida,2019-04-01,0,13,13
PUERTO SUAREZ,vih,no de personas con prueba rapida,2019-04-01,5,3,8
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2019-04-01,177,233,410
PUNA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
PUNATA,vih,no de personas con prueba rapida,2019-04-01,30,56,86
QUILLACOLLO,vih,no de personas con prueba rapida,2019-04-01,81,142,223
QUIME,vih,no de personas con prueba rapida,2019-04-01,4,3,7
RAQAYPAMPA(ETA),vih,no de personas con prueba rapida,2019-04-01,1,0,1
RAVELO,vih,no de personas con prueba rapida,2019-04-01,1,1,2
REYES,vih,no de personas con prueba rapida,2019-04-01,0,4,4
RIBERALTA,vih,no de personas con prueba rapida,2019-04-01,270,299,569
ROBORE,vih,no de personas con prueba rapida,2019-04-01,3,3,6
RURRENABAQUE,vih,no de personas con prueba rapida,2019-04-01,19,40,59
SABAYA,vih,no de personas con prueba rapida,2019-04-01,37,54,91
SACABA,vih,no de personas con prueba rapida,2019-04-01,88,260,348
SACACA,vih,no de personas con prueba rapida,2019-04-01,1,4,5
SAIPINA,vih,no de personas con prueba rapida,2019-04-01,1,0,1
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2019-04-01,22,36,58
SAN ANDRES,vih,no de personas con prueba rapida,2019-04-01,1,0,1
SAN ANDRES DE MACHACA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2019-04-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2019-04-01,11,42,53
SAN BORJA,vih,no de personas con prueba rapida,2019-04-01,13,4,17
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2019-04-01,7,9,16
SAN CARLOS,vih,no de personas con prueba rapida,2019-04-01,21,42,63
SAN IGNACIO,vih,no de personas con prueba rapida,2019-04-01,5,2,7
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2019-04-01,0,29,29
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2019-04-01,0,1,1
SAN JAVIER(STC),vih,no de personas con prueba rapida,2019-04-01,2,1,3
SAN JULIAN,vih,no de personas con prueba rapida,2019-04-01,42,47,89
SAN LORENZO(PND),vih,no de personas con prueba rapida,2019-04-01,1,0,1
SAN LUCAS,vih,no de personas con prueba rapida,2019-04-01,48,30,78
SAN MATIAS,vih,no de personas con prueba rapida,2019-04-01,16,9,25
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2019-04-01,1,1,2
SAN PEDRO,vih,no de personas con prueba rapida,2019-04-01,49,79,128
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2019-04-01,0,1,1
SAN PEDRO DE QUEMES,vih,no de personas con prueba rapida,2019-04-01,0,3,3
SAN RAFAEL,vih,no de personas con prueba rapida,2019-04-01,6,0,6
SAN RAMON BENI,vih,no de personas con prueba rapida,2019-04-01,9,4,13
SAN RAMON SCZ,vih,no de personas con prueba rapida,2019-04-01,2,2,4
SANTA ANA,vih,no de personas con prueba rapida,2019-04-01,18,14,32
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2019-04-01,2318,5910,8228
SANTA ROSA,vih,no de personas con prueba rapida,2019-04-01,1,1,2
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2019-04-01,0,14,14
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2019-04-01,11,13,24
SANTIAGO DE MACHACA,vih,no de personas con prueba rapida,2019-04-01,9,5,14
SANTIVAÑES,vih,no de personas con prueba rapida,2019-04-01,9,24,33
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2019-04-01,7,12,19
SENA,vih,no de personas con prueba rapida,2019-04-01,0,4,4
SHINAOTA,vih,no de personas con prueba rapida,2019-04-01,14,24,38
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2019-04-01,0,1,1
SICAYA,vih,no de personas con prueba rapida,2019-04-01,5,8,13
SIPE SIPE,vih,no de personas con prueba rapida,2019-04-01,2,54,56
SOPACHUY,vih,no de personas con prueba rapida,2019-04-01,7,23,30
SORACACHI,vih,no de personas con prueba rapida,2019-04-01,4,8,12
SORATA,vih,no de personas con prueba rapida,2019-04-01,2,1,3
SUCRE,vih,no de personas con prueba rapida,2019-04-01,314,388,702
TACACHI,vih,no de personas con prueba rapida,2019-04-01,2,2,4
TACACOMA,vih,no de personas con prueba rapida,2019-04-01,5,8,13
TACOBAMBA,vih,no de personas con prueba rapida,2019-04-01,56,55,111
TACOPAYA,vih,no de personas con prueba rapida,2019-04-01,10,11,21
TAPACARI,vih,no de personas con prueba rapida,2019-04-01,21,9,30
TARABUCO,vih,no de personas con prueba rapida,2019-04-01,4,20,24
TARACO,vih,no de personas con prueba rapida,2019-04-01,15,24,39
TARATA,vih,no de personas con prueba rapida,2019-04-01,4,5,9
TARIJA,vih,no de personas con prueba rapida,2019-04-01,81,213,294
TARVITA,vih,no de personas con prueba rapida,2019-04-01,1,22,23
TEOPONTE,vih,no de personas con prueba rapida,2019-04-01,2,1,3
TIAHUANACU,vih,no de personas con prueba rapida,2019-04-01,2,7,9
TIPUANI,vih,no de personas con prueba rapida,2019-04-01,2,1,3
TIQUIPAYA,vih,no de personas con prueba rapida,2019-04-01,2,9,11
TOCO,vih,no de personas con prueba rapida,2019-04-01,0,1,1
TODOS SANTOS,vih,no de personas con prueba rapida,2019-04-01,0,1,1
TOLATA,vih,no de personas con prueba rapida,2019-04-01,1,4,5
TOMINA,vih,no de personas con prueba rapida,2019-04-01,5,3,8
TORO TORO,vih,no de personas con prueba rapida,2019-04-01,0,1,1
TOTORA(CBBA),vih,no de personas con prueba rapida,2019-04-01,6,10,16
TOTORA(ORR),vih,no de personas con prueba rapida,2019-04-01,0,3,3
TRINIDAD,vih,no de personas con prueba rapida,2019-04-01,17,26,43
TUPIZA,vih,no de personas con prueba rapida,2019-04-01,162,157,319
UNCIA,vih,no de personas con prueba rapida,2019-04-01,0,6,6
URUBICHA,vih,no de personas con prueba rapida,2019-04-01,48,52,100
UYUNI,vih,no de personas con prueba rapida,2019-04-01,7,24,31
VACAS,vih,no de personas con prueba rapida,2019-04-01,0,2,2
VALLEGRANDE,vih,no de personas con prueba rapida,2019-04-01,26,12,38
VIACHA,vih,no de personas con prueba rapida,2019-04-01,26,34,60
VILLA CHARCAS,vih,no de personas con prueba rapida,2019-04-01,3,1,4
VILLA MONTES,vih,no de personas con prueba rapida,2019-04-01,30,38,68
VILLA RIVERO,vih,no de personas con prueba rapida,2019-04-01,4,0,4
VILLA SERRANO,vih,no de personas con prueba rapida,2019-04-01,16,67,83
VILLA TUNARI,vih,no de personas con prueba rapida,2019-04-01,98,49,147
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2019-04-01,6,28,34
VILLAZON,vih,no de personas con prueba rapida,2019-04-01,32,57,89
VINTO,vih,no de personas con prueba rapida,2019-04-01,20,38,58
WARNES,vih,no de personas con prueba rapida,2019-04-01,20,25,45
YACUIBA,vih,no de personas con prueba rapida,2019-04-01,16,58,74
YAMPARAEZ,vih,no de personas con prueba rapida,2019-04-01,2,8,10
YAPACANI,vih,no de personas con prueba rapida,2019-04-01,41,102,143
YUNCHARA,vih,no de personas con prueba rapida,2019-04-01,3,1,4
ZUDAÑEZ,vih,no de personas con prueba rapida,2019-04-01,20,70,90
AIQUILE,vih,no de personas con prueba rapida,2019-05-01,32,37,69
ALCALA,vih,no de personas con prueba rapida,2019-05-01,8,12,20
ALTO BENI,vih,no de personas con prueba rapida,2019-05-01,0,2,2
ANCORAIMES,vih,no de personas con prueba rapida,2019-05-01,2,1,3
ANDAMARCA,vih,no de personas con prueba rapida,2019-05-01,7,16,23
ANTEQUERA,vih,no de personas con prueba rapida,2019-05-01,1,2,3
APOLO,vih,no de personas con prueba rapida,2019-05-01,3,3,6
ARANI,vih,no de personas con prueba rapida,2019-05-01,4,0,4
ARBIETO,vih,no de personas con prueba rapida,2019-05-01,4,31,35
ARQUE,vih,no de personas con prueba rapida,2019-05-01,50,54,104
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2019-05-01,43,80,123
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2019-05-01,8,16,24
BERMEJO,vih,no de personas con prueba rapida,2019-05-01,6,35,41
BETANZOS,vih,no de personas con prueba rapida,2019-05-01,1,2,3
BOLIVAR,vih,no de personas con prueba rapida,2019-05-01,0,1,1
BOYUIBE,vih,no de personas con prueba rapida,2019-05-01,1,0,1
BUENA VISTA,vih,no de personas con prueba rapida,2019-05-01,7,2,9
CABEZAS,vih,no de personas con prueba rapida,2019-05-01,32,51,83
"CAIZA ""D""",vih,no de personas con prueba rapida,2019-05-01,1,5,6
CALAMARCA,vih,no de personas con prueba rapida,2019-05-01,4,2,6
CAMARGO,vih,no de personas con prueba rapida,2019-05-01,12,44,56
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2019-05-01,0,3,3
CAMIRI,vih,no de personas con prueba rapida,2019-05-01,14,35,49
CAPINOTA,vih,no de personas con prueba rapida,2019-05-01,4,7,11
CARACOLLO,vih,no de personas con prueba rapida,2019-05-01,129,72,201
CARANAVI,vih,no de personas con prueba rapida,2019-05-01,20,15,35
CARAPARI,vih,no de personas con prueba rapida,2019-05-01,1,0,1
CARIPUYO,vih,no de personas con prueba rapida,2019-05-01,1,0,1
CHALLAPATA,vih,no de personas con prueba rapida,2019-05-01,8,79,87
CHARAGUA,vih,no de personas con prueba rapida,2019-05-01,7,6,13
CHAYANTA,vih,no de personas con prueba rapida,2019-05-01,8,12,20
CHIMORE,vih,no de personas con prueba rapida,2019-05-01,11,14,25
CHUMA,vih,no de personas con prueba rapida,2019-05-01,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2019-05-01,0,1,1
CLIZA,vih,no de personas con prueba rapida,2019-05-01,13,12,25
COBIJA,vih,no de personas con prueba rapida,2019-05-01,95,111,206
COCHABAMBA,vih,no de personas con prueba rapida,2019-05-01,577,936,1513
COIPASA,vih,no de personas con prueba rapida,2019-05-01,14,24,38
COLCAPIRHUA,vih,no de personas con prueba rapida,2019-05-01,142,108,250
COLOMI,vih,no de personas con prueba rapida,2019-05-01,1,1,2
COLPA BELGICA,vih,no de personas con prueba rapida,2019-05-01,1,0,1
COLQUECHACA,vih,no de personas con prueba rapida,2019-05-01,2,2,4
COLQUIRI,vih,no de personas con prueba rapida,2019-05-01,3,1,4
COMARAPA,vih,no de personas con prueba rapida,2019-05-01,2,3,5
CONCEPCION,vih,no de personas con prueba rapida,2019-05-01,1,0,1
COPACABANA,vih,no de personas con prueba rapida,2019-05-01,3,0,3
CORIPATA,vih,no de personas con prueba rapida,2019-05-01,3,2,5
COROICO,vih,no de personas con prueba rapida,2019-05-01,7,4,11
CORQUE,vih,no de personas con prueba rapida,2019-05-01,19,23,42
COTAGAITA,vih,no de personas con prueba rapida,2019-05-01,2,3,5
COTOCA,vih,no de personas con prueba rapida,2019-05-01,46,74,120
CRUZ DE MACHACAMARCA,vih,no de personas con prueba rapida,2019-05-01,2,6,8
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2019-05-01,5,43,48
CULPINA,vih,no de personas con prueba rapida,2019-05-01,3,33,36
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2019-05-01,0,2,2
CURVA,vih,no de personas con prueba rapida,2019-05-01,0,1,1
DESAGUADERO,vih,no de personas con prueba rapida,2019-05-01,5,5,10
EL ALTO,vih,no de personas con prueba rapida,2019-05-01,645,1846,2491
EL PUENTE(STC),vih,no de personas con prueba rapida,2019-05-01,43,54,97
EL PUENTE(TJA),vih,no de personas con prueba rapida,2019-05-01,3,1,4
EL TORNO,vih,no de personas con prueba rapida,2019-05-01,176,539,715
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2019-05-01,5,17,22
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2019-05-01,21,137,158
ESCARA,vih,no de personas con prueba rapida,2019-05-01,2,0,2
ESCOMA,vih,no de personas con prueba rapida,2019-05-01,2,3,5
EUCALIPTUS,vih,no de personas con prueba rapida,2019-05-01,5,10,15
EUREKA (SANTOS MERCADO),vih,no de personas con prueba rapida,2019-05-01,0,2,2
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2019-05-01,8,19,27
FILADELFIA,vih,no de personas con prueba rapida,2019-05-01,4,9,13
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2019-05-01,4,1,5
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2019-05-01,2,4,6
GUANAY,vih,no de personas con prueba rapida,2019-05-01,5,1,6
GUAQUI,vih,no de personas con prueba rapida,2019-05-01,1,0,1
GUAYARAMERIN,vih,no de personas con prueba rapida,2019-05-01,457,310,767
HUANUNI,vih,no de personas con prueba rapida,2019-05-01,34,107,141
HUARINA,vih,no de personas con prueba rapida,2019-05-01,3,4,7
ICLA,vih,no de personas con prueba rapida,2019-05-01,0,5,5
INCAHUASI,vih,no de personas con prueba rapida,2019-05-01,11,15,26
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2019-05-01,3,0,3
JESUS DE MACHACA,vih,no de personas con prueba rapida,2019-05-01,8,25,33
LA ASUNTA,vih,no de personas con prueba rapida,2019-05-01,28,126,154
LA GUARDIA,vih,no de personas con prueba rapida,2019-05-01,74,192,266
LA PAZ,vih,no de personas con prueba rapida,2019-05-01,1448,1833,3281
LAGUNILLAS,vih,no de personas con prueba rapida,2019-05-01,1,1,2
LAJA,vih,no de personas con prueba rapida,2019-05-01,2,3,5
LLALLAGUA,vih,no de personas con prueba rapida,2019-05-01,7,8,15
MACHACAMARCA,vih,no de personas con prueba rapida,2019-05-01,2,4,6
MACHARETI,vih,no de personas con prueba rapida,2019-05-01,3,16,19
MAIRANA,vih,no de personas con prueba rapida,2019-05-01,2,2,4
MAPIRI,vih,no de personas con prueba rapida,2019-05-01,1,0,1
MINEROS,vih,no de personas con prueba rapida,2019-05-01,7,77,84
MIZQUE,vih,no de personas con prueba rapida,2019-05-01,19,17,36
MOJOCOYA,vih,no de personas con prueba rapida,2019-05-01,0,1,1
MONTEAGUDO,vih,no de personas con prueba rapida,2019-05-01,17,59,76
MONTERO,vih,no de personas con prueba rapida,2019-05-01,440,379,819
MOROCHATA,vih,no de personas con prueba rapida,2019-05-01,1,0,1
OCURI,vih,no de personas con prueba rapida,2019-05-01,0,9,9
OKINAWA,vih,no de personas con prueba rapida,2019-05-01,0,1,1
OMEREQUE,vih,no de personas con prueba rapida,2019-05-01,19,7,26
ORURO,vih,no de personas con prueba rapida,2019-05-01,422,840,1262
PADCAYA,vih,no de personas con prueba rapida,2019-05-01,1,1,2
PADILLA,vih,no de personas con prueba rapida,2019-05-01,3,18,21
PAILON,vih,no de personas con prueba rapida,2019-05-01,25,57,82
PAMPA AULLAGAS,vih,no de personas con prueba rapida,2019-05-01,1,5,6
PAMPA GRANDE,vih,no de personas con prueba rapida,2019-05-01,5,4,9
PASORAPA,vih,no de personas con prueba rapida,2019-05-01,2,2,4
PATACAMAYA,vih,no de personas con prueba rapida,2019-05-01,7,5,12
PAZÑA,vih,no de personas con prueba rapida,2019-05-01,9,13,22
PELECHUCO,vih,no de personas con prueba rapida,2019-05-01,1,0,1
POCOATA,vih,no de personas con prueba rapida,2019-05-01,1,0,1
POCONA,vih,no de personas con prueba rapida,2019-05-01,69,49,118
POJO (CBBA),vih,no de personas con prueba rapida,2019-05-01,3,12,15
POOPO,vih,no de personas con prueba rapida,2019-05-01,12,32,44
PORCO,vih,no de personas con prueba rapida,2019-05-01,15,87,102
POROMA,vih,no de personas con prueba rapida,2019-05-01,0,1,1
PORONGO,vih,no de personas con prueba rapida,2019-05-01,0,4,4
PORTACHUELO,vih,no de personas con prueba rapida,2019-05-01,8,4,12
PORVENIR,vih,no de personas con prueba rapida,2019-05-01,7,0,7
POTOSI,vih,no de personas con prueba rapida,2019-05-01,19,49,68
PRESTO,vih,no de personas con prueba rapida,2019-05-01,18,34,52
PUERTO GONZALO MORENO,vih,no de personas con prueba rapida,2019-05-01,0,2,2
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2019-05-01,0,30,30
PUERTO RICO,vih,no de personas con prueba rapida,2019-05-01,8,14,22
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2019-05-01,174,252,426
PUNA,vih,no de personas con prueba rapida,2019-05-01,1,20,21
PUNATA,vih,no de personas con prueba rapida,2019-05-01,33,54,87
QUILLACOLLO,vih,no de personas con prueba rapida,2019-05-01,81,198,279
QUIME,vih,no de personas con prueba rapida,2019-05-01,3,1,4
QUIRUSILLAS,vih,no de personas con prueba rapida,2019-05-01,0,4,4
REYES,vih,no de personas con prueba rapida,2019-05-01,2,0,2
RIBERALTA,vih,no de personas con prueba rapida,2019-05-01,626,232,858
ROBORE,vih,no de personas con prueba rapida,2019-05-01,5,0,5
RURRENABAQUE,vih,no de personas con prueba rapida,2019-05-01,25,51,76
SABAYA,vih,no de personas con prueba rapida,2019-05-01,29,56,85
SACABA,vih,no de personas con prueba rapida,2019-05-01,79,210,289
SACACA,vih,no de personas con prueba rapida,2019-05-01,0,2,2
SAIPINA,vih,no de personas con prueba rapida,2019-05-01,0,3,3
SALINAS DE GARCI MENDOZA,vih,no de personas con prueba rapida,2019-05-01,384,355,739
SAMAIPATA,vih,no de personas con prueba rapida,2019-05-01,15,36,51
SAN ANDRES,vih,no de personas con prueba rapida,2019-05-01,2,1,3
SAN ANDRES DE MACHACA,vih,no de personas con prueba rapida,2019-05-01,6,7,13
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2019-05-01,1,0,1
SAN BENITO,vih,no de personas con prueba rapida,2019-05-01,4,5,9
SAN BORJA,vih,no de personas con prueba rapida,2019-05-01,7,0,7
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2019-05-01,14,16,30
SAN CARLOS,vih,no de personas con prueba rapida,2019-05-01,15,28,43
SAN IGNACIO,vih,no de personas con prueba rapida,2019-05-01,1,0,1
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2019-05-01,19,15,34
SAN JAVIER(STC),vih,no de personas con prueba rapida,2019-05-01,5,4,9
SAN JOSE DE CHIQUITOS,vih,no de personas con prueba rapida,2019-05-01,30,144,174
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2019-05-01,2,0,2
SAN JULIAN,vih,no de personas con prueba rapida,2019-05-01,29,122,151
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2019-05-01,0,2,2
SAN LUCAS,vih,no de personas con prueba rapida,2019-05-01,19,28,47
SAN MATIAS,vih,no de personas con prueba rapida,2019-05-01,6,8,14
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2019-05-01,2,2,4
SAN PEDRO,vih,no de personas con prueba rapida,2019-05-01,133,138,271
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2019-05-01,29,11,40
SAN PEDRO DE QUEMES,vih,no de personas con prueba rapida,2019-05-01,5,2,7
SAN RAFAEL,vih,no de personas con prueba rapida,2019-05-01,1,0,1
SAN RAMON BENI,vih,no de personas con prueba rapida,2019-05-01,0,5,5
SAN RAMON SCZ,vih,no de personas con prueba rapida,2019-05-01,1,1,2
SANTA ANA,vih,no de personas con prueba rapida,2019-05-01,20,36,56
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2019-05-01,1205,2237,3442
SANTA ROSA,vih,no de personas con prueba rapida,2019-05-01,0,2,2
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2019-05-01,2,10,12
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2019-05-01,7,18,25
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2019-05-01,11,27,38
SAPAHAQUI,vih,no de personas con prueba rapida,2019-05-01,0,1,1
SENA,vih,no de personas con prueba rapida,2019-05-01,0,8,8
SHINAOTA,vih,no de personas con prueba rapida,2019-05-01,18,30,48
SICAYA,vih,no de personas con prueba rapida,2019-05-01,1,2,3
SIPE SIPE,vih,no de personas con prueba rapida,2019-05-01,8,11,19
SOPACHUY,vih,no de personas con prueba rapida,2019-05-01,7,18,25
SORATA,vih,no de personas con prueba rapida,2019-05-01,0,1,1
SUCRE,vih,no de personas con prueba rapida,2019-05-01,413,496,909
TACACOMA,vih,no de personas con prueba rapida,2019-05-01,12,16,28
TACOBAMBA,vih,no de personas con prueba rapida,2019-05-01,14,25,39
TACOPAYA,vih,no de personas con prueba rapida,2019-05-01,11,11,22
TAPACARI,vih,no de personas con prueba rapida,2019-05-01,11,25,36
TARABUCO,vih,no de personas con prueba rapida,2019-05-01,19,56,75
TARACO,vih,no de personas con prueba rapida,2019-05-01,2,4,6
TARATA,vih,no de personas con prueba rapida,2019-05-01,3,4,7
TARIJA,vih,no de personas con prueba rapida,2019-05-01,180,248,428
TARVITA,vih,no de personas con prueba rapida,2019-05-01,2,21,23
TIAHUANACU,vih,no de personas con prueba rapida,2019-05-01,3,0,3
TIPUANI,vih,no de personas con prueba rapida,2019-05-01,1,0,1
TIQUIPAYA,vih,no de personas con prueba rapida,2019-05-01,10,11,21
TIRAQUE (CBBA),vih,no de personas con prueba rapida,2019-05-01,3,2,5
TOCO,vih,no de personas con prueba rapida,2019-05-01,0,1,1
TOLATA,vih,no de personas con prueba rapida,2019-05-01,7,32,39
TOLEDO,vih,no de personas con prueba rapida,2019-05-01,5,16,21
TOMINA,vih,no de personas con prueba rapida,2019-05-01,3,0,3
TOTORA(CBBA),vih,no de personas con prueba rapida,2019-05-01,7,8,15
TOTORA(ORR),vih,no de personas con prueba rapida,2019-05-01,0,2,2
TRINIDAD,vih,no de personas con prueba rapida,2019-05-01,268,316,584
TUPIZA,vih,no de personas con prueba rapida,2019-05-01,47,160,207
UNCIA,vih,no de personas con prueba rapida,2019-05-01,45,21,66
URUBICHA,vih,no de personas con prueba rapida,2019-05-01,21,15,36
UYUNI,vih,no de personas con prueba rapida,2019-05-01,0,33,33
VACAS,vih,no de personas con prueba rapida,2019-05-01,27,19,46
VALLEGRANDE,vih,no de personas con prueba rapida,2019-05-01,25,25,50
VIACHA,vih,no de personas con prueba rapida,2019-05-01,54,136,190
VILLA CHARCAS,vih,no de personas con prueba rapida,2019-05-01,2,13,15
VILLA MONTES,vih,no de personas con prueba rapida,2019-05-01,23,38,61
VILLA NUEVA (LOMA ALTA),vih,no de personas con prueba rapida,2019-05-01,0,2,2
VILLA RIVERO,vih,no de personas con prueba rapida,2019-05-01,1,0,1
VILLA SERRANO,vih,no de personas con prueba rapida,2019-05-01,4,7,11
VILLA TUNARI,vih,no de personas con prueba rapida,2019-05-01,89,69,158
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2019-05-01,7,29,36
VILLAZON,vih,no de personas con prueba rapida,2019-05-01,29,56,85
VINTO,vih,no de personas con prueba rapida,2019-05-01,28,60,88
VITICHI,vih,no de personas con prueba rapida,2019-05-01,0,1,1
WARNES,vih,no de personas con prueba rapida,2019-05-01,30,89,119
YACUIBA,vih,no de personas con prueba rapida,2019-05-01,44,160,204
YAMPARAEZ,vih,no de personas con prueba rapida,2019-05-01,2,7,9
YANACACHI,vih,no de personas con prueba rapida,2019-05-01,0,1,1
YAPACANI,vih,no de personas con prueba rapida,2019-05-01,85,140,225
YOCALLA,vih,no de personas con prueba rapida,2019-05-01,0,2,2
YOTALA,vih,no de personas con prueba rapida,2019-05-01,0,3,3
YUNCHARA,vih,no de personas con prueba rapida,2019-05-01,0,1,1
ZUDAÑEZ,vih,no de personas con prueba rapida,2019-05-01,1,5,6
ACHACACHI,vih,no de personas con prueba rapida,2019-06-01,5,7,12
AIQUILE,vih,no de personas con prueba rapida,2019-06-01,25,13,38
ALCALA,vih,no de personas con prueba rapida,2019-06-01,3,2,5
ANDAMARCA,vih,no de personas con prueba rapida,2019-06-01,32,28,60
ANTEQUERA,vih,no de personas con prueba rapida,2019-06-01,1,0,1
ANZALDO,vih,no de personas con prueba rapida,2019-06-01,1,0,1
APOLO,vih,no de personas con prueba rapida,2019-06-01,10,11,21
ARANI,vih,no de personas con prueba rapida,2019-06-01,2,0,2
ARBIETO,vih,no de personas con prueba rapida,2019-06-01,4,15,19
ARQUE,vih,no de personas con prueba rapida,2019-06-01,12,38,50
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2019-06-01,41,97,138
AYATA,vih,no de personas con prueba rapida,2019-06-01,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2019-06-01,2,9,11
AZURDUY,vih,no de personas con prueba rapida,2019-06-01,26,28,54
BELLA FLOR,vih,no de personas con prueba rapida,2019-06-01,1,0,1
BERMEJO,vih,no de personas con prueba rapida,2019-06-01,59,146,205
BETANZOS,vih,no de personas con prueba rapida,2019-06-01,1,1,2
BOLIVAR,vih,no de personas con prueba rapida,2019-06-01,1,2,3
BUENA VISTA,vih,no de personas con prueba rapida,2019-06-01,2,1,3
CABEZAS,vih,no de personas con prueba rapida,2019-06-01,35,93,128
"CAIZA ""D""",vih,no de personas con prueba rapida,2019-06-01,0,7,7
CAJUATA,vih,no de personas con prueba rapida,2019-06-01,1,22,23
CALACOTO,vih,no de personas con prueba rapida,2019-06-01,0,1,1
CALAMARCA,vih,no de personas con prueba rapida,2019-06-01,1,2,3
CAMARGO,vih,no de personas con prueba rapida,2019-06-01,2,20,22
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2019-06-01,0,13,13
CAMIRI,vih,no de personas con prueba rapida,2019-06-01,10,20,30
CAPINOTA,vih,no de personas con prueba rapida,2019-06-01,6,11,17
CARACOLLO,vih,no de personas con prueba rapida,2019-06-01,45,16,61
CARANAVI,vih,no de personas con prueba rapida,2019-06-01,31,26,57
CARAPARI,vih,no de personas con prueba rapida,2019-06-01,1,0,1
CHALLAPATA,vih,no de personas con prueba rapida,2019-06-01,387,120,507
CHARAGUA,vih,no de personas con prueba rapida,2019-06-01,10,6,16
CHAYANTA,vih,no de personas con prueba rapida,2019-06-01,1,1,2
CHIMORE,vih,no de personas con prueba rapida,2019-06-01,20,35,55
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2019-06-01,15,17,32
