,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
CLIZA,atencion odontologica,restauraciones,2020-06-01,6,1,7,8,4,13,3,11,12,1,0,0,0,0,66
COBIJA,atencion odontologica,restauraciones,2020-06-01,1,0,3,7,1,1,16,10,0,2,0,0,0,0,41
COCAPATA,atencion odontologica,restauraciones,2020-06-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
COCHABAMBA,atencion odontologica,restauraciones,2020-06-01,28,37,62,78,45,61,179,240,91,44,0,0,0,0,865
COIPASA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,2,2,6,0,2,0,0,0,0,12
COLCAPIRHUA,atencion odontologica,restauraciones,2020-06-01,0,1,0,1,0,3,2,9,1,0,0,0,0,0,17
"COLCHA ""K""",atencion odontologica,restauraciones,2020-06-01,3,4,8,5,0,8,8,12,1,0,0,0,0,0,49
COLLANA,atencion odontologica,restauraciones,2020-06-01,0,2,7,10,1,4,3,10,2,0,0,0,0,0,39
COLOMI,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,5
COLQUECHACA,atencion odontologica,restauraciones,2020-06-01,1,2,6,1,2,4,1,10,2,1,0,0,0,0,30
COLQUENCHA,atencion odontologica,restauraciones,2020-06-01,4,3,1,6,3,1,4,12,0,1,0,0,0,0,35
COLQUIRI,atencion odontologica,restauraciones,2020-06-01,0,0,11,8,3,1,11,17,7,0,0,0,0,0,58
COMANCHE,atencion odontologica,restauraciones,2020-06-01,0,0,0,3,0,6,2,2,0,0,0,0,0,0,13
COMBAYA,atencion odontologica,restauraciones,2020-06-01,0,0,0,4,0,0,2,0,1,0,0,0,0,0,7
COPACABANA,atencion odontologica,restauraciones,2020-06-01,3,8,3,2,0,5,9,10,1,0,0,0,0,0,41
CORO CORO,atencion odontologica,restauraciones,2020-06-01,0,2,0,1,2,0,3,2,0,0,0,0,0,0,10
COROICO,atencion odontologica,restauraciones,2020-06-01,2,1,4,7,2,4,9,20,2,1,0,0,0,0,52
CORQUE,atencion odontologica,restauraciones,2020-06-01,0,0,2,23,0,9,5,17,1,1,0,0,0,0,58
COTAGAITA,atencion odontologica,restauraciones,2020-06-01,1,1,2,13,0,5,7,29,2,4,0,0,0,0,64
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2020-06-01,0,0,1,0,0,0,1,2,1,1,0,0,0,0,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2020-06-01,2,0,0,2,0,1,3,2,0,0,0,0,0,0,10
CUEVO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,restauraciones,2020-06-01,3,0,3,1,3,1,7,15,0,1,0,0,0,0,34
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2020-06-01,9,23,16,14,10,5,15,21,2,0,0,0,0,0,115
CURVA,atencion odontologica,restauraciones,2020-06-01,2,1,1,2,0,4,13,10,0,0,0,0,0,0,33
EL ALTO,atencion odontologica,restauraciones,2020-06-01,37,56,108,110,63,77,121,228,30,12,0,0,0,0,842
EL CHORO,atencion odontologica,restauraciones,2020-06-01,1,1,10,6,1,4,9,8,2,1,0,0,0,0,43
EL PUENTE(STC),atencion odontologica,restauraciones,2020-06-01,0,0,0,2,1,11,3,8,0,0,0,0,0,0,25
EL PUENTE(TJA),atencion odontologica,restauraciones,2020-06-01,1,0,0,1,0,12,19,25,1,4,0,0,0,0,63
EL TORNO,atencion odontologica,restauraciones,2020-06-01,0,0,0,3,3,0,5,5,1,1,0,0,0,0,18
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2020-06-01,0,0,3,8,5,2,6,7,2,0,0,0,0,0,33
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
ESCARA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,1,1,2,0,1,0,0,0,0,0,5
ESCOMA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ESMERALDA,atencion odontologica,restauraciones,2020-06-01,0,0,0,3,0,0,3,4,1,0,0,0,0,0,11
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,1,6,1,0,0,0,0,0,8
FILADELFIA,atencion odontologica,restauraciones,2020-06-01,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2020-06-01,3,10,23,14,16,28,20,43,2,3,0,0,0,0,162
GUANAY,atencion odontologica,restauraciones,2020-06-01,2,0,2,0,0,2,0,0,0,0,0,0,0,0,6
GUAQUI,atencion odontologica,restauraciones,2020-06-01,0,0,1,2,0,6,9,9,2,3,0,0,0,0,32
GUAYARAMERIN,atencion odontologica,restauraciones,2020-06-01,0,0,0,1,8,0,8,33,2,0,0,0,0,0,52
GUTIERREZ,atencion odontologica,restauraciones,2020-06-01,1,0,1,7,3,15,13,18,1,0,0,0,0,0,59
HUACARETA,atencion odontologica,restauraciones,2020-06-01,0,0,0,4,1,1,6,25,4,0,0,0,0,0,41
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2020-06-01,2,0,0,0,0,0,0,3,0,0,0,0,0,0,5
HUACHACALLA,atencion odontologica,restauraciones,2020-06-01,0,0,1,1,0,0,0,2,1,1,0,0,0,0,6
HUANUNI,atencion odontologica,restauraciones,2020-06-01,3,5,7,21,4,21,23,28,0,2,0,0,0,0,114
HUATAJATA,atencion odontologica,restauraciones,2020-06-01,2,2,3,9,1,9,5,11,1,2,0,0,0,0,45
HUAYLLAMARCA,atencion odontologica,restauraciones,2020-06-01,5,0,3,2,0,2,3,9,0,2,0,0,0,0,26
HUMANATA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,4,2,5,6,0,0,0,0,0,0,17
ICHOCA,atencion odontologica,restauraciones,2020-06-01,1,2,2,1,2,5,2,1,1,1,0,0,0,0,18
ICLA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,restauraciones,2020-06-01,1,0,0,1,0,2,7,5,0,0,0,0,0,0,16
INQUISIVI,atencion odontologica,restauraciones,2020-06-01,0,0,4,3,0,8,0,1,0,2,0,0,0,0,18
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2020-06-01,0,5,2,2,3,2,3,10,0,0,0,0,0,0,27
IXIAMAS,atencion odontologica,restauraciones,2020-06-01,1,0,0,1,0,4,4,6,0,1,0,0,0,0,17
JESUS DE MACHACA,atencion odontologica,restauraciones,2020-06-01,0,0,4,6,4,3,6,7,4,3,0,0,0,0,37
LA ASUNTA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
LA PAZ,atencion odontologica,restauraciones,2020-06-01,128,115,217,176,80,170,369,808,228,146,0,0,0,0,2437
LA RIVERA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,23,14,0,0,0,0,0,0,37
LAGUNILLAS,atencion odontologica,restauraciones,2020-06-01,1,0,0,1,5,6,5,21,1,0,0,0,0,0,40
LAJA,atencion odontologica,restauraciones,2020-06-01,3,1,3,1,7,9,4,4,0,0,0,0,0,0,32
LAS CARRERAS,atencion odontologica,restauraciones,2020-06-01,0,0,0,1,1,4,5,7,0,0,0,0,0,0,18
LLALLAGUA,atencion odontologica,restauraciones,2020-06-01,1,0,0,1,0,0,3,0,1,0,0,0,0,0,6
LLICA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LORETO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,restauraciones,2020-06-01,4,1,2,1,9,6,3,7,0,0,0,0,0,0,33
MACHACAMARCA,atencion odontologica,restauraciones,2020-06-01,0,0,8,1,1,6,3,13,0,10,0,0,0,0,42
MAGDALENA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
MAPIRI,atencion odontologica,restauraciones,2020-06-01,1,0,6,6,3,5,7,16,1,0,0,0,0,0,45
MECAPACA,atencion odontologica,restauraciones,2020-06-01,0,5,15,12,7,5,18,49,6,6,0,0,0,0,123
MIZQUE,atencion odontologica,restauraciones,2020-06-01,0,0,0,1,0,0,0,3,1,0,0,0,0,0,5
MOCOMOCO,atencion odontologica,restauraciones,2020-06-01,2,3,6,6,1,16,10,19,1,3,0,0,0,0,67
MOJINETE,atencion odontologica,restauraciones,2020-06-01,1,1,3,2,2,0,3,7,0,0,0,0,0,0,19
MONTEAGUDO,atencion odontologica,restauraciones,2020-06-01,0,4,4,5,1,5,15,26,0,3,0,0,0,0,63
MONTERO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,1,3,1,2,0,0,0,0,0,0,7
MOROCHATA,atencion odontologica,restauraciones,2020-06-01,7,8,9,8,8,29,28,53,2,4,0,0,0,0,156
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,restauraciones,2020-06-01,0,0,3,0,0,0,2,3,0,0,0,0,0,0,8
OCURI,atencion odontologica,restauraciones,2020-06-01,0,0,0,5,1,0,10,16,4,2,0,0,0,0,38
OKINAWA,atencion odontologica,restauraciones,2020-06-01,0,1,0,0,0,3,1,4,0,0,0,0,0,0,9
ORURO,atencion odontologica,restauraciones,2020-06-01,30,17,85,136,50,83,231,356,114,49,0,0,0,0,1151
PADCAYA,atencion odontologica,restauraciones,2020-06-01,0,1,1,1,0,1,2,3,0,0,0,0,0,0,9
PADILLA,atencion odontologica,restauraciones,2020-06-01,0,1,0,1,0,0,4,3,0,0,0,0,0,0,9
PALCA,atencion odontologica,restauraciones,2020-06-01,6,13,17,11,8,11,16,19,9,2,0,0,0,0,112
PALOS BLANCOS,atencion odontologica,restauraciones,2020-06-01,0,2,13,18,2,25,12,23,2,0,0,0,0,0,97
PAPEL PAMPA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
PASORAPA,atencion odontologica,restauraciones,2020-06-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
PAZÑA,atencion odontologica,restauraciones,2020-06-01,3,4,5,4,0,7,7,2,3,1,0,0,0,0,36
PELECHUCO,atencion odontologica,restauraciones,2020-06-01,10,27,16,17,6,12,21,26,6,3,0,0,0,0,144
POCOATA,atencion odontologica,restauraciones,2020-06-01,9,19,15,13,12,49,10,61,3,7,0,0,0,0,198
POCONA,atencion odontologica,restauraciones,2020-06-01,0,4,6,17,9,7,14,23,0,1,0,0,0,0,81
POJO (CBBA),atencion odontologica,restauraciones,2020-06-01,1,2,0,2,0,9,2,2,0,0,0,0,0,0,18
POOPO,atencion odontologica,restauraciones,2020-06-01,9,8,15,12,4,15,19,25,12,4,0,0,0,0,123
POSTRER VALLE,atencion odontologica,restauraciones,2020-06-01,1,0,0,0,4,2,5,8,0,0,0,0,0,0,20
POTOSI,atencion odontologica,restauraciones,2020-06-01,7,16,22,24,13,12,37,75,0,3,0,0,0,0,209
PRESTO,atencion odontologica,restauraciones,2020-06-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,restauraciones,2020-06-01,8,9,11,13,10,26,17,43,5,2,0,0,0,0,144
PUERTO ACOSTA,atencion odontologica,restauraciones,2020-06-01,0,0,5,0,7,10,0,8,1,0,0,0,0,0,31
PUERTO CARABUCO,atencion odontologica,restauraciones,2020-06-01,6,1,5,13,6,17,22,27,0,0,0,0,0,0,97
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
PUERTO PEREZ,atencion odontologica,restauraciones,2020-06-01,2,2,1,0,0,0,0,3,0,0,0,0,0,0,8
PUERTO QUIJARRO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,restauraciones,2020-06-01,9,0,17,19,3,50,31,44,1,1,0,0,0,0,175
PUNA,atencion odontologica,restauraciones,2020-06-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
PUNATA,atencion odontologica,restauraciones,2020-06-01,0,9,8,19,3,8,12,31,4,2,0,0,0,0,96
QUIABAYA,atencion odontologica,restauraciones,2020-06-01,1,1,0,1,0,6,2,2,0,0,0,0,0,0,13
QUILLACOLLO,atencion odontologica,restauraciones,2020-06-01,2,7,10,13,6,14,10,53,6,20,0,0,0,0,141
QUIME,atencion odontologica,restauraciones,2020-06-01,2,1,1,0,0,2,2,5,0,0,0,0,0,0,13
RAVELO,atencion odontologica,restauraciones,2020-06-01,3,6,8,3,0,2,1,5,0,0,0,0,0,0,28
REYES,atencion odontologica,restauraciones,2020-06-01,0,0,1,0,3,0,1,1,0,0,0,0,0,0,6
RIBERALTA,atencion odontologica,restauraciones,2020-06-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
ROBORE,atencion odontologica,restauraciones,2020-06-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
RURRENABAQUE,atencion odontologica,restauraciones,2020-06-01,0,0,3,4,8,2,8,6,0,0,0,0,0,0,31
SABAYA,atencion odontologica,restauraciones,2020-06-01,4,2,9,10,4,2,6,27,3,8,0,0,0,0,75
SACABA,atencion odontologica,restauraciones,2020-06-01,5,10,45,48,22,39,30,105,14,7,0,0,0,0,325
SACABAMBA,atencion odontologica,restauraciones,2020-06-01,0,0,0,3,4,4,5,10,0,7,0,0,0,0,33
SAIPINA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,1,2,0,1,1,0,0,0,0,0,5
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2020-06-01,7,7,9,18,9,18,25,43,21,10,0,0,0,0,167
SAN AGUSTIN,atencion odontologica,restauraciones,2020-06-01,0,0,0,3,1,1,2,7,0,0,0,0,0,0,14
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2020-06-01,2,6,11,6,0,4,7,18,7,1,0,0,0,0,62
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,restauraciones,2020-06-01,15,4,4,1,3,2,3,5,5,0,0,0,0,0,42
SAN BORJA,atencion odontologica,restauraciones,2020-06-01,2,0,4,3,2,10,8,26,2,3,0,0,0,0,60
SAN BUENA VENTURA,atencion odontologica,restauraciones,2020-06-01,2,0,3,4,3,23,6,28,0,2,0,0,0,0,71
SAN CARLOS,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAN JAVIER(STC),atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2020-06-01,0,0,2,2,2,0,3,7,2,2,0,0,0,0,20
SAN LORENZO(TJA),atencion odontologica,restauraciones,2020-06-01,0,0,1,6,3,5,21,22,1,1,0,0,0,0,60
SAN LUCAS,atencion odontologica,restauraciones,2020-06-01,0,5,8,14,5,8,8,26,0,0,0,0,0,0,74
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2020-06-01,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5
SAN PEDRO,atencion odontologica,restauraciones,2020-06-01,1,0,0,0,0,3,7,7,0,0,0,0,0,0,18
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2020-06-01,1,0,0,0,0,4,12,20,0,0,0,0,0,0,37
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2020-06-01,0,1,0,0,0,1,2,2,4,0,0,0,0,0,10
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2020-06-01,2,1,0,0,0,1,1,2,0,0,0,0,0,0,7
SAN RAFAEL,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,1,0,1,1,0,2,0,0,0,0,5
SANTA ANA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,2,1,2,5,3,0,0,0,0,0,13
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2020-06-01,1,7,60,56,57,74,150,199,23,99,0,0,0,0,726
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2020-06-01,0,2,2,0,0,1,8,8,0,0,0,0,0,0,21
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2020-06-01,4,5,3,6,1,15,12,7,3,2,0,0,0,0,58
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2020-06-01,4,0,1,0,0,0,0,8,2,1,0,0,0,0,16
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2020-06-01,0,2,5,2,0,0,0,3,0,1,0,0,0,0,13
SAPAHAQUI,atencion odontologica,restauraciones,2020-06-01,0,0,24,6,20,19,0,9,0,0,0,0,0,0,78
SENA,atencion odontologica,restauraciones,2020-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SHINAOTA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,8,1,0,0,0,0,0,0,9
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,restauraciones,2020-06-01,0,1,2,2,0,0,0,2,0,0,0,0,0,0,7
SOPACHUY,atencion odontologica,restauraciones,2020-06-01,0,2,2,1,0,0,0,7,1,0,0,0,0,0,13
SORACACHI,atencion odontologica,restauraciones,2020-06-01,4,4,6,11,3,12,14,26,7,6,0,0,0,0,93
SORATA,atencion odontologica,restauraciones,2020-06-01,1,0,0,0,1,1,0,2,0,0,0,0,0,0,5
SUCRE,atencion odontologica,restauraciones,2020-06-01,1,6,20,16,12,9,29,50,6,5,0,0,0,0,154
TACACOMA,atencion odontologica,restauraciones,2020-06-01,2,0,5,8,5,11,15,26,1,0,0,0,0,0,73
TACOPAYA,atencion odontologica,restauraciones,2020-06-01,3,2,3,5,1,19,9,35,14,15,0,0,0,0,106
TAHUA,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,2,2,8,0,0,0,0,0,0,12
TAPACARI,atencion odontologica,restauraciones,2020-06-01,9,8,9,10,10,23,15,28,5,4,0,0,0,0,121
TARABUCO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TARACO,atencion odontologica,restauraciones,2020-06-01,5,5,9,3,1,9,3,21,8,0,0,0,0,0,64
TARATA,atencion odontologica,restauraciones,2020-06-01,1,0,0,0,0,0,0,3,1,0,0,0,0,0,5
TARIJA,atencion odontologica,restauraciones,2020-06-01,3,1,9,13,3,3,32,49,7,1,0,0,0,0,121
TARVITA,atencion odontologica,restauraciones,2020-06-01,0,2,0,0,14,12,4,22,0,0,0,0,0,0,54
TEOPONTE,atencion odontologica,restauraciones,2020-06-01,2,4,8,9,7,5,1,11,0,0,0,0,0,0,47
TIAHUANACU,atencion odontologica,restauraciones,2020-06-01,1,0,2,3,0,9,2,9,2,0,0,0,0,0,28
TINGUIPAYA,atencion odontologica,restauraciones,2020-06-01,3,1,2,5,0,3,2,10,0,0,0,0,0,0,26
TIPUANI,atencion odontologica,restauraciones,2020-06-01,2,3,0,2,4,3,2,1,0,1,0,0,0,0,18
TIQUIPAYA,atencion odontologica,restauraciones,2020-06-01,11,3,5,15,2,10,12,19,0,1,0,0,0,0,78
TIRAQUE (CBBA),atencion odontologica,restauraciones,2020-06-01,2,7,11,13,10,4,13,13,0,2,0,0,0,0,75
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2020-06-01,0,6,0,2,0,0,8,10,2,0,0,0,0,0,28
TODOS SANTOS,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
TOLATA,atencion odontologica,restauraciones,2020-06-01,0,0,0,4,1,0,1,1,0,1,0,0,0,0,8
TOLEDO,atencion odontologica,restauraciones,2020-06-01,0,0,2,1,3,8,1,5,0,1,0,0,0,0,21
TOMAVE,atencion odontologica,restauraciones,2020-06-01,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3
TORO TORO,atencion odontologica,restauraciones,2020-06-01,2,0,3,3,16,14,9,31,5,1,0,0,0,0,84
TOTORA(CBBA),atencion odontologica,restauraciones,2020-06-01,2,0,1,1,0,1,1,1,0,0,0,0,0,0,7
TOTORA(ORR),atencion odontologica,restauraciones,2020-06-01,4,6,0,2,3,5,9,18,0,1,0,0,0,0,48
TRIGAL,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,7,0,0,4,0,0,0,0,11
TRINIDAD,atencion odontologica,restauraciones,2020-06-01,0,0,6,13,2,4,4,2,0,0,0,0,0,0,31
TUPIZA,atencion odontologica,restauraciones,2020-06-01,3,1,4,3,1,2,8,17,2,7,0,0,0,0,48
TURCO,atencion odontologica,restauraciones,2020-06-01,0,6,6,8,6,5,14,21,5,0,0,0,0,0,71
UNCIA,atencion odontologica,restauraciones,2020-06-01,2,0,4,8,3,5,7,15,7,1,0,0,0,0,52
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2020-06-01,1,1,0,3,3,4,7,16,1,0,0,0,0,0,36
UYUNI,atencion odontologica,restauraciones,2020-06-01,0,2,2,5,1,5,9,23,8,3,0,0,0,0,58
VACAS,atencion odontologica,restauraciones,2020-06-01,0,3,2,0,0,0,2,2,0,0,0,0,0,0,9
VALLEGRANDE,atencion odontologica,restauraciones,2020-06-01,0,0,2,4,0,2,3,7,0,1,0,0,0,0,19
VIACHA,atencion odontologica,restauraciones,2020-06-01,13,16,25,33,24,31,35,88,27,11,0,0,0,0,303
VILA VILA,atencion odontologica,restauraciones,2020-06-01,2,5,1,5,1,3,1,2,0,0,0,0,0,0,20
VILLA MONTES,atencion odontologica,restauraciones,2020-06-01,1,0,1,1,0,2,3,7,1,0,0,0,0,0,16
VILLA RIVERO,atencion odontologica,restauraciones,2020-06-01,0,4,0,3,2,5,0,8,0,1,0,0,0,0,23
VILLA SERRANO,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
VILLA TUNARI,atencion odontologica,restauraciones,2020-06-01,5,8,3,1,5,19,11,41,4,1,0,0,0,0,98
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2020-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VILLAZON,atencion odontologica,restauraciones,2020-06-01,3,0,2,4,1,8,20,29,1,2,0,0,0,0,70
VINTO,atencion odontologica,restauraciones,2020-06-01,12,16,48,49,15,49,41,155,4,7,0,0,0,0,396
VITICHI,atencion odontologica,restauraciones,2020-06-01,0,1,5,11,6,10,11,37,2,2,0,0,0,0,85
WALDO BALLIVIAN,atencion odontologica,restauraciones,2020-06-01,3,3,0,1,3,10,4,11,0,0,0,0,0,0,35
WARNES,atencion odontologica,restauraciones,2020-06-01,4,0,0,1,0,1,4,0,2,0,0,0,0,0,12
YACUIBA,atencion odontologica,restauraciones,2020-06-01,0,0,1,1,4,4,11,22,1,2,0,0,0,0,46
YAMPARAEZ,atencion odontologica,restauraciones,2020-06-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
YANACACHI,atencion odontologica,restauraciones,2020-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
YAPACANI,atencion odontologica,restauraciones,2020-06-01,0,1,5,6,0,2,2,3,1,0,0,0,0,0,20
YOCALLA,atencion odontologica,restauraciones,2020-06-01,0,0,4,12,2,8,5,8,1,0,0,0,0,0,40
YUNCHARA,atencion odontologica,restauraciones,2020-06-01,2,3,1,4,4,6,7,17,0,1,0,0,0,0,45
ACACIO,atencion odontologica,restauraciones,2020-07-01,0,1,4,0,2,4,2,9,0,0,0,0,0,0,22
ACHACACHI,atencion odontologica,restauraciones,2020-07-01,3,3,12,13,12,20,33,52,11,9,0,0,0,0,168
ACHOCALLA,atencion odontologica,restauraciones,2020-07-01,2,5,4,15,0,8,1,6,0,0,0,0,0,0,41
AIQUILE,atencion odontologica,restauraciones,2020-07-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
ALTO BENI,atencion odontologica,restauraciones,2020-07-01,5,0,6,6,0,7,9,14,1,0,0,0,0,0,48
ANCORAIMES,atencion odontologica,restauraciones,2020-07-01,2,1,3,5,1,9,7,19,6,3,0,0,0,0,56
ANDAMARCA,atencion odontologica,restauraciones,2020-07-01,1,2,1,3,0,1,2,2,0,3,0,0,0,0,15
ANTEQUERA,atencion odontologica,restauraciones,2020-07-01,6,0,2,9,6,16,11,18,1,1,0,0,0,0,70
APOLO,atencion odontologica,restauraciones,2020-07-01,0,0,7,1,1,2,2,7,0,0,0,0,0,0,20
ARAMPAMPA,atencion odontologica,restauraciones,2020-07-01,1,0,1,2,3,8,2,4,0,0,0,0,0,0,21
ARANI,atencion odontologica,restauraciones,2020-07-01,4,0,4,4,5,4,0,14,0,0,0,0,0,0,35
ARBIETO,atencion odontologica,restauraciones,2020-07-01,3,6,17,24,6,15,6,62,3,2,0,0,0,0,144
ARQUE,atencion odontologica,restauraciones,2020-07-01,2,0,0,2,0,13,4,21,3,0,0,0,0,0,45
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2020-07-01,2,1,1,5,0,10,5,29,9,0,0,0,0,0,62
ATOCHA,atencion odontologica,restauraciones,2020-07-01,3,9,11,23,33,16,33,40,1,4,0,0,0,0,173
AUCAPATA,atencion odontologica,restauraciones,2020-07-01,1,0,1,21,4,27,13,41,0,0,0,0,0,0,108
AYATA,atencion odontologica,restauraciones,2020-07-01,4,3,4,6,6,8,4,16,2,0,0,0,0,0,53
AYO AYO,atencion odontologica,restauraciones,2020-07-01,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2020-07-01,1,2,4,5,5,13,14,20,2,2,0,0,0,0,68
AZURDUY,atencion odontologica,restauraciones,2020-07-01,5,2,0,5,13,18,17,36,0,0,0,0,0,0,96
BATALLAS,atencion odontologica,restauraciones,2020-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BAURES,atencion odontologica,restauraciones,2020-07-01,0,0,0,3,2,1,4,4,0,0,0,0,0,0,14
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2020-07-01,1,2,1,5,2,9,5,17,1,0,0,0,0,0,43
BELEN DE URMIRI,atencion odontologica,restauraciones,2020-07-01,0,1,0,0,1,6,17,0,1,0,0,0,0,0,26
BERMEJO,atencion odontologica,restauraciones,2020-07-01,0,4,0,1,3,3,3,3,0,0,0,0,0,0,17
BETANZOS,atencion odontologica,restauraciones,2020-07-01,4,9,6,2,1,9,3,14,1,0,0,0,0,0,49
BOLIVAR,atencion odontologica,restauraciones,2020-07-01,0,0,0,1,0,3,4,2,1,0,0,0,0,0,11
