,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
HUARINA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HUATAJATA,atencion odontologica,cirugia bucal menor,2020-07-01,0,2,3,0,0,0,1,3,1,4,0,0,0,0,14
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2020-07-01,0,2,0,2,0,0,1,0,0,0,0,0,0,0,5
HUMANATA,atencion odontologica,cirugia bucal menor,2020-07-01,2,9,6,21,8,24,8,15,5,0,0,0,0,0,98
ICHOCA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,2,0,4,3,1,0,0,0,0,0,10
ICLA,atencion odontologica,cirugia bucal menor,2020-07-01,2,0,9,12,5,5,9,15,5,3,0,0,0,0,65
INCAHUASI,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,2,4,1,1,5,8,6,1,0,0,0,0,29
INQUISIVI,atencion odontologica,cirugia bucal menor,2020-07-01,3,1,17,8,6,11,24,20,8,2,0,0,0,0,100
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2020-07-01,6,13,15,15,5,15,14,43,13,1,0,0,0,0,140
IXIAMAS,atencion odontologica,cirugia bucal menor,2020-07-01,3,2,11,8,6,5,8,20,0,2,0,0,0,0,65
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2020-07-01,3,3,25,13,8,10,17,15,7,13,0,0,0,0,114
LA ASUNTA,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,19,17,6,14,32,52,0,1,0,0,0,0,143
LA PAZ,atencion odontologica,cirugia bucal menor,2020-07-01,23,31,85,81,20,48,94,243,51,41,0,0,0,0,717
LA RIVERA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,5,2,0,4,14,0,0,0,0,0,0,28
LAJA,atencion odontologica,cirugia bucal menor,2020-07-01,2,0,12,6,3,6,3,18,5,1,0,0,0,0,56
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5
LLALLAGUA,atencion odontologica,cirugia bucal menor,2020-07-01,9,5,16,21,9,12,24,52,7,4,0,0,0,0,159
LLICA,atencion odontologica,cirugia bucal menor,2020-07-01,0,1,13,4,0,9,8,19,3,3,0,0,0,0,60
LORETO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,1,0,0,0,3,0,0,0,0,0,0,6
LURIBAY,atencion odontologica,cirugia bucal menor,2020-07-01,2,2,1,5,2,5,10,10,1,0,0,0,0,0,38
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,3,5,2,1,3,9,5,1,0,0,0,0,30
MACHARETI,atencion odontologica,cirugia bucal menor,2020-07-01,0,2,4,1,0,1,2,15,0,0,0,0,0,0,25
MAGDALENA,atencion odontologica,cirugia bucal menor,2020-07-01,2,0,5,3,2,1,1,3,2,0,0,0,0,0,19
MAIRANA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MALLA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,0,0,1,2,1,3,0,0,0,0,0,8
MAPIRI,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,cirugia bucal menor,2020-07-01,1,3,8,8,1,3,6,19,14,4,0,0,0,0,67
MINEROS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,cirugia bucal menor,2020-07-01,0,6,6,9,1,1,2,1,2,3,0,0,0,0,31
MOCOMOCO,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,11,16,5,19,15,28,5,4,0,0,0,0,105
MOJINETE,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,6,1,0,1,5,2,2,0,0,0,0,18
MOJOCOYA,atencion odontologica,cirugia bucal menor,2020-07-01,3,0,8,12,5,2,12,22,4,1,0,0,0,0,69
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,14,8,3,5,23,27,2,4,0,0,0,0,87
MONTERO,atencion odontologica,cirugia bucal menor,2020-07-01,4,5,20,19,12,12,20,32,6,5,0,0,0,0,135
MORO MORO,atencion odontologica,cirugia bucal menor,2020-07-01,2,0,0,1,1,3,4,2,0,0,0,0,0,0,13
MOROCHATA,atencion odontologica,cirugia bucal menor,2020-07-01,0,1,9,13,8,16,7,30,4,6,0,0,0,0,94
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,0,1,0,1,0,0,0,0,0,0,0,5
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,6,2,4,6,11,19,5,2,0,0,0,0,58
OKINAWA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,2,0,0,0,4,0,0,0,0,0,0,7
OMEREQUE,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
ORURO,atencion odontologica,cirugia bucal menor,2020-07-01,10,11,58,63,21,38,74,169,26,33,0,0,0,0,503
PADCAYA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,1,1,3,7,13,1,0,0,0,0,0,26
PADILLA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,2,0,0,1,2,1,0,0,0,0,0,8
PALCA,atencion odontologica,cirugia bucal menor,2020-07-01,0,4,12,24,13,17,27,36,8,2,0,0,0,0,143
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2020-07-01,3,2,10,16,5,3,4,19,1,0,0,0,0,0,63
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,1,1,0,1,0,3,0,0,0,0,0,0,7
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,0,1,1,0,1,0,2,1,0,0,0,0,7
PASORAPA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4
PATACAMAYA,atencion odontologica,cirugia bucal menor,2020-07-01,5,4,5,6,3,3,2,12,5,1,0,0,0,0,46
PAZÑA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,4,6,0,2,4,10,2,1,0,0,0,0,29
PELECHUCO,atencion odontologica,cirugia bucal menor,2020-07-01,2,2,7,8,0,0,4,11,0,3,0,0,0,0,37
POCOATA,atencion odontologica,cirugia bucal menor,2020-07-01,3,1,11,14,11,7,12,24,12,9,0,0,0,0,104
POCONA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,6,0,2,1,5,2,0,0,0,0,0,17
POJO (CBBA),atencion odontologica,cirugia bucal menor,2020-07-01,1,1,1,3,1,3,1,2,1,0,0,0,0,0,14
POOPO,atencion odontologica,cirugia bucal menor,2020-07-01,4,0,6,3,1,3,11,8,0,2,0,0,0,0,38
PORCO,atencion odontologica,cirugia bucal menor,2020-07-01,1,3,3,2,2,4,2,10,1,0,0,0,0,0,28
POROMA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,1,0,0,2,0,0,0,0,0,0,0,5
PORONGO,atencion odontologica,cirugia bucal menor,2020-07-01,4,2,8,4,1,1,9,12,1,1,0,0,0,0,43
PORVENIR,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2020-07-01,3,0,2,4,0,1,4,9,1,0,0,0,0,0,24
POTOSI,atencion odontologica,cirugia bucal menor,2020-07-01,24,19,77,88,26,49,47,113,21,12,0,0,0,0,476
PRESTO,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,2,2,4,3,2,10,0,2,0,0,0,0,28
PUCARA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,1,0,2,2,0,1,0,0,0,0,6
PUCARANI,atencion odontologica,cirugia bucal menor,2020-07-01,3,3,19,23,22,25,27,61,11,9,0,0,0,0,203
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2020-07-01,1,2,12,14,7,9,36,35,9,12,0,0,0,0,137
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,8,8,7,16,8,24,4,9,0,0,0,0,85
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,14,1,2,5,6,0,0,0,0,0,0,30
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,2,0,1,3,3,0,1,0,0,0,0,11
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,4,3,0,1,1,2,2,1,0,0,0,0,14
PUERTO RICO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,9,8,0,9,9,9,3,0,0,0,0,0,47
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2020-07-01,1,5,21,17,1,5,24,39,5,3,0,0,0,0,121
PUNA,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,0,2,3,0,6,9,6,5,0,0,0,0,32
PUNATA,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,6,8,0,3,0,3,1,3,0,0,0,0,26
QUIABAYA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,5,2,0,8,12,12,0,7,0,0,0,0,46
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2020-07-01,2,4,8,8,2,3,9,33,5,2,0,0,0,0,76
QUIME,atencion odontologica,cirugia bucal menor,2020-07-01,1,6,20,24,0,4,30,30,2,0,0,0,0,0,117
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,cirugia bucal menor,2020-07-01,3,3,4,12,6,11,18,41,23,23,0,0,0,0,144
REYES,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,0,0,1,2,2,4,0,0,0,0,0,0,10
RIBERALTA,atencion odontologica,cirugia bucal menor,2020-07-01,3,3,6,10,4,10,13,33,1,4,0,0,0,0,87
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2020-07-01,2,3,2,1,1,1,2,5,0,1,0,0,0,0,18
SABAYA,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,10,8,8,1,11,13,7,5,0,0,0,0,64
SACABA,atencion odontologica,cirugia bucal menor,2020-07-01,7,2,56,42,8,18,30,58,15,8,0,0,0,0,244
SACABAMBA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,1,0,0,6,5,1,4,0,0,0,0,17
SACACA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,4,3,4,9,14,2,2,0,0,0,0,41
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,7,9,2,3,12,23,13,5,0,0,0,0,76
SAMAIPATA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,0,3,2,0,0,1,0,0,0,0,0,0,8
SAN ANDRES,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,5,4,6,6,14,15,6,6,0,0,0,0,62
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,6,7,3,9,8,18,14,2,0,0,0,0,70
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,6,2,6,4,10,1,1,0,0,0,0,33
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,1,2,2,0,4,0,0,0,0,0,0,10
SAN BENITO,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,5,13,0,3,5,8,0,4,0,0,0,0,41
SAN BORJA,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,12,8,0,17,14,38,2,1,0,0,0,0,95
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,5,1,1,1,4,7,3,0,0,0,0,0,22
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2020-07-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,1,0,3,0,6,0,0,0,0,0,0,13
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,1,0,1,0,3,0,0,0,0,0,0,5
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2020-07-01,2,0,3,1,0,0,0,0,0,0,0,0,0,0,6
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,2,0,1,2,4,1,1,0,0,0,0,11
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,2,0,0,1,3,0,0,0,0,0,0,6
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2020-07-01,0,0,4,2,0,0,0,11,0,0,0,0,0,0,17
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2020-07-01,1,0,3,4,2,4,11,31,5,1,0,0,0,0,62
SAN LUCAS,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,14,14,10,21,17,48,4,5,0,0,0,0,134
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,8,4,0,3,2,10,2,1,0,0,0,0,31
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2020-07-01,3,1,10,7,4,4,16,24,9,7,0,0,0,0,85
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,0,1,5,3,5,1,1,0,0,0,0,17
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,7
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,5,7,6,11,15,25,10,3,0,0,0,0,85
SAN PEDRO(PND),atencion odontologica,cirugia bucal menor,2020-07-01,0,0,9,3,1,1,0,1,0,0,0,0,0,0,15
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,1,0,0,2,6,0,0,0,0,0,0,10
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2020-07-01,4,4,15,18,1,3,27,40,11,6,0,0,0,0,129
SANTA ROSA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,7,3,0,4,2,8,3,0,0,0,0,0,27
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,4,0,0,4,6,1,14,6,0,0,0,0,37
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2020-07-01,3,0,9,13,1,2,14,15,6,10,0,0,0,0,73
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,0,5,0,5,3,3,2,3,0,0,0,0,22
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,3,0,1,2,8,5,1,0,0,0,0,21
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,1,0,0,1,2,0,7,0,0,0,0,12
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,6,5,1,0,0,4,5,2,0,0,0,0,23
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,3,1,5,8,4,2,1,0,0,0,0,25
SENA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,4,5,3,0,4,3,1,1,0,0,0,0,21
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2020-07-01,3,0,5,5,1,1,9,13,1,3,0,0,0,0,41
SICAYA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,2,0,3,4,7,2,0,0,0,0,0,21
SIPE SIPE,atencion odontologica,cirugia bucal menor,2020-07-01,6,6,7,8,4,1,12,17,2,0,0,0,0,0,63
SOPACHUY,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,5,7,4,0,4,10,2,0,0,0,0,0,34
SORACACHI,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,12,8,5,4,16,25,9,5,0,0,0,0,87
SORATA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,15,5,4,5,8,28,2,0,0,0,0,0,67
SUCRE,atencion odontologica,cirugia bucal menor,2020-07-01,15,18,20,32,9,9,24,62,5,11,0,0,0,0,205
TACACOMA,atencion odontologica,cirugia bucal menor,2020-07-01,5,2,8,6,1,5,9,19,3,5,0,0,0,0,63
TACOPAYA,atencion odontologica,cirugia bucal menor,2020-07-01,0,1,8,10,11,7,15,29,10,3,0,0,0,0,94
TAHUA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,0,2,4,2,5,1,1,0,0,0,0,17
TAPACARI,atencion odontologica,cirugia bucal menor,2020-07-01,2,2,11,9,2,7,14,29,8,13,0,0,0,0,97
TARABUCO,atencion odontologica,cirugia bucal menor,2020-07-01,3,0,12,4,5,8,21,33,1,3,0,0,0,0,90
TARACO,atencion odontologica,cirugia bucal menor,2020-07-01,0,1,4,8,6,5,14,17,5,5,0,0,0,0,65
TARATA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucal menor,2020-07-01,9,3,9,14,9,23,48,57,5,7,0,0,0,0,184
TARVITA,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,4,20,12,15,38,42,23,5,0,0,0,0,162
TEOPONTE,atencion odontologica,cirugia bucal menor,2020-07-01,1,2,4,7,2,2,1,8,0,2,0,0,0,0,29
TIAHUANACU,atencion odontologica,cirugia bucal menor,2020-07-01,2,5,21,18,4,10,25,30,9,1,0,0,0,0,125
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,6,4,5,10,20,18,8,8,0,0,0,0,79
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2020-07-01,6,0,16,17,4,8,14,22,3,1,0,0,0,0,91
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2020-07-01,4,1,8,5,1,6,7,9,1,4,0,0,0,0,46
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2020-07-01,0,0,1,1,0,1,3,1,0,0,0,0,0,0,7
TOCO,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,7,4,1,0,1,6,1,1,0,0,0,0,23
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,5,2,0,0,0,0,3,0,0,0,0,12
TOLATA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
TOLEDO,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,2,2,3,2,0,5,2,2,0,0,0,0,20
TOMAVE,atencion odontologica,cirugia bucal menor,2020-07-01,1,4,7,14,7,13,19,28,7,14,0,0,0,0,114
TOMINA,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,5,7,2,2,8,21,2,2,0,0,0,0,52
TORO TORO,atencion odontologica,cirugia bucal menor,2020-07-01,0,1,3,2,3,1,12,16,4,5,0,0,0,0,47
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2020-07-01,8,4,12,8,2,8,16,24,0,0,0,0,0,0,82
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2020-07-01,0,2,6,11,3,9,4,11,3,8,0,0,0,0,57
TRIGAL,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5
TRINIDAD,atencion odontologica,cirugia bucal menor,2020-07-01,8,9,46,42,13,20,31,90,21,2,0,0,0,0,282
TUPIZA,atencion odontologica,cirugia bucal menor,2020-07-01,4,4,23,29,12,11,30,63,11,12,0,0,0,0,199
TURCO,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,7,6,2,1,6,11,4,1,0,0,0,0,39
UMALA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,1,0,2,1,3,3,0,0,0,0,0,12
UNCIA,atencion odontologica,cirugia bucal menor,2020-07-01,3,4,13,15,9,9,15,14,6,1,0,0,0,0,89
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,1,1,2,11,10,0,5,0,0,0,0,33
URUBICHA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,0,2,3,3,4,1,1,0,0,0,0,16
UYUNI,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,9,7,7,8,23,30,9,8,0,0,0,0,104
VACAS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,15,11,3,6,6,16,1,2,0,0,0,0,60
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,6,3,0,0,2,4,3,0,0,0,0,0,18
VIACHA,atencion odontologica,cirugia bucal menor,2020-07-01,5,2,48,43,20,25,34,87,23,13,0,0,0,0,300
VILA VILA,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,1,3,2,3,4,2,0,0,0,0,0,0,16
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
VILLA MONTES,atencion odontologica,cirugia bucal menor,2020-07-01,3,3,14,26,17,8,33,58,7,2,0,0,0,0,171
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,5,5,2,6,2,5,0,1,0,0,0,0,26
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,0,2,2,2,1,3,2,0,0,0,0,0,13
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2020-07-01,2,1,33,19,9,7,25,17,0,2,0,0,0,0,115
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2020-07-01,1,2,2,1,3,5,1,12,1,0,0,0,0,0,28
VILLAZON,atencion odontologica,cirugia bucal menor,2020-07-01,1,4,16,36,14,19,22,54,12,13,0,0,0,0,191
VINTO,atencion odontologica,cirugia bucal menor,2020-07-01,5,2,31,35,8,31,26,66,1,6,0,0,0,0,211
VITICHI,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,8,7,1,7,9,18,3,2,0,0,0,0,55
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2020-07-01,1,0,1,8,4,5,10,7,2,0,0,0,0,0,38
WARNES,atencion odontologica,cirugia bucal menor,2020-07-01,0,2,2,1,1,1,1,5,0,0,0,0,0,0,13
YACO,atencion odontologica,cirugia bucal menor,2020-07-01,0,1,2,1,0,3,7,9,0,2,0,0,0,0,25
YACUIBA,atencion odontologica,cirugia bucal menor,2020-07-01,1,1,11,11,4,12,29,44,5,1,0,0,0,0,119
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,3,3,1,2,5,3,1,3,0,0,0,0,21
YANACACHI,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,cirugia bucal menor,2020-07-01,8,4,11,6,4,5,3,10,1,2,0,0,0,0,54
YOCALLA,atencion odontologica,cirugia bucal menor,2020-07-01,1,2,9,1,0,4,3,19,6,4,0,0,0,0,49
YOTALA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,2,1,0,0,2,0,0,0,0,0,0,0,5
YUNCHARA,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,8,4,1,3,7,10,1,4,0,0,0,0,38
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2020-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ACACIO,atencion odontologica,cirugia bucal menor,2020-08-01,0,0,3,2,0,1,2,7,0,3,0,0,0,0,18
ACHACACHI,atencion odontologica,cirugia bucal menor,2020-08-01,1,5,16,19,8,11,12,47,13,7,0,0,0,0,139
ACHOCALLA,atencion odontologica,cirugia bucal menor,2020-08-01,2,0,7,11,2,11,8,14,0,1,0,0,0,0,56
AIQUILE,atencion odontologica,cirugia bucal menor,2020-08-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ALALAY,atencion odontologica,cirugia bucal menor,2020-08-01,0,0,3,1,0,2,0,4,0,0,0,0,0,0,10
ALCALA,atencion odontologica,cirugia bucal menor,2020-08-01,1,1,4,3,1,1,6,22,0,2,0,0,0,0,41
ALTO BENI,atencion odontologica,cirugia bucal menor,2020-08-01,2,0,2,5,0,0,10,9,1,0,0,0,0,0,29
ANCORAIMES,atencion odontologica,cirugia bucal menor,2020-08-01,2,1,16,21,5,16,16,35,6,11,0,0,0,0,129
ANDAMARCA,atencion odontologica,cirugia bucal menor,2020-08-01,0,0,2,4,2,2,1,2,0,1,0,0,0,0,14
ANTEQUERA,atencion odontologica,cirugia bucal menor,2020-08-01,2,0,16,7,3,5,13,14,6,1,0,0,0,0,67
ANZALDO,atencion odontologica,cirugia bucal menor,2020-08-01,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4
APOLO,atencion odontologica,cirugia bucal menor,2020-08-01,2,0,8,11,3,3,4,8,1,3,0,0,0,0,43
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2020-08-01,0,2,1,0,1,1,1,6,0,4,0,0,0,0,16
ARANI,atencion odontologica,cirugia bucal menor,2020-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,cirugia bucal menor,2020-08-01,0,4,22,14,5,3,6,7,0,5,0,0,0,0,66
ARQUE,atencion odontologica,cirugia bucal menor,2020-08-01,3,0,8,9,5,11,13,15,12,7,0,0,0,0,83
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2020-08-01,2,7,34,26,17,9,5,63,3,7,0,0,0,0,173
ATOCHA,atencion odontologica,cirugia bucal menor,2020-08-01,1,3,15,17,1,7,24,34,0,0,0,0,0,0,102
AUCAPATA,atencion odontologica,cirugia bucal menor,2020-08-01,1,0,4,1,3,0,11,17,0,1,0,0,0,0,38
AYATA,atencion odontologica,cirugia bucal menor,2020-08-01,1,0,7,8,3,9,23,29,3,5,0,0,0,0,88
AYO AYO,atencion odontologica,cirugia bucal menor,2020-08-01,1,1,7,2,2,6,3,9,3,1,0,0,0,0,35
