,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
COLLANA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,5,1,3,0,1,0,0,0,0,0,0,10
COLPA BELGICA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
COLQUECHACA,atencion odontologica,consulta repetida,2020-06-01,0,2,3,4,5,9,6,5,1,1,0,0,0,0,36
COLQUENCHA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
CORIPATA,atencion odontologica,consulta repetida,2020-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
CORQUE,atencion odontologica,consulta repetida,2020-06-01,0,0,0,5,0,1,1,4,0,0,0,0,0,0,11
COTAGAITA,atencion odontologica,consulta repetida,2020-06-01,5,0,0,12,7,11,5,58,1,3,0,7,0,3,112
CUEVO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,19,1,0,0,1,0,0,0,0,21
CULPINA,atencion odontologica,consulta repetida,2020-06-01,0,2,0,1,0,1,8,6,4,1,0,0,0,0,23
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2020-06-01,0,2,4,4,1,10,2,6,1,0,0,0,0,0,30
EL ALTO,atencion odontologica,consulta repetida,2020-06-01,16,26,70,72,43,47,63,135,40,18,0,5,0,0,535
EL CHORO,atencion odontologica,consulta repetida,2020-06-01,0,4,0,0,1,0,0,0,2,0,0,0,0,0,7
EL PUENTE(STC),atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,3,3,9,6,0,0,0,0,0,0,22
EL PUENTE(TJA),atencion odontologica,consulta repetida,2020-06-01,0,0,1,0,0,7,12,8,6,0,0,0,0,0,34
EL VILLAR,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2020-06-01,0,0,3,2,3,0,0,3,2,0,0,0,0,0,13
ESCOMA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2020-06-01,0,0,4,0,0,0,1,1,0,0,0,0,0,1,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2020-06-01,0,0,0,2,3,1,0,2,0,0,0,0,0,0,8
GUANAY,atencion odontologica,consulta repetida,2020-06-01,0,0,0,3,0,0,0,3,1,0,0,0,0,0,7
GUAQUI,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,0,1,1,1,0,0,0,0,0,4
GUAYARAMERIN,atencion odontologica,consulta repetida,2020-06-01,0,0,2,1,2,0,6,14,1,0,0,0,0,0,26
GUTIERREZ,atencion odontologica,consulta repetida,2020-06-01,2,0,1,11,0,3,8,16,0,0,0,0,0,0,41
HUACARETA,atencion odontologica,consulta repetida,2020-06-01,0,2,0,0,1,2,6,5,1,0,0,2,0,0,19
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2020-06-01,0,0,1,2,0,0,2,3,0,0,0,1,0,0,9
HUACHACALLA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,2,0,0,1,7,0,1,0,0,0,0,11
HUANUNI,atencion odontologica,consulta repetida,2020-06-01,0,4,4,6,1,12,18,14,1,2,0,0,0,0,62
HUATAJATA,atencion odontologica,consulta repetida,2020-06-01,0,0,5,1,0,0,1,6,0,0,0,0,0,0,13
HUAYLLAMARCA,atencion odontologica,consulta repetida,2020-06-01,0,2,0,1,0,1,0,4,0,0,0,0,0,0,8
HUMANATA,atencion odontologica,consulta repetida,2020-06-01,1,0,2,3,3,3,6,5,3,0,0,0,0,0,26
ICLA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,atencion odontologica,consulta repetida,2020-06-01,0,0,1,0,0,0,6,1,0,0,0,0,0,0,8
INQUISIVI,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
IXIAMAS,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LA ASUNTA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,1,1,4,0,0,0,0,0,0,7
LA PAZ,atencion odontologica,consulta repetida,2020-06-01,54,62,116,124,59,84,260,495,136,95,0,6,0,3,1494
LA RIVERA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
LAGUNILLAS,atencion odontologica,consulta repetida,2020-06-01,1,3,6,4,3,7,14,31,2,0,0,1,0,0,72
LAJA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3
LAS CARRERAS,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,2,18,18,0,0,0,0,0,0,39
LLALLAGUA,atencion odontologica,consulta repetida,2020-06-01,0,0,3,1,0,0,0,8,1,1,0,0,0,0,14
LLICA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
MACHACAMARCA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,4,8,2,24,0,20,0,0,0,0,58
MACHARETI,atencion odontologica,consulta repetida,2020-06-01,2,1,1,0,0,0,2,12,0,0,0,9,0,0,27
MAGDALENA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,consulta repetida,2020-06-01,2,0,0,0,1,0,0,4,0,0,0,0,0,0,7
MECAPACA,atencion odontologica,consulta repetida,2020-06-01,4,2,0,0,1,2,3,6,1,0,0,0,0,0,19
MIZQUE,atencion odontologica,consulta repetida,2020-06-01,0,5,2,3,0,3,6,1,0,1,0,0,0,0,21
MOCOMOCO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,consulta repetida,2020-06-01,0,0,1,1,0,0,4,7,0,5,0,0,0,0,18
MONTEAGUDO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,0,4,5,1,0,0,0,0,0,11
MONTERO,atencion odontologica,consulta repetida,2020-06-01,0,0,1,1,1,0,2,4,1,0,0,0,0,0,10
MOROCHATA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,2,0,2,0,1,0,0,0,0,5
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta repetida,2020-06-01,0,1,0,0,0,1,0,2,0,0,0,0,0,0,4
OCURI,atencion odontologica,consulta repetida,2020-06-01,0,0,1,0,0,2,0,7,0,0,0,0,0,0,10
OMEREQUE,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,consulta repetida,2020-06-01,40,34,100,148,53,101,915,356,69,36,0,18,0,11,1881
PADCAYA,atencion odontologica,consulta repetida,2020-06-01,0,0,1,1,3,0,5,4,0,0,0,0,0,0,14
PADILLA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PALCA,atencion odontologica,consulta repetida,2020-06-01,0,0,1,1,3,1,1,1,0,0,0,0,0,0,8
PALOS BLANCOS,atencion odontologica,consulta repetida,2020-06-01,0,0,0,2,1,3,3,2,1,0,0,0,0,0,12
PAPEL PAMPA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PASORAPA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PAZÑA,atencion odontologica,consulta repetida,2020-06-01,1,3,5,7,5,2,12,11,7,2,0,0,0,0,55
POCOATA,atencion odontologica,consulta repetida,2020-06-01,2,1,3,3,6,9,10,11,3,1,0,0,0,3,52
POCONA,atencion odontologica,consulta repetida,2020-06-01,0,0,1,9,6,0,13,18,1,0,0,0,0,0,48
POJO (CBBA),atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
POOPO,atencion odontologica,consulta repetida,2020-06-01,1,7,8,1,1,1,13,10,0,3,0,2,0,0,47
PORCO,atencion odontologica,consulta repetida,2020-06-01,1,0,0,1,0,3,2,2,0,0,0,0,0,0,9
POTOSI,atencion odontologica,consulta repetida,2020-06-01,22,22,33,37,15,26,47,91,2,8,0,5,0,0,308
PRESTO,atencion odontologica,consulta repetida,2020-06-01,0,0,1,0,0,4,1,1,0,0,0,0,0,0,7
PUCARANI,atencion odontologica,consulta repetida,2020-06-01,3,0,0,2,1,4,3,7,0,0,0,0,0,0,20
PUERTO ACOSTA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,3,0,1,2,0,0,0,0,0,0,6
PUERTO CARABUCO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,4,2,1,1,0,0,0,0,0,9
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO SUAREZ,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,1,3,1,1,2,0,0,0,0,9
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2020-06-01,12,6,7,9,0,22,15,32,0,1,0,0,0,0,104
PUNA,atencion odontologica,consulta repetida,2020-06-01,1,0,0,3,2,2,3,12,4,1,0,0,0,0,28
PUNATA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,3,0,3,2,12,1,0,0,2,0,0,23
QUIABAYA,atencion odontologica,consulta repetida,2020-06-01,2,0,0,0,0,2,2,0,0,0,0,0,0,0,6
QUILLACOLLO,atencion odontologica,consulta repetida,2020-06-01,1,1,7,1,1,8,6,13,4,8,0,0,0,0,50
QUIME,atencion odontologica,consulta repetida,2020-06-01,1,1,2,7,0,3,24,4,0,0,0,0,0,0,42
RAVELO,atencion odontologica,consulta repetida,2020-06-01,2,0,0,0,0,2,1,1,0,0,0,0,0,0,6
REYES,atencion odontologica,consulta repetida,2020-06-01,1,0,0,0,1,2,3,4,0,0,0,0,0,0,11
RIBERALTA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,2,5,3,3,6,0,0,0,0,0,20
RURRENABAQUE,atencion odontologica,consulta repetida,2020-06-01,0,0,3,0,1,0,5,2,0,0,0,0,0,0,11
SABAYA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,0,3,9,1,1,0,0,0,0,15
SACABA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,4,0,3,1,10,0,2,0,0,0,0,20
SAIPINA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,2,0,3,0,0,0,0,0,0,6
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2020-06-01,2,0,1,6,11,10,10,29,5,1,0,0,0,0,75
SAMAIPATA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2020-06-01,1,0,0,2,1,0,7,2,1,4,0,0,0,0,18
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,consulta repetida,2020-06-01,2,3,5,3,0,2,8,15,5,4,0,1,0,0,48
SAN BORJA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,2,10,0,5,0,0,0,0,17
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,4,1,5,0,0,0,1,0,0,12
SAN CARLOS,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
SAN IGNACIO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2020-06-01,0,1,1,4,0,2,0,2,1,2,0,0,0,0,13
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,2,0,4,4,0,0,0,0,0,0,10
SAN LUCAS,atencion odontologica,consulta repetida,2020-06-01,0,0,2,2,0,5,5,11,1,0,0,0,0,0,26
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2020-06-01,0,0,1,1,0,2,0,1,0,0,0,0,0,0,5
SAN PEDRO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,4,0,3,0,4,1,0,0,0,0,0,12
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,7,7,5,1,2,0,1,0,0,23
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
SAN RAFAEL,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2020-06-01,0,10,151,101,113,133,231,223,196,161,0,0,0,0,1319
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2020-06-01,0,1,0,2,0,1,3,9,2,0,0,0,0,0,18
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2020-06-01,2,0,5,3,3,11,11,16,7,2,0,2,0,0,62
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2020-06-01,0,0,3,1,0,2,4,3,0,0,0,1,0,1,15
SAPAHAQUI,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,2,4,6,0,0,0,0,0,0,12
SHINAOTA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,0,3,1,0,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,consulta repetida,2020-06-01,1,3,3,1,1,1,2,2,0,1,0,0,0,0,15
SOPACHUY,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,2,4,3,0,0,0,0,0,0,9
SORACACHI,atencion odontologica,consulta repetida,2020-06-01,0,0,5,8,4,5,2,24,5,2,0,0,0,0,55
SUCRE,atencion odontologica,consulta repetida,2020-06-01,4,7,12,7,16,18,52,94,11,2,0,0,0,0,223
TACACOMA,atencion odontologica,consulta repetida,2020-06-01,0,0,3,2,0,9,5,5,0,0,0,0,0,0,24
TACOPAYA,atencion odontologica,consulta repetida,2020-06-01,0,1,2,7,4,23,14,37,12,6,0,5,0,0,111
TAHUA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
TAPACARI,atencion odontologica,consulta repetida,2020-06-01,2,0,0,1,0,4,5,7,0,3,0,0,0,0,22
TARABUCO,atencion odontologica,consulta repetida,2020-06-01,0,1,0,0,0,1,0,1,1,0,0,1,0,0,5
TARACO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,0,1,5,0,0,0,0,0,0,7
TARATA,atencion odontologica,consulta repetida,2020-06-01,2,0,1,0,0,0,1,1,0,1,0,0,0,0,6
TARIJA,atencion odontologica,consulta repetida,2020-06-01,2,3,15,8,10,7,12,42,11,4,0,2,0,0,116
TARVITA,atencion odontologica,consulta repetida,2020-06-01,0,3,1,1,4,9,3,5,0,0,0,0,0,1,27
TEOPONTE,atencion odontologica,consulta repetida,2020-06-01,1,0,0,4,4,0,0,1,0,0,0,0,0,0,10
TIAHUANACU,atencion odontologica,consulta repetida,2020-06-01,9,5,0,0,0,0,0,12,5,4,0,0,0,0,35
TINGUIPAYA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
TIPUANI,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,2,3,3,0,0,0,0,0,8
TIQUIPAYA,atencion odontologica,consulta repetida,2020-06-01,2,1,1,3,1,0,3,4,0,0,0,0,0,0,15
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2020-06-01,0,1,2,1,2,4,2,4,0,0,0,1,0,0,17
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,6
TOCO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,2,0,0,1,0,0,0,0,0,4
TODOS SANTOS,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
TOLATA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,consulta repetida,2020-06-01,0,1,2,6,0,1,1,4,0,0,0,1,0,0,16
TORO TORO,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,1,1,10,0,0,0,3,0,0,15
TOTORA(CBBA),atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
TOTORA(ORR),atencion odontologica,consulta repetida,2020-06-01,0,3,0,3,1,4,7,3,0,2,0,0,0,0,23
TRIGAL,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRINIDAD,atencion odontologica,consulta repetida,2020-06-01,0,0,1,2,0,0,1,2,0,0,0,0,0,0,6
TUPIZA,atencion odontologica,consulta repetida,2020-06-01,2,0,3,14,1,3,5,10,0,0,0,0,0,0,38
TURCO,atencion odontologica,consulta repetida,2020-06-01,3,2,1,5,3,10,20,17,3,0,0,0,0,0,64
UMALA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
UNCIA,atencion odontologica,consulta repetida,2020-06-01,14,0,2,3,0,0,3,8,0,0,0,0,0,0,30
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2020-06-01,1,0,2,1,0,2,10,10,1,1,0,0,0,0,28
UYUNI,atencion odontologica,consulta repetida,2020-06-01,0,0,2,3,0,4,4,4,8,4,0,0,0,0,29
VACAS,atencion odontologica,consulta repetida,2020-06-01,0,0,3,4,0,12,0,6,0,0,0,0,0,0,25
VALLEGRANDE,atencion odontologica,consulta repetida,2020-06-01,0,0,1,1,1,1,1,4,0,3,0,1,0,0,13
VIACHA,atencion odontologica,consulta repetida,2020-06-01,3,5,13,9,5,9,9,42,5,4,0,2,0,0,106
VILA VILA,atencion odontologica,consulta repetida,2020-06-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
VILLA MONTES,atencion odontologica,consulta repetida,2020-06-01,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4
VILLA RIVERO,atencion odontologica,consulta repetida,2020-06-01,0,3,2,3,4,0,1,2,0,0,0,0,0,0,15
VILLA TUNARI,atencion odontologica,consulta repetida,2020-06-01,1,1,5,1,1,2,4,14,1,0,0,0,0,0,30
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLAZON,atencion odontologica,consulta repetida,2020-06-01,3,1,4,10,5,8,13,19,1,4,0,1,0,1,70
VITICHI,atencion odontologica,consulta repetida,2020-06-01,2,1,5,10,7,2,13,30,1,0,0,2,0,0,73
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2020-06-01,0,0,0,1,0,4,1,1,0,0,0,0,0,0,7
WARNES,atencion odontologica,consulta repetida,2020-06-01,0,1,1,2,0,0,10,8,1,1,0,0,0,0,24
YACUIBA,atencion odontologica,consulta repetida,2020-06-01,0,0,2,3,0,2,6,16,0,0,0,0,0,0,29
YAMPARAEZ,atencion odontologica,consulta repetida,2020-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
YANACACHI,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,consulta repetida,2020-06-01,1,0,3,8,3,12,8,16,2,0,0,6,0,0,59
YOTALA,atencion odontologica,consulta repetida,2020-06-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3
YUNCHARA,atencion odontologica,consulta repetida,2020-06-01,2,1,2,7,3,0,6,17,0,1,0,5,0,0,44
ACACIO,atencion odontologica,consulta repetida,2020-07-01,2,0,5,0,11,2,3,3,1,0,0,0,0,0,27
ACHACACHI,atencion odontologica,consulta repetida,2020-07-01,1,1,1,1,3,11,7,25,0,0,0,2,0,1,53
ACHOCALLA,atencion odontologica,consulta repetida,2020-07-01,0,5,0,0,6,2,0,0,4,0,0,0,0,0,17
AIQUILE,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,7
ALALAY,atencion odontologica,consulta repetida,2020-07-01,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5
ALCALA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALTO BENI,atencion odontologica,consulta repetida,2020-07-01,0,0,0,1,1,2,1,0,1,0,0,0,0,0,6
ANCORAIMES,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ANDAMARCA,atencion odontologica,consulta repetida,2020-07-01,6,1,0,2,0,0,0,1,0,0,0,0,0,0,10
ANTEQUERA,atencion odontologica,consulta repetida,2020-07-01,6,4,1,9,1,9,9,31,1,0,0,7,0,0,78
ARAMPAMPA,atencion odontologica,consulta repetida,2020-07-01,2,0,0,2,2,0,2,1,0,0,0,0,0,0,9
ARANI,atencion odontologica,consulta repetida,2020-07-01,0,0,2,2,2,4,0,16,0,0,0,0,0,0,26
ARBIETO,atencion odontologica,consulta repetida,2020-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
ARQUE,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,6,2,14,0,0,0,2,0,0,24
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2020-07-01,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
ATOCHA,atencion odontologica,consulta repetida,2020-07-01,2,1,5,17,9,22,38,58,7,17,0,0,0,0,176
AUCAPATA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,10,0,11,4,15,0,0,0,0,0,0,40
AYO AYO,atencion odontologica,consulta repetida,2020-07-01,0,0,0,2,1,0,0,0,1,0,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2020-07-01,0,0,1,1,0,0,5,4,1,1,0,0,0,0,13
AZURDUY,atencion odontologica,consulta repetida,2020-07-01,2,1,0,9,0,1,3,10,0,0,0,0,0,0,26
BAURES,atencion odontologica,consulta repetida,2020-07-01,0,0,0,2,0,1,8,1,0,0,0,0,0,0,12
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2020-07-01,0,0,1,0,4,3,12,7,1,0,0,0,0,2,30
BERMEJO,atencion odontologica,consulta repetida,2020-07-01,0,2,0,2,0,2,4,4,0,0,0,0,0,0,14
BETANZOS,atencion odontologica,consulta repetida,2020-07-01,0,0,1,3,1,7,4,12,0,0,0,0,0,0,28
CAIROMA,atencion odontologica,consulta repetida,2020-07-01,5,0,1,7,3,6,6,1,0,0,0,0,0,0,29
"CAIZA ""D""",atencion odontologica,consulta repetida,2020-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CALAMARCA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5
CAMARGO,atencion odontologica,consulta repetida,2020-07-01,0,4,0,4,0,1,6,3,0,2,0,0,0,0,20
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2020-07-01,0,0,2,0,0,0,2,5,0,0,0,0,0,0,9
CAMIRI,atencion odontologica,consulta repetida,2020-07-01,0,0,1,0,1,1,7,9,2,6,0,0,0,0,27
CAPINOTA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CAQUIAVIRI,atencion odontologica,consulta repetida,2020-07-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
CARACOLLO,atencion odontologica,consulta repetida,2020-07-01,2,0,7,1,0,2,1,4,0,2,0,0,0,0,19
CARANAVI,atencion odontologica,consulta repetida,2020-07-01,0,1,0,1,2,6,4,4,0,0,0,1,0,0,19
CARANGAS,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CARAPARI,atencion odontologica,consulta repetida,2020-07-01,0,0,2,0,3,1,2,0,0,0,0,0,0,0,8
CHALLAPATA,atencion odontologica,consulta repetida,2020-07-01,1,0,1,1,0,1,5,11,0,1,0,1,0,0,22
CHAQUI,atencion odontologica,consulta repetida,2020-07-01,3,0,1,4,0,3,1,0,0,5,0,0,0,0,17
CHARAÑA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CHIPAYA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2020-07-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3
CHUMA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,2,2,7,3,1,0,0,1,0,0,16
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2020-07-01,4,6,4,6,1,13,3,17,0,0,0,0,0,0,54
CKOCHAS,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,3,0,1,1,0,0,0,0,0,5
CLIZA,atencion odontologica,consulta repetida,2020-07-01,0,5,3,6,9,2,3,4,1,0,0,0,0,0,33
COBIJA,atencion odontologica,consulta repetida,2020-07-01,0,0,3,0,1,3,1,7,1,0,0,0,0,0,16
COCAPATA,atencion odontologica,consulta repetida,2020-07-01,0,0,1,5,5,9,8,19,0,1,0,4,0,0,52
COCHABAMBA,atencion odontologica,consulta repetida,2020-07-01,26,6,64,53,55,57,123,136,55,48,0,0,0,0,623
COLCAPIRHUA,atencion odontologica,consulta repetida,2020-07-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
"COLCHA ""K""",atencion odontologica,consulta repetida,2020-07-01,1,0,0,4,1,1,1,2,0,0,0,0,0,0,10
COLLANA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
COLQUECHACA,atencion odontologica,consulta repetida,2020-07-01,0,3,7,1,2,1,5,9,4,0,0,0,0,0,32
COLQUENCHA,atencion odontologica,consulta repetida,2020-07-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
