,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
TURCO,atencion odontologica,consulta nueva,2020-07-01,13,6,13,12,9,2,21,46,21,12,0,3,0,1,159
UMALA,atencion odontologica,consulta nueva,2020-07-01,0,0,2,1,0,2,1,3,3,0,0,0,0,0,12
UNCIA,atencion odontologica,consulta nueva,2020-07-01,17,6,12,21,25,22,27,46,11,4,0,2,0,1,194
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2020-07-01,0,0,4,2,2,3,13,30,4,7,0,1,0,0,66
URUBICHA,atencion odontologica,consulta nueva,2020-07-01,0,2,0,0,0,1,2,4,0,0,0,1,0,0,10
UYUNI,atencion odontologica,consulta nueva,2020-07-01,37,41,22,16,9,17,42,85,14,24,0,17,0,2,326
VACAS,atencion odontologica,consulta nueva,2020-07-01,0,6,26,21,11,14,10,49,1,7,0,0,0,3,148
VALLEGRANDE,atencion odontologica,consulta nueva,2020-07-01,0,1,12,5,1,1,9,15,6,7,0,1,0,0,58
VIACHA,atencion odontologica,consulta nueva,2020-07-01,21,7,72,69,27,57,62,148,36,18,0,4,0,5,526
VILA VILA,atencion odontologica,consulta nueva,2020-07-01,1,0,1,3,3,4,5,2,0,0,0,0,0,0,19
VILLA CHARCAS,atencion odontologica,consulta nueva,2020-07-01,13,7,2,4,0,1,1,7,0,0,0,4,0,0,39
VILLA MONTES,atencion odontologica,consulta nueva,2020-07-01,5,8,21,45,18,21,58,85,10,4,0,19,0,0,294
VILLA RIVERO,atencion odontologica,consulta nueva,2020-07-01,4,2,10,9,2,11,4,13,0,2,0,2,0,0,59
VILLA SERRANO,atencion odontologica,consulta nueva,2020-07-01,1,1,2,2,5,6,1,3,3,0,0,0,0,1,25
VILLA TUNARI,atencion odontologica,consulta nueva,2020-07-01,18,6,46,73,36,42,60,108,4,4,0,2,0,1,400
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2020-07-01,3,4,4,1,5,6,4,19,1,0,0,4,0,0,51
VILLAZON,atencion odontologica,consulta nueva,2020-07-01,26,33,44,70,31,46,57,159,27,20,0,21,0,3,537
VINTO,atencion odontologica,consulta nueva,2020-07-01,17,31,89,165,50,149,132,212,5,18,0,1,0,0,869
VITICHI,atencion odontologica,consulta nueva,2020-07-01,1,10,19,33,10,15,22,48,6,7,0,12,0,1,184
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2020-07-01,1,1,2,12,13,13,10,12,2,0,0,0,0,3,69
WARNES,atencion odontologica,consulta nueva,2020-07-01,1,4,9,6,2,5,4,11,4,0,0,0,0,0,46
YACO,atencion odontologica,consulta nueva,2020-07-01,0,1,2,1,0,3,7,9,0,2,0,0,0,0,25
YACUIBA,atencion odontologica,consulta nueva,2020-07-01,2,3,25,29,11,18,53,87,9,3,0,1,0,0,241
YAMPARAEZ,atencion odontologica,consulta nueva,2020-07-01,0,0,3,3,3,5,7,11,2,5,0,9,0,0,48
YANACACHI,atencion odontologica,consulta nueva,2020-07-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
YAPACANI,atencion odontologica,consulta nueva,2020-07-01,17,5,26,30,11,12,5,31,2,4,0,0,0,0,143
YOCALLA,atencion odontologica,consulta nueva,2020-07-01,1,14,15,6,3,10,11,31,9,7,0,5,0,0,112
YOTALA,atencion odontologica,consulta nueva,2020-07-01,0,0,2,1,3,0,2,2,0,0,0,0,0,0,10
YUNCHARA,atencion odontologica,consulta nueva,2020-07-01,1,1,10,5,1,9,13,20,1,3,0,0,0,0,64
ZUDAÑEZ,atencion odontologica,consulta nueva,2020-07-01,0,0,0,1,0,2,0,22,0,0,0,24,0,0,49
ACACIO,atencion odontologica,consulta nueva,2020-08-01,0,0,25,27,1,11,2,47,0,2,0,0,0,0,115
ACHACACHI,atencion odontologica,consulta nueva,2020-08-01,29,48,35,50,25,48,57,136,25,11,0,19,0,11,494
ACHOCALLA,atencion odontologica,consulta nueva,2020-08-01,40,61,26,41,5,46,13,66,4,0,0,44,0,4,350
AIQUILE,atencion odontologica,consulta nueva,2020-08-01,0,0,0,0,2,0,7,6,2,0,0,1,0,0,18
ALALAY,atencion odontologica,consulta nueva,2020-08-01,0,0,3,1,0,2,0,5,0,0,0,0,0,0,11
ALCALA,atencion odontologica,consulta nueva,2020-08-01,1,1,3,3,1,3,5,28,0,2,0,2,0,1,50
ALTO BENI,atencion odontologica,consulta nueva,2020-08-01,12,16,10,27,0,11,34,23,3,0,0,1,0,0,137
ANCORAIMES,atencion odontologica,consulta nueva,2020-08-01,7,5,26,28,9,30,31,74,12,16,0,3,0,5,246
ANDAMARCA,atencion odontologica,consulta nueva,2020-08-01,3,4,3,6,23,11,5,8,0,2,0,9,0,0,74
ANTEQUERA,atencion odontologica,consulta nueva,2020-08-01,23,17,50,50,29,15,30,59,16,8,0,3,0,0,300
ANZALDO,atencion odontologica,consulta nueva,2020-08-01,2,0,9,4,0,5,13,6,1,4,0,3,0,2,49
APOLO,atencion odontologica,consulta nueva,2020-08-01,9,8,15,18,4,9,5,8,1,3,0,2,0,0,82
ARAMPAMPA,atencion odontologica,consulta nueva,2020-08-01,2,16,3,2,2,2,4,7,1,6,0,0,0,0,45
ARANI,atencion odontologica,consulta nueva,2020-08-01,1,0,0,13,0,2,4,26,0,0,0,0,0,0,46
ARBIETO,atencion odontologica,consulta nueva,2020-08-01,14,31,100,76,27,35,48,128,4,11,0,0,0,0,474
ARQUE,atencion odontologica,consulta nueva,2020-08-01,16,0,14,24,18,35,44,46,13,12,0,14,0,5,241
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2020-08-01,100,85,32,52,8,38,20,135,9,9,0,10,0,11,509
ATOCHA,atencion odontologica,consulta nueva,2020-08-01,8,9,38,41,18,30,63,83,3,8,0,0,0,0,301
AUCAPATA,atencion odontologica,consulta nueva,2020-08-01,1,2,4,5,8,2,19,37,0,3,0,0,0,0,81
AYATA,atencion odontologica,consulta nueva,2020-08-01,11,11,9,19,15,23,38,65,9,13,0,1,0,1,215
AYO AYO,atencion odontologica,consulta nueva,2020-08-01,1,1,7,2,1,8,4,10,5,1,0,1,0,0,41
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2020-08-01,9,14,39,42,15,31,55,91,11,19,0,10,0,8,344
AZURDUY,atencion odontologica,consulta nueva,2020-08-01,0,0,16,22,9,28,33,116,1,8,0,16,0,0,249
BATALLAS,atencion odontologica,consulta nueva,2020-08-01,1,3,1,1,1,3,9,10,4,2,0,0,0,1,36
BAURES,atencion odontologica,consulta nueva,2020-08-01,1,1,4,5,1,3,10,18,6,1,0,0,0,0,50
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2020-08-01,0,0,2,3,0,6,5,16,5,2,0,0,0,0,39
BELEN DE URMIRI,atencion odontologica,consulta nueva,2020-08-01,0,0,3,2,7,7,11,13,10,5,0,1,0,0,59
BELLA FLOR,atencion odontologica,consulta nueva,2020-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,consulta nueva,2020-08-01,7,1,10,13,3,13,18,32,8,8,0,2,0,0,115
BETANZOS,atencion odontologica,consulta nueva,2020-08-01,13,17,12,17,15,37,35,99,19,14,0,13,0,4,295
BOLIVAR,atencion odontologica,consulta nueva,2020-08-01,0,2,5,3,5,5,8,16,1,0,0,0,0,0,45
BOLPEBRA,atencion odontologica,consulta nueva,2020-08-01,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4
BOYUIBE,atencion odontologica,consulta nueva,2020-08-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,9
BUENA VISTA,atencion odontologica,consulta nueva,2020-08-01,2,1,2,3,2,5,2,6,1,0,0,1,0,0,25
CABEZAS,atencion odontologica,consulta nueva,2020-08-01,12,20,12,22,0,10,11,34,3,1,0,16,0,1,142
CAIROMA,atencion odontologica,consulta nueva,2020-08-01,1,0,8,17,0,19,17,43,0,2,0,1,0,0,108
"CAIZA ""D""",atencion odontologica,consulta nueva,2020-08-01,9,3,1,5,2,6,9,27,6,11,0,1,0,3,83
CAJUATA,atencion odontologica,consulta nueva,2020-08-01,1,0,0,8,0,3,3,5,0,0,0,0,0,0,20
CALAMARCA,atencion odontologica,consulta nueva,2020-08-01,2,1,9,11,8,9,14,25,5,3,0,1,0,1,89
CAMARGO,atencion odontologica,consulta nueva,2020-08-01,0,3,10,9,0,13,10,54,1,3,0,8,0,2,113
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2020-08-01,0,0,3,4,1,0,9,16,0,0,0,1,0,0,34
CAMIRI,atencion odontologica,consulta nueva,2020-08-01,16,22,12,13,1,10,29,60,7,6,0,16,0,6,198
CAPINOTA,atencion odontologica,consulta nueva,2020-08-01,8,16,30,50,5,9,11,48,21,13,0,0,0,10,221
CAQUIAVIRI,atencion odontologica,consulta nueva,2020-08-01,4,4,3,6,4,5,10,12,3,1,0,2,0,0,54
CARACOLLO,atencion odontologica,consulta nueva,2020-08-01,17,30,22,32,9,33,37,92,5,8,0,19,0,3,307
CARANAVI,atencion odontologica,consulta nueva,2020-08-01,25,15,38,50,20,37,49,87,3,2,0,17,0,2,345
CARANGAS,atencion odontologica,consulta nueva,2020-08-01,0,2,1,1,1,1,2,2,0,2,0,0,0,0,12
CARAPARI,atencion odontologica,consulta nueva,2020-08-01,0,0,15,14,10,19,30,56,3,0,0,1,0,0,148
CARIPUYO,atencion odontologica,consulta nueva,2020-08-01,14,23,2,5,0,3,6,11,13,30,0,3,0,2,112
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2020-08-01,1,5,8,3,6,3,17,22,0,0,0,2,0,0,67
CATACORA,atencion odontologica,consulta nueva,2020-08-01,0,4,3,8,5,8,4,2,1,0,0,2,0,0,37
CHACARILLA,atencion odontologica,consulta nueva,2020-08-01,2,0,0,0,0,0,7,2,0,0,0,0,0,0,11
CHALLAPATA,atencion odontologica,consulta nueva,2020-08-01,25,13,34,41,20,47,56,131,59,28,0,23,0,7,484
CHAQUI,atencion odontologica,consulta nueva,2020-08-01,4,9,10,4,1,9,15,19,10,11,0,1,0,1,94
CHARAGUA,atencion odontologica,consulta nueva,2020-08-01,28,20,14,9,10,21,25,49,13,10,0,13,0,12,224
CHARAÑA,atencion odontologica,consulta nueva,2020-08-01,4,4,0,7,0,0,2,10,0,1,0,1,0,0,29
CHAYANTA,atencion odontologica,consulta nueva,2020-08-01,4,7,14,9,5,5,9,34,7,4,0,6,0,3,107
CHIPAYA,atencion odontologica,consulta nueva,2020-08-01,0,6,8,0,7,4,5,5,2,7,0,1,0,0,45
CHOQUE COTA,atencion odontologica,consulta nueva,2020-08-01,0,0,3,0,0,6,5,3,3,5,0,0,0,0,25
CHUA COCANI,atencion odontologica,consulta nueva,2020-08-01,4,5,4,12,1,1,10,30,8,4,0,11,0,1,91
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2020-08-01,7,0,23,12,0,13,18,22,0,5,0,1,0,0,101
CHUMA,atencion odontologica,consulta nueva,2020-08-01,4,9,7,23,12,30,54,77,7,5,0,7,0,5,240
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2020-08-01,1,1,11,3,2,6,8,13,0,8,0,0,0,1,54
CKOCHAS,atencion odontologica,consulta nueva,2020-08-01,24,7,8,13,9,19,12,42,7,11,0,10,0,6,168
CLIZA,atencion odontologica,consulta nueva,2020-08-01,2,3,29,17,6,15,13,39,17,23,0,0,0,0,164
COBIJA,atencion odontologica,consulta nueva,2020-08-01,20,25,41,36,15,26,65,115,18,5,0,33,0,7,406
COCAPATA,atencion odontologica,consulta nueva,2020-08-01,14,8,32,43,20,19,30,52,11,8,0,2,0,1,240
COCHABAMBA,atencion odontologica,consulta nueva,2020-08-01,83,93,185,181,99,149,303,548,130,70,0,43,0,16,1900
COIPASA,atencion odontologica,consulta nueva,2020-08-01,0,5,19,16,9,8,2,6,0,4,0,3,0,0,72
COLCAPIRHUA,atencion odontologica,consulta nueva,2020-08-01,11,10,22,4,2,15,18,32,4,2,0,10,0,0,130
"COLCHA ""K""",atencion odontologica,consulta nueva,2020-08-01,3,14,25,39,11,28,37,71,8,9,0,6,0,0,251
COLLANA,atencion odontologica,consulta nueva,2020-08-01,3,0,4,5,2,12,13,15,2,2,0,5,0,0,63
COLOMI,atencion odontologica,consulta nueva,2020-08-01,5,5,11,13,8,15,20,27,4,2,0,2,0,5,117
COLPA BELGICA,atencion odontologica,consulta nueva,2020-08-01,0,2,11,12,8,0,3,24,3,1,0,0,0,0,64
COLQUECHACA,atencion odontologica,consulta nueva,2020-08-01,12,25,52,57,31,46,68,167,34,16,0,14,0,6,528
COLQUENCHA,atencion odontologica,consulta nueva,2020-08-01,10,6,9,22,16,24,18,54,2,1,0,6,0,5,173
COLQUIRI,atencion odontologica,consulta nueva,2020-08-01,5,13,17,38,21,38,64,64,4,6,0,1,0,1,272
COMANCHE,atencion odontologica,consulta nueva,2020-08-01,0,0,3,6,3,8,3,6,3,3,0,0,0,0,35
COMBAYA,atencion odontologica,consulta nueva,2020-08-01,0,0,1,0,0,3,9,6,7,2,0,0,0,0,28
COPACABANA,atencion odontologica,consulta nueva,2020-08-01,0,1,0,3,0,0,0,2,0,0,0,1,0,0,7
CORIPATA,atencion odontologica,consulta nueva,2020-08-01,8,1,14,11,3,11,8,39,1,0,0,4,0,3,103
CORO CORO,atencion odontologica,consulta nueva,2020-08-01,0,0,5,5,2,6,5,3,1,0,0,0,0,0,27
COROICO,atencion odontologica,consulta nueva,2020-08-01,4,11,13,11,8,23,22,39,4,5,0,1,0,0,141
CORQUE,atencion odontologica,consulta nueva,2020-08-01,5,12,12,21,6,12,21,27,5,5,0,5,0,1,132
COTAGAITA,atencion odontologica,consulta nueva,2020-08-01,13,6,25,22,6,18,25,83,9,15,0,10,0,4,236
COTOCA,atencion odontologica,consulta nueva,2020-08-01,101,92,17,11,7,33,24,137,20,24,0,54,0,39,559
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2020-08-01,0,0,2,2,0,2,8,4,0,1,0,0,0,0,19
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2020-08-01,4,4,4,5,2,2,3,4,3,0,0,0,0,0,31
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2020-08-01,3,3,7,2,2,4,18,11,0,1,0,0,0,0,51
CUEVO,atencion odontologica,consulta nueva,2020-08-01,2,1,6,4,0,4,9,26,4,1,0,8,0,0,65
CULPINA,atencion odontologica,consulta nueva,2020-08-01,15,7,13,23,7,37,44,87,9,6,0,11,0,0,259
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2020-08-01,17,0,9,9,4,16,14,26,7,7,0,0,0,0,109
CURVA,atencion odontologica,consulta nueva,2020-08-01,2,0,0,1,4,8,5,13,4,4,0,11,0,0,52
DESAGUADERO,atencion odontologica,consulta nueva,2020-08-01,5,1,1,2,0,4,3,16,0,0,0,4,0,1,37
EL ALTO,atencion odontologica,consulta nueva,2020-08-01,54,56,123,114,48,100,126,352,42,16,0,114,0,8,1153
EL CHORO,atencion odontologica,consulta nueva,2020-08-01,12,5,20,16,2,3,14,37,5,8,0,7,0,0,129
EL PUENTE(STC),atencion odontologica,consulta nueva,2020-08-01,2,0,8,13,5,7,9,25,8,3,0,5,0,0,85
EL PUENTE(TJA),atencion odontologica,consulta nueva,2020-08-01,4,0,13,11,10,10,18,34,3,7,0,0,0,0,110
EL TORNO,atencion odontologica,consulta nueva,2020-08-01,66,68,2,3,6,23,23,36,8,6,0,5,0,1,247
EL VILLAR,atencion odontologica,consulta nueva,2020-08-01,0,0,3,7,4,15,18,36,4,0,0,6,0,1,94
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2020-08-01,0,4,13,8,4,12,10,53,8,0,0,2,0,2,116
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2020-08-01,33,15,48,31,8,31,18,55,10,3,0,2,0,7,261
ESCARA,atencion odontologica,consulta nueva,2020-08-01,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3
ESCOMA,atencion odontologica,consulta nueva,2020-08-01,3,1,3,1,2,2,6,8,6,1,0,0,0,0,33
ESMERALDA,atencion odontologica,consulta nueva,2020-08-01,0,4,3,0,0,0,2,5,3,0,0,0,0,0,17
EUCALIPTUS,atencion odontologica,consulta nueva,2020-08-01,3,0,1,0,0,4,3,14,0,0,0,10,0,0,35
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2020-08-01,6,5,13,9,3,5,6,25,10,4,0,2,0,1,89
FILADELFIA,atencion odontologica,consulta nueva,2020-08-01,2,6,23,13,3,15,11,28,0,0,0,4,0,0,105
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2020-08-01,12,17,9,12,1,10,3,30,2,9,0,5,0,0,110
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2020-08-01,15,33,22,22,23,48,44,116,20,11,0,6,0,2,362
GUANAY,atencion odontologica,consulta nueva,2020-08-01,8,6,6,11,0,7,7,13,4,1,0,0,0,2,65
GUAQUI,atencion odontologica,consulta nueva,2020-08-01,1,2,3,5,0,4,17,15,15,21,0,0,0,0,83
GUAYARAMERIN,atencion odontologica,consulta nueva,2020-08-01,10,3,21,43,8,43,25,58,1,4,0,23,0,1,240
GUTIERREZ,atencion odontologica,consulta nueva,2020-08-01,1,0,3,15,13,12,16,34,3,0,0,1,0,0,98
HUACARETA,atencion odontologica,consulta nueva,2020-08-01,2,3,23,21,3,38,41,63,7,3,0,3,0,0,207
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2020-08-01,0,1,1,8,2,2,4,17,0,0,0,2,0,0,37
HUACHACALLA,atencion odontologica,consulta nueva,2020-08-01,1,3,7,2,2,10,6,18,7,7,0,4,0,1,68
HUANUNI,atencion odontologica,consulta nueva,2020-08-01,21,26,58,60,21,62,48,86,9,4,0,12,0,1,408
HUARACAJE,atencion odontologica,consulta nueva,2020-08-01,0,0,2,9,3,7,7,16,5,0,0,7,0,0,56
HUARINA,atencion odontologica,consulta nueva,2020-08-01,1,2,1,0,1,4,4,4,0,0,0,0,0,0,17
HUATAJATA,atencion odontologica,consulta nueva,2020-08-01,2,2,3,5,0,4,2,8,1,3,0,0,0,0,30
HUAYLLAMARCA,atencion odontologica,consulta nueva,2020-08-01,0,0,4,6,3,6,9,14,2,6,0,1,0,4,55
HUMANATA,atencion odontologica,consulta nueva,2020-08-01,5,2,3,9,4,0,6,11,3,3,0,0,0,0,46
ICHOCA,atencion odontologica,consulta nueva,2020-08-01,5,11,14,4,1,5,8,16,8,12,0,0,0,0,84
ICLA,atencion odontologica,consulta nueva,2020-08-01,6,12,12,20,5,17,21,52,9,9,0,14,0,1,178
INCAHUASI,atencion odontologica,consulta nueva,2020-08-01,4,2,4,8,1,5,8,22,1,1,0,0,0,1,57
INQUISIVI,atencion odontologica,consulta nueva,2020-08-01,3,4,17,15,5,11,31,46,13,7,0,1,0,0,153
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2020-08-01,3,16,25,22,9,8,33,80,8,8,0,1,0,0,213
IXIAMAS,atencion odontologica,consulta nueva,2020-08-01,6,2,5,12,5,8,9,20,2,0,0,0,0,0,69
JESUS DE MACHACA,atencion odontologica,consulta nueva,2020-08-01,4,4,22,11,2,14,6,33,5,2,0,2,0,3,108
LA ASUNTA,atencion odontologica,consulta nueva,2020-08-01,42,45,101,100,27,73,80,192,13,7,0,32,0,10,722
LA PAZ,atencion odontologica,consulta nueva,2020-08-01,106,87,143,137,40,109,210,458,95,76,0,76,0,3,1540
LA RIVERA,atencion odontologica,consulta nueva,2020-08-01,1,0,6,4,0,1,7,26,1,1,0,0,0,2,49
LAGUNILLAS,atencion odontologica,consulta nueva,2020-08-01,2,4,3,8,1,13,6,34,2,1,0,0,0,0,74
LAJA,atencion odontologica,consulta nueva,2020-08-01,30,42,17,5,5,37,17,47,4,9,0,34,0,0,247
LAS CARRERAS,atencion odontologica,consulta nueva,2020-08-01,5,1,6,0,2,3,4,8,1,0,0,0,0,0,30
LLALLAGUA,atencion odontologica,consulta nueva,2020-08-01,40,43,22,40,23,44,22,133,10,13,0,13,0,9,412
LLICA,atencion odontologica,consulta nueva,2020-08-01,3,4,25,17,5,8,16,34,6,0,0,2,0,1,121
LORETO,atencion odontologica,consulta nueva,2020-08-01,1,0,8,13,0,8,1,11,0,2,0,0,0,0,44
LURIBAY,atencion odontologica,consulta nueva,2020-08-01,1,0,3,11,6,5,9,22,1,0,0,4,0,0,62
MACHACAMARCA,atencion odontologica,consulta nueva,2020-08-01,12,16,8,7,0,8,16,28,6,9,0,3,0,0,113
MACHARETI,atencion odontologica,consulta nueva,2020-08-01,57,58,22,19,2,12,15,45,7,1,0,13,0,8,259
MAGDALENA,atencion odontologica,consulta nueva,2020-08-01,0,1,8,12,6,2,5,17,4,4,0,1,0,0,60
MALLA,atencion odontologica,consulta nueva,2020-08-01,0,0,0,5,4,1,6,1,0,2,0,0,0,0,19
MAPIRI,atencion odontologica,consulta nueva,2020-08-01,5,0,6,24,1,9,22,34,0,0,0,4,0,3,108
MECAPACA,atencion odontologica,consulta nueva,2020-08-01,11,7,17,27,5,10,32,45,3,3,0,2,0,4,166
MINEROS,atencion odontologica,consulta nueva,2020-08-01,8,6,0,1,0,12,0,44,21,14,0,40,0,14,160
MIZQUE,atencion odontologica,consulta nueva,2020-08-01,0,4,9,9,1,8,20,53,3,1,0,0,0,0,108
MOCOMOCO,atencion odontologica,consulta nueva,2020-08-01,1,6,9,14,10,22,17,38,5,7,0,3,0,0,132
MOJINETE,atencion odontologica,consulta nueva,2020-08-01,0,4,4,13,4,13,1,11,1,0,0,0,0,4,55
MOJOCOYA,atencion odontologica,consulta nueva,2020-08-01,1,2,12,24,7,22,29,52,2,3,0,4,0,0,158
MONTEAGUDO,atencion odontologica,consulta nueva,2020-08-01,16,21,28,36,17,24,47,94,3,8,0,3,0,5,302
MONTERO,atencion odontologica,consulta nueva,2020-08-01,133,140,69,76,29,66,73,268,31,31,0,104,0,26,1046
MORO MORO,atencion odontologica,consulta nueva,2020-08-01,0,0,3,8,3,3,2,6,0,1,0,0,0,0,26
MOROCHATA,atencion odontologica,consulta nueva,2020-08-01,8,3,6,21,12,24,20,47,10,4,0,0,0,2,157
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2020-08-01,4,7,13,21,0,9,3,17,0,1,0,0,0,0,75
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2020-08-01,1,0,0,0,0,0,3,2,1,0,0,0,0,0,7
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2020-08-01,0,0,8,2,0,0,0,0,0,0,0,0,0,0,10
OCURI,atencion odontologica,consulta nueva,2020-08-01,14,11,4,7,21,39,27,75,19,5,0,11,0,2,235
OKINAWA,atencion odontologica,consulta nueva,2020-08-01,0,0,1,1,1,2,0,7,0,0,0,0,0,0,12
OMEREQUE,atencion odontologica,consulta nueva,2020-08-01,2,0,1,1,2,0,3,2,1,3,0,0,0,0,15
ORURO,atencion odontologica,consulta nueva,2020-08-01,90,86,162,200,77,150,381,608,75,55,0,109,0,27,2020
PADCAYA,atencion odontologica,consulta nueva,2020-08-01,2,0,2,11,9,1,10,15,2,0,0,0,0,0,52
PADILLA,atencion odontologica,consulta nueva,2020-08-01,2,1,5,4,4,4,13,46,2,2,0,11,0,1,95
PAILON,atencion odontologica,consulta nueva,2020-08-01,5,2,2,8,0,9,9,28,2,3,0,0,0,0,68
PALCA,atencion odontologica,consulta nueva,2020-08-01,14,12,24,18,7,25,51,74,16,21,0,0,0,2,264
PALOS BLANCOS,atencion odontologica,consulta nueva,2020-08-01,5,5,8,18,4,6,6,19,1,0,0,0,0,3,75
PAMPA GRANDE,atencion odontologica,consulta nueva,2020-08-01,1,1,1,1,2,4,3,5,1,1,0,1,0,0,21
PAPEL PAMPA,atencion odontologica,consulta nueva,2020-08-01,0,0,3,3,0,4,4,10,2,2,0,0,0,0,28
PASORAPA,atencion odontologica,consulta nueva,2020-08-01,0,1,25,5,4,11,18,28,1,4,0,0,0,0,97
PATACAMAYA,atencion odontologica,consulta nueva,2020-08-01,2,1,3,2,0,0,0,3,0,0,0,0,0,0,11
PAZÑA,atencion odontologica,consulta nueva,2020-08-01,3,3,7,18,4,16,16,38,8,17,0,2,0,3,135
PELECHUCO,atencion odontologica,consulta nueva,2020-08-01,9,17,15,6,1,6,8,20,4,3,0,6,0,0,95
POCOATA,atencion odontologica,consulta nueva,2020-08-01,42,38,72,85,46,73,84,214,44,21,0,42,0,18,779
POCONA,atencion odontologica,consulta nueva,2020-08-01,8,2,6,3,2,2,8,17,14,1,0,2,0,2,67
POJO (CBBA),atencion odontologica,consulta nueva,2020-08-01,10,0,10,14,1,4,11,19,2,0,0,0,0,0,71
POOPO,atencion odontologica,consulta nueva,2020-08-01,4,1,11,15,2,8,16,40,6,3,0,10,0,0,116
PORCO,atencion odontologica,consulta nueva,2020-08-01,7,3,2,6,0,8,3,24,0,0,0,21,0,0,74
POROMA,atencion odontologica,consulta nueva,2020-08-01,0,3,1,7,1,6,7,13,1,2,0,1,0,0,42
PORONGO,atencion odontologica,consulta nueva,2020-08-01,36,38,59,64,17,17,43,66,28,22,0,18,0,11,419
PORVENIR,atencion odontologica,consulta nueva,2020-08-01,0,1,1,5,0,2,5,6,2,0,0,4,0,0,26
POSTRER VALLE,atencion odontologica,consulta nueva,2020-08-01,4,1,12,22,11,10,17,23,7,1,0,4,0,0,112
POTOSI,atencion odontologica,consulta nueva,2020-08-01,28,25,56,54,20,23,70,138,12,10,0,7,0,6,449
PRESTO,atencion odontologica,consulta nueva,2020-08-01,0,1,18,16,4,10,24,45,5,0,0,2,0,0,125
PUCARA,atencion odontologica,consulta nueva,2020-08-01,0,0,2,0,0,0,0,1,0,1,0,0,0,0,4
PUCARANI,atencion odontologica,consulta nueva,2020-08-01,25,23,39,41,20,39,39,118,12,13,0,16,0,5,390
PUERTO ACOSTA,atencion odontologica,consulta nueva,2020-08-01,4,2,4,6,7,14,11,15,7,2,0,3,0,0,75
PUERTO CARABUCO,atencion odontologica,consulta nueva,2020-08-01,5,3,4,5,4,14,14,45,4,4,0,2,0,1,105
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2020-08-01,4,6,17,3,3,11,9,50,6,0,0,0,0,0,109
PUERTO PEREZ,atencion odontologica,consulta nueva,2020-08-01,0,6,2,2,2,3,4,9,4,1,0,0,0,0,33
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2020-08-01,8,11,2,5,1,2,2,14,1,5,0,6,0,0,57
PUERTO RICO,atencion odontologica,consulta nueva,2020-08-01,13,11,33,28,4,28,36,69,0,0,0,0,0,2,224
PUERTO SUAREZ,atencion odontologica,consulta nueva,2020-08-01,3,0,2,2,1,2,2,3,1,2,0,0,0,0,18
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2020-08-01,57,85,137,197,71,171,152,334,21,10,0,28,0,21,1284
