,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2020-07-01,0,0,1,1,2,2,2,9,2,5,0,0,0,0,24
CURVA,atencion odontologica,exodoncia,2020-07-01,0,0,5,0,0,0,2,6,1,0,0,0,0,0,14
DESAGUADERO,atencion odontologica,exodoncia,2020-07-01,0,0,0,2,1,0,1,2,5,0,0,0,0,0,11
EL ALTO,atencion odontologica,exodoncia,2020-07-01,5,1,59,57,13,18,26,69,13,9,0,0,0,0,270
EL CHORO,atencion odontologica,exodoncia,2020-07-01,0,0,2,3,0,0,0,6,1,0,0,0,0,0,12
EL PUENTE(STC),atencion odontologica,exodoncia,2020-07-01,1,0,0,2,3,0,3,9,2,2,0,0,0,0,22
EL PUENTE(TJA),atencion odontologica,exodoncia,2020-07-01,0,0,6,2,2,1,0,7,0,1,0,0,0,0,19
EL TORNO,atencion odontologica,exodoncia,2020-07-01,0,0,3,1,1,0,4,6,0,4,0,0,0,0,19
EL VILLAR,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2020-07-01,0,0,4,4,0,0,2,7,1,1,0,0,0,0,19
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2020-07-01,0,0,1,5,0,0,1,1,0,0,0,0,0,0,8
ESCARA,atencion odontologica,exodoncia,2020-07-01,0,0,3,6,2,1,1,0,0,0,0,0,0,0,13
ESCOMA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
ESMERALDA,atencion odontologica,exodoncia,2020-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2020-07-01,0,1,12,2,0,0,0,3,1,1,0,0,0,0,20
FILADELFIA,atencion odontologica,exodoncia,2020-07-01,1,1,12,2,3,2,6,7,1,0,0,0,0,0,35
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2020-07-01,0,0,2,3,0,3,0,7,0,3,0,0,0,0,18
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2020-07-01,0,0,23,17,10,10,33,47,5,11,0,0,0,0,156
GUANAY,atencion odontologica,exodoncia,2020-07-01,0,0,1,1,0,3,0,9,0,0,0,0,0,0,14
GUAQUI,atencion odontologica,exodoncia,2020-07-01,0,0,1,3,2,3,3,11,1,4,0,0,0,0,28
GUAYARAMERIN,atencion odontologica,exodoncia,2020-07-01,0,0,10,10,0,2,3,9,0,1,0,0,0,0,35
GUTIERREZ,atencion odontologica,exodoncia,2020-07-01,3,2,7,9,10,13,10,37,2,0,0,0,0,0,93
HUACARETA,atencion odontologica,exodoncia,2020-07-01,0,2,15,10,0,2,5,16,2,1,0,0,0,0,53
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2020-07-01,0,0,0,4,0,1,1,1,0,0,0,0,0,0,7
HUANUNI,atencion odontologica,exodoncia,2020-07-01,0,0,9,9,1,1,7,19,5,2,0,0,0,0,53
HUARACAJE,atencion odontologica,exodoncia,2020-07-01,0,0,2,2,0,2,3,6,0,0,0,0,0,0,15
HUARINA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HUATAJATA,atencion odontologica,exodoncia,2020-07-01,0,0,2,0,0,0,0,2,1,3,0,0,0,0,8
HUAYLLAMARCA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUMANATA,atencion odontologica,exodoncia,2020-07-01,1,3,3,9,3,12,3,7,0,0,0,0,0,0,41
ICHOCA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,2,0,4,3,1,0,0,0,0,0,10
ICLA,atencion odontologica,exodoncia,2020-07-01,0,0,4,7,3,2,6,11,3,2,0,0,0,0,38
INCAHUASI,atencion odontologica,exodoncia,2020-07-01,0,0,2,4,0,1,4,4,5,0,0,0,0,0,20
INQUISIVI,atencion odontologica,exodoncia,2020-07-01,1,0,13,3,4,8,19,15,6,1,0,0,0,0,70
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2020-07-01,1,0,10,7,3,7,4,15,3,0,0,0,0,0,50
IXIAMAS,atencion odontologica,exodoncia,2020-07-01,0,0,9,5,5,4,4,18,0,2,0,0,0,0,47
JESUS DE MACHACA,atencion odontologica,exodoncia,2020-07-01,0,0,19,10,7,5,11,10,6,11,0,0,0,0,79
LA ASUNTA,atencion odontologica,exodoncia,2020-07-01,1,1,18,17,3,11,27,40,0,1,0,0,0,0,119
LA PAZ,atencion odontologica,exodoncia,2020-07-01,1,10,49,48,7,21,48,100,34,25,0,0,0,0,343
LA RIVERA,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,exodoncia,2020-07-01,0,0,1,4,1,0,1,10,0,0,0,0,0,0,17
LAJA,atencion odontologica,exodoncia,2020-07-01,0,0,6,3,2,2,2,5,2,1,0,0,0,0,23
LAS CARRERAS,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5
LLALLAGUA,atencion odontologica,exodoncia,2020-07-01,0,0,6,8,1,7,8,16,7,4,0,0,0,0,57
LLICA,atencion odontologica,exodoncia,2020-07-01,0,0,7,2,0,4,5,12,3,1,0,0,0,0,34
LORETO,atencion odontologica,exodoncia,2020-07-01,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5
LURIBAY,atencion odontologica,exodoncia,2020-07-01,0,0,0,3,1,3,1,2,0,0,0,0,0,0,10
MACHACAMARCA,atencion odontologica,exodoncia,2020-07-01,0,0,2,3,2,0,3,2,1,0,0,0,0,0,13
MACHARETI,atencion odontologica,exodoncia,2020-07-01,0,0,3,1,0,0,0,10,0,0,0,0,0,0,14
MAGDALENA,atencion odontologica,exodoncia,2020-07-01,1,0,5,2,2,1,1,3,2,0,0,0,0,0,17
MALLA,atencion odontologica,exodoncia,2020-07-01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
MECAPACA,atencion odontologica,exodoncia,2020-07-01,1,2,7,7,1,2,5,13,14,3,0,0,0,0,55
MIZQUE,atencion odontologica,exodoncia,2020-07-01,0,0,5,1,0,1,0,1,1,2,0,0,0,0,11
MOCOMOCO,atencion odontologica,exodoncia,2020-07-01,0,0,9,12,4,8,9,17,3,4,0,0,0,0,66
MOJINETE,atencion odontologica,exodoncia,2020-07-01,0,0,1,6,0,0,1,4,2,2,0,0,0,0,16
MOJOCOYA,atencion odontologica,exodoncia,2020-07-01,0,0,6,9,2,0,6,11,2,0,0,0,0,0,36
MONTEAGUDO,atencion odontologica,exodoncia,2020-07-01,0,0,12,5,2,2,20,20,2,3,0,0,0,0,66
MONTERO,atencion odontologica,exodoncia,2020-07-01,2,1,6,3,1,5,3,9,1,3,0,0,0,0,34
MORO MORO,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
MOROCHATA,atencion odontologica,exodoncia,2020-07-01,0,0,7,7,5,5,4,8,3,1,0,0,0,0,40
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2020-07-01,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,exodoncia,2020-07-01,0,0,2,1,0,2,5,10,3,1,0,0,0,0,24
OKINAWA,atencion odontologica,exodoncia,2020-07-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
ORURO,atencion odontologica,exodoncia,2020-07-01,0,2,32,26,12,16,42,100,19,22,0,0,0,0,271
PADCAYA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,1,0,2,3,1,0,0,0,0,0,7
PADILLA,atencion odontologica,exodoncia,2020-07-01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3
PALCA,atencion odontologica,exodoncia,2020-07-01,0,3,11,24,13,17,27,36,8,2,0,0,0,0,141
PALOS BLANCOS,atencion odontologica,exodoncia,2020-07-01,1,0,6,10,1,2,0,11,0,0,0,0,0,0,31
PAMPA GRANDE,atencion odontologica,exodoncia,2020-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PAPEL PAMPA,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PASORAPA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,atencion odontologica,exodoncia,2020-07-01,0,0,3,2,1,2,0,2,1,0,0,0,0,0,11
PAZÑA,atencion odontologica,exodoncia,2020-07-01,0,0,2,4,0,2,3,9,0,0,0,0,0,0,20
PELECHUCO,atencion odontologica,exodoncia,2020-07-01,1,0,6,7,0,0,3,4,0,0,0,0,0,0,21
POCOATA,atencion odontologica,exodoncia,2020-07-01,0,0,9,11,11,5,11,19,9,9,0,0,0,0,84
POCONA,atencion odontologica,exodoncia,2020-07-01,0,0,1,6,0,2,1,5,2,0,0,0,0,0,17
POJO (CBBA),atencion odontologica,exodoncia,2020-07-01,0,0,1,3,1,0,0,0,0,0,0,0,0,0,5
POOPO,atencion odontologica,exodoncia,2020-07-01,0,0,5,2,0,1,4,2,0,1,0,0,0,0,15
PORONGO,atencion odontologica,exodoncia,2020-07-01,0,2,4,2,0,1,0,1,0,0,0,0,0,0,10
PORVENIR,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
POSTRER VALLE,atencion odontologica,exodoncia,2020-07-01,1,0,1,3,0,1,3,6,0,0,0,0,0,0,15
POTOSI,atencion odontologica,exodoncia,2020-07-01,0,2,32,41,8,12,11,35,13,6,0,0,0,0,160
PRESTO,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,2,2,2,7,0,2,0,0,0,0,16
PUCARANI,atencion odontologica,exodoncia,2020-07-01,0,1,12,13,20,20,21,48,10,5,0,0,0,0,150
PUERTO ACOSTA,atencion odontologica,exodoncia,2020-07-01,0,0,9,8,6,7,22,23,7,9,0,0,0,0,91
PUERTO CARABUCO,atencion odontologica,exodoncia,2020-07-01,0,0,7,7,6,13,8,20,2,9,0,0,0,0,72
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2020-07-01,0,0,2,13,1,2,4,6,0,0,0,0,0,0,28
PUERTO PEREZ,atencion odontologica,exodoncia,2020-07-01,0,0,1,1,0,1,3,3,0,1,0,0,0,0,10
PUERTO RICO,atencion odontologica,exodoncia,2020-07-01,0,0,9,8,0,5,8,6,3,0,0,0,0,0,39
PUERTO VILLARROEL,atencion odontologica,exodoncia,2020-07-01,0,0,9,9,1,2,19,26,4,2,0,0,0,0,72
PUNA,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,1,0,1,2,1,1,0,0,0,0,7
PUNATA,atencion odontologica,exodoncia,2020-07-01,0,0,5,6,0,2,0,1,1,0,0,0,0,0,15
QUIABAYA,atencion odontologica,exodoncia,2020-07-01,0,0,4,2,0,7,9,10,0,7,0,0,0,0,39
QUILLACOLLO,atencion odontologica,exodoncia,2020-07-01,0,0,6,4,0,1,3,12,2,2,0,0,0,0,30
QUIME,atencion odontologica,exodoncia,2020-07-01,0,2,14,14,0,3,17,22,2,0,0,0,0,0,74
QUIRUSILLAS,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,exodoncia,2020-07-01,0,0,2,5,4,4,11,21,15,16,0,0,0,0,78
RIBERALTA,atencion odontologica,exodoncia,2020-07-01,1,1,2,5,0,5,5,11,0,2,0,0,0,0,32
RURRENABAQUE,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3
SABAYA,atencion odontologica,exodoncia,2020-07-01,0,0,9,7,8,1,10,12,3,4,0,0,0,0,54
SACABA,atencion odontologica,exodoncia,2020-07-01,0,0,44,26,5,8,17,33,10,2,0,0,0,0,145
SACABAMBA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
SACACA,atencion odontologica,exodoncia,2020-07-01,0,0,3,3,1,4,4,12,1,2,0,0,0,0,30
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2020-07-01,0,0,4,5,1,2,10,15,8,3,0,0,0,0,48
SAN AGUSTIN,atencion odontologica,exodoncia,2020-07-01,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,exodoncia,2020-07-01,0,0,5,4,6,5,14,14,6,6,0,0,0,0,60
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2020-07-01,0,0,5,7,3,3,0,13,14,2,0,0,0,0,47
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2020-07-01,0,0,1,5,1,4,1,6,1,0,0,0,0,0,19
SAN BENITO,atencion odontologica,exodoncia,2020-07-01,1,0,2,11,0,2,2,6,0,4,0,0,0,0,28
SAN BORJA,atencion odontologica,exodoncia,2020-07-01,0,0,10,4,1,7,7,24,1,1,0,0,0,0,55
SAN BUENA VENTURA,atencion odontologica,exodoncia,2020-07-01,0,0,4,1,0,0,2,2,1,0,0,0,0,0,10
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
SAN JAVIER(BNI),atencion odontologica,exodoncia,2020-07-01,0,0,3,1,0,3,0,4,0,0,0,0,0,0,11
SAN JAVIER(STC),atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2020-07-01,0,0,0,2,0,1,2,4,1,1,0,0,0,0,11
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SAN LORENZO(PND),atencion odontologica,exodoncia,2020-07-01,0,0,2,1,0,0,0,4,0,0,0,0,0,0,7
SAN LORENZO(TJA),atencion odontologica,exodoncia,2020-07-01,0,0,0,3,1,1,3,11,3,0,0,0,0,0,22
SAN LUCAS,atencion odontologica,exodoncia,2020-07-01,0,0,4,8,7,12,9,23,3,2,0,0,0,0,68
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,exodoncia,2020-07-01,1,0,8,4,0,3,1,2,2,0,0,0,0,0,21
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2020-07-01,0,0,0,2,2,0,10,4,2,1,0,0,0,0,21
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,2,0,1,0,1,0,0,0,0,4
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2020-07-01,1,1,5,7,5,9,14,23,8,3,0,0,0,0,76
SAN PEDRO(PND),atencion odontologica,exodoncia,2020-07-01,0,0,9,3,1,0,0,1,0,0,0,0,0,0,14
SAN RAFAEL,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2020-07-01,0,0,6,4,0,1,3,3,3,1,0,0,0,0,21
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2020-07-01,0,0,5,3,0,0,2,7,1,1,0,0,0,0,19
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2020-07-01,0,0,3,0,0,2,1,0,6,1,0,0,0,0,13
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2020-07-01,1,0,5,12,1,2,4,7,5,6,0,0,0,0,43
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2020-07-01,0,0,0,5,0,3,1,3,2,2,0,0,0,0,16
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2020-07-01,0,0,1,3,0,1,2,8,5,1,0,0,0,0,21
SANTIVAÑES,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,0,0,1,0,3,0,0,0,0,5
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2020-07-01,0,0,5,5,0,0,0,0,0,0,0,0,0,0,10
SAPAHAQUI,atencion odontologica,exodoncia,2020-07-01,0,0,1,0,0,3,2,1,0,0,0,0,0,0,7
SENA,atencion odontologica,exodoncia,2020-07-01,0,0,3,3,3,0,3,3,1,0,0,0,0,0,16
SIPE SIPE,atencion odontologica,exodoncia,2020-07-01,1,0,3,1,0,1,5,6,1,0,0,0,0,0,18
SOPACHUY,atencion odontologica,exodoncia,2020-07-01,0,0,4,4,3,0,1,4,2,0,0,0,0,0,18
SORACACHI,atencion odontologica,exodoncia,2020-07-01,0,0,8,6,3,2,13,18,6,3,0,0,0,0,59
SORATA,atencion odontologica,exodoncia,2020-07-01,0,0,11,2,1,2,5,22,2,0,0,0,0,0,45
SUCRE,atencion odontologica,exodoncia,2020-07-01,0,0,6,10,3,0,3,5,2,5,0,0,0,0,34
TACACOMA,atencion odontologica,exodoncia,2020-07-01,5,0,7,5,0,3,8,16,3,5,0,0,0,0,52
TACOPAYA,atencion odontologica,exodoncia,2020-07-01,0,0,4,3,4,3,3,7,6,2,0,0,0,0,32
TAHUA,atencion odontologica,exodoncia,2020-07-01,0,0,2,0,2,4,2,5,1,1,0,0,0,0,17
TAPACARI,atencion odontologica,exodoncia,2020-07-01,1,0,7,7,1,7,5,18,4,7,0,0,0,0,57
TARABUCO,atencion odontologica,exodoncia,2020-07-01,0,0,8,2,1,5,8,17,0,2,0,0,0,0,43
TARACO,atencion odontologica,exodoncia,2020-07-01,0,0,0,6,4,2,6,8,3,1,0,0,0,0,30
TARATA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TARIJA,atencion odontologica,exodoncia,2020-07-01,4,0,6,4,3,5,19,36,4,7,0,0,0,0,88
TARVITA,atencion odontologica,exodoncia,2020-07-01,0,0,4,15,9,12,30,29,20,4,0,0,0,0,123
TEOPONTE,atencion odontologica,exodoncia,2020-07-01,0,0,4,7,2,2,1,8,0,1,0,0,0,0,25
TIAHUANACU,atencion odontologica,exodoncia,2020-07-01,1,0,8,6,0,1,7,7,2,0,0,0,0,0,32
TINGUIPAYA,atencion odontologica,exodoncia,2020-07-01,0,0,5,4,5,7,15,15,5,8,0,0,0,0,64
TIQUIPAYA,atencion odontologica,exodoncia,2020-07-01,0,0,13,11,2,7,11,14,1,0,0,0,0,0,59
TIRAQUE (CBBA),atencion odontologica,exodoncia,2020-07-01,0,0,5,3,1,2,3,2,1,4,0,0,0,0,21
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
TOCO,atencion odontologica,exodoncia,2020-07-01,0,0,5,3,0,0,0,0,0,0,0,0,0,0,8
TODOS SANTOS,atencion odontologica,exodoncia,2020-07-01,0,0,2,5,2,0,0,0,0,2,0,0,0,0,11
TOLATA,atencion odontologica,exodoncia,2020-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,exodoncia,2020-07-01,0,1,0,1,2,1,0,2,0,0,0,0,0,0,7
TOMAVE,atencion odontologica,exodoncia,2020-07-01,0,0,6,11,5,9,7,13,4,12,0,0,0,0,67
TOMINA,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TORO TORO,atencion odontologica,exodoncia,2020-07-01,0,0,3,1,0,0,6,7,3,5,0,0,0,0,25
TOTORA(CBBA),atencion odontologica,exodoncia,2020-07-01,0,0,8,2,2,2,4,10,0,0,0,0,0,0,28
TOTORA(ORR),atencion odontologica,exodoncia,2020-07-01,0,0,4,8,2,4,1,4,2,8,0,0,0,0,33
TRIGAL,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
TRINIDAD,atencion odontologica,exodoncia,2020-07-01,4,4,29,29,11,10,17,50,17,1,0,0,0,0,172
TUPIZA,atencion odontologica,exodoncia,2020-07-01,0,0,10,16,9,6,18,27,5,8,0,0,0,0,99
TURCO,atencion odontologica,exodoncia,2020-07-01,0,0,5,5,0,0,2,4,2,0,0,0,0,0,18
UNCIA,atencion odontologica,exodoncia,2020-07-01,1,0,4,5,6,1,5,1,3,1,0,0,0,0,27
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2020-07-01,0,0,3,0,0,1,2,3,0,2,0,0,0,0,11
URUBICHA,atencion odontologica,exodoncia,2020-07-01,0,0,2,0,2,3,3,4,1,1,0,0,0,0,16
UYUNI,atencion odontologica,exodoncia,2020-07-01,0,1,4,4,1,4,13,14,7,3,0,0,0,0,51
VACAS,atencion odontologica,exodoncia,2020-07-01,0,0,15,11,3,5,5,15,0,1,0,0,0,0,55
VALLEGRANDE,atencion odontologica,exodoncia,2020-07-01,0,0,5,3,0,0,1,3,2,0,0,0,0,0,14
VIACHA,atencion odontologica,exodoncia,2020-07-01,1,0,39,38,17,23,23,70,20,13,0,0,0,0,244
VILA VILA,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
VILLA CHARCAS,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA MONTES,atencion odontologica,exodoncia,2020-07-01,0,0,4,16,4,0,9,10,1,1,0,0,0,0,45
VILLA RIVERO,atencion odontologica,exodoncia,2020-07-01,0,0,2,2,2,2,0,2,0,0,0,0,0,0,10
VILLA TUNARI,atencion odontologica,exodoncia,2020-07-01,0,0,28,13,2,2,9,9,0,0,0,0,0,0,63
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2020-07-01,0,0,1,1,2,3,0,5,1,0,0,0,0,0,13
VILLAZON,atencion odontologica,exodoncia,2020-07-01,0,0,10,29,9,8,10,29,7,7,0,0,0,0,109
VINTO,atencion odontologica,exodoncia,2020-07-01,0,0,12,18,4,15,9,34,0,2,0,0,0,0,94
VITICHI,atencion odontologica,exodoncia,2020-07-01,0,0,7,7,1,5,8,14,3,2,0,0,0,0,47
WALDO BALLIVIAN,atencion odontologica,exodoncia,2020-07-01,0,0,1,7,2,3,9,5,1,0,0,0,0,0,28
WARNES,atencion odontologica,exodoncia,2020-07-01,0,0,1,1,0,0,1,2,0,0,0,0,0,0,5
YACO,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,2,3,2,0,1,0,0,0,0,9
YACUIBA,atencion odontologica,exodoncia,2020-07-01,0,0,4,6,1,5,7,2,4,0,0,0,0,0,29
YAMPARAEZ,atencion odontologica,exodoncia,2020-07-01,0,0,2,2,0,1,3,1,0,2,0,0,0,0,11
YANACACHI,atencion odontologica,exodoncia,2020-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,exodoncia,2020-07-01,8,2,11,6,4,5,3,8,0,3,0,0,0,0,50
YOCALLA,atencion odontologica,exodoncia,2020-07-01,0,0,6,1,0,3,2,16,6,4,0,0,0,0,38
YOTALA,atencion odontologica,exodoncia,2020-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
YUNCHARA,atencion odontologica,exodoncia,2020-07-01,0,0,5,3,1,1,4,4,1,2,0,0,0,0,21
ACACIO,atencion odontologica,exodoncia,2020-08-01,0,0,1,0,0,0,1,4,0,2,0,0,0,0,8
ACHACACHI,atencion odontologica,exodoncia,2020-08-01,0,0,6,11,6,8,5,16,9,3,0,0,0,0,64
ACHOCALLA,atencion odontologica,exodoncia,2020-08-01,1,0,4,4,1,5,5,8,0,0,0,0,0,0,28
AIQUILE,atencion odontologica,exodoncia,2020-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
ALALAY,atencion odontologica,exodoncia,2020-08-01,0,0,1,0,0,1,0,4,0,0,0,0,0,0,6
ALTO BENI,atencion odontologica,exodoncia,2020-08-01,2,0,2,5,0,0,9,8,1,0,0,0,0,0,27
ANCORAIMES,atencion odontologica,exodoncia,2020-08-01,0,0,11,15,3,11,10,30,3,10,0,0,0,0,93
ANDAMARCA,atencion odontologica,exodoncia,2020-08-01,0,0,1,4,1,1,0,2,0,1,0,0,0,0,10
ANTEQUERA,atencion odontologica,exodoncia,2020-08-01,0,0,8,4,0,0,7,4,4,0,0,0,0,0,27
ANZALDO,atencion odontologica,exodoncia,2020-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
APOLO,atencion odontologica,exodoncia,2020-08-01,0,0,5,5,1,1,1,5,1,3,0,0,0,0,22
ARAMPAMPA,atencion odontologica,exodoncia,2020-08-01,0,0,1,0,0,1,1,6,0,4,0,0,0,0,13
ARANI,atencion odontologica,exodoncia,2020-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,exodoncia,2020-08-01,0,0,20,9,3,1,4,6,0,3,0,0,0,0,46
ARQUE,atencion odontologica,exodoncia,2020-08-01,0,0,3,7,1,5,2,3,8,3,0,0,0,0,32
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2020-08-01,0,1,18,11,6,7,3,27,2,3,0,0,0,0,78
ATOCHA,atencion odontologica,exodoncia,2020-08-01,0,3,11,12,0,2,8,17,0,1,0,0,0,0,54
AUCAPATA,atencion odontologica,exodoncia,2020-08-01,1,0,2,1,0,0,8,13,0,0,0,0,0,0,25
AYATA,atencion odontologica,exodoncia,2020-08-01,0,0,7,8,3,9,23,28,3,4,0,0,0,0,85
AYO AYO,atencion odontologica,exodoncia,2020-08-01,0,0,6,1,1,3,2,8,2,0,0,0,0,0,23
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2020-08-01,0,0,9,8,2,7,11,23,2,12,0,0,0,0,74
AZURDUY,atencion odontologica,exodoncia,2020-08-01,0,0,5,12,3,7,12,41,0,7,0,0,0,0,87
BATALLAS,atencion odontologica,exodoncia,2020-08-01,0,0,1,1,1,2,8,6,4,3,0,0,0,0,26
BAURES,atencion odontologica,exodoncia,2020-08-01,0,0,0,2,0,0,3,2,2,1,0,0,0,0,10
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2020-08-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
BELEN DE URMIRI,atencion odontologica,exodoncia,2020-08-01,0,0,0,0,0,0,1,2,4,2,0,0,0,0,9
BELLA FLOR,atencion odontologica,exodoncia,2020-08-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5
BERMEJO,atencion odontologica,exodoncia,2020-08-01,0,0,2,6,0,3,3,3,1,1,0,0,0,0,19
